cell_id,Aerospiza tachiro,Aerospiza tachiro macroscelides,Aerospiza tachiro toussenelii/canescens,Aerospiza tachiro lopezi,Aerospiza tachiro unduliventer/croizati,Aerospiza tachiro sparsimfasciata,Aerospiza tachiro pembaensis,Aerospiza tachiro tachiro
829617fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829627fffffffff,60.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
82962ffffffffff,28.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
829637fffffffff,37.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
829667fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829677fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829697fffffffff,123.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
8296a7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8296affffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8296b7fffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829707fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
82970ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829717fffffffff,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82971ffffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
829727fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82972ffffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
829737fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829747fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82974ffffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
829757fffffffff,70.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
82975ffffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
829777fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829787fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82978ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82979ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8297a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8297affffffffff,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
82ac97fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82ad37fffffffff,214.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
82bc0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82bc1ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82bc47fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
82bc4ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82bc57fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82bc6ffffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82bc77fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82bc8ffffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82bc9ffffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82bcd7fffffffff,259.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
82bcdffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
82bce7fffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
82bcf7fffffffff,352.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
