cell_id,Pardalotus punctatus,Pardalotus punctatus millitaris,Pardalotus punctatus punctatus,Pardalotus punctatus xanthopyge
84b9125ffffffff,2.0,0.0,0.0,0.0
84b9129ffffffff,2.0,0.0,0.0,0.0
84b912dffffffff,4.0,0.0,0.0,0.0
84b9135ffffffff,2.0,0.0,0.0,0.0
84b913dffffffff,2.0,0.0,0.0,2.0
84b9145ffffffff,22.0,0.0,0.0,0.0
84b9149ffffffff,5.0,0.0,0.0,0.0
84b914bffffffff,4.0,0.0,0.0,1.0
84b914dffffffff,21.0,0.0,0.0,0.0
84b9151ffffffff,7.0,0.0,0.0,0.0
84b9155ffffffff,24.0,0.0,0.0,10.0
84b9159ffffffff,15.0,0.0,0.0,0.0
84b915dffffffff,8.0,0.0,0.0,0.0
84b9163ffffffff,4.0,0.0,0.0,0.0
84b9169ffffffff,96.0,0.0,0.0,0.0
84b916dffffffff,24.0,0.0,0.0,0.0
84b9a31ffffffff,4.0,0.0,0.0,0.0
84b9a33ffffffff,3.0,0.0,0.0,0.0
84b9a3bffffffff,2.0,0.0,0.0,0.0
84b9a49ffffffff,4.0,0.0,0.0,2.0
84b9a4bffffffff,119.0,0.0,0.0,17.0
84b9a4dffffffff,23.0,0.0,0.0,12.0
84b9a51ffffffff,2.0,0.0,0.0,0.0
84b9a59ffffffff,6.0,0.0,0.0,2.0
84b9ac9ffffffff,13.0,0.0,0.0,7.0
84b9acbffffffff,42.0,0.0,0.0,22.0
84be081ffffffff,58.0,0.0,2.0,0.0
84be083ffffffff,21.0,0.0,0.0,0.0
84be085ffffffff,889.0,0.0,216.0,0.0
84be087ffffffff,427.0,0.0,39.0,0.0
84be089ffffffff,3378.0,0.0,32.0,0.0
84be08bffffffff,30.0,0.0,3.0,0.0
84be08dffffffff,1256.0,0.0,87.0,0.0
84be091ffffffff,6.0,0.0,0.0,0.0
84be093ffffffff,24.0,0.0,2.0,0.0
84be095ffffffff,4.0,0.0,0.0,0.0
84be097ffffffff,14.0,0.0,0.0,0.0
84be099ffffffff,78.0,0.0,0.0,0.0
84be09bffffffff,17.0,0.0,1.0,0.0
84be09dffffffff,6.0,0.0,0.0,0.0
84be0a1ffffffff,33.0,0.0,0.0,0.0
84be0a3ffffffff,189.0,0.0,27.0,0.0
84be0a5ffffffff,12.0,0.0,0.0,0.0
84be0a7ffffffff,27.0,0.0,0.0,0.0
84be0a9ffffffff,101.0,0.0,0.0,0.0
84be0abffffffff,44.0,0.0,1.0,0.0
84be0adffffffff,312.0,0.0,11.0,0.0
84be0b1ffffffff,13.0,0.0,0.0,0.0
84be0b3ffffffff,60.0,0.0,9.0,0.0
84be0b5ffffffff,15.0,0.0,0.0,0.0
84be0b7ffffffff,20.0,0.0,1.0,0.0
84be0b9ffffffff,14.0,0.0,0.0,0.0
84be0bbffffffff,11.0,0.0,0.0,0.0
84be0bdffffffff,449.0,0.0,59.0,0.0
84be0c3ffffffff,1281.0,0.0,186.0,0.0
84be0c7ffffffff,129.0,0.0,4.0,0.0
84be0d1ffffffff,56.0,0.0,1.0,0.0
84be0d3ffffffff,413.0,0.0,12.0,0.0
84be0d5ffffffff,437.0,0.0,41.0,0.0
84be0d7ffffffff,51.0,0.0,0.0,0.0
84be0d9ffffffff,131.0,0.0,14.0,0.0
84be0dbffffffff,74.0,0.0,1.0,0.0
84be0ddffffffff,407.0,0.0,74.0,0.0
84be0e3ffffffff,723.0,0.0,32.0,0.0
84be0e7ffffffff,74.0,0.0,7.0,0.0
84be0ebffffffff,2.0,0.0,0.0,0.0
84be181ffffffff,107.0,0.0,2.0,0.0
84be183ffffffff,21.0,0.0,0.0,0.0
84be185ffffffff,28.0,0.0,0.0,0.0
84be187ffffffff,64.0,0.0,3.0,0.0
84be189ffffffff,18.0,0.0,1.0,0.0
84be18bffffffff,31.0,0.0,2.0,0.0
84be18dffffffff,12.0,0.0,0.0,0.0
84be191ffffffff,8.0,0.0,0.0,0.0
84be193ffffffff,18.0,0.0,0.0,0.0
84be195ffffffff,9.0,0.0,1.0,0.0
84be197ffffffff,5.0,0.0,0.0,0.0
84be199ffffffff,99.0,0.0,14.0,0.0
84be19bffffffff,1.0,0.0,0.0,0.0
84be19dffffffff,18.0,0.0,2.0,0.0
84be1a1ffffffff,30.0,0.0,2.0,0.0
84be1a3ffffffff,29.0,0.0,3.0,0.0
84be1a5ffffffff,3.0,0.0,0.0,0.0
84be1a7ffffffff,4.0,0.0,2.0,0.0
84be1a9ffffffff,12.0,0.0,0.0,0.0
84be1abffffffff,10.0,0.0,0.0,0.0
84be1b1ffffffff,58.0,0.0,2.0,0.0
84be1b3ffffffff,26.0,0.0,3.0,0.0
84be1b5ffffffff,19.0,0.0,2.0,0.0
84be1b7ffffffff,23.0,0.0,2.0,0.0
84be1b9ffffffff,27.0,0.0,2.0,0.0
84be1bbffffffff,7.0,0.0,0.0,0.0
84be1bdffffffff,22.0,0.0,8.0,0.0
84be1d1ffffffff,53.0,0.0,8.0,0.0
84be1d3ffffffff,72.0,0.0,21.0,0.0
84be1d5ffffffff,47.0,0.0,15.0,0.0
84be1d7ffffffff,20.0,0.0,3.0,0.0
84be1dbffffffff,48.0,0.0,4.0,0.0
84be293ffffffff,116.0,0.0,16.0,0.0
84be297ffffffff,16.0,0.0,2.0,0.0
84be29bffffffff,14.0,0.0,7.0,0.0
84be2b3ffffffff,53.0,0.0,0.0,0.0
84be401ffffffff,49.0,0.0,4.0,0.0
84be403ffffffff,4.0,0.0,0.0,0.0
84be405ffffffff,7.0,0.0,2.0,0.0
84be407ffffffff,3.0,0.0,0.0,0.0
84be409ffffffff,458.0,0.0,38.0,100.0
84be40bffffffff,6.0,0.0,0.0,0.0
84be40dffffffff,83.0,0.0,13.0,0.0
84be417ffffffff,17.0,0.0,0.0,2.0
84be419ffffffff,6.0,0.0,0.0,0.0
84be41dffffffff,19.0,0.0,0.0,5.0
84be421ffffffff,2.0,0.0,2.0,0.0
84be429ffffffff,32.0,0.0,1.0,0.0
84be431ffffffff,2.0,0.0,0.0,2.0
84be433ffffffff,7.0,0.0,0.0,0.0
84be439ffffffff,20.0,0.0,0.0,4.0
84be441ffffffff,285.0,0.0,74.0,0.0
84be443ffffffff,218.0,0.0,67.0,0.0
84be445ffffffff,240.0,0.0,71.0,0.0
84be447ffffffff,65.0,0.0,8.0,0.0
84be449ffffffff,139.0,0.0,34.0,0.0
84be44bffffffff,36.0,0.0,14.0,0.0
84be44dffffffff,156.0,0.0,7.0,0.0
84be451ffffffff,75.0,0.0,12.0,0.0
84be453ffffffff,10.0,0.0,2.0,0.0
84be455ffffffff,281.0,0.0,43.0,8.0
84be457ffffffff,193.0,0.0,24.0,25.0
84be459ffffffff,130.0,0.0,14.0,0.0
84be45bffffffff,23.0,0.0,9.0,0.0
84be45dffffffff,323.0,0.0,45.0,0.0
84be461ffffffff,12.0,0.0,0.0,0.0
84be463ffffffff,96.0,0.0,16.0,0.0
84be465ffffffff,3.0,0.0,0.0,0.0
84be469ffffffff,59.0,0.0,4.0,0.0
84be46bffffffff,51.0,0.0,15.0,0.0
84be46dffffffff,24.0,0.0,3.0,0.0
84be485ffffffff,40.0,0.0,0.0,5.0
84be487ffffffff,27.0,0.0,0.0,7.0
84be489ffffffff,12.0,0.0,0.0,3.0
84be48bffffffff,6.0,0.0,0.0,3.0
84be48dffffffff,15.0,0.0,0.0,9.0
84be491ffffffff,15.0,0.0,0.0,0.0
84be493ffffffff,55.0,0.0,0.0,0.0
84be495ffffffff,10.0,0.0,0.0,0.0
84be497ffffffff,171.0,0.0,0.0,3.0
84be49bffffffff,2.0,0.0,0.0,0.0
84be49dffffffff,1.0,0.0,1.0,0.0
84be4a1ffffffff,18.0,0.0,0.0,3.0
84be4a3ffffffff,50.0,0.0,0.0,4.0
84be4a9ffffffff,86.0,0.0,0.0,50.0
84be4abffffffff,72.0,0.0,0.0,28.0
84be4adffffffff,3.0,0.0,0.0,0.0
84be4b1ffffffff,7.0,0.0,0.0,0.0
84be4b3ffffffff,32.0,0.0,0.0,4.0
84be4b5ffffffff,79.0,0.0,0.0,8.0
84be4bbffffffff,2.0,0.0,0.0,2.0
84be4bdffffffff,1.0,0.0,0.0,0.0
84be4c1ffffffff,6.0,0.0,0.0,3.0
84be4c3ffffffff,3.0,0.0,0.0,0.0
84be4c5ffffffff,7.0,0.0,0.0,7.0
84be4c7ffffffff,37.0,0.0,0.0,17.0
84be4c9ffffffff,132.0,0.0,8.0,20.0
84be4cbffffffff,33.0,0.0,2.0,2.0
84be4cdffffffff,57.0,0.0,6.0,2.0
84be4d1ffffffff,6.0,0.0,0.0,0.0
84be4d3ffffffff,21.0,0.0,0.0,0.0
84be4d5ffffffff,16.0,0.0,1.0,0.0
84be4d7ffffffff,8.0,0.0,0.0,0.0
84be4d9ffffffff,6.0,0.0,0.0,0.0
84be4ddffffffff,23.0,0.0,0.0,0.0
84be4e1ffffffff,20.0,0.0,0.0,7.0
84be4e3ffffffff,48.0,0.0,0.0,15.0
84be4e5ffffffff,442.0,0.0,0.0,177.0
84be4e7ffffffff,42.0,0.0,0.0,15.0
84be4e9ffffffff,191.0,0.0,0.0,91.0
84be4ebffffffff,46.0,0.0,0.0,20.0
84be4edffffffff,14.0,0.0,0.0,8.0
84be501ffffffff,2.0,0.0,0.0,0.0
84be503ffffffff,2.0,0.0,0.0,0.0
84be505ffffffff,6.0,0.0,0.0,0.0
84be507ffffffff,41.0,0.0,0.0,0.0
84be509ffffffff,4.0,0.0,0.0,0.0
84be50bffffffff,18.0,0.0,0.0,0.0
84be50dffffffff,4.0,0.0,0.0,0.0
84be527ffffffff,1.0,0.0,0.0,0.0
84be52bffffffff,6.0,0.0,0.0,0.0
84be533ffffffff,9.0,0.0,0.0,1.0
84be539ffffffff,83.0,0.0,0.0,4.0
84be53bffffffff,10.0,0.0,0.0,2.0
84be541ffffffff,24.0,0.0,0.0,0.0
84be545ffffffff,82.0,0.0,2.0,0.0
84be547ffffffff,9.0,0.0,0.0,0.0
84be549ffffffff,7.0,0.0,2.0,0.0
84be54dffffffff,20.0,0.0,1.0,0.0
84be551ffffffff,5.0,0.0,0.0,0.0
84be553ffffffff,9.0,0.0,0.0,0.0
84be555ffffffff,2.0,0.0,0.0,0.0
84be557ffffffff,33.0,0.0,2.0,0.0
84be559ffffffff,3.0,0.0,0.0,0.0
84be55dffffffff,15.0,0.0,0.0,0.0
84be561ffffffff,28.0,0.0,9.0,0.0
84be563ffffffff,2.0,0.0,1.0,0.0
84be565ffffffff,10.0,0.0,1.0,0.0
84be569ffffffff,51.0,0.0,1.0,0.0
84be56bffffffff,14.0,0.0,2.0,0.0
84be56dffffffff,8.0,0.0,1.0,0.0
84be593ffffffff,43.0,0.0,0.0,35.0
84be5d1ffffffff,3.0,0.0,0.0,3.0
84be5d3ffffffff,7.0,0.0,0.0,2.0
84be5d5ffffffff,7.0,0.0,0.0,7.0
84be5d9ffffffff,4.0,0.0,0.0,0.0
84be5dbffffffff,29.0,0.0,0.0,15.0
84be601ffffffff,4.0,0.0,1.0,0.0
84be605ffffffff,73.0,0.0,22.0,0.0
84be607ffffffff,263.0,0.0,63.0,0.0
84be60dffffffff,23.0,0.0,3.0,0.0
84be613ffffffff,26.0,0.0,2.0,0.0
84be617ffffffff,287.0,0.0,58.0,0.0
84be621ffffffff,21.0,0.0,4.0,0.0
84be623ffffffff,420.0,0.0,115.0,0.0
84be625ffffffff,8.0,0.0,0.0,0.0
84be627ffffffff,104.0,0.0,38.0,0.0
84be629ffffffff,236.0,0.0,9.0,0.0
84be62bffffffff,285.0,0.0,33.0,0.0
84be62dffffffff,29.0,0.0,0.0,0.0
84be631ffffffff,1013.0,0.0,188.0,0.0
84be633ffffffff,1001.0,0.0,415.0,0.0
84be635ffffffff,1583.0,0.0,430.0,0.0
84be637ffffffff,126.0,0.0,31.0,0.0
84be639ffffffff,360.0,0.0,23.0,0.0
84be63bffffffff,1509.0,0.0,513.0,0.0
84be63dffffffff,2026.0,0.0,500.0,0.0
84be661ffffffff,9.0,0.0,1.0,0.0
84be663ffffffff,49.0,0.0,18.0,0.0
84be667ffffffff,52.0,0.0,8.0,0.0
84be681ffffffff,30.0,0.0,15.0,0.0
84be683ffffffff,68.0,0.0,4.0,0.0
84be685ffffffff,2.0,0.0,0.0,0.0
84be68bffffffff,2.0,0.0,2.0,0.0
84be68dffffffff,50.0,0.0,17.0,0.0
84be695ffffffff,25.0,0.0,0.0,0.0
84be6a1ffffffff,160.0,0.0,10.0,0.0
84be6a3ffffffff,6.0,0.0,0.0,0.0
84be6a5ffffffff,28.0,0.0,3.0,0.0
84be6a7ffffffff,37.0,0.0,6.0,1.0
84be6a9ffffffff,15.0,0.0,1.0,0.0
84be6adffffffff,59.0,0.0,12.0,0.0
84be6b1ffffffff,55.0,0.0,7.0,0.0
84be6b3ffffffff,17.0,0.0,0.0,0.0
84be6b5ffffffff,35.0,0.0,4.0,6.0
84be6b7ffffffff,14.0,0.0,0.0,0.0
84be6b9ffffffff,16.0,0.0,7.0,0.0
84be6bbffffffff,15.0,0.0,0.0,0.0
84be6bdffffffff,5.0,0.0,0.0,0.0
84be6c5ffffffff,1.0,0.0,0.0,0.0
84be6e1ffffffff,15.0,0.0,4.0,0.0
84be6e5ffffffff,109.0,0.0,24.0,0.0
84be6e9ffffffff,73.0,0.0,27.0,0.0
84be6ebffffffff,45.0,0.0,22.0,0.0
84be6edffffffff,211.0,0.0,75.0,0.0
84be701ffffffff,38.0,0.0,3.0,0.0
84be703ffffffff,14.0,0.0,10.0,0.0
84be705ffffffff,27.0,0.0,1.0,0.0
84be707ffffffff,11.0,0.0,0.0,0.0
84be709ffffffff,20.0,0.0,0.0,0.0
84be70dffffffff,39.0,0.0,1.0,0.0
84be711ffffffff,33.0,0.0,3.0,0.0
84be713ffffffff,294.0,0.0,59.0,0.0
84be715ffffffff,12.0,0.0,2.0,0.0
84be717ffffffff,437.0,0.0,74.0,0.0
84be71bffffffff,89.0,0.0,3.0,0.0
84be71dffffffff,67.0,0.0,33.0,0.0
84be721ffffffff,305.0,0.0,24.0,0.0
84be723ffffffff,45.0,0.0,0.0,0.0
84be725ffffffff,402.0,0.0,17.0,0.0
84be727ffffffff,24.0,0.0,2.0,0.0
84be729ffffffff,482.0,0.0,4.0,0.0
84be72bffffffff,18.0,0.0,0.0,0.0
84be72dffffffff,4335.0,0.0,81.0,0.0
84be731ffffffff,3.0,0.0,0.0,0.0
84be733ffffffff,5.0,0.0,0.0,0.0
84be735ffffffff,25.0,0.0,0.0,0.0
84be737ffffffff,3.0,0.0,0.0,0.0
84be739ffffffff,31.0,0.0,0.0,0.0
84be73bffffffff,49.0,0.0,6.0,0.0
84be73dffffffff,3.0,0.0,0.0,0.0
84be741ffffffff,83.0,0.0,20.0,0.0
84be743ffffffff,34.0,0.0,2.0,0.0
84be745ffffffff,83.0,0.0,0.0,0.0
84be747ffffffff,14.0,0.0,0.0,0.0
84be749ffffffff,112.0,0.0,24.0,0.0
84be74bffffffff,392.0,0.0,107.0,0.0
84be74dffffffff,635.0,0.0,82.0,0.0
84be751ffffffff,157.0,0.0,16.0,0.0
84be753ffffffff,3.0,0.0,0.0,0.0
84be755ffffffff,32.0,0.0,5.0,0.0
84be757ffffffff,8.0,0.0,2.0,0.0
84be759ffffffff,89.0,0.0,21.0,0.0
84be75bffffffff,92.0,0.0,13.0,0.0
84be75dffffffff,200.0,0.0,44.0,0.0
84be761ffffffff,3.0,0.0,0.0,0.0
84be763ffffffff,13.0,0.0,0.0,0.0
84be765ffffffff,18.0,0.0,0.0,0.0
84be767ffffffff,135.0,0.0,5.0,0.0
84be769ffffffff,86.0,0.0,6.0,0.0
84be76bffffffff,36.0,0.0,2.0,0.0
84be76dffffffff,39.0,0.0,1.0,0.0
84be881ffffffff,2.0,0.0,0.0,0.0
84be883ffffffff,10.0,0.0,0.0,0.0
84be887ffffffff,2.0,0.0,0.0,0.0
84be88bffffffff,87.0,0.0,5.0,0.0
84be891ffffffff,1.0,0.0,0.0,0.0
84be895ffffffff,2.0,0.0,0.0,0.0
84be897ffffffff,2.0,0.0,0.0,0.0
84be899ffffffff,7.0,0.0,2.0,0.0
84be89bffffffff,29.0,0.0,0.0,0.0
84be89dffffffff,57.0,0.0,4.0,0.0
84be8b5ffffffff,3.0,0.0,0.0,0.0
84be8b7ffffffff,11.0,0.0,0.0,0.0
84be8b9ffffffff,5.0,0.0,3.0,0.0
84be8d1ffffffff,1840.0,0.0,91.0,0.0
84be8d3ffffffff,79.0,0.0,2.0,0.0
84be8d5ffffffff,24.0,0.0,3.0,0.0
84be8d7ffffffff,131.0,0.0,13.0,0.0
84be8d9ffffffff,807.0,0.0,45.0,0.0
84be8dbffffffff,748.0,0.0,14.0,0.0
84be8ddffffffff,17.0,0.0,0.0,0.0
84bea91ffffffff,17.0,0.0,0.0,0.0
84bea93ffffffff,11.0,0.0,0.0,0.0
84bea95ffffffff,1.0,0.0,0.0,0.0
84bea97ffffffff,42.0,0.0,0.0,0.0
84bea9bffffffff,2.0,0.0,0.0,0.0
84beab3ffffffff,484.0,0.0,63.0,0.0
84beabbffffffff,116.0,0.0,9.0,0.0
84bec07ffffffff,1.0,0.0,0.0,0.0
84bec63ffffffff,4.0,0.0,0.0,0.0
84bed09ffffffff,6.0,0.0,0.0,0.0
84bed25ffffffff,13.0,0.0,0.0,0.0
84bed2dffffffff,4.0,0.0,0.0,0.0
84bed41ffffffff,3.0,0.0,0.0,0.0
84bed43ffffffff,3.0,0.0,0.0,0.0
84bed45ffffffff,18.0,0.0,0.0,0.0
84bed47ffffffff,10.0,0.0,2.0,0.0
84bed49ffffffff,1.0,0.0,0.0,0.0
84bed59ffffffff,13.0,0.0,0.0,0.0
84bedd1ffffffff,2.0,0.0,0.0,0.0
84bede5ffffffff,25.0,0.0,0.0,0.0
84bededffffffff,6.0,0.0,0.0,0.0
84bee01ffffffff,122.0,0.0,0.0,0.0
84bee05ffffffff,40.0,0.0,0.0,0.0
84bee07ffffffff,16.0,0.0,0.0,0.0
84bee09ffffffff,4.0,0.0,0.0,0.0
84bee0dffffffff,11.0,0.0,0.0,0.0
84bee15ffffffff,2.0,0.0,0.0,0.0
84bee19ffffffff,1.0,0.0,0.0,0.0
84bee1dffffffff,1.0,0.0,0.0,0.0
84bee25ffffffff,2.0,0.0,0.0,0.0
84bee29ffffffff,8.0,0.0,0.0,0.0
84bee2bffffffff,16.0,0.0,0.0,0.0
84bee2dffffffff,24.0,0.0,0.0,0.0
84bee3dffffffff,1.0,0.0,0.0,0.0
84bee41ffffffff,43.0,0.0,0.0,0.0
84bee45ffffffff,6.0,0.0,0.0,0.0
84bee49ffffffff,34.0,0.0,6.0,0.0
84bee4bffffffff,40.0,0.0,1.0,0.0
84bee4dffffffff,13.0,0.0,2.0,0.0
84bee51ffffffff,36.0,0.0,0.0,0.0
84bee55ffffffff,24.0,0.0,0.0,0.0
84bee57ffffffff,3.0,0.0,0.0,0.0
84bee59ffffffff,4.0,0.0,0.0,0.0
84bee5bffffffff,12.0,0.0,4.0,0.0
84bee5dffffffff,1.0,0.0,0.0,0.0
84bee61ffffffff,21.0,0.0,0.0,0.0
84bee65ffffffff,16.0,0.0,3.0,0.0
84bee67ffffffff,41.0,0.0,0.0,0.0
84bee69ffffffff,5.0,0.0,0.0,0.0
84bee6bffffffff,3.0,0.0,0.0,0.0
84bee6dffffffff,53.0,0.0,0.0,0.0
84bee85ffffffff,1.0,0.0,0.0,0.0
84bee8dffffffff,2.0,0.0,0.0,0.0
84beed9ffffffff,6.0,0.0,0.0,4.0
84bef01ffffffff,28.0,0.0,0.0,0.0
84bef03ffffffff,6.0,0.0,0.0,0.0
84bef05ffffffff,265.0,0.0,1.0,0.0
84bef07ffffffff,51.0,0.0,0.0,0.0
84bef09ffffffff,24.0,0.0,0.0,0.0
84bef0bffffffff,11.0,0.0,0.0,0.0
84bef0dffffffff,681.0,0.0,9.0,0.0
84bef15ffffffff,3.0,0.0,0.0,0.0
84bef17ffffffff,4.0,0.0,0.0,0.0
84bef1bffffffff,2.0,0.0,0.0,0.0
84bef21ffffffff,9.0,0.0,0.0,0.0
84bef23ffffffff,14.0,0.0,2.0,0.0
84bef25ffffffff,52.0,0.0,4.0,0.0
84bef27ffffffff,4.0,0.0,0.0,0.0
84bef29ffffffff,5.0,0.0,1.0,0.0
84bef2bffffffff,5.0,0.0,0.0,0.0
84bef2dffffffff,338.0,0.0,10.0,0.0
84bef35ffffffff,4.0,0.0,0.0,0.0
84bef3dffffffff,13.0,0.0,1.0,0.0
84bef41ffffffff,22.0,0.0,1.0,0.0
84bef43ffffffff,67.0,0.0,2.0,0.0
84bef45ffffffff,4.0,0.0,0.0,0.0
84bef47ffffffff,50.0,0.0,0.0,0.0
84bef49ffffffff,14.0,0.0,6.0,0.0
84bef4bffffffff,6.0,0.0,0.0,0.0
84bef4dffffffff,4.0,0.0,0.0,0.0
84bef51ffffffff,17.0,0.0,0.0,0.0
84bef53ffffffff,2.0,0.0,0.0,0.0
84bef55ffffffff,6.0,0.0,0.0,0.0
84bef57ffffffff,2.0,0.0,0.0,0.0
84bef59ffffffff,8.0,0.0,0.0,0.0
84bef5bffffffff,2.0,0.0,0.0,0.0
84bef5dffffffff,107.0,0.0,0.0,0.0
84bef61ffffffff,45.0,0.0,10.0,0.0
84bef63ffffffff,97.0,0.0,0.0,0.0
84bef65ffffffff,113.0,0.0,5.0,0.0
84bef67ffffffff,190.0,0.0,14.0,0.0
84bef69ffffffff,15.0,0.0,0.0,0.0
84bef6bffffffff,133.0,0.0,4.0,0.0
84bef6dffffffff,95.0,0.0,4.0,0.0
84bf481ffffffff,11.0,0.0,0.0,0.0
84bf483ffffffff,29.0,0.0,0.0,0.0
84bf485ffffffff,75.0,0.0,10.0,0.0
84bf487ffffffff,69.0,0.0,2.0,0.0
84bf489ffffffff,3.0,0.0,0.0,0.0
84bf48bffffffff,23.0,0.0,8.0,0.0
84bf48dffffffff,1.0,0.0,0.0,0.0
84bf491ffffffff,2.0,0.0,0.0,0.0
84bf493ffffffff,2.0,0.0,0.0,0.0
84bf495ffffffff,30.0,0.0,0.0,0.0
84bf49bffffffff,4.0,0.0,0.0,0.0
84bf49dffffffff,16.0,0.0,0.0,0.0
84bf4a1ffffffff,1.0,0.0,0.0,0.0
84bf4a9ffffffff,2.0,0.0,1.0,0.0
84bf4abffffffff,2.0,0.0,0.0,0.0
84bf4adffffffff,2.0,0.0,0.0,0.0
84bf4b1ffffffff,125.0,0.0,4.0,0.0
84bf4b3ffffffff,61.0,0.0,6.0,0.0
84bf4b9ffffffff,320.0,0.0,51.0,0.0
84bf4bbffffffff,130.0,0.0,7.0,0.0
84bf4bdffffffff,33.0,0.0,6.0,0.0
84bf4c1ffffffff,90.0,0.0,25.0,0.0
84bf4c3ffffffff,123.0,0.0,24.0,0.0
84bf4c5ffffffff,18.0,0.0,4.0,0.0
84bf4c7ffffffff,6.0,0.0,1.0,0.0
84bf4c9ffffffff,61.0,0.0,19.0,0.0
84bf4cbffffffff,309.0,0.0,102.0,0.0
84bf4d1ffffffff,5.0,0.0,1.0,0.0
84bf4d5ffffffff,46.0,0.0,10.0,0.0
84bf4d9ffffffff,21.0,0.0,14.0,0.0
84bf4ddffffffff,533.0,0.0,174.0,0.0
84bf4e1ffffffff,2.0,0.0,0.0,0.0
84bf4e3ffffffff,10.0,0.0,2.0,0.0
84bf4e7ffffffff,15.0,0.0,2.0,0.0
84bf4ebffffffff,52.0,0.0,9.0,0.0
84bf599ffffffff,2.0,0.0,0.0,0.0
84bf6b3ffffffff,4.0,0.0,2.0,0.0
84bf6b5ffffffff,13.0,0.0,5.0,0.0
84bf6b7ffffffff,310.0,0.0,82.0,0.0
84c9805ffffffff,23.0,0.0,5.0,0.0
84c9821ffffffff,11.0,0.0,0.0,0.0
84c9823ffffffff,26.0,0.0,11.0,0.0
84c9825ffffffff,18.0,0.0,4.0,0.0
84c9827ffffffff,134.0,0.0,54.0,0.0
84c9829ffffffff,4.0,0.0,0.0,0.0
84c982bffffffff,6.0,0.0,2.0,0.0
84c982dffffffff,62.0,0.0,2.0,0.0
84c9861ffffffff,24.0,0.0,0.0,0.0
84c9863ffffffff,31.0,0.0,13.0,0.0
84c9865ffffffff,12.0,0.0,0.0,4.0
84c9867ffffffff,2.0,0.0,0.0,0.0
84c9869ffffffff,25.0,0.0,0.0,0.0
84c986bffffffff,8.0,0.0,0.0,0.0
84c986dffffffff,21.0,0.0,0.0,0.0
84c9901ffffffff,11.0,0.0,0.0,0.0
84c9905ffffffff,28.0,0.0,0.0,0.0
84c990dffffffff,2.0,0.0,0.0,0.0
