cell_id,Camptostoma obsoletum,Camptostoma obsoletum [pusillum Group],Camptostoma obsoletum [obsoletum Group]
828b97fffffffff,1.0,0.0,0.0
828b9ffffffffff,323.0,0.0,0.0
828ba7fffffffff,26.0,0.0,0.0
828bb7fffffffff,480.0,0.0,0.0
828e47fffffffff,12.0,0.0,0.0
828e67fffffffff,3213.0,0.0,174.0
828e6ffffffffff,5.0,0.0,0.0
828e77fffffffff,5.0,0.0,0.0
828f0ffffffffff,1712.0,0.0,137.0
828f27fffffffff,39.0,0.0,0.0
828f2ffffffffff,3487.0,0.0,246.0
828f47fffffffff,285.0,0.0,30.0
828f4ffffffffff,45.0,0.0,0.0
828f57fffffffff,3358.0,0.0,167.0
828f5ffffffffff,212.0,0.0,19.0
828f67fffffffff,76.0,0.0,0.0
828f6ffffffffff,43.0,0.0,0.0
828f77fffffffff,366.0,0.0,34.0
82a597fffffffff,197.0,0.0,6.0
82a807fffffffff,726.0,0.0,32.0
82a80ffffffffff,47.0,0.0,0.0
82a817fffffffff,7220.0,0.0,232.0
82a81ffffffffff,3230.0,0.0,3.0
82a827fffffffff,322.0,0.0,22.0
82a82ffffffffff,134.0,0.0,0.0
82a837fffffffff,516.0,0.0,17.0
82a847fffffffff,323.0,0.0,2.0
82a84ffffffffff,15.0,0.0,0.0
82a857fffffffff,36.0,0.0,0.0
82a85ffffffffff,1539.0,0.0,0.0
82a867fffffffff,90.0,0.0,0.0
82a86ffffffffff,15.0,0.0,0.0
82a877fffffffff,56.0,0.0,2.0
82a887fffffffff,856.0,0.0,32.0
82a88ffffffffff,590.0,0.0,50.0
82a897fffffffff,298.0,0.0,16.0
82a89ffffffffff,13.0,0.0,0.0
82a8a7fffffffff,2301.0,0.0,30.0
82a8affffffffff,926.0,0.0,38.0
82a8b7fffffffff,34.0,0.0,0.0
82a8c7fffffffff,217.0,0.0,2.0
82a8cffffffffff,21.0,0.0,0.0
82a8d7fffffffff,654.0,0.0,61.0
82a8dffffffffff,186.0,0.0,15.0
82a8e7fffffffff,27.0,0.0,1.0
82a8effffffffff,33.0,0.0,2.0
82a8f7fffffffff,83.0,0.0,0.0
82a907fffffffff,211.0,0.0,3.0
82a90ffffffffff,345.0,0.0,4.0
82a91ffffffffff,493.0,0.0,15.0
82a927fffffffff,5.0,0.0,0.0
82a92ffffffffff,433.0,0.0,0.0
82a947fffffffff,1242.0,0.0,0.0
82a94ffffffffff,762.0,0.0,0.0
82a957fffffffff,1735.0,0.0,2.0
82a95ffffffffff,141.0,0.0,0.0
82a967fffffffff,560.0,0.0,2.0
82a96ffffffffff,551.0,0.0,0.0
82a977fffffffff,174.0,0.0,0.0
82b20ffffffffff,6.0,0.0,0.0
82b247fffffffff,234.0,0.0,0.0
82b24ffffffffff,129.0,0.0,0.0
82b257fffffffff,40.0,0.0,0.0
82b25ffffffffff,296.0,0.0,0.0
82b267fffffffff,89.0,0.0,0.0
82b26ffffffffff,168.0,0.0,0.0
82b277fffffffff,67.0,0.0,0.0
82b327fffffffff,70.0,0.0,0.0
82b32ffffffffff,5.0,0.0,0.0
82b347fffffffff,457.0,0.0,0.0
82b34ffffffffff,177.0,0.0,0.0
82b357fffffffff,173.0,0.0,0.0
82b35ffffffffff,902.0,0.0,0.0
82b367fffffffff,95.0,0.0,0.0
82b36ffffffffff,169.0,0.0,0.0
82b377fffffffff,6.0,0.0,0.0
82c2c7fffffffff,444.0,0.0,0.0
82c2cffffffffff,807.0,0.0,0.0
82c2d7fffffffff,195.0,0.0,1.0
82c2dffffffffff,125.0,0.0,0.0
82c2e7fffffffff,576.0,0.0,13.0
82c2effffffffff,67.0,0.0,0.0
82c2f7fffffffff,573.0,0.0,5.0
82c36ffffffffff,6.0,0.0,0.0
