cell_id,Luscinia megarhynchos,Luscinia megarhynchos megarhynchos/africana,Luscinia megarhynchos golzii
841958bffffffff,1.0,0.0,0.0
8419595ffffffff,1.0,0.0,0.0
841959dffffffff,3.0,0.0,0.0
84195b7ffffffff,1.0,0.0,0.0
84195b9ffffffff,2.0,0.0,0.0
84195c7ffffffff,1.0,0.0,0.0
84195d3ffffffff,11.0,0.0,0.0
84195d7ffffffff,4.0,0.0,0.0
84195d9ffffffff,2.0,0.0,0.0
84195dbffffffff,2.0,0.0,0.0
8419681ffffffff,2.0,0.0,0.0
8419683ffffffff,66.0,0.0,0.0
8419689ffffffff,66.0,0.0,0.0
8419691ffffffff,9.0,0.0,0.0
8419693ffffffff,17.0,0.0,0.0
8419695ffffffff,8.0,0.0,0.0
8419697ffffffff,50.0,0.0,0.0
841969bffffffff,6.0,0.0,0.0
841969dffffffff,33.0,0.0,0.0
84196b1ffffffff,5.0,0.0,0.0
84196b3ffffffff,15.0,0.0,0.0
84196b9ffffffff,33.0,0.0,0.0
84196bbffffffff,2.0,0.0,0.0
84196c3ffffffff,1.0,0.0,0.0
84196d3ffffffff,5.0,0.0,0.0
84196d7ffffffff,6.0,0.0,0.0
84196d9ffffffff,11.0,0.0,0.0
84196ddffffffff,8.0,0.0,0.0
841e005ffffffff,6.0,0.0,0.0
841e007ffffffff,14.0,0.0,0.0
841e009ffffffff,5.0,0.0,0.0
841e013ffffffff,19.0,0.0,0.0
841e021ffffffff,19.0,0.0,0.0
841e023ffffffff,83.0,1.0,0.0
841e025ffffffff,83.0,4.0,0.0
841e027ffffffff,11.0,0.0,0.0
841e029ffffffff,47.0,0.0,0.0
841e02bffffffff,13.0,0.0,0.0
841e02dffffffff,164.0,7.0,0.0
841e031ffffffff,22.0,0.0,0.0
841e033ffffffff,2.0,0.0,0.0
841e035ffffffff,13.0,0.0,0.0
841e037ffffffff,82.0,0.0,0.0
841e039ffffffff,10.0,0.0,0.0
841e03bffffffff,8.0,0.0,0.0
841e03dffffffff,5.0,0.0,0.0
841e041ffffffff,63.0,3.0,0.0
841e043ffffffff,10.0,0.0,0.0
841e045ffffffff,81.0,4.0,0.0
841e047ffffffff,48.0,2.0,0.0
841e049ffffffff,10.0,0.0,0.0
841e04bffffffff,17.0,0.0,0.0
841e04dffffffff,12.0,6.0,0.0
841e059ffffffff,19.0,0.0,0.0
841e05bffffffff,52.0,0.0,0.0
841e05dffffffff,12.0,0.0,0.0
841e061ffffffff,154.0,16.0,0.0
841e063ffffffff,20.0,0.0,0.0
841e067ffffffff,81.0,0.0,0.0
841e069ffffffff,18.0,0.0,0.0
841e06bffffffff,86.0,0.0,0.0
841e06dffffffff,18.0,0.0,0.0
841e085ffffffff,203.0,0.0,0.0
841e089ffffffff,17.0,0.0,0.0
841e08bffffffff,8.0,0.0,0.0
841e08dffffffff,36.0,0.0,0.0
841e0a1ffffffff,1.0,0.0,0.0
841e0a9ffffffff,489.0,0.0,0.0
841e0adffffffff,5.0,0.0,0.0
841e0b3ffffffff,3.0,0.0,0.0
841e0c1ffffffff,11.0,0.0,0.0
841e0c3ffffffff,189.0,0.0,0.0
841e0c5ffffffff,21.0,0.0,0.0
841e0c7ffffffff,53.0,0.0,0.0
841e0e1ffffffff,17.0,0.0,0.0
841e0e3ffffffff,22.0,0.0,0.0
841e0e5ffffffff,2.0,0.0,0.0
841e0e7ffffffff,141.0,2.0,0.0
841e0e9ffffffff,17.0,0.0,0.0
841e0ebffffffff,33.0,0.0,0.0
841e0edffffffff,11.0,0.0,0.0
841e10bffffffff,4.0,0.0,0.0
841e115ffffffff,11.0,0.0,0.0
841e117ffffffff,24.0,0.0,0.0
841e11bffffffff,1.0,0.0,0.0
841e121ffffffff,61.0,0.0,0.0
841e123ffffffff,25.0,0.0,0.0
841e125ffffffff,52.0,0.0,0.0
841e12bffffffff,4.0,0.0,0.0
841e12dffffffff,15.0,0.0,0.0
841e131ffffffff,25.0,0.0,0.0
841e133ffffffff,1.0,0.0,0.0
841e135ffffffff,12.0,0.0,0.0
841e137ffffffff,26.0,0.0,0.0
841e139ffffffff,3.0,0.0,0.0
841e13bffffffff,41.0,0.0,0.0
841e13dffffffff,27.0,0.0,0.0
841e153ffffffff,19.0,1.0,0.0
841e15bffffffff,4.0,3.0,0.0
841e167ffffffff,2.0,0.0,0.0
841e181ffffffff,4.0,0.0,0.0
841e183ffffffff,1.0,0.0,0.0
841e185ffffffff,4.0,0.0,0.0
841e18bffffffff,2.0,0.0,0.0
841e18dffffffff,1.0,0.0,0.0
841e195ffffffff,1.0,0.0,0.0
841e19dffffffff,41.0,0.0,0.0
841e1adffffffff,2.0,0.0,0.0
841e1b1ffffffff,8.0,0.0,0.0
841e1b3ffffffff,249.0,0.0,0.0
841e1b5ffffffff,4.0,0.0,0.0
841e1b7ffffffff,19.0,0.0,0.0
841e1b9ffffffff,31.0,0.0,0.0
841e1bbffffffff,49.0,0.0,0.0
841e1c1ffffffff,4.0,0.0,0.0
841e1c3ffffffff,4.0,0.0,0.0
841e1c5ffffffff,6.0,0.0,0.0
841e1c7ffffffff,2.0,0.0,0.0
841e1c9ffffffff,2.0,0.0,0.0
841e1cbffffffff,52.0,0.0,0.0
841e1cdffffffff,8.0,0.0,0.0
841e1d1ffffffff,28.0,0.0,0.0
841e1d5ffffffff,6.0,0.0,0.0
841e1d7ffffffff,29.0,0.0,0.0
841e1dbffffffff,2.0,0.0,0.0
841e1ddffffffff,120.0,0.0,0.0
841e1e7ffffffff,5.0,0.0,0.0
841e1edffffffff,3.0,0.0,0.0
841e201ffffffff,9.0,0.0,0.0
841e205ffffffff,8.0,0.0,0.0
841e207ffffffff,2.0,0.0,0.0
841e20dffffffff,12.0,0.0,0.0
841e225ffffffff,123.0,0.0,0.0
841e229ffffffff,1.0,0.0,0.0
841e22bffffffff,1.0,0.0,0.0
841e231ffffffff,2.0,0.0,0.0
841e233ffffffff,4.0,0.0,0.0
841e235ffffffff,7.0,0.0,0.0
841e237ffffffff,8.0,0.0,0.0
841e239ffffffff,3.0,0.0,0.0
841e23dffffffff,9.0,0.0,0.0
841e241ffffffff,1.0,0.0,0.0
841e243ffffffff,5.0,0.0,0.0
841e249ffffffff,1.0,0.0,0.0
841e24bffffffff,21.0,0.0,0.0
841e253ffffffff,4.0,0.0,0.0
841e257ffffffff,8.0,0.0,0.0
841e25dffffffff,2.0,0.0,0.0
841e261ffffffff,4.0,0.0,0.0
841e263ffffffff,5.0,0.0,0.0
841e265ffffffff,17.0,0.0,0.0
841e287ffffffff,1.0,0.0,0.0
841e2a9ffffffff,3.0,0.0,0.0
841e2bbffffffff,2.0,0.0,0.0
841e2e1ffffffff,4.0,0.0,0.0
841e2e3ffffffff,10.0,0.0,0.0
841e2e5ffffffff,16.0,0.0,0.0
841e2e7ffffffff,22.0,0.0,0.0
841e2ebffffffff,2.0,0.0,0.0
841e2edffffffff,1.0,0.0,0.0
841e301ffffffff,5.0,0.0,0.0
841e305ffffffff,3.0,0.0,0.0
841e307ffffffff,92.0,0.0,0.0
841e309ffffffff,3.0,0.0,0.0
841e30bffffffff,39.0,0.0,0.0
841e30dffffffff,40.0,0.0,0.0
841e313ffffffff,3.0,0.0,0.0
841e317ffffffff,3.0,0.0,0.0
841e319ffffffff,10.0,0.0,0.0
841e325ffffffff,2.0,0.0,0.0
841e339ffffffff,30.0,0.0,0.0
841e341ffffffff,24.0,0.0,0.0
841e343ffffffff,23.0,0.0,0.0
841e34bffffffff,77.0,4.0,0.0
841e351ffffffff,157.0,0.0,0.0
841e353ffffffff,42.0,0.0,0.0
841e355ffffffff,249.0,0.0,0.0
841e357ffffffff,84.0,0.0,0.0
841e359ffffffff,18.0,0.0,0.0
841e35dffffffff,32.0,6.0,0.0
841e365ffffffff,11.0,0.0,0.0
841e367ffffffff,3.0,0.0,0.0
841e36bffffffff,54.0,0.0,0.0
841e5a5ffffffff,1.0,0.0,0.0
841e5a9ffffffff,5.0,0.0,0.0
841e5adffffffff,8.0,0.0,0.0
841e5dbffffffff,2.0,0.0,0.0
841e5ddffffffff,5.0,0.0,0.0
841e5e3ffffffff,2.0,0.0,0.0
841e5e7ffffffff,13.0,0.0,0.0
841e5ebffffffff,1.0,0.0,0.0
841e803ffffffff,5.0,0.0,0.0
841e805ffffffff,9.0,0.0,0.0
841e807ffffffff,1.0,0.0,0.0
841e809ffffffff,2.0,0.0,0.0
841e811ffffffff,2.0,0.0,0.0
841e817ffffffff,6.0,0.0,0.0
841e823ffffffff,2.0,0.0,0.0
841e82bffffffff,8.0,0.0,0.0
841e831ffffffff,3.0,0.0,0.0
841e835ffffffff,18.0,0.0,0.0
841e837ffffffff,2.0,0.0,0.0
841e83bffffffff,4.0,0.0,0.0
841e83dffffffff,5.0,0.0,0.0
841e845ffffffff,3.0,0.0,0.0
841e847ffffffff,4.0,0.0,0.0
841e849ffffffff,5.0,0.0,0.0
841e84bffffffff,2.0,0.0,0.0
841e855ffffffff,2.0,0.0,0.0
841e859ffffffff,2.0,0.0,0.0
841e85dffffffff,1.0,0.0,0.0
841e863ffffffff,12.0,0.0,0.0
841e869ffffffff,10.0,0.0,0.0
841e86bffffffff,13.0,0.0,0.0
841e885ffffffff,2.0,0.0,0.0
841e8a1ffffffff,2.0,0.0,0.0
841e8a7ffffffff,2.0,0.0,0.0
841e8a9ffffffff,2.0,0.0,0.0
841e8d9ffffffff,2.0,0.0,0.0
841e8dbffffffff,7.0,0.0,0.0
841e8e5ffffffff,2.0,0.0,0.0
841e8e7ffffffff,2.0,0.0,0.0
841e90dffffffff,2.0,0.0,0.0
841e941ffffffff,2.0,0.0,0.0
841e945ffffffff,5.0,0.0,0.0
841e947ffffffff,1.0,0.0,0.0
841e949ffffffff,4.0,0.0,0.0
841e96bffffffff,2.0,0.0,0.0
841e9a7ffffffff,2.0,0.0,0.0
841e9a9ffffffff,6.0,0.0,0.0
841e9adffffffff,2.0,0.0,0.0
841e9b7ffffffff,2.0,0.0,0.0
841e9bbffffffff,1.0,0.0,0.0
841e9d9ffffffff,2.0,0.0,0.0
841e9dbffffffff,1.0,0.0,0.0
841ea01ffffffff,24.0,0.0,0.0
841ea03ffffffff,9.0,0.0,0.0
841ea05ffffffff,4.0,0.0,0.0
841ea07ffffffff,21.0,0.0,0.0
841ea09ffffffff,1.0,0.0,0.0
841ea0bffffffff,25.0,0.0,0.0
841ea0dffffffff,1.0,0.0,0.0
841ea11ffffffff,23.0,0.0,0.0
841ea13ffffffff,30.0,0.0,0.0
841ea19ffffffff,130.0,0.0,0.0
841ea1bffffffff,24.0,0.0,0.0
841ea21ffffffff,7.0,0.0,0.0
841ea23ffffffff,3.0,0.0,0.0
841ea25ffffffff,6.0,0.0,0.0
841ea27ffffffff,9.0,0.0,0.0
841ea29ffffffff,1.0,0.0,0.0
841ea2dffffffff,4.0,0.0,0.0
841ea3dffffffff,3.0,0.0,0.0
841ea41ffffffff,2.0,0.0,0.0
841ea45ffffffff,5.0,0.0,0.0
841ea51ffffffff,1.0,0.0,0.0
841ea53ffffffff,19.0,0.0,0.0
841ea55ffffffff,4.0,0.0,0.0
841ea57ffffffff,6.0,0.0,0.0
841ea81ffffffff,21.0,0.0,0.0
841ea83ffffffff,12.0,0.0,0.0
841ea85ffffffff,31.0,0.0,0.0
841ea87ffffffff,27.0,0.0,0.0
841ea89ffffffff,16.0,0.0,0.0
841ea8bffffffff,2.0,0.0,0.0
841ea8dffffffff,46.0,0.0,0.0
841ea93ffffffff,9.0,0.0,0.0
841ea95ffffffff,11.0,0.0,0.0
841ea97ffffffff,6.0,0.0,0.0
841ea9dffffffff,2.0,0.0,0.0
841eab1ffffffff,2.0,0.0,0.0
841eab3ffffffff,41.0,0.0,0.0
841eab7ffffffff,5.0,0.0,0.0
841eab9ffffffff,17.0,0.0,0.0
841eabbffffffff,2.0,0.0,0.0
841eac1ffffffff,2.0,0.0,0.0
841eac3ffffffff,5.0,0.0,0.0
841eac9ffffffff,1.0,0.0,0.0
841eacdffffffff,16.0,0.0,0.0
841ead3ffffffff,1.0,0.0,0.0
841ead9ffffffff,13.0,0.0,0.0
841eae3ffffffff,2.0,0.0,0.0
841eaebffffffff,8.0,0.0,0.0
841eb01ffffffff,9.0,0.0,0.0
841eb03ffffffff,41.0,0.0,0.0
841eb05ffffffff,13.0,0.0,0.0
841eb07ffffffff,13.0,0.0,0.0
841eb0bffffffff,8.0,0.0,0.0
841eb13ffffffff,3.0,0.0,0.0
841eb1bffffffff,3.0,0.0,0.0
841eb1dffffffff,2.0,0.0,0.0
841eb23ffffffff,2.0,0.0,0.0
841eb2bffffffff,7.0,0.0,0.0
841eb35ffffffff,2.0,0.0,0.0
841eb3dffffffff,11.0,0.0,0.0
841eb49ffffffff,2.0,0.0,0.0
841eb4dffffffff,10.0,0.0,0.0
841eb53ffffffff,7.0,0.0,0.0
841eb59ffffffff,1.0,0.0,0.0
841eb5bffffffff,7.0,0.0,0.0
841ec01ffffffff,17.0,0.0,0.0
841ec03ffffffff,69.0,15.0,0.0
841ec05ffffffff,25.0,0.0,0.0
841ec07ffffffff,4.0,0.0,0.0
841ec09ffffffff,149.0,7.0,0.0
841ec11ffffffff,13.0,0.0,0.0
841ec13ffffffff,10.0,0.0,0.0
841ec15ffffffff,8.0,0.0,0.0
841ec17ffffffff,14.0,0.0,0.0
841ec19ffffffff,3.0,0.0,0.0
841ec1bffffffff,6.0,0.0,0.0
841ec1dffffffff,140.0,2.0,0.0
841ec21ffffffff,132.0,0.0,0.0
841ec23ffffffff,130.0,0.0,0.0
841ec25ffffffff,4.0,0.0,0.0
841ec27ffffffff,48.0,0.0,0.0
841ec29ffffffff,8.0,0.0,0.0
841ec2bffffffff,72.0,0.0,0.0
841ec2dffffffff,18.0,0.0,0.0
841ec31ffffffff,27.0,0.0,0.0
841ec33ffffffff,58.0,0.0,0.0
841ec35ffffffff,15.0,0.0,0.0
841ec37ffffffff,30.0,0.0,0.0
841ec39ffffffff,3.0,2.0,0.0
841ec3bffffffff,9.0,2.0,0.0
841ec3dffffffff,59.0,0.0,0.0
841ec41ffffffff,3.0,0.0,0.0
841ec43ffffffff,34.0,3.0,0.0
841ec45ffffffff,1.0,0.0,0.0
841ec47ffffffff,208.0,17.0,0.0
841ec49ffffffff,2.0,0.0,0.0
841ec4bffffffff,7.0,0.0,0.0
841ec4dffffffff,8.0,0.0,0.0
841ec51ffffffff,5.0,0.0,0.0
841ec53ffffffff,6.0,0.0,0.0
841ec55ffffffff,1.0,0.0,0.0
841ec59ffffffff,3.0,0.0,0.0
841ec5bffffffff,8.0,0.0,0.0
841ec5dffffffff,2.0,0.0,0.0
841ec63ffffffff,6.0,1.0,0.0
841ec65ffffffff,2.0,0.0,0.0
841ec67ffffffff,20.0,0.0,0.0
841ec6bffffffff,4.0,0.0,0.0
841ec6dffffffff,17.0,0.0,0.0
841ec81ffffffff,19.0,0.0,0.0
841ec85ffffffff,6.0,0.0,0.0
841ec87ffffffff,3.0,0.0,0.0
841ec89ffffffff,1.0,0.0,0.0
841ec8bffffffff,21.0,0.0,0.0
841ec8dffffffff,9.0,0.0,0.0
841ec91ffffffff,98.0,0.0,0.0
841ec93ffffffff,53.0,0.0,0.0
841ec97ffffffff,21.0,0.0,0.0
841ec99ffffffff,150.0,0.0,0.0
841ec9bffffffff,137.0,0.0,0.0
841ec9dffffffff,107.0,0.0,0.0
841eca1ffffffff,109.0,0.0,0.0
841eca3ffffffff,27.0,0.0,0.0
841eca5ffffffff,68.0,0.0,0.0
841eca7ffffffff,15.0,0.0,0.0
841eca9ffffffff,57.0,0.0,0.0
841ecadffffffff,19.0,0.0,0.0
841ecb1ffffffff,5.0,0.0,0.0
841ecb3ffffffff,9.0,0.0,0.0
841ecb5ffffffff,56.0,0.0,0.0
841ecb9ffffffff,9.0,0.0,0.0
841ecbbffffffff,64.0,0.0,0.0
841ecbdffffffff,1.0,0.0,0.0
841ecc1ffffffff,11.0,0.0,0.0
841ecc3ffffffff,43.0,0.0,0.0
841ecc5ffffffff,41.0,5.0,0.0
841eccbffffffff,32.0,2.0,0.0
841eccdffffffff,18.0,2.0,0.0
841ecd5ffffffff,71.0,0.0,0.0
841ecd7ffffffff,19.0,0.0,0.0
841ecddffffffff,16.0,0.0,0.0
841ece1ffffffff,76.0,0.0,0.0
841ece3ffffffff,4.0,0.0,0.0
841ece5ffffffff,73.0,0.0,0.0
841ece7ffffffff,75.0,1.0,0.0
841ece9ffffffff,177.0,12.0,0.0
841ecebffffffff,15.0,0.0,0.0
841ecedffffffff,4.0,0.0,0.0
841ed05ffffffff,3.0,0.0,0.0
841ed0bffffffff,49.0,0.0,0.0
841ed0dffffffff,2.0,0.0,0.0
841ed11ffffffff,1.0,0.0,0.0
841ed13ffffffff,15.0,0.0,0.0
841ed15ffffffff,3.0,0.0,0.0
841ed1bffffffff,39.0,0.0,0.0
841ed1dffffffff,2.0,0.0,0.0
841ed29ffffffff,9.0,0.0,0.0
841ed33ffffffff,5.0,0.0,0.0
841ed37ffffffff,3.0,0.0,0.0
841ed39ffffffff,7.0,0.0,0.0
841ed3bffffffff,21.0,0.0,0.0
841ed3dffffffff,2.0,0.0,0.0
841ed41ffffffff,5.0,0.0,0.0
841ed43ffffffff,6.0,0.0,0.0
841ed45ffffffff,12.0,0.0,0.0
841ed47ffffffff,3.0,0.0,0.0
841ed49ffffffff,1.0,0.0,0.0
841ed4bffffffff,6.0,0.0,0.0
841ed51ffffffff,9.0,0.0,0.0
841ed53ffffffff,1.0,0.0,0.0
841ed55ffffffff,19.0,0.0,0.0
841ed57ffffffff,5.0,0.0,0.0
841ed59ffffffff,21.0,0.0,0.0
841ed5bffffffff,8.0,0.0,0.0
841ed5dffffffff,6.0,0.0,0.0
841ed63ffffffff,2.0,0.0,0.0
841ed6bffffffff,13.0,0.0,0.0
841ed91ffffffff,90.0,0.0,0.0
841ed93ffffffff,163.0,0.0,0.0
841ed9bffffffff,69.0,0.0,0.0
841eda1ffffffff,9.0,0.0,0.0
841eda3ffffffff,38.0,0.0,0.0
841eda7ffffffff,27.0,0.0,0.0
841edadffffffff,29.0,0.0,0.0
841edbbffffffff,2.0,0.0,0.0
841edc1ffffffff,2.0,0.0,0.0
841edc5ffffffff,2.0,0.0,0.0
841edc9ffffffff,57.0,0.0,0.0
841edcdffffffff,13.0,0.0,0.0
841edd3ffffffff,4.0,0.0,0.0
841ede1ffffffff,49.0,0.0,0.0
841ede5ffffffff,5.0,0.0,0.0
841ede9ffffffff,3.0,0.0,0.0
841edebffffffff,7.0,0.0,0.0
841ee09ffffffff,2.0,0.0,0.0
841ee23ffffffff,2.0,0.0,0.0
841ee25ffffffff,2.0,0.0,0.0
841ee27ffffffff,2.0,0.0,0.0
841ee29ffffffff,4.0,0.0,0.0
841ee2dffffffff,2.0,0.0,0.0
841ee35ffffffff,4.0,0.0,0.0
841ee37ffffffff,18.0,0.0,0.0
841ee59ffffffff,1.0,0.0,0.0
841ee65ffffffff,82.0,0.0,0.0
841ee67ffffffff,10.0,0.0,0.0
841ee6dffffffff,4.0,0.0,0.0
841ee81ffffffff,43.0,4.0,0.0
841ee83ffffffff,3.0,0.0,0.0
841ee8bffffffff,4.0,0.0,0.0
841ee8dffffffff,9.0,0.0,0.0
841ee91ffffffff,27.0,2.0,0.0
841ee97ffffffff,74.0,4.0,0.0
841ee99ffffffff,5.0,0.0,0.0
841eea3ffffffff,21.0,0.0,0.0
841eea5ffffffff,2.0,0.0,0.0
841eea7ffffffff,1.0,0.0,0.0
841eea9ffffffff,4.0,0.0,0.0
841eeadffffffff,1.0,0.0,0.0
841eeb1ffffffff,29.0,1.0,0.0
841eeb5ffffffff,3.0,0.0,0.0
841eeb7ffffffff,72.0,6.0,0.0
841eeb9ffffffff,7.0,0.0,0.0
841eebbffffffff,6.0,0.0,0.0
841eebdffffffff,2.0,0.0,0.0
841eec7ffffffff,5.0,0.0,0.0
841eed1ffffffff,4.0,0.0,0.0
841eed3ffffffff,3.0,0.0,0.0
841eed5ffffffff,1.0,0.0,0.0
841eed9ffffffff,2.0,0.0,0.0
841eedbffffffff,10.0,0.0,0.0
841eee3ffffffff,29.0,0.0,0.0
841eee7ffffffff,9.0,0.0,0.0
841eeebffffffff,3.0,0.0,0.0
841ef01ffffffff,1.0,0.0,0.0
841ef09ffffffff,2.0,0.0,0.0
841ef0dffffffff,8.0,0.0,0.0
841ef11ffffffff,4.0,0.0,0.0
841ef13ffffffff,8.0,0.0,0.0
841ef19ffffffff,10.0,0.0,0.0
841ef1bffffffff,18.0,0.0,0.0
841ef21ffffffff,4.0,0.0,0.0
841ef23ffffffff,2.0,0.0,0.0
841ef27ffffffff,3.0,0.0,0.0
841ef2dffffffff,6.0,0.0,0.0
841ef33ffffffff,3.0,0.0,0.0
841ef37ffffffff,11.0,0.0,0.0
841ef43ffffffff,2.0,0.0,0.0
841ef45ffffffff,4.0,0.0,0.0
841ef51ffffffff,5.0,0.0,0.0
841ef53ffffffff,1.0,0.0,0.0
841ef55ffffffff,3.0,0.0,0.0
841ef57ffffffff,6.0,0.0,0.0
841ef59ffffffff,21.0,0.0,0.0
841ef5bffffffff,20.0,0.0,0.0
841ef5dffffffff,23.0,0.0,0.0
841ef61ffffffff,1.0,0.0,0.0
841ef65ffffffff,10.0,0.0,0.0
841ef69ffffffff,13.0,0.0,0.0
841ef6dffffffff,8.0,0.0,0.0
841f025ffffffff,7.0,0.0,0.0
841f029ffffffff,4.0,0.0,0.0
841f02bffffffff,1.0,0.0,0.0
841f035ffffffff,1.0,0.0,0.0
841f037ffffffff,2.0,0.0,0.0
841f039ffffffff,2.0,0.0,0.0
841f03bffffffff,8.0,0.0,0.0
841f061ffffffff,2.0,0.0,0.0
841f0a5ffffffff,5.0,0.0,0.0
841f0e1ffffffff,2.0,0.0,0.0
841f0e7ffffffff,2.0,0.0,0.0
841f0edffffffff,2.0,1.0,0.0
841f105ffffffff,2.0,0.0,0.0
841f107ffffffff,1.0,0.0,0.0
841f117ffffffff,5.0,0.0,0.0
841f121ffffffff,5.0,0.0,0.0
841f125ffffffff,2.0,0.0,0.0
841f129ffffffff,5.0,0.0,0.0
841f12bffffffff,2.0,0.0,0.0
841f12dffffffff,18.0,0.0,0.0
841f131ffffffff,44.0,0.0,0.0
841f133ffffffff,50.0,0.0,0.0
841f137ffffffff,35.0,0.0,0.0
841f143ffffffff,4.0,0.0,0.0
841f169ffffffff,1.0,0.0,0.0
841f181ffffffff,8.0,0.0,0.0
841f183ffffffff,18.0,2.0,0.0
841f185ffffffff,3.0,0.0,0.0
841f189ffffffff,21.0,0.0,0.0
841f18bffffffff,15.0,0.0,0.0
841f18dffffffff,4.0,0.0,0.0
841f195ffffffff,54.0,2.0,0.0
841f199ffffffff,13.0,0.0,0.0
841f19dffffffff,1.0,0.0,0.0
841f1a1ffffffff,55.0,1.0,0.0
841f1a3ffffffff,2.0,0.0,0.0
841f1a5ffffffff,51.0,0.0,0.0
841f1a9ffffffff,25.0,0.0,0.0
841f1abffffffff,17.0,0.0,0.0
841f1adffffffff,9.0,0.0,0.0
841f1b1ffffffff,10.0,0.0,0.0
841f1b3ffffffff,24.0,18.0,0.0
841f1b5ffffffff,2.0,0.0,0.0
841f1b7ffffffff,4.0,0.0,0.0
841f1bbffffffff,5.0,0.0,0.0
841f1bdffffffff,11.0,0.0,0.0
841f1c1ffffffff,15.0,0.0,0.0
841f1c3ffffffff,9.0,0.0,0.0
841f1c7ffffffff,32.0,0.0,0.0
841f1d1ffffffff,20.0,0.0,0.0
841f1d5ffffffff,144.0,2.0,0.0
841f1d9ffffffff,4.0,0.0,0.0
841f1dbffffffff,25.0,0.0,0.0
841f1ddffffffff,6.0,0.0,0.0
841f1e3ffffffff,1.0,0.0,0.0
841f1e9ffffffff,2.0,0.0,0.0
