cell_id,Phoenicurus phoenicurus,Phoenicurus phoenicurus phoenicurus,Phoenicurus phoenicurus samamisicus
833906fffffffff,6.0,0.0,0.0
833908fffffffff,2.0,0.0,0.0
83390afffffffff,2.0,0.0,0.0
83390cfffffffff,6.0,0.0,0.0
833910fffffffff,35.0,0.0,0.0
833911fffffffff,11.0,0.0,0.0
833915fffffffff,12.0,0.0,0.0
833919fffffffff,5.0,0.0,0.0
83391afffffffff,4.0,0.0,0.0
83391cfffffffff,4.0,0.0,0.0
833920fffffffff,2.0,0.0,0.0
833921fffffffff,1.0,1.0,0.0
833922fffffffff,3.0,0.0,0.0
833923fffffffff,24.0,0.0,0.0
833925fffffffff,32.0,0.0,0.0
833929fffffffff,9.0,2.0,0.0
83392afffffffff,9.0,1.0,0.0
83392bfffffffff,2.0,0.0,0.0
83392cfffffffff,5.0,5.0,0.0
83392dfffffffff,1.0,1.0,0.0
833931fffffffff,7.0,0.0,0.0
833933fffffffff,14.0,0.0,0.0
833942fffffffff,10.0,0.0,0.0
833943fffffffff,40.0,4.0,0.0
833944fffffffff,6.0,4.0,0.0
833945fffffffff,2.0,0.0,0.0
833946fffffffff,12.0,12.0,0.0
833951fffffffff,6.0,0.0,0.0
833954fffffffff,3.0,0.0,0.0
83395cfffffffff,275.0,5.0,0.0
83395dfffffffff,4.0,0.0,0.0
833962fffffffff,2.0,0.0,0.0
83396cfffffffff,1.0,0.0,0.0
83396efffffffff,1.0,0.0,0.0
833971fffffffff,3.0,3.0,0.0
833972fffffffff,35.0,0.0,0.0
833973fffffffff,11.0,8.0,0.0
833974fffffffff,2.0,0.0,0.0
833975fffffffff,3.0,0.0,0.0
833976fffffffff,1.0,0.0,0.0
833988fffffffff,2.0,0.0,0.0
83398efffffffff,2.0,0.0,0.0
8339abfffffffff,7.0,0.0,0.0
833d00fffffffff,4.0,0.0,0.0
833d04fffffffff,6.0,0.0,0.0
833d35fffffffff,2.0,0.0,0.0
833e65fffffffff,2.0,0.0,0.0
833e68fffffffff,16.0,8.0,1.0
833e6cfffffffff,21.0,9.0,7.0
833e6dfffffffff,1.0,0.0,0.0
833f36fffffffff,38.0,0.0,0.0
833f45fffffffff,4.0,0.0,0.0
833f4dfffffffff,1.0,0.0,0.0
833f68fffffffff,17.0,0.0,4.0
833f6afffffffff,2.0,0.0,0.0
833f6efffffffff,9.0,0.0,3.0
833f72fffffffff,2.0,0.0,0.0
833f76fffffffff,4.0,0.0,0.0
83438cfffffffff,4.0,4.0,0.0
8343a3fffffffff,1.0,0.0,0.0
8343acfffffffff,4.0,1.0,1.0
8343aefffffffff,1.0,0.0,1.0
835206fffffffff,2.0,0.0,2.0
83524dfffffffff,2.0,0.0,0.0
835298fffffffff,3.0,0.0,0.0
83534dfffffffff,7.0,0.0,7.0
83536afffffffff,4.0,0.0,0.0
835376fffffffff,2.0,0.0,2.0
835414fffffffff,2.0,0.0,0.0
83541afffffffff,2.0,2.0,0.0
835974fffffffff,4.0,0.0,0.0
835998fffffffff,1.0,1.0,0.0
836332fffffffff,2.0,0.0,0.0
837a4cfffffffff,1.0,0.0,0.0
837a60fffffffff,1.0,0.0,0.0
837a6efffffffff,3.0,0.0,0.0
