cell_id,Setophaga dominica,Setophaga dominica albilora,Setophaga dominica dominica/stoddardi
832b06fffffffff,2.0,0.0,0.0
832b0afffffffff,40.0,10.0,6.0
832b0cfffffffff,36.0,2.0,0.0
832b0efffffffff,58.0,7.0,0.0
832b14fffffffff,1.0,0.0,0.0
832b16fffffffff,16.0,0.0,0.0
832b18fffffffff,4.0,0.0,0.0
832b19fffffffff,7.0,0.0,0.0
832b1afffffffff,14.0,3.0,0.0
832b1cfffffffff,2.0,0.0,0.0
832b1dfffffffff,2.0,0.0,0.0
832b2afffffffff,2.0,0.0,0.0
832b2cfffffffff,7.0,0.0,0.0
832b31fffffffff,6.0,0.0,0.0
832b81fffffffff,11.0,0.0,2.0
832b83fffffffff,3.0,0.0,0.0
832b89fffffffff,3.0,0.0,0.0
832b8afffffffff,4.0,0.0,0.0
832b8bfffffffff,2.0,0.0,0.0
832b8cfffffffff,15.0,0.0,0.0
832b8dfffffffff,9.0,0.0,0.0
832b8efffffffff,1.0,0.0,0.0
832b98fffffffff,10.0,0.0,2.0
832b99fffffffff,40.0,2.0,3.0
832b9afffffffff,4.0,0.0,0.0
832b9bfffffffff,77.0,2.0,1.0
832b9cfffffffff,2.0,0.0,0.0
832b9dfffffffff,3.0,0.0,0.0
832ba0fffffffff,1.0,0.0,0.0
832ba8fffffffff,4.0,0.0,0.0
832baafffffffff,152.0,8.0,1.0
832babfffffffff,4.0,0.0,0.0
832bacfffffffff,86.0,2.0,0.0
832baefffffffff,4.0,0.0,0.0
834412fffffffff,8.0,6.0,0.0
834413fffffffff,10.0,0.0,0.0
834414fffffffff,22.0,12.0,2.0
834416fffffffff,18.0,11.0,2.0
83441afffffffff,21.0,4.0,8.0
83441efffffffff,27.0,8.0,7.0
834432fffffffff,1.0,0.0,0.0
834440fffffffff,126.0,6.0,0.0
834442fffffffff,5.0,0.0,0.0
834444fffffffff,13.0,0.0,0.0
834445fffffffff,53.0,0.0,0.0
834446fffffffff,197.0,1.0,1.0
834448fffffffff,2.0,0.0,0.0
834449fffffffff,12.0,0.0,0.0
83444afffffffff,4.0,0.0,0.0
83444bfffffffff,5.0,0.0,0.0
83444cfffffffff,10.0,0.0,0.0
83444dfffffffff,2.0,0.0,0.0
834450fffffffff,24.0,0.0,0.0
834451fffffffff,4.0,0.0,0.0
834452fffffffff,4.0,0.0,0.0
834455fffffffff,56.0,5.0,0.0
834456fffffffff,4.0,0.0,0.0
83445afffffffff,4.0,0.0,0.0
83445bfffffffff,2.0,0.0,0.0
83445cfffffffff,1.0,0.0,0.0
834463fffffffff,41.0,0.0,0.0
834468fffffffff,2.0,2.0,0.0
834469fffffffff,9.0,0.0,0.0
83446afffffffff,29.0,29.0,0.0
83446bfffffffff,2.0,0.0,0.0
83446cfffffffff,16.0,2.0,0.0
83446dfffffffff,8.0,5.0,0.0
83446efffffffff,73.0,4.0,0.0
834471fffffffff,4.0,0.0,0.0
834473fffffffff,104.0,4.0,5.0
834486fffffffff,2.0,0.0,1.0
8344a1fffffffff,37.0,11.0,6.0
8344a3fffffffff,2.0,0.0,0.0
8344a5fffffffff,15.0,12.0,0.0
8344a8fffffffff,5.0,3.0,0.0
8344a9fffffffff,27.0,2.0,4.0
8344abfffffffff,9.0,6.0,0.0
8344acfffffffff,10.0,1.0,5.0
8344adfffffffff,6.0,0.0,0.0
8344aefffffffff,18.0,5.0,0.0
8344c0fffffffff,15.0,0.0,0.0
8344c1fffffffff,8.0,0.0,2.0
8344c2fffffffff,29.0,0.0,2.0
8344c3fffffffff,11.0,3.0,0.0
8344c4fffffffff,6.0,0.0,0.0
8344c6fffffffff,1.0,0.0,0.0
8344c8fffffffff,13.0,0.0,0.0
8344c9fffffffff,33.0,0.0,0.0
8344cafffffffff,12.0,2.0,0.0
8344cbfffffffff,13.0,0.0,0.0
8344ccfffffffff,17.0,0.0,0.0
8344cdfffffffff,20.0,0.0,0.0
8344cefffffffff,12.0,0.0,1.0
8344d0fffffffff,136.0,5.0,20.0
8344d1fffffffff,55.0,0.0,6.0
8344d2fffffffff,26.0,1.0,5.0
8344d3fffffffff,22.0,2.0,0.0
8344d5fffffffff,50.0,2.0,1.0
8344d8fffffffff,14.0,0.0,0.0
8344d9fffffffff,8.0,0.0,0.0
8344dafffffffff,13.0,2.0,0.0
8344dbfffffffff,17.0,0.0,0.0
8344ddfffffffff,10.0,0.0,0.0
8344defffffffff,10.0,0.0,1.0
8344e0fffffffff,79.0,0.0,0.0
8344e2fffffffff,16.0,0.0,0.0
8344e3fffffffff,4.0,0.0,0.0
8344e4fffffffff,3.0,1.0,0.0
8344e5fffffffff,6.0,0.0,4.0
8344e6fffffffff,9.0,2.0,7.0
8344e9fffffffff,3.0,0.0,0.0
8344ecfffffffff,3.0,0.0,0.0
8344edfffffffff,3.0,0.0,0.0
8344eefffffffff,13.0,0.0,0.0
8344f0fffffffff,85.0,0.0,4.0
8344f1fffffffff,5.0,0.0,0.0
8344f3fffffffff,29.0,0.0,0.0
8344f4fffffffff,21.0,6.0,1.0
8344f6fffffffff,5.0,2.0,3.0
834501fffffffff,4.0,0.0,0.0
834509fffffffff,9.0,0.0,0.0
83450afffffffff,6.0,2.0,0.0
83450bfffffffff,1.0,0.0,0.0
83450cfffffffff,1.0,0.0,0.0
83451bfffffffff,1.0,0.0,0.0
834521fffffffff,7.0,0.0,7.0
834523fffffffff,11.0,0.0,0.0
834526fffffffff,3.0,0.0,0.0
834528fffffffff,2.0,0.0,0.0
83452afffffffff,16.0,0.0,0.0
83452cfffffffff,7.0,0.0,2.0
83452efffffffff,7.0,0.0,0.0
834535fffffffff,13.0,13.0,0.0
83455afffffffff,2.0,0.0,0.0
834588fffffffff,2.0,0.0,0.0
8345a3fffffffff,6.0,2.0,0.0
8345b0fffffffff,4.0,0.0,0.0
8345b2fffffffff,3.0,0.0,2.0
834805fffffffff,5.0,0.0,0.0
83480afffffffff,2.0,0.0,0.0
834823fffffffff,2.0,0.0,0.0
83482afffffffff,14.0,14.0,0.0
83482bfffffffff,1.0,0.0,0.0
83482efffffffff,3.0,0.0,0.0
834836fffffffff,1.0,0.0,0.0
834843fffffffff,2.0,0.0,0.0
834846fffffffff,2.0,0.0,0.0
83484afffffffff,4.0,1.0,0.0
83485bfffffffff,2.0,0.0,0.0
834871fffffffff,2.0,0.0,0.0
834872fffffffff,2.0,0.0,0.0
834883fffffffff,7.0,0.0,0.0
834886fffffffff,7.0,5.0,0.0
834888fffffffff,12.0,0.0,0.0
83488afffffffff,2.0,0.0,0.0
83488dfffffffff,4.0,0.0,0.0
83488efffffffff,3.0,0.0,2.0
834890fffffffff,13.0,0.0,0.0
834891fffffffff,27.0,0.0,0.0
834892fffffffff,2.0,0.0,0.0
834893fffffffff,8.0,0.0,0.0
834895fffffffff,12.0,0.0,2.0
834898fffffffff,207.0,2.0,0.0
83489afffffffff,7.0,0.0,0.0
83489bfffffffff,1.0,0.0,0.0
83489cfffffffff,84.0,0.0,0.0
83489dfffffffff,8.0,0.0,0.0
83489efffffffff,201.0,0.0,0.0
8348a1fffffffff,1.0,0.0,0.0
8348abfffffffff,9.0,0.0,0.0
8348b1fffffffff,2.0,0.0,0.0
8348b2fffffffff,76.0,44.0,0.0
8348b3fffffffff,47.0,28.0,0.0
8348c0fffffffff,1.0,0.0,0.0
8348c2fffffffff,7.0,2.0,0.0
8348c3fffffffff,13.0,1.0,0.0
8348c5fffffffff,1.0,0.0,0.0
8348d0fffffffff,1.0,0.0,0.0
8348d3fffffffff,7.0,0.0,0.0
8348d8fffffffff,10.0,0.0,0.0
8348dcfffffffff,3.0,0.0,0.0
8348defffffffff,4.0,0.0,0.0
8348e3fffffffff,3.0,0.0,0.0
8348e8fffffffff,38.0,10.0,0.0
8348e9fffffffff,8.0,2.0,0.0
8348ecfffffffff,4.0,0.0,0.0
8348eefffffffff,62.0,4.0,0.0
8348f2fffffffff,2.0,0.0,0.0
834980fffffffff,5.0,0.0,0.0
834990fffffffff,5.0,1.0,0.0
834993fffffffff,1.0,0.0,0.0
834994fffffffff,1.0,0.0,0.0
834995fffffffff,23.0,2.0,0.0
834996fffffffff,34.0,1.0,1.0
834998fffffffff,9.0,9.0,0.0
83499cfffffffff,2.0,0.0,0.0
8349a2fffffffff,3.0,0.0,0.0
8349a8fffffffff,17.0,0.0,0.0
8349a9fffffffff,2.0,2.0,0.0
8349b2fffffffff,2.0,0.0,0.0
8349b3fffffffff,9.0,0.0,0.0
834c02fffffffff,2.0,0.0,0.0
834c8bfffffffff,2.0,0.0,0.0
834cb3fffffffff,5.0,0.0,0.0
834cc0fffffffff,27.0,0.0,0.0
834cc4fffffffff,60.0,0.0,0.0
834cc5fffffffff,246.0,0.0,0.0
834cc6fffffffff,1.0,0.0,1.0
834cd4fffffffff,5.0,0.0,0.0
834ce8fffffffff,4.0,0.0,0.0
834ceafffffffff,32.0,0.0,0.0
834ceefffffffff,123.0,0.0,0.0
834cf2fffffffff,2.0,0.0,0.0
836610fffffffff,4.0,0.0,0.0
8366a0fffffffff,5.0,0.0,0.0
8366a5fffffffff,4.0,0.0,0.0
8366a6fffffffff,2.0,0.0,0.0
8366b4fffffffff,5.0,0.0,0.0
8366b5fffffffff,14.0,0.0,0.0
8366c4fffffffff,1.0,0.0,0.0
8366e6fffffffff,44.0,0.0,0.0
836725fffffffff,5.0,0.0,0.0
836736fffffffff,2.0,2.0,0.0
836744fffffffff,2.0,0.0,0.0
836755fffffffff,16.0,0.0,0.0
836780fffffffff,2.0,0.0,0.0
836790fffffffff,3.0,0.0,0.0
83679afffffffff,2.0,0.0,0.0
83679bfffffffff,2.0,0.0,0.0
8367a0fffffffff,11.0,0.0,0.0
8367a3fffffffff,1.0,0.0,0.0
836d23fffffffff,3.0,0.0,0.0
836d2dfffffffff,4.0,0.0,0.0
836d32fffffffff,3.0,0.0,0.0
836d33fffffffff,4.0,0.0,0.0
836d34fffffffff,8.0,0.0,0.0
836d35fffffffff,8.0,0.0,0.0
836d36fffffffff,2.0,2.0,0.0
836d60fffffffff,2.0,0.0,0.0
836d61fffffffff,2.0,0.0,0.0
836d64fffffffff,2.0,2.0,0.0
836d65fffffffff,3.0,0.0,0.0
836d68fffffffff,4.0,0.0,0.0
836d69fffffffff,58.0,0.0,0.0
