cell_id,Corythornis cristatus,Corythornis cristatus [cristatus Group],Corythornis cristatus thomensis,Corythornis cristatus nais
8475201ffffffff,88.0,0.0,0.0,0.0
8475205ffffffff,5.0,0.0,0.0,0.0
8475207ffffffff,79.0,8.0,0.0,0.0
8475209ffffffff,17.0,0.0,0.0,0.0
847520bffffffff,29.0,2.0,0.0,0.0
847521dffffffff,2.0,2.0,0.0,0.0
847522dffffffff,1.0,0.0,0.0,0.0
8475257ffffffff,2.0,0.0,0.0,0.0
8475293ffffffff,39.0,2.0,0.0,0.0
8475295ffffffff,18.0,0.0,0.0,0.0
8475299ffffffff,1.0,0.0,0.0,0.0
847529bffffffff,8.0,0.0,0.0,0.0
84752adffffffff,2.0,0.0,0.0,0.0
84752e9ffffffff,1.0,0.0,0.0,0.0
8475313ffffffff,1.0,0.0,0.0,0.0
8475361ffffffff,4.0,0.0,0.0,0.0
8475761ffffffff,9.0,0.0,0.0,0.0
8475769ffffffff,9.0,0.0,0.0,0.0
8475805ffffffff,2.0,0.0,0.0,0.0
8475861ffffffff,4.0,0.0,0.0,0.0
8475867ffffffff,1.0,0.0,0.0,0.0
8475b07ffffffff,1.0,0.0,0.0,0.0
8475b37ffffffff,1.0,0.0,0.0,0.0
847a401ffffffff,30.0,0.0,0.0,0.0
847a407ffffffff,35.0,0.0,0.0,0.0
847a409ffffffff,1.0,0.0,0.0,0.0
847a40bffffffff,1.0,0.0,0.0,0.0
847a40dffffffff,1.0,0.0,0.0,0.0
847a413ffffffff,254.0,39.0,0.0,0.0
847a415ffffffff,2.0,0.0,0.0,0.0
847a41bffffffff,17.0,1.0,0.0,0.0
847a41dffffffff,27.0,0.0,0.0,0.0
847a451ffffffff,18.0,5.0,0.0,0.0
847a453ffffffff,1.0,0.0,0.0,0.0
847a457ffffffff,2.0,0.0,0.0,0.0
847a459ffffffff,19.0,2.0,0.0,0.0
847a45dffffffff,13.0,0.0,0.0,0.0
847a489ffffffff,5.0,0.0,0.0,0.0
847a491ffffffff,7.0,1.0,0.0,0.0
847a495ffffffff,3.0,0.0,0.0,0.0
847a4b7ffffffff,2.0,0.0,0.0,0.0
847a4c1ffffffff,6.0,0.0,0.0,0.0
847a4c3ffffffff,2.0,0.0,0.0,0.0
847a4c7ffffffff,2.0,0.0,0.0,0.0
847a4cbffffffff,11.0,0.0,0.0,0.0
847a4cdffffffff,9.0,0.0,0.0,0.0
847a4d1ffffffff,17.0,0.0,0.0,0.0
847a4d3ffffffff,6.0,0.0,0.0,0.0
847a4d7ffffffff,2.0,0.0,0.0,0.0
847a4dbffffffff,27.0,0.0,0.0,0.0
847a4ddffffffff,6.0,0.0,0.0,0.0
847a601ffffffff,1.0,0.0,0.0,0.0
847a603ffffffff,15.0,2.0,0.0,0.0
847a609ffffffff,6.0,2.0,0.0,0.0
847a611ffffffff,7.0,0.0,0.0,0.0
847a61dffffffff,109.0,1.0,0.0,0.0
847a637ffffffff,3.0,0.0,0.0,0.0
847a641ffffffff,2.0,0.0,0.0,0.0
847a643ffffffff,4.0,2.0,0.0,0.0
847a64dffffffff,3.0,0.0,0.0,0.0
847a651ffffffff,25.0,1.0,0.0,0.0
847a653ffffffff,44.0,0.0,0.0,0.0
847a657ffffffff,12.0,3.0,0.0,0.0
847a659ffffffff,1.0,0.0,0.0,0.0
847a65bffffffff,17.0,0.0,0.0,0.0
847a65dffffffff,2.0,0.0,0.0,0.0
847a681ffffffff,24.0,0.0,0.0,0.0
847a683ffffffff,130.0,0.0,0.0,0.0
847a687ffffffff,5.0,0.0,0.0,0.0
847a689ffffffff,2.0,0.0,0.0,0.0
847a68bffffffff,25.0,0.0,0.0,0.0
847a69bffffffff,15.0,0.0,0.0,0.0
847a6a1ffffffff,45.0,5.0,0.0,0.0
847a6a3ffffffff,1.0,0.0,0.0,0.0
847a6a5ffffffff,2.0,0.0,0.0,0.0
847a6a7ffffffff,7.0,0.0,0.0,0.0
847a6adffffffff,100.0,7.0,0.0,0.0
847a6b1ffffffff,1.0,0.0,0.0,0.0
847a6b3ffffffff,5.0,0.0,0.0,0.0
847a6b5ffffffff,5.0,0.0,0.0,0.0
847a6b7ffffffff,113.0,0.0,0.0,0.0
847a6d1ffffffff,11.0,1.0,0.0,0.0
847a6d3ffffffff,8.0,0.0,0.0,0.0
847a6d7ffffffff,2.0,0.0,0.0,0.0
847a6d9ffffffff,3.0,1.0,0.0,0.0
847a6dbffffffff,2.0,0.0,0.0,0.0
847a6e5ffffffff,405.0,45.0,0.0,0.0
847a6e7ffffffff,7.0,0.0,0.0,0.0
847a6edffffffff,9.0,0.0,0.0,0.0
847ac81ffffffff,47.0,0.0,0.0,0.0
847ac87ffffffff,128.0,0.0,0.0,0.0
847ac8bffffffff,3.0,0.0,0.0,0.0
847ac97ffffffff,5.0,0.0,0.0,0.0
847ac9dffffffff,3.0,0.0,0.0,0.0
847aca3ffffffff,44.0,0.0,0.0,0.0
847acabffffffff,9.0,0.0,0.0,0.0
847acc5ffffffff,1.0,0.0,0.0,0.0
847acd1ffffffff,1.0,0.0,0.0,0.0
847acd5ffffffff,190.0,0.0,0.0,0.0
847acd7ffffffff,23.0,0.0,0.0,0.0
847ad91ffffffff,6.0,0.0,0.0,0.0
847ad93ffffffff,14.0,0.0,0.0,0.0
847ad95ffffffff,19.0,0.0,0.0,0.0
847ad99ffffffff,8.0,0.0,0.0,0.0
847aeb3ffffffff,2.0,0.0,0.0,0.0
847b483ffffffff,1.0,1.0,0.0,0.0
847b487ffffffff,13.0,4.0,0.0,0.0
847b489ffffffff,8.0,0.0,0.0,0.0
847b4a1ffffffff,15.0,2.0,0.0,0.0
847b4a5ffffffff,4.0,0.0,0.0,0.0
847b4a7ffffffff,3.0,0.0,0.0,0.0
847b4b1ffffffff,9.0,0.0,0.0,0.0
847b4b9ffffffff,2.0,0.0,0.0,0.0
847b4c3ffffffff,1.0,0.0,0.0,0.0
847b4dbffffffff,29.0,0.0,0.0,0.0
847b4ddffffffff,4.0,0.0,0.0,0.0
847b595ffffffff,22.0,7.0,0.0,0.0
847b597ffffffff,47.0,1.0,0.0,0.0
847b59bffffffff,20.0,0.0,0.0,0.0
847b5b1ffffffff,16.0,2.0,0.0,0.0
847b5b3ffffffff,2.0,0.0,0.0,0.0
847b5b7ffffffff,2.0,0.0,0.0,0.0
847b5bbffffffff,2.0,0.0,0.0,0.0
847b6a9ffffffff,1.0,0.0,0.0,0.0
847b6b9ffffffff,2.0,0.0,0.0,0.0
847b6bbffffffff,28.0,2.0,0.0,0.0
8482181ffffffff,2.0,0.0,0.0,0.0
848218dffffffff,2.0,0.0,0.0,0.0
84821b3ffffffff,4.0,1.0,0.0,0.0
84828b5ffffffff,8.0,0.0,0.0,0.0
84828bdffffffff,2.0,0.0,0.0,0.0
8482a91ffffffff,3.0,0.0,0.0,0.0
8482b2dffffffff,1.0,0.0,0.0,0.0
8482b31ffffffff,1.0,0.0,0.0,0.0
8482c0dffffffff,61.0,0.0,0.0,52.0
8482d07ffffffff,8.0,0.0,0.0,0.0
8482d45ffffffff,3.0,1.0,0.0,0.0
8482d4dffffffff,1.0,0.0,0.0,0.0
8482d67ffffffff,3.0,0.0,0.0,0.0
8482d8dffffffff,2.0,0.0,0.0,0.0
8482e31ffffffff,12.0,0.0,10.0,0.0
8482e33ffffffff,3.0,0.0,0.0,0.0
8482e37ffffffff,20.0,0.0,8.0,0.0
8482f05ffffffff,3.0,3.0,0.0,0.0
8482f09ffffffff,12.0,0.0,0.0,0.0
8482f2bffffffff,6.0,6.0,0.0,0.0
8482f43ffffffff,7.0,0.0,0.0,0.0
8483109ffffffff,1.0,1.0,0.0,0.0
8483117ffffffff,3.0,0.0,0.0,0.0
848311bffffffff,2.0,0.0,0.0,0.0
848314bffffffff,2.0,0.0,0.0,0.0
8483151ffffffff,2.0,0.0,0.0,0.0
8483153ffffffff,4.0,1.0,0.0,0.0
848315bffffffff,1.0,0.0,0.0,0.0
84831e1ffffffff,4.0,0.0,0.0,0.0
84831ebffffffff,10.0,1.0,0.0,0.0
848320dffffffff,3.0,0.0,0.0,0.0
8483263ffffffff,2.0,0.0,0.0,0.0
8483305ffffffff,4.0,0.0,0.0,0.0
848332bffffffff,1.0,0.0,0.0,0.0
8483361ffffffff,1.0,0.0,0.0,0.0
8483865ffffffff,1.0,0.0,0.0,0.0
84838e3ffffffff,5.0,0.0,0.0,0.0
8483ac3ffffffff,1.0,0.0,0.0,0.0
849600bffffffff,2.0,0.0,0.0,0.0
8496015ffffffff,2.0,0.0,0.0,0.0
8496025ffffffff,14.0,2.0,0.0,0.0
8496027ffffffff,2.0,0.0,0.0,0.0
849602dffffffff,9.0,0.0,0.0,0.0
8496039ffffffff,3.0,0.0,0.0,0.0
8496097ffffffff,10.0,2.0,0.0,0.0
8496099ffffffff,2.0,0.0,0.0,0.0
849609dffffffff,1.0,0.0,0.0,0.0
84960b5ffffffff,12.0,0.0,0.0,0.0
8496141ffffffff,2.0,0.0,0.0,0.0
8496145ffffffff,1.0,0.0,0.0,0.0
8496147ffffffff,1.0,0.0,0.0,0.0
8496149ffffffff,5.0,0.0,0.0,0.0
8496151ffffffff,1.0,0.0,0.0,0.0
849615bffffffff,2.0,0.0,0.0,0.0
84961abffffffff,1.0,0.0,0.0,0.0
8496201ffffffff,5.0,3.0,0.0,0.0
8496203ffffffff,6.0,4.0,0.0,0.0
8496207ffffffff,26.0,3.0,0.0,0.0
849620bffffffff,5.0,0.0,0.0,0.0
8496215ffffffff,4.0,0.0,0.0,0.0
8496217ffffffff,6.0,0.0,0.0,0.0
8496219ffffffff,8.0,0.0,0.0,0.0
849621dffffffff,3.0,0.0,0.0,0.0
849622bffffffff,7.0,1.0,0.0,0.0
849622dffffffff,1.0,0.0,0.0,0.0
8496233ffffffff,11.0,0.0,0.0,0.0
8496239ffffffff,21.0,7.0,0.0,0.0
849623bffffffff,3.0,0.0,0.0,0.0
8496257ffffffff,2.0,0.0,0.0,0.0
8496261ffffffff,2.0,0.0,0.0,0.0
8496263ffffffff,4.0,0.0,0.0,0.0
8496283ffffffff,8.0,3.0,0.0,0.0
8496287ffffffff,10.0,0.0,0.0,0.0
849628bffffffff,3.0,0.0,0.0,0.0
849629dffffffff,4.0,0.0,0.0,0.0
84962b9ffffffff,26.0,0.0,0.0,0.0
84962bdffffffff,4.0,0.0,0.0,0.0
84962c5ffffffff,4.0,0.0,0.0,0.0
84962c9ffffffff,38.0,18.0,0.0,0.0
84962d1ffffffff,1.0,0.0,0.0,0.0
84962d7ffffffff,8.0,5.0,0.0,0.0
84962d9ffffffff,2.0,0.0,0.0,0.0
84962e5ffffffff,9.0,0.0,0.0,0.0
8496335ffffffff,55.0,12.0,0.0,0.0
8496355ffffffff,1.0,0.0,0.0,0.0
8496365ffffffff,8.0,0.0,0.0,0.0
8496569ffffffff,3.0,1.0,0.0,0.0
8496757ffffffff,2.0,0.0,0.0,0.0
8496759ffffffff,1.0,0.0,0.0,0.0
8496837ffffffff,2.0,0.0,0.0,0.0
8496861ffffffff,3.0,0.0,0.0,0.0
8496885ffffffff,2.0,0.0,0.0,0.0
84968cdffffffff,2.0,0.0,0.0,0.0
8496901ffffffff,13.0,0.0,0.0,0.0
8496905ffffffff,8.0,2.0,0.0,0.0
8496907ffffffff,54.0,2.0,0.0,0.0
8496921ffffffff,2.0,0.0,0.0,0.0
8496925ffffffff,64.0,12.0,0.0,0.0
8496929ffffffff,1.0,0.0,0.0,0.0
849692bffffffff,8.0,0.0,0.0,0.0
849692dffffffff,30.0,1.0,0.0,0.0
8496931ffffffff,5.0,0.0,0.0,0.0
8496933ffffffff,2.0,0.0,0.0,0.0
8496935ffffffff,60.0,7.0,0.0,0.0
849693dffffffff,54.0,7.0,0.0,0.0
8496945ffffffff,2.0,0.0,0.0,0.0
84969a1ffffffff,46.0,6.0,0.0,0.0
84969a5ffffffff,8.0,1.0,0.0,0.0
84969abffffffff,6.0,0.0,0.0,0.0
84969bdffffffff,1.0,0.0,0.0,0.0
8496a01ffffffff,2.0,0.0,0.0,0.0
8496a15ffffffff,6.0,0.0,0.0,0.0
8496a8dffffffff,2.0,0.0,0.0,0.0
8496b19ffffffff,24.0,4.0,0.0,0.0
8496b1bffffffff,7.0,0.0,0.0,0.0
8496b43ffffffff,16.0,0.0,0.0,0.0
8496b47ffffffff,13.0,2.0,0.0,0.0
8496b53ffffffff,2.0,0.0,0.0,0.0
8496b61ffffffff,1.0,0.0,0.0,0.0
8496b63ffffffff,21.0,2.0,0.0,0.0
8496b67ffffffff,2.0,0.0,0.0,0.0
8496b69ffffffff,3.0,0.0,0.0,0.0
8496b6dffffffff,35.0,4.0,0.0,0.0
8496e49ffffffff,2.0,0.0,0.0,0.0
8497007ffffffff,3.0,0.0,0.0,0.0
8497027ffffffff,1.0,0.0,0.0,0.0
849702bffffffff,2.0,0.0,0.0,0.0
8497035ffffffff,3.0,0.0,0.0,0.0
8497053ffffffff,1.0,0.0,0.0,0.0
8497069ffffffff,2.0,0.0,0.0,0.0
8497081ffffffff,2.0,0.0,0.0,0.0
8497107ffffffff,2.0,0.0,0.0,0.0
8497119ffffffff,48.0,6.0,0.0,0.0
849711dffffffff,3.0,0.0,0.0,0.0
8497131ffffffff,1.0,1.0,0.0,0.0
8497139ffffffff,5.0,0.0,0.0,0.0
849713dffffffff,5.0,0.0,0.0,0.0
8497151ffffffff,35.0,0.0,0.0,0.0
8497153ffffffff,3.0,0.0,0.0,0.0
8497159ffffffff,11.0,0.0,0.0,0.0
8497199ffffffff,4.0,0.0,0.0,0.0
849719bffffffff,1.0,0.0,0.0,0.0
84971b9ffffffff,3.0,0.0,0.0,0.0
84971c3ffffffff,2.0,0.0,0.0,0.0
84971c7ffffffff,3.0,0.0,0.0,0.0
84971cbffffffff,2.0,0.0,0.0,0.0
849721bffffffff,4.0,0.0,0.0,0.0
849723bffffffff,2.0,0.0,0.0,0.0
8497249ffffffff,3.0,0.0,0.0,0.0
8497289ffffffff,2.0,0.0,0.0,0.0
849728dffffffff,2.0,0.0,0.0,0.0
8497291ffffffff,3.0,0.0,0.0,0.0
84972c5ffffffff,13.0,2.0,0.0,0.0
84972c9ffffffff,6.0,1.0,0.0,0.0
84972cdffffffff,16.0,3.0,0.0,0.0
84972d5ffffffff,1.0,0.0,0.0,0.0
84972d9ffffffff,3.0,0.0,0.0,0.0
84972dbffffffff,2.0,0.0,0.0,0.0
84972e3ffffffff,73.0,15.0,0.0,0.0
84972ebffffffff,3.0,0.0,0.0,0.0
8497357ffffffff,6.0,0.0,0.0,0.0
8497409ffffffff,3.0,0.0,0.0,0.0
8497413ffffffff,1.0,0.0,0.0,0.0
8497415ffffffff,12.0,1.0,0.0,0.0
8497417ffffffff,40.0,4.0,0.0,0.0
8497419ffffffff,2.0,0.0,0.0,0.0
849741dffffffff,6.0,0.0,0.0,0.0
8497431ffffffff,28.0,3.0,0.0,0.0
8497435ffffffff,3.0,0.0,0.0,0.0
8497437ffffffff,9.0,1.0,0.0,0.0
849743bffffffff,42.0,7.0,0.0,0.0
84974a9ffffffff,294.0,70.0,0.0,0.0
84974abffffffff,61.0,6.0,0.0,0.0
84974adffffffff,2.0,0.0,0.0,0.0
84974b9ffffffff,50.0,19.0,0.0,0.0
84974bbffffffff,2.0,0.0,0.0,0.0
84974e1ffffffff,21.0,0.0,0.0,0.0
84974e3ffffffff,23.0,5.0,0.0,0.0
84974e5ffffffff,3.0,0.0,0.0,0.0
84974e9ffffffff,49.0,13.0,0.0,0.0
84974edffffffff,71.0,20.0,0.0,0.0
8497503ffffffff,2.0,0.0,0.0,0.0
8497513ffffffff,200.0,9.0,0.0,0.0
8497515ffffffff,120.0,12.0,0.0,0.0
8497517ffffffff,36.0,7.0,0.0,0.0
8497557ffffffff,2.0,0.0,0.0,0.0
8497581ffffffff,1.0,1.0,0.0,0.0
84975b1ffffffff,6.0,0.0,0.0,0.0
84975c5ffffffff,18.0,0.0,0.0,0.0
84975c7ffffffff,92.0,7.0,0.0,0.0
84975c9ffffffff,10.0,0.0,0.0,0.0
84975cbffffffff,2.0,0.0,0.0,0.0
84975d1ffffffff,11.0,0.0,0.0,0.0
84975d9ffffffff,4.0,0.0,0.0,0.0
84975ddffffffff,12.0,3.0,0.0,0.0
84975e1ffffffff,3.0,3.0,0.0,0.0
84975e7ffffffff,1.0,0.0,0.0,0.0
84975e9ffffffff,1.0,0.0,0.0,0.0
84975ebffffffff,3.0,1.0,0.0,0.0
8497717ffffffff,2.0,2.0,0.0,0.0
8497725ffffffff,7.0,0.0,0.0,0.0
8497885ffffffff,2.0,0.0,0.0,0.0
849788bffffffff,2.0,0.0,0.0,0.0
8497895ffffffff,1.0,0.0,0.0,0.0
84978cbffffffff,1.0,0.0,0.0,0.0
8497913ffffffff,3.0,0.0,0.0,0.0
849799bffffffff,3.0,0.0,0.0,0.0
8497a89ffffffff,1.0,0.0,0.0,0.0
8497aabffffffff,58.0,18.0,0.0,0.0
8497ab5ffffffff,1.0,0.0,0.0,0.0
8497ac3ffffffff,3.0,0.0,0.0,0.0
8497ad5ffffffff,4.0,0.0,0.0,0.0
84ac8a3ffffffff,3.0,3.0,0.0,0.0
84ac8a9ffffffff,13.0,5.0,0.0,0.0
84ac8e7ffffffff,3.0,1.0,0.0,0.0
84ac961ffffffff,24.0,3.0,0.0,0.0
84ac969ffffffff,2.0,0.0,0.0,0.0
84ac96dffffffff,8.0,0.0,0.0,0.0
84ac9dbffffffff,4.0,0.0,0.0,0.0
84ad321ffffffff,12.0,0.0,0.0,0.0
84ad325ffffffff,2.0,0.0,0.0,0.0
84ad329ffffffff,5.0,0.0,0.0,0.0
84ad361ffffffff,65.0,13.0,0.0,0.0
84ad365ffffffff,30.0,13.0,0.0,0.0
84ad369ffffffff,173.0,31.0,0.0,0.0
84ad36dffffffff,24.0,4.0,0.0,0.0
84ada1bffffffff,3.0,0.0,0.0,0.0
84ada21ffffffff,5.0,0.0,0.0,0.0
84ada2dffffffff,3.0,0.0,0.0,0.0
84ada39ffffffff,4.0,0.0,0.0,0.0
84adaa9ffffffff,4.0,0.0,0.0,0.0
84adac5ffffffff,3.0,0.0,0.0,0.0
84adae3ffffffff,1.0,0.0,0.0,0.0
84adb53ffffffff,3.0,0.0,0.0,0.0
84bc091ffffffff,4.0,0.0,0.0,0.0
84bc095ffffffff,2.0,0.0,0.0,0.0
84bc099ffffffff,2.0,2.0,0.0,0.0
84bc0b9ffffffff,1.0,0.0,0.0,0.0
84bc0bdffffffff,4.0,0.0,0.0,0.0
84bc197ffffffff,4.0,0.0,0.0,0.0
84bc1b3ffffffff,6.0,2.0,0.0,0.0
84bc1b7ffffffff,40.0,2.0,0.0,0.0
84bc1bbffffffff,3.0,0.0,0.0,0.0
84bc409ffffffff,4.0,2.0,0.0,0.0
84bc411ffffffff,2.0,0.0,0.0,0.0
84bc431ffffffff,7.0,0.0,0.0,0.0
84bc443ffffffff,7.0,0.0,0.0,0.0
