cell_id,Platyrinchus mystaceus,Platyrinchus mystaceus [albogularis Group],Platyrinchus mystaceus [mystaceus Group]
8466c0dffffffff,4.0,0.0,0.0
8466c47ffffffff,10.0,0.0,0.0
8466c49ffffffff,1.0,0.0,0.0
8466c4dffffffff,1.0,0.0,0.0
8466c63ffffffff,10.0,0.0,0.0
8466c67ffffffff,7.0,0.0,0.0
8466d03ffffffff,3.0,0.0,0.0
8466d07ffffffff,2.0,0.0,0.0
8466d0bffffffff,8.0,0.0,0.0
8466d1bffffffff,4.0,0.0,0.0
8466d23ffffffff,1.0,0.0,0.0
8466d27ffffffff,2.0,0.0,0.0
8466d31ffffffff,118.0,2.0,0.0
8466d35ffffffff,153.0,5.0,0.0
8466d37ffffffff,8.0,2.0,0.0
8466d39ffffffff,2.0,0.0,0.0
8466d3dffffffff,2.0,0.0,0.0
8466de1ffffffff,47.0,0.0,0.0
8466debffffffff,1.0,0.0,0.0
8466e03ffffffff,1.0,0.0,0.0
8466e07ffffffff,4.0,0.0,0.0
8466e0dffffffff,11.0,0.0,0.0
8466e41ffffffff,32.0,0.0,0.0
8466e47ffffffff,5.0,0.0,0.0
8466e49ffffffff,2.0,0.0,0.0
8466e51ffffffff,2.0,0.0,0.0
8466e61ffffffff,2.0,0.0,0.0
8466e67ffffffff,2.0,0.0,0.0
8466e69ffffffff,26.0,0.0,0.0
8466e6dffffffff,4.0,0.0,0.0
8466f0bffffffff,2.0,0.0,0.0
8466f15ffffffff,19.0,0.0,0.0
8466f19ffffffff,1.0,0.0,0.0
8466f1dffffffff,28.0,7.0,0.0
8466f33ffffffff,4.0,0.0,0.0
8466f53ffffffff,2.0,0.0,0.0
8466f57ffffffff,65.0,4.0,0.0
8466f59ffffffff,7.0,0.0,0.0
8466f5bffffffff,1.0,0.0,0.0
8467425ffffffff,10.0,0.0,0.0
8467433ffffffff,2.0,0.0,0.0
8467437ffffffff,13.0,0.0,0.0
84674cdffffffff,4.0,0.0,0.0
84674ddffffffff,1.0,0.0,0.0
84674edffffffff,3.0,0.0,0.0
8467519ffffffff,6.0,0.0,0.0
8467599ffffffff,10.0,0.0,0.0
84675cbffffffff,6.0,0.0,0.0
84679a7ffffffff,19.0,0.0,0.0
846d681ffffffff,9.0,0.0,0.0
846d68bffffffff,40.0,0.0,0.0
846d691ffffffff,380.0,0.0,0.0
846d693ffffffff,4.0,0.0,0.0
846d695ffffffff,2.0,0.0,0.0
846d69bffffffff,229.0,0.0,0.0
846d69dffffffff,1373.0,0.0,0.0
8480021ffffffff,5.0,0.0,0.0
8480053ffffffff,3.0,0.0,0.0
8480055ffffffff,2.0,0.0,0.0
8480101ffffffff,16.0,0.0,0.0
8480109ffffffff,145.0,0.0,10.0
8480161ffffffff,4.0,0.0,0.0
84801c9ffffffff,1.0,0.0,0.0
8480363ffffffff,28.0,0.0,2.0
8481021ffffffff,1.0,0.0,0.0
8481029ffffffff,14.0,0.0,1.0
8481063ffffffff,2.0,0.0,0.0
8481143ffffffff,1.0,0.0,0.0
8481167ffffffff,7.0,0.0,0.0
84811e1ffffffff,3.0,0.0,0.0
84811e9ffffffff,1.0,0.0,0.0
848124dffffffff,2.0,0.0,0.0
8481303ffffffff,19.0,0.0,0.0
8481307ffffffff,8.0,0.0,0.0
8481321ffffffff,2.0,0.0,1.0
8481327ffffffff,1.0,0.0,0.0
8481337ffffffff,2.0,0.0,1.0
8481339ffffffff,98.0,0.0,4.0
8481343ffffffff,10.0,0.0,0.0
848134dffffffff,3.0,0.0,0.0
8481363ffffffff,90.0,0.0,4.0
84815c9ffffffff,2.0,0.0,0.0
84815e9ffffffff,2.0,0.0,0.0
8481635ffffffff,4.0,0.0,0.0
8481711ffffffff,10.0,0.0,0.0
8481713ffffffff,19.0,0.0,0.0
848175dffffffff,3.0,0.0,0.0
8481801ffffffff,4.0,0.0,0.0
848180bffffffff,8.0,0.0,0.0
848181dffffffff,1.0,0.0,0.0
8481839ffffffff,5.0,0.0,0.0
8481851ffffffff,128.0,0.0,49.0
8481853ffffffff,2.0,0.0,0.0
8481857ffffffff,126.0,0.0,14.0
848185bffffffff,3.0,0.0,0.0
84819d1ffffffff,1.0,0.0,0.0
84819d9ffffffff,5.0,0.0,0.0
848b213ffffffff,2.0,0.0,0.0
848b229ffffffff,6.0,0.0,0.0
848b2c5ffffffff,1.0,0.0,0.0
848b617ffffffff,23.0,0.0,0.0
848b9d5ffffffff,5.0,0.0,0.0
848bb59ffffffff,9.0,0.0,2.0
848e649ffffffff,2.0,0.0,0.0
848e651ffffffff,1.0,0.0,0.0
848e6c9ffffffff,2.0,0.0,0.0
848f0d1ffffffff,7.0,0.0,0.0
848f0dbffffffff,169.0,0.0,0.0
848f0ddffffffff,2.0,0.0,0.0
848f291ffffffff,3.0,0.0,0.0
848f295ffffffff,16.0,0.0,0.0
848f2a9ffffffff,1.0,0.0,0.0
848f2abffffffff,14.0,0.0,0.0
848f2bbffffffff,5.0,0.0,0.0
848f2cdffffffff,35.0,0.0,0.0
848f401ffffffff,3.0,0.0,0.0
848f431ffffffff,1.0,0.0,0.0
848f439ffffffff,18.0,0.0,0.0
848f43dffffffff,2.0,0.0,0.0
848f461ffffffff,2.0,0.0,0.0
848f463ffffffff,26.0,0.0,0.0
848f465ffffffff,2.0,0.0,0.0
848f4adffffffff,4.0,0.0,0.0
848f559ffffffff,1.0,0.0,0.0
848f5ddffffffff,1.0,0.0,0.0
848f705ffffffff,5.0,0.0,0.0
848f727ffffffff,1.0,0.0,0.0
848f729ffffffff,3.0,0.0,0.0
848f733ffffffff,10.0,0.0,0.0
84a8001ffffffff,12.0,0.0,0.0
84a8009ffffffff,5.0,0.0,0.0
84a800dffffffff,9.0,0.0,0.0
84a8019ffffffff,12.0,0.0,0.0
84a801bffffffff,1.0,0.0,0.0
84a802dffffffff,7.0,0.0,0.0
84a803dffffffff,2.0,0.0,0.0
84a8049ffffffff,14.0,0.0,3.0
84a804dffffffff,26.0,0.0,0.0
84a8055ffffffff,4.0,0.0,0.0
84a8057ffffffff,3.0,0.0,0.0
84a805dffffffff,6.0,0.0,0.0
84a8061ffffffff,23.0,0.0,0.0
84a8063ffffffff,18.0,0.0,0.0
84a8065ffffffff,10.0,0.0,0.0
84a8067ffffffff,205.0,0.0,26.0
84a8069ffffffff,26.0,0.0,0.0
84a806dffffffff,5.0,0.0,0.0
84a80c3ffffffff,8.0,0.0,0.0
84a80ddffffffff,2.0,0.0,0.0
84a8101ffffffff,105.0,0.0,0.0
84a8103ffffffff,57.0,0.0,3.0
84a8105ffffffff,272.0,0.0,2.0
84a8107ffffffff,196.0,0.0,2.0
84a8109ffffffff,11.0,0.0,0.0
84a810bffffffff,99.0,0.0,0.0
84a810dffffffff,18.0,0.0,0.0
84a8111ffffffff,1.0,0.0,0.0
84a8113ffffffff,16.0,0.0,0.0
84a8115ffffffff,11.0,0.0,0.0
84a8117ffffffff,4.0,0.0,0.0
84a8119ffffffff,13.0,0.0,0.0
84a811bffffffff,4.0,0.0,0.0
84a811dffffffff,8.0,0.0,0.0
84a8121ffffffff,4.0,0.0,0.0
84a8123ffffffff,145.0,0.0,0.0
84a8125ffffffff,46.0,0.0,2.0
84a8127ffffffff,97.0,0.0,12.0
84a8129ffffffff,129.0,0.0,4.0
84a812bffffffff,20.0,0.0,0.0
84a812dffffffff,110.0,0.0,1.0
84a8131ffffffff,39.0,0.0,6.0
84a8139ffffffff,4.0,0.0,2.0
84a813bffffffff,9.0,0.0,0.0
84a813dffffffff,22.0,0.0,0.0
84a8143ffffffff,16.0,0.0,0.0
84a8151ffffffff,11.0,0.0,2.0
84a8153ffffffff,92.0,0.0,0.0
84a8155ffffffff,163.0,0.0,10.0
84a8157ffffffff,185.0,0.0,13.0
84a815bffffffff,312.0,0.0,10.0
84a815dffffffff,2.0,0.0,0.0
84a8163ffffffff,6.0,0.0,0.0
84a8167ffffffff,25.0,0.0,3.0
84a8181ffffffff,6.0,0.0,0.0
84a818dffffffff,4.0,0.0,0.0
84a81a1ffffffff,3.0,0.0,0.0
84a81a7ffffffff,3.0,0.0,0.0
84a81adffffffff,2.0,0.0,0.0
84a81c5ffffffff,2.0,0.0,0.0
84a81c9ffffffff,2.0,0.0,0.0
84a81cdffffffff,152.0,0.0,0.0
84a81d9ffffffff,43.0,0.0,1.0
84a81e1ffffffff,72.0,0.0,0.0
84a81e3ffffffff,4.0,0.0,0.0
84a81e7ffffffff,16.0,0.0,0.0
84a81e9ffffffff,79.0,0.0,0.0
84a81edffffffff,230.0,0.0,0.0
84a8203ffffffff,11.0,0.0,0.0
84a8207ffffffff,7.0,0.0,0.0
84a8211ffffffff,7.0,0.0,0.0
84a8219ffffffff,9.0,0.0,0.0
84a8227ffffffff,1.0,0.0,0.0
84a8229ffffffff,5.0,0.0,0.0
84a822bffffffff,16.0,0.0,0.0
84a8231ffffffff,2.0,0.0,0.0
84a8235ffffffff,7.0,0.0,0.0
84a8237ffffffff,8.0,0.0,0.0
84a8239ffffffff,1.0,0.0,0.0
84a8241ffffffff,17.0,0.0,0.0
84a8245ffffffff,2.0,0.0,0.0
84a8247ffffffff,14.0,0.0,0.0
84a8257ffffffff,2.0,0.0,0.0
84a8261ffffffff,5.0,0.0,0.0
84a8267ffffffff,7.0,0.0,0.0
84a826dffffffff,30.0,0.0,0.0
84a8287ffffffff,7.0,0.0,0.0
84a82a1ffffffff,2.0,0.0,0.0
84a82a5ffffffff,7.0,0.0,0.0
84a82abffffffff,3.0,0.0,0.0
84a82c3ffffffff,4.0,0.0,0.0
84a82e3ffffffff,4.0,0.0,0.0
84a82e7ffffffff,6.0,0.0,0.0
84a8311ffffffff,55.0,0.0,0.0
84a8313ffffffff,51.0,0.0,2.0
84a8317ffffffff,21.0,0.0,0.0
84a8319ffffffff,11.0,0.0,0.0
84a831bffffffff,44.0,0.0,0.0
84a831dffffffff,6.0,0.0,0.0
84a8331ffffffff,2.0,0.0,0.0
84a8333ffffffff,18.0,0.0,1.0
84a8337ffffffff,3.0,0.0,0.0
84a833bffffffff,57.0,0.0,0.0
84a834bffffffff,2.0,0.0,0.0
84a8351ffffffff,4.0,0.0,0.0
84a8353ffffffff,105.0,0.0,1.0
84a8357ffffffff,17.0,0.0,0.0
84a8359ffffffff,24.0,0.0,0.0
84a835bffffffff,58.0,0.0,0.0
84a835dffffffff,5.0,0.0,0.0
84a8441ffffffff,9.0,0.0,0.0
84a8447ffffffff,6.0,0.0,0.0
84a844dffffffff,13.0,0.0,0.0
84a8559ffffffff,4.0,0.0,0.0
84a855dffffffff,4.0,0.0,0.0
84a8605ffffffff,13.0,0.0,0.0
84a860dffffffff,16.0,0.0,0.0
84a8629ffffffff,6.0,0.0,0.0
84a8737ffffffff,1.0,0.0,0.0
84a8805ffffffff,37.0,0.0,0.0
84a8807ffffffff,14.0,0.0,0.0
84a8809ffffffff,1.0,0.0,0.0
84a880dffffffff,5.0,0.0,0.0
84a8811ffffffff,54.0,0.0,2.0
84a8817ffffffff,2.0,0.0,0.0
84a8819ffffffff,10.0,0.0,0.0
84a881bffffffff,55.0,0.0,0.0
84a8821ffffffff,1.0,0.0,1.0
84a8825ffffffff,2.0,0.0,0.0
84a8829ffffffff,1.0,0.0,0.0
84a882dffffffff,98.0,0.0,17.0
84a8849ffffffff,93.0,0.0,1.0
84a884bffffffff,1.0,0.0,1.0
84a884dffffffff,16.0,0.0,0.0
84a8853ffffffff,1.0,0.0,0.0
84a8857ffffffff,15.0,0.0,0.0
84a885bffffffff,2.0,0.0,0.0
84a8863ffffffff,8.0,0.0,0.0
84a8867ffffffff,5.0,0.0,0.0
84a88c1ffffffff,3.0,0.0,0.0
84a88ddffffffff,9.0,0.0,2.0
84a88e9ffffffff,2.0,0.0,0.0
84a8919ffffffff,44.0,0.0,8.0
84a8953ffffffff,8.0,0.0,0.0
84a8a03ffffffff,4.0,0.0,0.0
84a8a07ffffffff,8.0,0.0,0.0
84a8a11ffffffff,16.0,0.0,2.0
84a8a13ffffffff,341.0,0.0,24.0
84a8a15ffffffff,30.0,0.0,0.0
84a8a17ffffffff,158.0,0.0,0.0
84a8a19ffffffff,87.0,0.0,0.0
84a8a1bffffffff,1.0,0.0,0.0
84a8a1dffffffff,10.0,0.0,3.0
84a8a21ffffffff,2.0,0.0,0.0
84a8a23ffffffff,203.0,0.0,14.0
84a8a27ffffffff,27.0,0.0,0.0
84a8a31ffffffff,2.0,0.0,0.0
84a8a33ffffffff,3.0,0.0,0.0
84a8a35ffffffff,5.0,0.0,0.0
84a8a37ffffffff,3.0,0.0,0.0
84a8a39ffffffff,10.0,0.0,0.0
84a8a3bffffffff,6.0,0.0,0.0
84a8a3dffffffff,93.0,0.0,1.0
84a8a53ffffffff,75.0,0.0,11.0
84a8a85ffffffff,1.0,0.0,0.0
84a8a91ffffffff,11.0,0.0,0.0
84a8a93ffffffff,3.0,0.0,0.0
84a8a97ffffffff,5.0,0.0,0.0
84a8aa7ffffffff,3.0,0.0,0.0
84a8aadffffffff,31.0,0.0,0.0
84a8ab1ffffffff,1.0,0.0,0.0
84a8ab9ffffffff,4.0,0.0,0.0
84a8ac5ffffffff,3.0,0.0,0.0
84a8ac7ffffffff,1.0,0.0,0.0
84a8ac9ffffffff,14.0,0.0,0.0
84a8acdffffffff,39.0,0.0,0.0
84a8ad1ffffffff,15.0,0.0,0.0
84a8ad3ffffffff,8.0,0.0,0.0
84a8ad5ffffffff,3.0,0.0,0.0
84a8ae1ffffffff,2.0,0.0,0.0
84a8ae3ffffffff,4.0,0.0,0.0
84a8ae5ffffffff,7.0,0.0,0.0
84a8ae9ffffffff,4.0,0.0,0.0
84a8aedffffffff,4.0,0.0,0.0
84a8c23ffffffff,7.0,0.0,0.0
84a8c25ffffffff,42.0,0.0,10.0
84a8c63ffffffff,3.0,0.0,0.0
84a8d19ffffffff,18.0,0.0,0.0
84a8d1bffffffff,3.0,0.0,0.0
84a8d53ffffffff,2.0,0.0,0.0
84a8d5dffffffff,1.0,0.0,0.0
84a8de1ffffffff,6.0,0.0,0.0
84a8ec9ffffffff,19.0,0.0,0.0
84a8f1bffffffff,1.0,0.0,0.0
84a8f4dffffffff,5.0,0.0,0.0
84a8f63ffffffff,1.0,0.0,0.0
84a9011ffffffff,4.0,0.0,0.0
84a9033ffffffff,4.0,0.0,0.0
84a9081ffffffff,2.0,0.0,0.0
84a9085ffffffff,3.0,0.0,0.0
84a9089ffffffff,4.0,0.0,0.0
84a908dffffffff,3.0,0.0,0.0
84a9095ffffffff,4.0,0.0,0.0
84a909dffffffff,6.0,0.0,0.0
84a90a7ffffffff,5.0,0.0,0.0
84a90b9ffffffff,2.0,0.0,0.0
84a90c3ffffffff,1.0,0.0,0.0
84a90c7ffffffff,6.0,0.0,0.0
84a90d5ffffffff,7.0,0.0,0.0
84a90dbffffffff,5.0,0.0,0.0
84a90e1ffffffff,18.0,0.0,0.0
84a90e5ffffffff,48.0,0.0,6.0
84a90e7ffffffff,5.0,0.0,0.0
84a90e9ffffffff,7.0,0.0,0.0
84a90ebffffffff,4.0,0.0,0.0
84a9183ffffffff,1.0,0.0,0.0
84a9187ffffffff,2.0,0.0,0.0
84a918bffffffff,8.0,0.0,0.0
84a9195ffffffff,32.0,0.0,0.0
84a919dffffffff,18.0,0.0,0.0
84a91b1ffffffff,47.0,0.0,0.0
84a91b3ffffffff,3.0,0.0,0.0
84a91b5ffffffff,42.0,0.0,0.0
84a91b7ffffffff,29.0,0.0,0.0
84a91b9ffffffff,2.0,0.0,0.0
84a91bbffffffff,2.0,0.0,0.0
84a91bdffffffff,6.0,0.0,0.0
84a91d1ffffffff,3.0,0.0,0.0
84a91d5ffffffff,2.0,0.0,0.0
84a91d7ffffffff,13.0,0.0,0.0
84a91d9ffffffff,42.0,0.0,0.0
84a92abffffffff,2.0,0.0,0.0
84a92c5ffffffff,2.0,0.0,0.0
84a92e3ffffffff,2.0,0.0,0.0
84a92ebffffffff,2.0,0.0,0.0
84a940dffffffff,1.0,0.0,0.0
84a9425ffffffff,46.0,0.0,0.0
84a9427ffffffff,10.0,0.0,0.0
84a942dffffffff,18.0,0.0,0.0
84a943dffffffff,167.0,0.0,0.0
84a9463ffffffff,2.0,0.0,0.0
84a9465ffffffff,23.0,0.0,0.0
84a9501ffffffff,11.0,0.0,0.0
84a9503ffffffff,2.0,0.0,0.0
84a9507ffffffff,47.0,0.0,0.0
84a9509ffffffff,36.0,0.0,0.0
84a950bffffffff,27.0,0.0,0.0
84a950dffffffff,14.0,0.0,0.0
84a9511ffffffff,2.0,0.0,0.0
84a951bffffffff,3.0,0.0,0.0
84a9523ffffffff,1.0,0.0,0.0
84a9525ffffffff,5.0,0.0,3.0
84a9527ffffffff,12.0,0.0,0.0
84a9531ffffffff,47.0,0.0,0.0
84a9533ffffffff,16.0,0.0,0.0
84a9539ffffffff,12.0,0.0,0.0
84a953bffffffff,264.0,0.0,0.0
84a9551ffffffff,7.0,0.0,0.0
84a9553ffffffff,5.0,0.0,0.0
84a9555ffffffff,3.0,0.0,0.0
84a9557ffffffff,1.0,0.0,0.0
84a9559ffffffff,2.0,0.0,0.0
84a955bffffffff,7.0,0.0,0.0
84a955dffffffff,2.0,0.0,0.0
84a9565ffffffff,3.0,0.0,0.0
84a95abffffffff,34.0,0.0,0.0
84a95adffffffff,1.0,0.0,0.0
84a95b3ffffffff,1.0,0.0,0.0
84a95bbffffffff,2.0,0.0,0.0
84a95c5ffffffff,3.0,0.0,0.0
84a95c9ffffffff,48.0,0.0,0.0
84a95edffffffff,6.0,0.0,0.0
84a9733ffffffff,5.0,0.0,0.0
84a973bffffffff,2.0,0.0,0.0
84a9761ffffffff,2.0,0.0,0.0
84a9765ffffffff,22.0,0.0,0.0
