cell_id,Setophaga pitiayumi,Setophaga pitiayumi nigrilora,Setophaga pitiayumi pulchra,Setophaga pitiayumi insularis,Setophaga pitiayumi graysoni,Setophaga pitiayumi inornata,Setophaga pitiayumi cirrha,Setophaga pitiayumi [pitiayumi Group]
8348e8fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348eefffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348f2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834908fffffffff,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
834982fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834990fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
834994fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834995fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
834996fffffffff,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
834998fffffffff,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83499cfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8349a8fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8349a9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8349adfffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
835f58fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
836608fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83660bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836613fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836618fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
836621fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836675fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366a0fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366a3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366a5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366b4fffffffff,21.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
8366b5fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366d3fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
8366defffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e0fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366f0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366f1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366f5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836741fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836743fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
836751fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
836758fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83675cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83675efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
836d23fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2dfffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d30fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d31fffffffff,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
836d33fffffffff,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
836d35fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d68fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d69fffffffff,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
836d6cfffffffff,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
838133fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
838b20fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
838b22fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
838b61fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
838b6cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
838b6efffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f29fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
838f2bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
838f4afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a895fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83a92cfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a950fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a961fffffffff,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a965fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a96cfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a96efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b249fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b24bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b24dfffffffff,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b261fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b268fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b269fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b26bfffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b26dfffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b270fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b274fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83b2eefffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b342fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b35cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83b373fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2c1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2c3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2c9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2cdfffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2d6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2e3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2f1fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83c376fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce93fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
