cell_id,Campylopterus largipennis,Campylopterus largipennis largipennis,Campylopterus largipennis obscurus
838075fffffffff,3.0,0.0,0.0
838140fffffffff,6.0,0.0,0.0
838143fffffffff,1.0,0.0,1.0
83814afffffffff,103.0,0.0,3.0
83814dfffffffff,52.0,0.0,11.0
83814efffffffff,70.0,0.0,4.0
838159fffffffff,7.0,0.0,0.0
83815afffffffff,4.0,0.0,0.0
83815cfffffffff,5.0,0.0,3.0
83815dfffffffff,25.0,0.0,0.0
838163fffffffff,4.0,0.0,1.0
838a00fffffffff,2.0,0.0,0.0
838a01fffffffff,10.0,0.0,0.0
838a04fffffffff,5.0,0.0,1.0
838a05fffffffff,16.0,0.0,9.0
838a10fffffffff,23.0,0.0,0.0
838a14fffffffff,1.0,0.0,1.0
838a15fffffffff,3.0,0.0,0.0
838a1afffffffff,20.0,0.0,3.0
838a23fffffffff,3.0,0.0,1.0
838a31fffffffff,12.0,0.0,1.0
838a33fffffffff,11.0,0.0,0.0
838a45fffffffff,55.0,0.0,0.0
838a4bfffffffff,5.0,0.0,0.0
838a63fffffffff,2.0,0.0,0.0
838a68fffffffff,2.0,0.0,0.0
838a69fffffffff,14.0,0.0,0.0
838a6dfffffffff,20.0,0.0,0.0
838a70fffffffff,4.0,0.0,0.0
838a80fffffffff,14.0,0.0,9.0
838a81fffffffff,4.0,0.0,0.0
838a82fffffffff,1.0,0.0,0.0
838a8dfffffffff,6.0,0.0,0.0
838a92fffffffff,4.0,0.0,0.0
838a9cfffffffff,6.0,0.0,0.0
838a9dfffffffff,2.0,0.0,0.0
838aa9fffffffff,3.0,0.0,3.0
838aaafffffffff,2.0,0.0,0.0
838aabfffffffff,3.0,0.0,0.0
838ad8fffffffff,2.0,0.0,0.0
838adbfffffffff,6.0,0.0,0.0
838adcfffffffff,3.0,0.0,0.0
838af0fffffffff,5.0,0.0,2.0
838af2fffffffff,156.0,10.0,0.0
838af4fffffffff,1.0,0.0,0.0
838af6fffffffff,195.0,18.0,0.0
838b0afffffffff,2.0,0.0,0.0
838b0cfffffffff,2.0,0.0,0.0
838b20fffffffff,28.0,0.0,0.0
838b21fffffffff,5.0,0.0,0.0
838b22fffffffff,27.0,0.0,0.0
838b23fffffffff,5.0,0.0,0.0
838b2cfffffffff,10.0,0.0,0.0
838b2efffffffff,8.0,0.0,0.0
838b40fffffffff,3.0,0.0,0.0
838b44fffffffff,22.0,0.0,0.0
838b52fffffffff,1.0,0.0,0.0
838b53fffffffff,2.0,0.0,0.0
838b56fffffffff,3.0,0.0,0.0
838b5cfffffffff,3.0,0.0,0.0
838b61fffffffff,1352.0,0.0,50.0
838b62fffffffff,2.0,0.0,0.0
838b63fffffffff,97.0,0.0,2.0
838b68fffffffff,3.0,0.0,0.0
838b69fffffffff,10.0,0.0,0.0
838b6cfffffffff,1.0,0.0,0.0
838b6efffffffff,30.0,0.0,0.0
838b71fffffffff,29.0,0.0,0.0
838b74fffffffff,102.0,0.0,0.0
838b83fffffffff,4.0,0.0,0.0
838b84fffffffff,29.0,0.0,0.0
838b88fffffffff,5.0,0.0,0.0
838b8afffffffff,3.0,0.0,3.0
838b8dfffffffff,2.0,0.0,0.0
838b99fffffffff,105.0,0.0,25.0
838b9bfffffffff,1.0,0.0,0.0
838b9dfffffffff,263.0,0.0,0.0
838ba0fffffffff,4.0,0.0,0.0
838bb5fffffffff,7.0,0.0,0.0
838e64fffffffff,19.0,0.0,0.0
838e65fffffffff,12.0,0.0,0.0
838f40fffffffff,533.0,0.0,0.0
838f42fffffffff,2.0,0.0,0.0
838f43fffffffff,12.0,0.0,0.0
838f44fffffffff,2.0,0.0,0.0
838f46fffffffff,787.0,0.0,0.0
838f4afffffffff,13.0,0.0,0.0
838f4bfffffffff,4.0,0.0,0.0
838f4cfffffffff,2.0,0.0,0.0
838f4efffffffff,2.0,0.0,0.0
838f55fffffffff,2.0,0.0,0.0
838f5cfffffffff,1.0,0.0,0.0
838f5dfffffffff,2.0,0.0,0.0
838f63fffffffff,1.0,0.0,0.0
838f6bfffffffff,8.0,0.0,0.0
838f70fffffffff,2.0,0.0,0.0
838f72fffffffff,87.0,0.0,0.0
838f73fffffffff,1.0,0.0,0.0
838f74fffffffff,6.0,0.0,0.0
838f76fffffffff,4.0,0.0,0.0
83a859fffffffff,1.0,0.0,0.0
83a8c9fffffffff,2.0,0.0,0.0
83b324fffffffff,8.0,0.0,0.0
83b325fffffffff,24.0,0.0,0.0
