cell_id,Sturnella magna,Sturnella magna hippocrepis,Sturnella magna [magna Group]
83489afffffffff,1.0,0.0,0.0
83489bfffffffff,2.0,0.0,2.0
83489cfffffffff,10.0,0.0,0.0
83489dfffffffff,2.0,0.0,0.0
83489efffffffff,7.0,0.0,0.0
8348b1fffffffff,3.0,0.0,1.0
8348b2fffffffff,12.0,0.0,7.0
8348b3fffffffff,5.0,0.0,5.0
834992fffffffff,3.0,0.0,0.0
834996fffffffff,1.0,0.0,0.0
83499efffffffff,3.0,0.0,0.0
836609fffffffff,4.0,0.0,0.0
83660bfffffffff,4.0,0.0,0.0
836611fffffffff,18.0,0.0,0.0
836612fffffffff,2.0,0.0,0.0
83661efffffffff,37.0,0.0,3.0
836623fffffffff,1.0,0.0,0.0
8366a2fffffffff,4.0,0.0,4.0
8366a5fffffffff,2.0,0.0,0.0
8366b4fffffffff,2.0,0.0,0.0
8366b5fffffffff,7.0,0.0,0.0
8366e4fffffffff,5.0,0.0,1.0
8366eefffffffff,17.0,0.0,0.0
836741fffffffff,2.0,0.0,0.0
836743fffffffff,3.0,0.0,0.0
83675cfffffffff,2.0,0.0,0.0
83679afffffffff,1.0,0.0,1.0
836d21fffffffff,1.0,0.0,1.0
836d25fffffffff,11.0,0.0,9.0
836d28fffffffff,26.0,0.0,0.0
836d29fffffffff,6.0,0.0,0.0
836d2afffffffff,4.0,0.0,0.0
836d2dfffffffff,4.0,0.0,0.0
836d34fffffffff,16.0,0.0,0.0
836d35fffffffff,1.0,0.0,0.0
836d61fffffffff,4.0,0.0,0.0
836d64fffffffff,1.0,0.0,0.0
836d68fffffffff,5.0,0.0,0.0
836d69fffffffff,30.0,0.0,4.0
836d74fffffffff,2.0,0.0,0.0
836d76fffffffff,2.0,0.0,0.0
