cell_id,Basileuterus tristriatus,Basileuterus tristriatus sanlucasensis,Basileuterus tristriatus daedalus,Basileuterus tristriatus auricularis,Basileuterus tristriatus meridanus/bessereri,Basileuterus tristriatus pariae,Basileuterus tristriatus tristriatus/baezae
8466187ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8466189ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846618bffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
846618dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8466191ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8466193ffffffff,66.0,0.0,0.0,0.0,0.0,0.0,0.0
8466195ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8466197ffffffff,198.0,0.0,0.0,0.0,0.0,0.0,0.0
8466199ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
846619dffffffff,106.0,0.0,0.0,0.0,0.0,0.0,0.0
84661b1ffffffff,2184.0,0.0,270.0,0.0,0.0,0.0,0.0
84661b3ffffffff,258.0,0.0,8.0,0.0,0.0,0.0,0.0
84661b7ffffffff,92.0,0.0,3.0,0.0,0.0,0.0,0.0
84661b9ffffffff,713.0,0.0,4.0,0.0,0.0,0.0,0.0
84661bbffffffff,728.0,0.0,7.0,0.0,0.0,0.0,0.0
84661bdffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
84661c3ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84661d1ffffffff,649.0,0.0,0.0,18.0,0.0,0.0,0.0
84661d5ffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0
84661d7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84661ddffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
84661ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466217ffffffff,88.0,0.0,0.0,0.0,0.0,0.0,0.0
8466291ffffffff,103.0,0.0,0.0,0.0,9.0,0.0,0.0
8466295ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8466299ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
846629dffffffff,54.0,0.0,0.0,0.0,12.0,0.0,0.0
84662b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84662b7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84662d3ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84662dbffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84662e5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84662e9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
846656dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c0dffffffff,205.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c21ffffffff,157.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c25ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c29ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c2dffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c45ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c47ffffffff,114.0,0.0,0.0,6.0,0.0,0.0,0.0
8466c49ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c4dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c61ffffffff,27.0,0.0,0.0,4.0,0.0,0.0,0.0
8466c63ffffffff,315.0,0.0,0.0,1.0,0.0,0.0,0.0
8466c67ffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c69ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c6bffffffff,43.0,0.0,0.0,1.0,0.0,0.0,0.0
8466d03ffffffff,82.0,0.0,4.0,0.0,0.0,0.0,0.0
8466d07ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8466d0bffffffff,465.0,0.0,26.0,0.0,0.0,0.0,0.0
8466d0dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d11ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d19ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d1dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d23ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d31ffffffff,4937.0,0.0,551.0,0.0,0.0,0.0,0.0
8466d35ffffffff,321.0,0.0,32.0,0.0,0.0,0.0,0.0
8466d37ffffffff,150.0,0.0,14.0,0.0,0.0,0.0,0.0
8466d39ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d3bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d3dffffffff,43.0,0.0,5.0,0.0,0.0,0.0,0.0
8466d51ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d53ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d59ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dadffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0
8466de1ffffffff,681.0,0.0,0.0,0.0,0.0,0.0,43.0
8466de9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,1.0
8466debffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dedffffffff,48.0,0.0,0.0,0.0,0.0,0.0,1.0
8466e01ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e03ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e07ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e09ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e0bffffffff,86.0,0.0,0.0,3.0,0.0,0.0,0.0
8466e0dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e27ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e2dffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e3dffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e41ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e43ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e45ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e47ffffffff,600.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e49ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e51ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e55ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e57ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e59ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e61ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e63ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e65ffffffff,1811.0,0.0,7.0,33.0,0.0,0.0,0.0
8466e67ffffffff,26.0,0.0,0.0,2.0,0.0,0.0,0.0
8466e69ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e6dffffffff,943.0,0.0,1.0,4.0,0.0,0.0,0.0
8466f03ffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f0bffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f11ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f13ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f15ffffffff,101.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f17ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f19ffffffff,83.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f1dffffffff,2457.0,0.0,26.0,30.0,0.0,0.0,0.0
8466f33ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f3bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f51ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f53ffffffff,113.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f57ffffffff,465.0,0.0,6.0,0.0,0.0,0.0,0.0
8466f59ffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f5bffffffff,219.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f5dffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8467413ffffffff,979.0,0.0,0.0,0.0,18.0,0.0,0.0
8467417ffffffff,196.0,0.0,0.0,0.0,5.0,0.0,0.0
8467433ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8467437ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
846743bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84674c1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84674c5ffffffff,124.0,0.0,0.0,0.0,0.0,0.0,0.0
84674c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84674cdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84674e9ffffffff,340.0,0.0,0.0,0.0,11.0,0.0,0.0
84674ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84674edffffffff,168.0,0.0,0.0,0.0,13.0,0.0,0.0
846758dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84675a5ffffffff,48.0,0.0,0.0,0.0,2.0,0.0,0.0
84675a9ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84675adffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
84675c1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84675c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84675c9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84675cbffffffff,27.0,0.0,0.0,0.0,6.0,0.0,0.0
84675ddffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84675e1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84675e3ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
84675e7ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84675ebffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
848b611ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b613ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b617ffffffff,855.0,0.0,0.0,0.0,0.0,0.0,18.0
848b63bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b69bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6c1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,2.0
848b6c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6cdffffffff,72.0,0.0,0.0,0.0,0.0,0.0,3.0
848e641ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
848e643ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
848e649ffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
848e64bffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
848e651ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
848e6c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848e6c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f0dbffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
848f291ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
848f295ffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0
848f297ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f29bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2a9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2bbffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2d3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2ddffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f401ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f407ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
848f421ffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
848f425ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
848f429ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f42dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848f431ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f439ffffffff,84.0,0.0,0.0,0.0,0.0,0.0,8.0
848f461ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f463ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
848f465ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
848f467ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
848f487ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4a5ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4a7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4adffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4e5ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
848f509ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f50bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f517ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f519ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f541ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848f549ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
848f54bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
848f559ffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
848f59bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5d9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5ddffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
848f705ffffffff,84.0,0.0,0.0,0.0,0.0,0.0,12.0
848f70dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f721ffffffff,77.0,0.0,0.0,0.0,0.0,0.0,17.0
848f727ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
848f729ffffffff,74.0,0.0,0.0,0.0,0.0,0.0,4.0
848f72bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
848f733ffffffff,420.0,0.0,0.0,0.0,0.0,0.0,27.0
848f737ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848f74dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f763ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
848f765ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848f767ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f76bffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
