cell_id,Cecropis daurica,Cecropis daurica [daurica Group],Cecropis daurica [striolata Group]
836932fffffffff,2.0,0.0,2.0
836934fffffffff,18.0,0.0,5.0
836941fffffffff,15.0,0.0,15.0
836943fffffffff,56.0,0.0,56.0
836945fffffffff,8.0,0.0,8.0
83694afffffffff,2.0,0.0,2.0
83694bfffffffff,4.0,0.0,4.0
83694efffffffff,205.0,0.0,204.0
836958fffffffff,16.0,0.0,16.0
83695dfffffffff,6.0,0.0,6.0
836968fffffffff,2.0,0.0,2.0
83696afffffffff,102.0,0.0,102.0
83696bfffffffff,1.0,0.0,1.0
83696cfffffffff,5.0,0.0,5.0
83696dfffffffff,2.0,0.0,2.0
83696efffffffff,5.0,0.0,5.0
838c10fffffffff,182.0,0.0,182.0
838c13fffffffff,14.0,0.0,14.0
838c14fffffffff,9.0,0.0,9.0
838c15fffffffff,3.0,0.0,3.0
838d80fffffffff,12.0,0.0,12.0
838d84fffffffff,5.0,0.0,5.0
838d85fffffffff,8.0,0.0,8.0
838d8cfffffffff,15.0,0.0,15.0
838da2fffffffff,23.0,0.0,21.0
838da6fffffffff,3.0,0.0,2.0
838dabfffffffff,19.0,0.0,19.0
838db1fffffffff,6.0,0.0,6.0
838db5fffffffff,112.0,0.0,102.0
839421fffffffff,2.0,0.0,2.0
839423fffffffff,27.0,0.0,27.0
839426fffffffff,2.0,0.0,2.0
83942cfffffffff,2.0,0.0,2.0
83942dfffffffff,7.0,0.0,7.0
839518fffffffff,17.0,0.0,17.0
83951afffffffff,34.0,0.0,34.0
83951efffffffff,81.0,0.0,81.0
839553fffffffff,7.0,0.0,7.0
8395a4fffffffff,126.0,0.0,121.0
8395a5fffffffff,10.0,0.0,10.0
8395a9fffffffff,22.0,0.0,22.0
8395adfffffffff,8.0,0.0,8.0
