cell_id,Pycnonotus barbatus,Pycnonotus barbatus [barbatus Group],Pycnonotus barbatus somaliensis,Pycnonotus barbatus dodsoni,Pycnonotus barbatus [tricolor Group]
843983bffffffff,400.0,64.0,0.0,0.0,0.0
8439851ffffffff,31.0,6.0,0.0,0.0,0.0
8439853ffffffff,14.0,4.0,0.0,0.0,0.0
8439855ffffffff,19.0,12.0,0.0,0.0,0.0
8439857ffffffff,1.0,1.0,0.0,0.0,0.0
843985bffffffff,1.0,0.0,0.0,0.0,0.0
8439881ffffffff,26.0,5.0,0.0,0.0,0.0
8439883ffffffff,76.0,12.0,0.0,0.0,0.0
8439885ffffffff,149.0,19.0,0.0,0.0,0.0
8439887ffffffff,47.0,5.0,0.0,0.0,0.0
8439891ffffffff,16.0,2.0,0.0,0.0,0.0
8439893ffffffff,18.0,7.0,0.0,0.0,0.0
8439895ffffffff,8.0,0.0,0.0,0.0,0.0
8439897ffffffff,8.0,0.0,0.0,0.0,0.0
843989bffffffff,40.0,6.0,0.0,0.0,0.0
84398a1ffffffff,38.0,5.0,0.0,0.0,0.0
84398a7ffffffff,1.0,0.0,0.0,0.0,0.0
84398a9ffffffff,1.0,1.0,0.0,0.0,0.0
84398abffffffff,5.0,0.0,0.0,0.0,0.0
84398adffffffff,2.0,1.0,0.0,0.0,0.0
84398b5ffffffff,1.0,0.0,0.0,0.0,0.0
84398b9ffffffff,20.0,5.0,0.0,0.0,0.0
84398bbffffffff,2.0,0.0,0.0,0.0,0.0
84398bdffffffff,19.0,2.0,0.0,0.0,0.0
84398c3ffffffff,3.0,0.0,0.0,0.0,0.0
84398c7ffffffff,11.0,1.0,0.0,0.0,0.0
84398d1ffffffff,2.0,0.0,0.0,0.0,0.0
84398d3ffffffff,6.0,0.0,0.0,0.0,0.0
84398d5ffffffff,1.0,0.0,0.0,0.0,0.0
84398d9ffffffff,2.0,0.0,0.0,0.0,0.0
84398dbffffffff,5.0,0.0,0.0,0.0,0.0
84398ddffffffff,2.0,0.0,0.0,0.0,0.0
84398e1ffffffff,7.0,0.0,0.0,0.0,0.0
84398e5ffffffff,73.0,7.0,0.0,0.0,0.0
84398e7ffffffff,192.0,22.0,0.0,0.0,0.0
84398e9ffffffff,3.0,0.0,0.0,0.0,0.0
84398edffffffff,201.0,35.0,0.0,0.0,0.0
8439911ffffffff,9.0,0.0,0.0,0.0,0.0
8439913ffffffff,3.0,2.0,0.0,0.0,0.0
8439915ffffffff,17.0,0.0,0.0,0.0,0.0
8439917ffffffff,1.0,0.0,0.0,0.0,0.0
843991bffffffff,550.0,61.0,0.0,0.0,0.0
843992bffffffff,2.0,0.0,0.0,0.0,0.0
8439931ffffffff,3.0,0.0,0.0,0.0,0.0
8439939ffffffff,2.0,0.0,0.0,0.0,0.0
843993bffffffff,38.0,3.0,0.0,0.0,0.0
8439989ffffffff,6.0,0.0,0.0,0.0,0.0
8439999ffffffff,1.0,0.0,0.0,0.0,0.0
84399c1ffffffff,1.0,1.0,0.0,0.0,0.0
84399c3ffffffff,2.0,0.0,0.0,0.0,0.0
84399c5ffffffff,6.0,6.0,0.0,0.0,0.0
84399c9ffffffff,42.0,11.0,0.0,0.0,0.0
84399cbffffffff,5.0,5.0,0.0,0.0,0.0
84399cdffffffff,3.0,0.0,0.0,0.0,0.0
84399d3ffffffff,3.0,0.0,0.0,0.0,0.0
84399d7ffffffff,8.0,0.0,0.0,0.0,0.0
84399d9ffffffff,3.0,0.0,0.0,0.0,0.0
84399dbffffffff,9.0,0.0,0.0,0.0,0.0
84399ddffffffff,7.0,2.0,0.0,0.0,0.0
84399e9ffffffff,8.0,4.0,0.0,0.0,0.0
84399ebffffffff,1.0,0.0,0.0,0.0,0.0
84399edffffffff,5.0,2.0,0.0,0.0,0.0
8439a83ffffffff,34.0,4.0,0.0,0.0,0.0
8439a87ffffffff,36.0,5.0,0.0,0.0,0.0
8439a93ffffffff,16.0,2.0,0.0,0.0,0.0
8439a95ffffffff,3.0,0.0,0.0,0.0,0.0
8439a97ffffffff,4.0,0.0,0.0,0.0,0.0
8439a99ffffffff,135.0,13.0,0.0,0.0,0.0
8439a9bffffffff,3.0,0.0,0.0,0.0,0.0
8439a9dffffffff,5.0,0.0,0.0,0.0,0.0
8439aa1ffffffff,1.0,0.0,0.0,0.0,0.0
8439aa3ffffffff,1.0,1.0,0.0,0.0,0.0
8439aa9ffffffff,3.0,0.0,0.0,0.0,0.0
8439aabffffffff,4.0,2.0,0.0,0.0,0.0
8439ab1ffffffff,5.0,0.0,0.0,0.0,0.0
8439ab3ffffffff,2.0,0.0,0.0,0.0,0.0
8439ab5ffffffff,4.0,0.0,0.0,0.0,0.0
8439ab7ffffffff,4.0,4.0,0.0,0.0,0.0
8439ab9ffffffff,110.0,35.0,0.0,0.0,0.0
8439abbffffffff,13.0,0.0,0.0,0.0,0.0
8439abdffffffff,116.0,29.0,0.0,0.0,0.0
843e469ffffffff,2.0,0.0,0.0,0.0,0.0
843e583ffffffff,100.0,4.0,0.0,0.0,0.0
843e58bffffffff,2.0,1.0,0.0,0.0,0.0
843e5b1ffffffff,1.0,0.0,0.0,0.0,0.0
843e5b9ffffffff,87.0,2.0,0.0,0.0,0.0
843e5cbffffffff,44.0,1.0,0.0,0.0,0.0
843e5d5ffffffff,6.0,1.0,0.0,0.0,0.0
843e601ffffffff,2.0,0.0,0.0,0.0,0.0
843e605ffffffff,7.0,5.0,0.0,0.0,0.0
843e621ffffffff,14.0,2.0,0.0,0.0,0.0
843e625ffffffff,30.0,0.0,0.0,0.0,0.0
843e629ffffffff,135.0,21.0,0.0,0.0,0.0
843e62bffffffff,4.0,0.0,0.0,0.0,0.0
843e62dffffffff,5.0,0.0,0.0,0.0,0.0
843e631ffffffff,10.0,0.0,0.0,0.0,0.0
843e655ffffffff,16.0,4.0,0.0,0.0,0.0
843e665ffffffff,2.0,0.0,0.0,0.0,0.0
843e685ffffffff,2.0,0.0,0.0,0.0,0.0
843e719ffffffff,28.0,4.0,0.0,0.0,0.0
843e753ffffffff,13.0,0.0,0.0,0.0,0.0
843ee93ffffffff,1.0,0.0,0.0,0.0,0.0
843f593ffffffff,1.0,1.0,0.0,0.0,0.0
8452803ffffffff,2.0,2.0,0.0,0.0,0.0
8452811ffffffff,2.0,2.0,0.0,0.0,0.0
8452831ffffffff,17.0,6.0,0.0,0.0,0.0
8452863ffffffff,2.0,0.0,0.0,0.0,0.0
8452867ffffffff,6.0,4.0,0.0,0.0,0.0
8452893ffffffff,19.0,0.0,15.0,0.0,0.0
8452895ffffffff,5.0,0.0,5.0,0.0,0.0
84528a5ffffffff,2.0,0.0,0.0,0.0,0.0
84528abffffffff,3.0,0.0,1.0,0.0,0.0
84528adffffffff,2.0,0.0,0.0,0.0,0.0
84528edffffffff,2.0,2.0,0.0,0.0,0.0
845291bffffffff,19.0,12.0,0.0,0.0,0.0
8452983ffffffff,1.0,0.0,0.0,0.0,0.0
8452993ffffffff,2.0,2.0,0.0,0.0,0.0
8452997ffffffff,4.0,2.0,0.0,0.0,0.0
845299bffffffff,2.0,2.0,0.0,0.0,0.0
84529b1ffffffff,2.0,0.0,0.0,0.0,0.0
84529b5ffffffff,80.0,15.0,0.0,0.0,4.0
84529b7ffffffff,8.0,0.0,0.0,0.0,0.0
84529b9ffffffff,217.0,56.0,4.0,0.0,13.0
84529bbffffffff,2.0,0.0,0.0,0.0,0.0
84529bdffffffff,1.0,0.0,0.0,0.0,0.0
84529dbffffffff,4.0,2.0,0.0,0.0,0.0
84529e1ffffffff,1.0,1.0,0.0,0.0,0.0
84529edffffffff,3.0,0.0,0.0,0.0,0.0
8452b1dffffffff,1.0,1.0,0.0,0.0,0.0
8452ca9ffffffff,4.0,0.0,0.0,0.0,0.0
8452d33ffffffff,21.0,0.0,12.0,0.0,0.0
8452d41ffffffff,78.0,0.0,45.0,0.0,0.0
8452d45ffffffff,72.0,0.0,29.0,0.0,0.0
8452d47ffffffff,2.0,0.0,2.0,0.0,0.0
8452d4dffffffff,6.0,0.0,4.0,0.0,0.0
8452d69ffffffff,8.0,0.0,4.0,0.0,0.0
8452d6bffffffff,12.0,0.0,4.0,0.0,0.0
8452d6dffffffff,10.0,0.0,0.0,0.0,0.0
8452d8dffffffff,1.0,0.0,1.0,0.0,0.0
8452d93ffffffff,2.0,0.0,0.0,0.0,0.0
8452dc5ffffffff,4.0,0.0,2.0,0.0,0.0
8452dedffffffff,2.0,0.0,2.0,0.0,0.0
8454025ffffffff,2.0,2.0,0.0,0.0,0.0
845402dffffffff,33.0,14.0,0.0,0.0,0.0
84540abffffffff,4.0,0.0,0.0,0.0,0.0
84540b7ffffffff,8.0,2.0,0.0,0.0,0.0
84540ebffffffff,1.0,0.0,0.0,0.0,0.0
8454103ffffffff,114.0,38.0,0.0,0.0,0.0
8454107ffffffff,7.0,0.0,0.0,0.0,0.0
8454115ffffffff,1.0,1.0,0.0,0.0,0.0
845411dffffffff,87.0,29.0,0.0,0.0,0.0
8454133ffffffff,8.0,4.0,0.0,0.0,0.0
8454137ffffffff,11.0,1.0,0.0,0.0,0.0
8454139ffffffff,93.0,23.0,0.0,0.0,0.0
845413bffffffff,28.0,2.0,0.0,0.0,0.0
8454153ffffffff,47.0,19.0,0.0,0.0,0.0
8454157ffffffff,54.0,29.0,0.0,0.0,0.0
8454183ffffffff,3.0,3.0,0.0,0.0,0.0
8454185ffffffff,3.0,0.0,0.0,0.0,0.0
8454187ffffffff,2.0,1.0,0.0,0.0,0.0
8454195ffffffff,5.0,2.0,0.0,0.0,0.0
8454197ffffffff,7.0,2.0,0.0,0.0,0.0
8454199ffffffff,2.0,0.0,0.0,0.0,0.0
845419bffffffff,9.0,3.0,0.0,0.0,0.0
84541a1ffffffff,1.0,0.0,0.0,0.0,0.0
84541a3ffffffff,149.0,27.0,0.0,0.0,0.0
84541a5ffffffff,247.0,120.0,0.0,0.0,0.0
84541a7ffffffff,3.0,1.0,0.0,0.0,0.0
84541a9ffffffff,13.0,7.0,0.0,0.0,0.0
84541adffffffff,17.0,5.0,0.0,0.0,0.0
84541b3ffffffff,4.0,0.0,0.0,0.0,0.0
84541b5ffffffff,15.0,3.0,0.0,0.0,0.0
84541b9ffffffff,135.0,26.0,0.0,0.0,0.0
84541bbffffffff,26.0,2.0,0.0,0.0,0.0
84541bdffffffff,46.0,11.0,0.0,0.0,0.0
84541e1ffffffff,4.0,4.0,0.0,0.0,0.0
84541e3ffffffff,5.0,3.0,0.0,0.0,0.0
84541e7ffffffff,8.0,8.0,0.0,0.0,0.0
8454409ffffffff,3.0,0.0,0.0,0.0,0.0
845440dffffffff,34.0,2.0,0.0,0.0,0.0
8454443ffffffff,14.0,0.0,0.0,0.0,0.0
8454447ffffffff,16.0,0.0,0.0,0.0,0.0
8454499ffffffff,2.0,0.0,0.0,0.0,0.0
8454a93ffffffff,486.0,61.0,0.0,0.0,0.0
8454a99ffffffff,5.0,0.0,0.0,0.0,0.0
8454a9bffffffff,473.0,115.0,0.0,0.0,0.0
8454ac3ffffffff,101.0,67.0,0.0,0.0,0.0
8454ad1ffffffff,18.0,0.0,0.0,0.0,0.0
8454ad3ffffffff,14.0,3.0,0.0,0.0,0.0
8454ad5ffffffff,118.0,24.0,0.0,0.0,0.0
8454ad7ffffffff,12.0,8.0,0.0,0.0,0.0
8454adbffffffff,5.0,2.0,0.0,0.0,0.0
8454addffffffff,39.0,16.0,0.0,0.0,0.0
8454c41ffffffff,4.0,0.0,0.0,0.0,0.0
8454c4bffffffff,10.0,0.0,0.0,0.0,0.0
8454c4dffffffff,2.0,0.0,0.0,0.0,0.0
8454c51ffffffff,8.0,0.0,0.0,0.0,0.0
8454c53ffffffff,5.0,0.0,0.0,0.0,0.0
8454c5bffffffff,2.0,0.0,0.0,0.0,0.0
8454cc1ffffffff,6.0,0.0,0.0,0.0,0.0
8454cc3ffffffff,1.0,0.0,0.0,0.0,0.0
8454ccbffffffff,1.0,0.0,0.0,0.0,0.0
8454e05ffffffff,8.0,0.0,0.0,0.0,0.0
8454e0dffffffff,1.0,0.0,0.0,0.0,0.0
8454e13ffffffff,7.0,0.0,0.0,0.0,0.0
8454e1bffffffff,2.0,0.0,0.0,0.0,0.0
8454e21ffffffff,18.0,0.0,0.0,0.0,0.0
8454e25ffffffff,24.0,0.0,0.0,0.0,0.0
8454e31ffffffff,5.0,0.0,0.0,0.0,0.0
8454e35ffffffff,5.0,0.0,0.0,0.0,0.0
8454e41ffffffff,59.0,0.0,0.0,0.0,0.0
8454e43ffffffff,2.0,0.0,0.0,0.0,0.0
8454e49ffffffff,10.0,0.0,0.0,0.0,0.0
8454e4bffffffff,7.0,0.0,0.0,0.0,0.0
8454e4dffffffff,213.0,90.0,0.0,0.0,0.0
8454e51ffffffff,51.0,10.0,0.0,0.0,0.0
8454e59ffffffff,41.0,19.0,0.0,0.0,0.0
8454e5bffffffff,78.0,30.0,0.0,0.0,0.0
8454e5dffffffff,7.0,0.0,0.0,0.0,0.0
8454e63ffffffff,3.0,0.0,0.0,0.0,0.0
8454e67ffffffff,1.0,0.0,0.0,0.0,0.0
8454e8bffffffff,10.0,0.0,0.0,0.0,0.0
8454e9bffffffff,1.0,0.0,0.0,0.0,0.0
8454ea1ffffffff,4.0,0.0,0.0,0.0,0.0
8454ea5ffffffff,10.0,0.0,0.0,0.0,0.0
8454ea9ffffffff,12.0,0.0,0.0,0.0,0.0
8454eadffffffff,9.0,0.0,0.0,0.0,0.0
8454ebbffffffff,2.0,0.0,0.0,0.0,0.0
8454ec5ffffffff,7.0,0.0,0.0,0.0,0.0
8454ee3ffffffff,4.0,0.0,0.0,0.0,0.0
8454f0bffffffff,5.0,0.0,0.0,0.0,0.0
8454f0dffffffff,5.0,0.0,0.0,0.0,0.0
8454f11ffffffff,2.0,0.0,0.0,0.0,0.0
8454f15ffffffff,20.0,0.0,0.0,0.0,0.0
8454f17ffffffff,4.0,0.0,0.0,0.0,0.0
8454f19ffffffff,1.0,0.0,0.0,0.0,0.0
8454f1bffffffff,31.0,0.0,0.0,0.0,0.0
8454f3bffffffff,3.0,0.0,0.0,0.0,0.0
8454f43ffffffff,4.0,2.0,0.0,0.0,0.0
8454f45ffffffff,13.0,0.0,0.0,0.0,0.0
8454f47ffffffff,42.0,22.0,0.0,0.0,0.0
8454f49ffffffff,43.0,6.0,0.0,0.0,0.0
8454f4dffffffff,239.0,39.0,0.0,0.0,0.0
8454f51ffffffff,27.0,0.0,0.0,0.0,0.0
8454f53ffffffff,3.0,0.0,0.0,0.0,0.0
8454f57ffffffff,26.0,0.0,0.0,0.0,0.0
8454f59ffffffff,9.0,4.0,0.0,0.0,0.0
8454f6bffffffff,21.0,5.0,0.0,0.0,0.0
84580bdffffffff,2.0,0.0,0.0,0.0,0.0
8458517ffffffff,14.0,0.0,0.0,0.0,0.0
8458581ffffffff,1.0,0.0,0.0,0.0,0.0
84585a1ffffffff,1.0,1.0,0.0,0.0,0.0
84585d5ffffffff,7.0,0.0,0.0,0.0,0.0
8458839ffffffff,9.0,6.0,0.0,0.0,0.0
8458861ffffffff,4.0,0.0,0.0,0.0,0.0
845886dffffffff,2.0,0.0,0.0,0.0,0.0
8458883ffffffff,4.0,4.0,0.0,0.0,0.0
84588b5ffffffff,2.0,0.0,0.0,0.0,0.0
84588d3ffffffff,2.0,0.0,0.0,0.0,0.0
8458901ffffffff,9.0,5.0,0.0,0.0,0.0
8458909ffffffff,5.0,3.0,0.0,0.0,0.0
845890bffffffff,19.0,0.0,0.0,0.0,0.0
845890dffffffff,82.0,17.0,0.0,0.0,0.0
8458919ffffffff,1.0,0.0,0.0,0.0,0.0
845891dffffffff,12.0,0.0,0.0,0.0,0.0
8458943ffffffff,4.0,0.0,0.0,0.0,0.0
8458945ffffffff,5.0,0.0,0.0,0.0,0.0
8458949ffffffff,4.0,0.0,0.0,0.0,0.0
845894bffffffff,2.0,0.0,0.0,0.0,0.0
845894dffffffff,36.0,5.0,0.0,0.0,0.0
8458951ffffffff,2.0,0.0,0.0,0.0,0.0
8458957ffffffff,1.0,0.0,0.0,0.0,0.0
8458959ffffffff,2.0,0.0,0.0,0.0,0.0
8458961ffffffff,2.0,0.0,0.0,0.0,0.0
8458963ffffffff,13.0,6.0,0.0,0.0,0.0
8458969ffffffff,57.0,23.0,0.0,0.0,0.0
845896bffffffff,8.0,3.0,0.0,0.0,0.0
84589c9ffffffff,15.0,2.0,0.0,0.0,0.0
84589cbffffffff,2.0,0.0,0.0,0.0,0.0
8458a4dffffffff,7.0,6.0,0.0,0.0,0.0
8458a65ffffffff,5.0,0.0,0.0,0.0,0.0
8458a69ffffffff,6.0,2.0,0.0,0.0,0.0
8458a6dffffffff,2.0,0.0,0.0,0.0,0.0
8458b07ffffffff,1.0,1.0,0.0,0.0,0.0
8458b27ffffffff,2.0,0.0,0.0,0.0,0.0
8458b35ffffffff,7.0,5.0,0.0,0.0,0.0
8458b37ffffffff,2.0,2.0,0.0,0.0,0.0
8458b51ffffffff,11.0,1.0,0.0,0.0,0.0
8458b5dffffffff,1.0,1.0,0.0,0.0,0.0
8458c3dffffffff,3.0,0.0,0.0,0.0,0.0
8458c45ffffffff,2.0,0.0,0.0,0.0,0.0
8458c47ffffffff,2.0,0.0,0.0,0.0,0.0
8458c8bffffffff,4.0,0.0,0.0,0.0,0.0
8458cd9ffffffff,5.0,1.0,0.0,0.0,0.0
8458d13ffffffff,2.0,0.0,0.0,0.0,0.0
8458d1dffffffff,2.0,0.0,0.0,0.0,0.0
8458d27ffffffff,2.0,0.0,0.0,0.0,0.0
8458d33ffffffff,38.0,37.0,0.0,0.0,0.0
8458d35ffffffff,12.0,11.0,0.0,0.0,0.0
8458d37ffffffff,9.0,7.0,0.0,0.0,0.0
8458da3ffffffff,1.0,0.0,0.0,0.0,0.0
8458db1ffffffff,1.0,0.0,0.0,0.0,0.0
8458db5ffffffff,8.0,0.0,0.0,0.0,0.0
8458de5ffffffff,15.0,15.0,0.0,0.0,0.0
8458de9ffffffff,2.0,0.0,0.0,0.0,0.0
8458debffffffff,15.0,0.0,0.0,0.0,0.0
8458dedffffffff,3.0,0.0,0.0,0.0,0.0
8458e2dffffffff,99.0,67.0,0.0,0.0,0.0
8458e49ffffffff,10.0,0.0,0.0,0.0,0.0
8458e67ffffffff,76.0,7.0,0.0,0.0,0.0
8458e95ffffffff,1.0,0.0,0.0,0.0,0.0
8458f09ffffffff,1.0,0.0,0.0,0.0,0.0
8458f1dffffffff,2.0,2.0,0.0,0.0,0.0
8458f47ffffffff,5.0,0.0,0.0,0.0,0.0
8458f5bffffffff,40.0,29.0,0.0,0.0,0.0
8458f6bffffffff,2.0,0.0,0.0,0.0,0.0
8459825ffffffff,4.0,0.0,0.0,0.0,0.0
8459827ffffffff,10.0,0.0,0.0,0.0,0.0
84598d7ffffffff,5.0,0.0,0.0,0.0,0.0
8459919ffffffff,2.0,0.0,0.0,0.0,0.0
845991bffffffff,11.0,0.0,0.0,0.0,0.0
8459933ffffffff,2.0,0.0,0.0,0.0,0.0
8459985ffffffff,11.0,5.0,0.0,0.0,0.0
8459997ffffffff,1.0,0.0,0.0,0.0,0.0
84599a5ffffffff,23.0,8.0,0.0,0.0,0.0
84599adffffffff,3.0,1.0,0.0,0.0,0.0
84599b1ffffffff,2.0,0.0,0.0,0.0,0.0
84599b3ffffffff,4.0,0.0,0.0,0.0,0.0
84599e5ffffffff,29.0,9.0,0.0,0.0,0.0
84599e7ffffffff,44.0,11.0,0.0,0.0,0.0
846a109ffffffff,2.0,0.0,0.0,0.0,2.0
846a459ffffffff,17.0,0.0,0.0,0.0,0.0
846a45dffffffff,2.0,0.0,0.0,0.0,0.0
846a493ffffffff,4.0,4.0,0.0,0.0,0.0
846a495ffffffff,8.0,0.0,0.0,0.0,0.0
846a499ffffffff,4.0,0.0,0.0,0.0,0.0
846a49bffffffff,4.0,0.0,0.0,0.0,0.0
846a49dffffffff,18.0,0.0,0.0,0.0,0.0
846a4a3ffffffff,4.0,0.0,0.0,0.0,0.0
846a4a9ffffffff,2.0,0.0,0.0,0.0,0.0
846a4b3ffffffff,14.0,0.0,0.0,12.0,0.0
846a4bbffffffff,8.0,0.0,0.0,0.0,0.0
846a4d3ffffffff,2.0,0.0,0.0,0.0,0.0
846a507ffffffff,2.0,0.0,0.0,0.0,2.0
846a581ffffffff,8.0,0.0,0.0,0.0,0.0
846a587ffffffff,5.0,0.0,0.0,0.0,0.0
846a5a7ffffffff,3.0,0.0,0.0,0.0,3.0
846a5a9ffffffff,97.0,0.0,0.0,0.0,16.0
846a5abffffffff,26.0,0.0,0.0,0.0,0.0
846a5adffffffff,8.0,0.0,0.0,0.0,8.0
846a5bbffffffff,4.0,0.0,0.0,0.0,0.0
846a619ffffffff,4.0,0.0,0.0,0.0,0.0
846a653ffffffff,7.0,3.0,0.0,0.0,0.0
846a693ffffffff,5.0,1.0,0.0,0.0,0.0
846a697ffffffff,36.0,9.0,0.0,0.0,0.0
846a69bffffffff,2.0,0.0,0.0,0.0,0.0
846a9e5ffffffff,17.0,0.0,0.0,0.0,17.0
846a9e7ffffffff,2.0,0.0,0.0,0.0,2.0
846ac03ffffffff,357.0,0.0,0.0,0.0,122.0
846ac07ffffffff,1.0,0.0,0.0,0.0,0.0
846ac0bffffffff,102.0,0.0,0.0,0.0,44.0
846ac11ffffffff,44.0,0.0,0.0,0.0,14.0
846ac15ffffffff,834.0,0.0,0.0,0.0,293.0
846ac19ffffffff,21.0,0.0,0.0,0.0,5.0
846ac1dffffffff,24.0,0.0,0.0,0.0,12.0
846ac23ffffffff,4.0,0.0,0.0,0.0,0.0
846ac31ffffffff,175.0,0.0,0.0,0.0,74.0
846ac33ffffffff,39.0,0.0,0.0,0.0,17.0
846ac35ffffffff,92.0,0.0,0.0,0.0,27.0
846ac37ffffffff,27.0,0.0,0.0,0.0,17.0
846ac39ffffffff,41.0,0.0,0.0,0.0,10.0
846ac3bffffffff,1.0,0.0,0.0,0.0,0.0
846ac3dffffffff,957.0,0.0,0.0,0.0,317.0
846ac51ffffffff,1.0,0.0,0.0,0.0,1.0
846ac5bffffffff,4.0,0.0,0.0,0.0,4.0
846ac81ffffffff,4.0,0.0,0.0,0.0,2.0
846ac89ffffffff,1314.0,0.0,0.0,0.0,371.0
846ac8dffffffff,8.0,0.0,0.0,0.0,2.0
846ac93ffffffff,107.0,0.0,0.0,0.0,0.0
846ac9bffffffff,44.0,0.0,0.0,0.0,6.0
846aca5ffffffff,2.0,0.0,0.0,0.0,0.0
846acadffffffff,10.0,0.0,0.0,0.0,4.0
846acc3ffffffff,48.0,0.0,0.0,0.0,7.0
846acc7ffffffff,52.0,0.0,0.0,0.0,8.0
846acc9ffffffff,4.0,0.0,0.0,0.0,0.0
846accbffffffff,46.0,0.0,0.0,0.0,11.0
846acd1ffffffff,32.0,0.0,0.0,0.0,11.0
846acd5ffffffff,183.0,0.0,0.0,0.0,46.0
846acdbffffffff,3.0,0.0,0.0,0.0,0.0
846acddffffffff,2.0,0.0,0.0,0.0,0.0
846ace1ffffffff,16.0,0.0,0.0,0.0,4.0
846ace3ffffffff,5.0,0.0,0.0,0.0,2.0
846ace5ffffffff,927.0,0.0,0.0,0.0,260.0
846ace7ffffffff,3.0,0.0,0.0,0.0,3.0
846acedffffffff,1.0,0.0,0.0,0.0,0.0
846ad81ffffffff,203.0,0.0,0.0,0.0,91.0
846ad83ffffffff,10.0,0.0,0.0,0.0,10.0
846ad85ffffffff,18.0,0.0,0.0,0.0,10.0
846ad89ffffffff,94.0,0.0,0.0,0.0,39.0
846ad8bffffffff,120.0,0.0,0.0,0.0,39.0
846ad8dffffffff,33.0,0.0,0.0,0.0,7.0
846ad99ffffffff,2.0,0.0,0.0,0.0,0.0
846ad9dffffffff,4.0,0.0,0.0,0.0,2.0
846ada3ffffffff,2.0,0.0,0.0,0.0,2.0
846ada5ffffffff,1.0,0.0,0.0,0.0,1.0
846ada9ffffffff,49.0,0.0,0.0,0.0,21.0
846adb7ffffffff,2.0,0.0,0.0,0.0,0.0
846adbbffffffff,3.0,0.0,0.0,0.0,1.0
846adc1ffffffff,1661.0,0.0,0.0,0.0,491.0
846adc3ffffffff,72.0,0.0,0.0,0.0,19.0
