cell_id,Dumetia hyperythra,Dumetia hyperythra hyperythra,Dumetia hyperythra albogularis/phillipsi
8442cebffffffff,42.0,0.0,0.0
8442d91ffffffff,16.0,0.0,0.0
8442d93ffffffff,21.0,0.0,0.0
8442d95ffffffff,5.0,0.0,0.0
8442d97ffffffff,36.0,0.0,0.0
8442d9dffffffff,11.0,0.0,0.0
8442db1ffffffff,4.0,0.0,0.0
8442db3ffffffff,19.0,0.0,0.0
8442db5ffffffff,4.0,0.0,0.0
8442db7ffffffff,53.0,0.0,0.0
8442dbbffffffff,45.0,0.0,0.0
8442dc1ffffffff,1.0,0.0,0.0
8442dcdffffffff,46.0,0.0,0.0
8442eb3ffffffff,43.0,0.0,0.0
8442eb5ffffffff,2.0,0.0,0.0
8442eb7ffffffff,4.0,0.0,0.0
8460065ffffffff,58.0,0.0,0.0
8460069ffffffff,2.0,0.0,0.0
846006dffffffff,27.0,0.0,0.0
8460101ffffffff,4.0,0.0,0.0
8460103ffffffff,5.0,0.0,0.0
8460105ffffffff,4.0,0.0,0.0
8460109ffffffff,7.0,0.0,0.0
8460111ffffffff,16.0,0.0,0.0
8460115ffffffff,8.0,0.0,0.0
846011dffffffff,3.0,0.0,0.0
8460127ffffffff,2.0,0.0,0.0
846012bffffffff,11.0,0.0,0.0
8460139ffffffff,8.0,0.0,0.0
8460141ffffffff,18.0,0.0,0.0
8460143ffffffff,35.0,0.0,0.0
8460145ffffffff,929.0,0.0,0.0
8460147ffffffff,50.0,0.0,0.0
8460149ffffffff,111.0,0.0,0.0
846014bffffffff,82.0,0.0,0.0
846014dffffffff,863.0,0.0,0.0
8460151ffffffff,12.0,0.0,0.0
8460153ffffffff,5.0,0.0,0.0
8460155ffffffff,11.0,0.0,0.0
8460157ffffffff,5.0,0.0,0.0
8460159ffffffff,30.0,0.0,0.0
846015bffffffff,38.0,0.0,0.0
846015dffffffff,599.0,0.0,0.0
8460161ffffffff,53.0,0.0,0.0
8460163ffffffff,3.0,0.0,0.0
8460165ffffffff,19.0,0.0,0.0
8460167ffffffff,3.0,0.0,0.0
8460169ffffffff,1298.0,0.0,0.0
846016bffffffff,41.0,0.0,0.0
846016dffffffff,92.0,0.0,0.0
84601e5ffffffff,1.0,0.0,0.0
84601edffffffff,1.0,0.0,0.0
8460225ffffffff,2.0,0.0,0.0
846022dffffffff,7.0,0.0,0.0
8460261ffffffff,21.0,0.0,0.0
8460267ffffffff,3.0,0.0,0.0
846026dffffffff,4.0,0.0,0.0
8460309ffffffff,12.0,0.0,0.0
846030bffffffff,82.0,0.0,0.0
8460311ffffffff,64.0,0.0,0.0
8460313ffffffff,2.0,0.0,0.0
8460315ffffffff,57.0,0.0,0.0
8460317ffffffff,193.0,0.0,0.0
8460319ffffffff,37.0,0.0,0.0
846031bffffffff,1.0,0.0,0.0
846031dffffffff,223.0,0.0,0.0
8460321ffffffff,131.0,0.0,0.0
8460323ffffffff,57.0,0.0,0.0
8460325ffffffff,22.0,0.0,0.0
8460327ffffffff,70.0,0.0,0.0
8460329ffffffff,10.0,0.0,0.0
846032dffffffff,42.0,0.0,0.0
8460331ffffffff,57.0,0.0,0.0
8460333ffffffff,143.0,0.0,0.0
8460335ffffffff,75.0,0.0,0.0
8460337ffffffff,46.0,0.0,0.0
8460339ffffffff,3.0,0.0,0.0
846033bffffffff,273.0,0.0,0.0
8460343ffffffff,2.0,0.0,0.0
8460345ffffffff,4.0,0.0,0.0
8460351ffffffff,40.0,0.0,0.0
8460353ffffffff,77.0,0.0,0.0
8460355ffffffff,2.0,0.0,0.0
8460357ffffffff,8.0,0.0,0.0
846035bffffffff,19.0,0.0,0.0
8460361ffffffff,3.0,0.0,0.0
8460363ffffffff,2.0,0.0,0.0
8460367ffffffff,15.0,0.0,0.0
846036dffffffff,2.0,0.0,0.0
8460827ffffffff,3.0,0.0,0.0
8460841ffffffff,5.0,0.0,0.0
8460845ffffffff,25.0,0.0,0.0
846084dffffffff,27.0,0.0,0.0
8460857ffffffff,3.0,0.0,0.0
8460881ffffffff,59.0,0.0,0.0
8460883ffffffff,3.0,0.0,0.0
8460885ffffffff,43.0,0.0,0.0
8460887ffffffff,50.0,0.0,0.0
8460889ffffffff,22.0,0.0,0.0
846088bffffffff,2.0,0.0,0.0
846088dffffffff,28.0,0.0,0.0
84608a3ffffffff,56.0,0.0,0.0
84608a9ffffffff,2.0,0.0,0.0
84608abffffffff,5.0,0.0,0.0
84608b1ffffffff,1.0,0.0,0.0
84608b5ffffffff,489.0,0.0,0.0
84608b9ffffffff,9.0,0.0,0.0
84608bdffffffff,165.0,0.0,0.0
84608c1ffffffff,5.0,0.0,0.0
84608c3ffffffff,5.0,0.0,0.0
84608d1ffffffff,6.0,0.0,0.0
84608d5ffffffff,7.0,0.0,0.0
84608d7ffffffff,1.0,0.0,0.0
84608d9ffffffff,1.0,0.0,0.0
84608dbffffffff,3.0,0.0,0.0
84608ddffffffff,8.0,0.0,0.0
84608e3ffffffff,16.0,0.0,0.0
8460901ffffffff,52.0,0.0,0.0
8460905ffffffff,6.0,0.0,0.0
8460913ffffffff,3.0,0.0,0.0
8460915ffffffff,17.0,0.0,0.0
8460917ffffffff,2.0,0.0,0.0
846091dffffffff,3.0,0.0,0.0
8460925ffffffff,158.0,0.0,0.0
8460927ffffffff,25.0,0.0,0.0
8460931ffffffff,9.0,0.0,0.0
8460937ffffffff,2.0,0.0,0.0
8460939ffffffff,15.0,0.0,0.0
846093bffffffff,20.0,0.0,0.0
846093dffffffff,4.0,0.0,0.0
8460941ffffffff,1.0,0.0,0.0
8460947ffffffff,8.0,0.0,0.0
846094bffffffff,4.0,0.0,0.0
846094dffffffff,10.0,0.0,0.0
8460961ffffffff,78.0,0.0,0.0
8460965ffffffff,16.0,0.0,0.0
8460969ffffffff,2.0,0.0,0.0
846096bffffffff,7.0,0.0,0.0
8460985ffffffff,6.0,0.0,0.0
8460997ffffffff,3.0,0.0,0.0
846099bffffffff,28.0,0.0,0.0
84609a5ffffffff,3.0,0.0,0.0
84609a9ffffffff,2.0,0.0,0.0
84609b5ffffffff,5.0,0.0,0.0
84609b7ffffffff,21.0,0.0,0.0
84609c7ffffffff,6.0,0.0,0.0
84609e1ffffffff,78.0,0.0,0.0
84609e3ffffffff,31.0,0.0,0.0
84609e9ffffffff,1.0,0.0,0.0
84609ebffffffff,13.0,0.0,0.0
8460a0dffffffff,6.0,0.0,0.0
8460a13ffffffff,39.0,0.0,0.0
8460a1bffffffff,20.0,0.0,0.0
8460a25ffffffff,116.0,0.0,0.0
8460a27ffffffff,347.0,0.0,0.0
8460a2dffffffff,4.0,0.0,0.0
8460a41ffffffff,3.0,0.0,0.0
8460a45ffffffff,1.0,0.0,0.0
8460a49ffffffff,8.0,0.0,0.0
8460a4bffffffff,3.0,0.0,0.0
8460a51ffffffff,2.0,0.0,0.0
8460a59ffffffff,2.0,0.0,0.0
8460a5bffffffff,1.0,0.0,0.0
8460a61ffffffff,272.0,0.0,0.0
8460a63ffffffff,19.0,0.0,0.0
8460a69ffffffff,1.0,0.0,0.0
8460a83ffffffff,7.0,0.0,0.0
8460a89ffffffff,16.0,0.0,0.0
8460a8bffffffff,16.0,0.0,0.0
8460a91ffffffff,208.0,0.0,0.0
8460a95ffffffff,6.0,0.0,0.0
8460a97ffffffff,40.0,0.0,0.0
8460a99ffffffff,31.0,0.0,0.0
8460a9dffffffff,14.0,0.0,0.0
8460ab3ffffffff,2.0,0.0,0.0
8460ab5ffffffff,2.0,0.0,0.0
8460ab7ffffffff,6.0,0.0,0.0
8460abbffffffff,11.0,0.0,0.0
8460ac9ffffffff,1.0,0.0,0.0
8460ad7ffffffff,2.0,0.0,0.0
8460ae1ffffffff,11.0,0.0,0.0
8460ae9ffffffff,1.0,0.0,0.0
8460aebffffffff,3.0,0.0,0.0
8460b01ffffffff,3.0,0.0,0.0
8460b11ffffffff,1.0,0.0,0.0
8460b15ffffffff,2.0,0.0,0.0
8460b17ffffffff,16.0,0.0,0.0
8460b19ffffffff,52.0,0.0,0.0
8460b1bffffffff,84.0,0.0,0.0
8460b27ffffffff,17.0,0.0,0.0
8460b3bffffffff,1.0,0.0,0.0
8460b3dffffffff,6.0,0.0,0.0
8460b41ffffffff,8.0,0.0,0.0
8460b47ffffffff,24.0,0.0,0.0
8460b53ffffffff,19.0,0.0,0.0
8460b57ffffffff,2.0,0.0,0.0
8460b6dffffffff,2.0,0.0,0.0
8461021ffffffff,90.0,0.0,0.0
8461023ffffffff,15.0,0.0,0.0
8461025ffffffff,41.0,0.0,0.0
8461027ffffffff,46.0,0.0,0.0
8461029ffffffff,12.0,0.0,0.0
846102bffffffff,4.0,0.0,0.0
846102dffffffff,2.0,0.0,0.0
8461067ffffffff,71.0,0.0,0.0
8461111ffffffff,2.0,0.0,0.0
8461113ffffffff,157.0,0.0,0.0
8461117ffffffff,20.0,0.0,0.0
8461119ffffffff,27.0,0.0,0.0
846111bffffffff,16.0,0.0,0.0
8461131ffffffff,1.0,0.0,0.0
846115bffffffff,2.0,0.0,0.0
846118dffffffff,1.0,0.0,0.0
84611c1ffffffff,2.0,0.0,0.0
84611c7ffffffff,3.0,0.0,0.0
84611c9ffffffff,8.0,0.0,0.0
84611cbffffffff,6.0,0.0,0.0
84611cdffffffff,4.0,0.0,0.0
84611e1ffffffff,9.0,0.0,0.0
84611e3ffffffff,3.0,0.0,0.0
84611ebffffffff,13.0,0.0,0.0
84611edffffffff,1.0,0.0,0.0
8461881ffffffff,3.0,0.0,0.0
8461883ffffffff,2.0,0.0,0.0
8461885ffffffff,212.0,0.0,0.0
8461887ffffffff,27.0,0.0,0.0
846188bffffffff,58.0,0.0,0.0
8461891ffffffff,23.0,0.0,0.0
8461893ffffffff,290.0,0.0,0.0
8461895ffffffff,24.0,0.0,0.0
8461897ffffffff,12.0,0.0,0.0
8461899ffffffff,2.0,0.0,0.0
846189bffffffff,28.0,0.0,0.0
846189dffffffff,1.0,0.0,0.0
84618a3ffffffff,2.0,0.0,0.0
84618a7ffffffff,4.0,0.0,0.0
84618abffffffff,3.0,0.0,0.0
84618b1ffffffff,4.0,0.0,0.0
84618b3ffffffff,6.0,0.0,0.0
84618b5ffffffff,1.0,0.0,0.0
84618b9ffffffff,230.0,0.0,0.0
84618bbffffffff,8.0,0.0,0.0
84618c1ffffffff,13.0,0.0,0.0
84618c3ffffffff,10.0,0.0,0.0
84618c5ffffffff,51.0,0.0,0.0
84618c7ffffffff,38.0,0.0,0.0
84618d1ffffffff,65.0,0.0,0.0
84618d3ffffffff,43.0,0.0,0.0
84618d7ffffffff,15.0,0.0,0.0
846199dffffffff,1.0,0.0,0.0
84619a5ffffffff,12.0,0.0,0.0
84619abffffffff,5.0,0.0,0.0
84619bdffffffff,7.0,0.0,0.0
8461ab7ffffffff,1.0,0.0,0.0
