cell_id,Picumnus cirratus,Picumnus cirratus macconnelli/confusus,Picumnus cirratus [cirratus Group]
83a844fffffffff,7.0,0.0,3.0
83a845fffffffff,27.0,0.0,0.0
83a846fffffffff,3.0,0.0,0.0
83a84efffffffff,1.0,0.0,0.0
83a860fffffffff,31.0,0.0,0.0
83a861fffffffff,5.0,0.0,0.0
83a862fffffffff,14.0,0.0,0.0
83a863fffffffff,2.0,0.0,0.0
83a864fffffffff,6.0,0.0,0.0
83a865fffffffff,23.0,0.0,0.0
83a866fffffffff,12.0,0.0,0.0
83a869fffffffff,3.0,0.0,0.0
83a86bfffffffff,2.0,0.0,0.0
83a86cfffffffff,8.0,0.0,0.0
83a86dfffffffff,5.0,0.0,0.0
83a86efffffffff,1.0,0.0,0.0
83a870fffffffff,13.0,0.0,4.0
83a875fffffffff,17.0,0.0,0.0
83a876fffffffff,3.0,0.0,0.0
83a880fffffffff,150.0,0.0,0.0
83a881fffffffff,339.0,0.0,5.0
83a882fffffffff,74.0,0.0,14.0
83a883fffffffff,30.0,0.0,6.0
83a884fffffffff,231.0,0.0,2.0
83a885fffffffff,19.0,0.0,0.0
83a886fffffffff,58.0,0.0,5.0
83a888fffffffff,2.0,0.0,0.0
83a88afffffffff,2.0,0.0,0.0
83a88bfffffffff,1.0,0.0,0.0
83a88cfffffffff,31.0,0.0,0.0
83a88dfffffffff,60.0,0.0,5.0
83a88efffffffff,76.0,0.0,5.0
83a891fffffffff,210.0,0.0,10.0
83a893fffffffff,3.0,0.0,0.0
83a895fffffffff,98.0,0.0,8.0
83a89cfffffffff,2.0,0.0,0.0
83a89efffffffff,11.0,0.0,0.0
83a8a0fffffffff,887.0,0.0,5.0
83a8a1fffffffff,1360.0,0.0,60.0
83a8a2fffffffff,940.0,0.0,35.0
83a8a3fffffffff,318.0,0.0,3.0
83a8a5fffffffff,165.0,0.0,15.0
83a8a8fffffffff,16.0,0.0,0.0
83a8a9fffffffff,168.0,0.0,16.0
83a8aafffffffff,73.0,0.0,0.0
83a8abfffffffff,11.0,0.0,2.0
83a8acfffffffff,161.0,0.0,0.0
83a8adfffffffff,64.0,0.0,1.0
83a8aefffffffff,71.0,0.0,0.0
83a8b1fffffffff,24.0,0.0,0.0
83a8e6fffffffff,1.0,0.0,1.0
83a8f4fffffffff,11.0,0.0,0.0
83a8f5fffffffff,1.0,0.0,0.0
83a8f6fffffffff,3.0,0.0,0.0
83a940fffffffff,20.0,0.0,0.0
83a941fffffffff,443.0,0.0,0.0
83a942fffffffff,20.0,0.0,0.0
83a943fffffffff,173.0,0.0,0.0
83a944fffffffff,164.0,0.0,1.0
83a945fffffffff,137.0,0.0,0.0
83a946fffffffff,214.0,0.0,0.0
83a948fffffffff,4.0,0.0,0.0
83a949fffffffff,4.0,0.0,0.0
83a94afffffffff,1.0,0.0,0.0
83a94bfffffffff,4.0,0.0,0.0
83a94cfffffffff,93.0,0.0,0.0
83a94dfffffffff,29.0,0.0,0.0
83a94efffffffff,669.0,0.0,0.0
83a951fffffffff,2.0,0.0,0.0
83a953fffffffff,11.0,0.0,0.0
83a955fffffffff,21.0,0.0,0.0
83a959fffffffff,8.0,0.0,0.0
83a95afffffffff,30.0,0.0,0.0
83a95bfffffffff,4.0,0.0,0.0
83a95cfffffffff,76.0,0.0,0.0
83a95dfffffffff,121.0,0.0,0.0
83a95efffffffff,6.0,0.0,0.0
83a960fffffffff,2.0,0.0,0.0
83a961fffffffff,71.0,0.0,0.0
83a962fffffffff,132.0,0.0,0.0
83a963fffffffff,33.0,0.0,0.0
83a964fffffffff,101.0,0.0,0.0
83a965fffffffff,8.0,0.0,0.0
83a968fffffffff,55.0,0.0,0.0
83a96afffffffff,183.0,0.0,0.0
83a96bfffffffff,27.0,0.0,0.0
83a96cfffffffff,23.0,0.0,0.0
83a96efffffffff,125.0,0.0,0.0
83a971fffffffff,2.0,0.0,0.0
83b240fffffffff,16.0,0.0,0.0
83b241fffffffff,152.0,0.0,0.0
83b242fffffffff,52.0,0.0,0.0
83b243fffffffff,366.0,0.0,0.0
83b244fffffffff,1.0,0.0,0.0
83b245fffffffff,6.0,0.0,0.0
83b246fffffffff,14.0,0.0,0.0
83b249fffffffff,4.0,0.0,0.0
83b24afffffffff,21.0,0.0,0.0
83b24bfffffffff,3.0,0.0,0.0
83b24cfffffffff,57.0,0.0,0.0
83b24dfffffffff,33.0,0.0,0.0
83b24efffffffff,43.0,0.0,0.0
83b251fffffffff,13.0,0.0,0.0
83b253fffffffff,1.0,0.0,0.0
83b258fffffffff,4.0,0.0,0.0
83b259fffffffff,4.0,0.0,0.0
83b25cfffffffff,35.0,0.0,0.0
83b25dfffffffff,123.0,0.0,0.0
83b25efffffffff,6.0,0.0,0.0
83b261fffffffff,20.0,0.0,0.0
83b262fffffffff,16.0,0.0,0.0
83b263fffffffff,15.0,0.0,0.0
83b265fffffffff,2.0,0.0,0.0
83b266fffffffff,5.0,0.0,0.0
83b268fffffffff,25.0,0.0,0.0
83b269fffffffff,45.0,0.0,0.0
83b26dfffffffff,23.0,0.0,0.0
83b26efffffffff,2.0,0.0,0.0
83b270fffffffff,46.0,0.0,0.0
83b271fffffffff,2.0,0.0,0.0
83b272fffffffff,16.0,0.0,0.0
83b274fffffffff,92.0,0.0,0.0
83b275fffffffff,83.0,0.0,0.0
83b276fffffffff,1.0,0.0,0.0
83b2edfffffffff,2.0,0.0,0.0
83b340fffffffff,23.0,0.0,0.0
83b342fffffffff,630.0,0.0,0.0
83b343fffffffff,27.0,0.0,0.0
83b344fffffffff,52.0,0.0,0.0
83b345fffffffff,2.0,0.0,0.0
83b346fffffffff,59.0,0.0,0.0
83b348fffffffff,10.0,0.0,0.0
83b349fffffffff,18.0,0.0,0.0
83b34afffffffff,7.0,0.0,0.0
83b34bfffffffff,48.0,0.0,0.0
83b34cfffffffff,14.0,0.0,0.0
83b34dfffffffff,61.0,0.0,0.0
83b34efffffffff,1.0,0.0,0.0
83b351fffffffff,398.0,0.0,0.0
83b358fffffffff,150.0,0.0,0.0
83b35afffffffff,15.0,0.0,0.0
83b35bfffffffff,232.0,0.0,0.0
83b35cfffffffff,239.0,0.0,0.0
83b35dfffffffff,22.0,0.0,0.0
83b35efffffffff,639.0,0.0,0.0
83b360fffffffff,3.0,0.0,0.0
83b361fffffffff,18.0,0.0,0.0
83b362fffffffff,18.0,0.0,0.0
83b363fffffffff,11.0,0.0,0.0
83b365fffffffff,2.0,0.0,0.0
83b366fffffffff,16.0,0.0,0.0
83b368fffffffff,20.0,0.0,0.0
83b369fffffffff,8.0,0.0,0.0
83b36afffffffff,2.0,0.0,0.0
83b36bfffffffff,10.0,0.0,0.0
83b36dfffffffff,111.0,0.0,0.0
83c2c0fffffffff,2.0,0.0,0.0
83c2c1fffffffff,184.0,0.0,0.0
83c2c3fffffffff,2.0,0.0,0.0
83c2c4fffffffff,9.0,0.0,0.0
83c2c5fffffffff,145.0,0.0,0.0
83c2c8fffffffff,30.0,0.0,0.0
83c2c9fffffffff,46.0,0.0,0.0
83c2cafffffffff,124.0,0.0,0.0
83c2cbfffffffff,103.0,0.0,0.0
83c2ccfffffffff,57.0,0.0,0.0
83c2cdfffffffff,201.0,0.0,0.0
83c2cefffffffff,172.0,0.0,0.0
83c2d9fffffffff,66.0,0.0,0.0
83c2e0fffffffff,2.0,0.0,0.0
83c2e3fffffffff,301.0,0.0,0.0
83c2e8fffffffff,30.0,0.0,0.0
83c2eafffffffff,41.0,0.0,0.0
83c2ebfffffffff,20.0,0.0,0.0
83c2eefffffffff,81.0,0.0,0.0
