cell_id,Leptocoma aspasia,Leptocoma aspasia talautensis/sangirensis,Leptocoma aspasia grayi,Leptocoma aspasia porphyrolaema,Leptocoma aspasia [aspasioides Group],Leptocoma aspasia chlorolaema,Leptocoma aspasia [aspasia Group],Leptocoma aspasia [corinna Group],Leptocoma aspasia [undescribed form]
837799fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83779afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839500fffffffff,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839521fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83952bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83952dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839541fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839544fffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839545fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839560fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839561fffffffff,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839566fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83956afffffffff,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83956bfffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83956cfffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83956dfffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c83fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c84fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c85fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c8efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c90fffffffff,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c96fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c99fffffffff,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c9dfffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839ca6fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839caafffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839caefffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839cb0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839cb5fffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839cc2fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839cd3fffffffff,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d9bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
