cell_id,Phylloscopus humei,Phylloscopus humei humei,Phylloscopus humei mandellii
823f4ffffffffff,1.0,0.0,0.0
823f67fffffffff,6.0,0.0,0.0
82404ffffffffff,2.0,0.0,2.0
824107fffffffff,4.0,0.0,0.0
82411ffffffffff,52.0,0.0,0.0
824227fffffffff,6.0,0.0,0.0
824237fffffffff,11.0,0.0,0.0
8242c7fffffffff,15.0,0.0,0.0
8242cffffffffff,31.0,0.0,0.0
8242dffffffffff,19.0,0.0,0.0
8242effffffffff,4.0,0.0,0.0
824317fffffffff,3.0,0.0,0.0
82431ffffffffff,28.0,0.0,0.0
824367fffffffff,4.0,0.0,0.0
82438ffffffffff,4.0,0.0,0.0
824397fffffffff,2.0,0.0,0.0
8243a7fffffffff,13.0,0.0,0.0
8243affffffffff,14.0,0.0,0.0
82526ffffffffff,16.0,0.0,0.0
826017fffffffff,108.0,0.0,0.0
82601ffffffffff,5.0,0.0,0.0
826037fffffffff,5.0,0.0,0.0
826087fffffffff,8.0,0.0,0.0
82608ffffffffff,108.0,2.0,0.0
826097fffffffff,6.0,0.0,0.0
82609ffffffffff,3.0,0.0,0.0
8260a7fffffffff,69.0,0.0,0.0
8260affffffffff,3.0,0.0,0.0
8260b7fffffffff,19.0,0.0,0.0
82618ffffffffff,11.0,0.0,0.0
826497fffffffff,7.0,0.0,0.0
82659ffffffffff,2.0,0.0,0.0
