cell_id,Lathrotriccus euleri,Lathrotriccus euleri [flaviventris Group],Lathrotriccus euleri euleri/argentinus
838a10fffffffff,8.0,0.0,0.0
838a15fffffffff,18.0,0.0,0.0
838a1efffffffff,2.0,0.0,0.0
838a33fffffffff,3.0,0.0,0.0
838a41fffffffff,1.0,0.0,0.0
838a45fffffffff,6.0,0.0,0.0
838a63fffffffff,6.0,0.0,0.0
838a6dfffffffff,48.0,0.0,0.0
838a8cfffffffff,6.0,0.0,0.0
838aabfffffffff,4.0,0.0,0.0
838aadfffffffff,2.0,0.0,0.0
838ab2fffffffff,1.0,0.0,0.0
838adbfffffffff,3.0,0.0,0.0
838ae5fffffffff,1.0,0.0,0.0
838af0fffffffff,9.0,0.0,0.0
838af4fffffffff,8.0,0.0,0.0
838af6fffffffff,13.0,0.0,0.0
838b0bfffffffff,1.0,0.0,0.0
838b0cfffffffff,24.0,0.0,0.0
838b1efffffffff,3.0,0.0,0.0
838b20fffffffff,2.0,0.0,0.0
838b22fffffffff,37.0,0.0,0.0
838b26fffffffff,2.0,0.0,0.0
838b2afffffffff,3.0,0.0,0.0
838b2dfffffffff,1.0,0.0,0.0
838b40fffffffff,48.0,0.0,0.0
838b44fffffffff,72.0,4.0,0.0
838b4efffffffff,3.0,0.0,0.0
838b51fffffffff,8.0,0.0,0.0
838b56fffffffff,7.0,0.0,0.0
838b5cfffffffff,30.0,0.0,0.0
838b5dfffffffff,4.0,0.0,0.0
838b5efffffffff,2.0,0.0,0.0
838b61fffffffff,48.0,2.0,0.0
838b62fffffffff,3.0,0.0,0.0
838b63fffffffff,20.0,2.0,0.0
838b69fffffffff,9.0,0.0,0.0
838b6dfffffffff,2.0,0.0,0.0
838b6efffffffff,25.0,0.0,0.0
838b71fffffffff,46.0,0.0,0.0
838b74fffffffff,18.0,0.0,0.0
838b75fffffffff,12.0,0.0,0.0
838b76fffffffff,1.0,0.0,0.0
838b84fffffffff,9.0,0.0,0.0
838b96fffffffff,1.0,0.0,0.0
838b99fffffffff,20.0,0.0,0.0
838b9dfffffffff,120.0,0.0,0.0
838ba4fffffffff,1.0,0.0,0.0
838ba6fffffffff,1.0,0.0,0.0
838bb5fffffffff,76.0,0.0,0.0
838e64fffffffff,32.0,0.0,0.0
838e65fffffffff,1.0,0.0,0.0
838f40fffffffff,20.0,0.0,0.0
838f42fffffffff,2.0,0.0,0.0
838f43fffffffff,65.0,3.0,0.0
838f44fffffffff,2.0,0.0,0.0
838f46fffffffff,136.0,0.0,0.0
838f48fffffffff,36.0,0.0,0.0
838f4afffffffff,14.0,0.0,0.0
838f4bfffffffff,2.0,0.0,0.0
838f4cfffffffff,3.0,0.0,0.0
838f5dfffffffff,5.0,0.0,0.0
838f61fffffffff,2.0,0.0,0.0
838f6bfffffffff,3.0,0.0,0.0
838f6efffffffff,7.0,0.0,0.0
838f70fffffffff,7.0,0.0,0.0
838f72fffffffff,40.0,14.0,0.0
838f74fffffffff,4.0,0.0,0.0
838f76fffffffff,2.0,0.0,0.0
83a596fffffffff,4.0,0.0,0.0
83a800fffffffff,4.0,0.0,0.0
83a801fffffffff,75.0,0.0,0.0
83a802fffffffff,5.0,0.0,0.0
83a803fffffffff,2.0,0.0,0.0
83a804fffffffff,44.0,0.0,0.0
83a805fffffffff,34.0,0.0,0.0
83a806fffffffff,533.0,0.0,0.0
83a80bfffffffff,4.0,0.0,0.0
83a80cfffffffff,3.0,0.0,0.0
83a810fffffffff,1475.0,0.0,0.0
83a811fffffffff,68.0,0.0,0.0
83a812fffffffff,675.0,0.0,0.0
83a813fffffffff,187.0,0.0,0.0
83a814fffffffff,17.0,0.0,0.0
83a815fffffffff,436.0,0.0,0.0
83a816fffffffff,21.0,0.0,0.0
83a818fffffffff,17.0,0.0,0.0
83a819fffffffff,16.0,0.0,0.0
83a81afffffffff,14.0,0.0,0.0
83a81bfffffffff,4.0,0.0,0.0
83a81cfffffffff,156.0,0.0,0.0
83a81dfffffffff,19.0,0.0,0.0
83a81efffffffff,909.0,0.0,0.0
83a820fffffffff,9.0,0.0,0.0
83a821fffffffff,23.0,0.0,0.0
83a822fffffffff,21.0,0.0,0.0
83a823fffffffff,19.0,0.0,0.0
83a824fffffffff,45.0,0.0,0.0
83a825fffffffff,10.0,0.0,0.0
83a826fffffffff,43.0,0.0,0.0
83a828fffffffff,8.0,0.0,0.0
83a829fffffffff,4.0,0.0,0.0
83a82afffffffff,9.0,0.0,0.0
83a82cfffffffff,8.0,0.0,0.0
83a82dfffffffff,2.0,0.0,0.0
83a82efffffffff,34.0,0.0,0.0
83a831fffffffff,239.0,0.0,0.0
83a833fffffffff,95.0,0.0,0.0
83a835fffffffff,283.0,0.0,0.0
83a840fffffffff,2.0,0.0,0.0
83a844fffffffff,11.0,0.0,0.0
83a846fffffffff,1.0,0.0,0.0
83a849fffffffff,1.0,0.0,0.0
83a855fffffffff,4.0,0.0,0.0
83a859fffffffff,45.0,0.0,0.0
83a85dfffffffff,12.0,0.0,0.0
83a860fffffffff,4.0,0.0,0.0
83a862fffffffff,1.0,0.0,0.0
83a863fffffffff,5.0,0.0,0.0
83a865fffffffff,3.0,0.0,0.0
83a866fffffffff,12.0,0.0,0.0
83a86efffffffff,3.0,0.0,0.0
83a875fffffffff,4.0,0.0,0.0
83a880fffffffff,71.0,0.0,0.0
83a881fffffffff,225.0,0.0,0.0
83a882fffffffff,57.0,0.0,0.0
83a883fffffffff,16.0,0.0,0.0
83a884fffffffff,161.0,0.0,0.0
83a885fffffffff,6.0,0.0,0.0
83a886fffffffff,9.0,0.0,0.0
83a889fffffffff,10.0,0.0,0.0
83a88afffffffff,6.0,0.0,0.0
83a88bfffffffff,20.0,0.0,0.0
83a88cfffffffff,9.0,0.0,0.0
83a88dfffffffff,10.0,0.0,0.0
83a88efffffffff,14.0,0.0,0.0
83a891fffffffff,52.0,0.0,0.0
83a895fffffffff,12.0,0.0,0.0
83a89bfffffffff,10.0,0.0,0.0
83a8a0fffffffff,110.0,0.0,0.0
83a8a1fffffffff,555.0,0.0,0.0
83a8a2fffffffff,359.0,0.0,0.0
83a8a3fffffffff,226.0,0.0,0.0
83a8a5fffffffff,27.0,0.0,0.0
83a8a8fffffffff,7.0,0.0,0.0
83a8a9fffffffff,41.0,0.0,0.0
83a8aafffffffff,33.0,0.0,0.0
83a8abfffffffff,4.0,0.0,0.0
83a8acfffffffff,74.0,0.0,0.0
83a8adfffffffff,56.0,0.0,0.0
83a8aefffffffff,29.0,0.0,0.0
83a8b1fffffffff,5.0,0.0,0.0
83a8c0fffffffff,59.0,0.0,0.0
83a8c2fffffffff,114.0,0.0,0.0
83a8c3fffffffff,2.0,0.0,0.0
83a8c4fffffffff,2.0,0.0,0.0
83a8c6fffffffff,6.0,0.0,0.0
83a8c9fffffffff,2.0,0.0,0.0
83a8ccfffffffff,6.0,0.0,0.0
83a8d1fffffffff,125.0,0.0,0.0
83a8d4fffffffff,8.0,0.0,0.0
83a8d5fffffffff,1.0,0.0,0.0
83a8d6fffffffff,4.0,0.0,0.0
83a8dafffffffff,1.0,0.0,0.0
83a8ddfffffffff,1.0,0.0,0.0
83a8defffffffff,41.0,0.0,0.0
83a8e6fffffffff,5.0,0.0,0.0
83a8ecfffffffff,10.0,0.0,0.0
83a8f0fffffffff,2.0,0.0,0.0
83a8f4fffffffff,7.0,0.0,0.0
83a8f6fffffffff,7.0,0.0,0.0
83a901fffffffff,16.0,0.0,0.0
83a903fffffffff,5.0,0.0,0.0
83a905fffffffff,19.0,0.0,0.0
83a908fffffffff,6.0,0.0,0.0
83a909fffffffff,19.0,0.0,0.0
83a90afffffffff,5.0,0.0,0.0
83a90bfffffffff,4.0,0.0,0.0
83a90cfffffffff,12.0,0.0,0.0
83a90dfffffffff,9.0,0.0,0.0
83a90efffffffff,5.0,0.0,0.0
83a918fffffffff,24.0,0.0,0.0
83a919fffffffff,59.0,0.0,0.0
83a91bfffffffff,125.0,0.0,0.0
83a91dfffffffff,87.0,0.0,0.0
83a929fffffffff,2.0,0.0,0.0
83a92afffffffff,2.0,0.0,0.0
83a92bfffffffff,2.0,0.0,0.0
83a92cfffffffff,178.0,0.0,0.0
83a92dfffffffff,16.0,0.0,0.0
83a92efffffffff,35.0,0.0,0.0
83a940fffffffff,16.0,0.0,0.0
83a941fffffffff,81.0,0.0,0.0
83a942fffffffff,88.0,0.0,0.0
83a943fffffffff,121.0,0.0,0.0
83a944fffffffff,60.0,0.0,0.0
83a945fffffffff,4.0,0.0,0.0
83a946fffffffff,146.0,0.0,0.0
83a94afffffffff,1.0,0.0,0.0
83a94cfffffffff,54.0,0.0,0.0
83a94dfffffffff,4.0,0.0,0.0
83a94efffffffff,30.0,0.0,0.0
83a950fffffffff,226.0,0.0,0.0
83a951fffffffff,9.0,0.0,0.0
83a952fffffffff,215.0,0.0,0.0
83a953fffffffff,484.0,0.0,0.0
83a954fffffffff,2.0,0.0,0.0
83a955fffffffff,21.0,0.0,0.0
83a95afffffffff,8.0,0.0,0.0
83a95bfffffffff,1.0,0.0,0.0
83a95cfffffffff,45.0,0.0,0.0
83a95dfffffffff,6.0,0.0,0.0
83a95efffffffff,2.0,0.0,0.0
83a960fffffffff,1.0,0.0,0.0
83a961fffffffff,21.0,0.0,0.0
83a962fffffffff,49.0,0.0,0.0
83a963fffffffff,16.0,0.0,0.0
83a964fffffffff,34.0,0.0,0.0
83a965fffffffff,2.0,0.0,0.0
83a968fffffffff,25.0,0.0,0.0
83a96afffffffff,57.0,0.0,0.0
83a96bfffffffff,23.0,0.0,0.0
83a96cfffffffff,20.0,0.0,0.0
83a96efffffffff,31.0,0.0,0.0
83a971fffffffff,20.0,0.0,0.0
83a972fffffffff,5.0,0.0,0.0
83a973fffffffff,13.0,0.0,0.0
83a976fffffffff,27.0,0.0,0.0
83b268fffffffff,2.0,0.0,0.0
83b26dfffffffff,4.0,0.0,0.0
83b270fffffffff,5.0,0.0,0.0
83b272fffffffff,1.0,0.0,0.0
83b274fffffffff,10.0,0.0,0.0
83b324fffffffff,5.0,0.0,0.0
83b325fffffffff,5.0,0.0,0.0
83b342fffffffff,138.0,0.0,0.0
83b343fffffffff,5.0,0.0,0.0
83b344fffffffff,3.0,0.0,0.0
83b346fffffffff,11.0,0.0,0.0
83b34cfffffffff,3.0,0.0,0.0
83b34dfffffffff,2.0,0.0,0.0
83b351fffffffff,140.0,0.0,0.0
83b358fffffffff,26.0,0.0,0.0
83b35afffffffff,7.0,0.0,0.0
83b35bfffffffff,64.0,0.0,0.0
83b35cfffffffff,55.0,0.0,0.0
83b35efffffffff,104.0,0.0,0.0
83b362fffffffff,1.0,0.0,0.0
83b366fffffffff,1.0,0.0,0.0
83b36dfffffffff,5.0,0.0,0.0
83c2c0fffffffff,6.0,0.0,0.0
83c2c1fffffffff,56.0,0.0,0.0
83c2c2fffffffff,6.0,0.0,0.0
83c2c4fffffffff,5.0,0.0,0.0
83c2c5fffffffff,22.0,0.0,0.0
83c2c6fffffffff,5.0,0.0,0.0
83c2c9fffffffff,2.0,0.0,0.0
83c2cafffffffff,25.0,0.0,0.0
83c2cbfffffffff,57.0,0.0,0.0
83c2ccfffffffff,8.0,0.0,0.0
83c2cdfffffffff,22.0,0.0,0.0
83c2cefffffffff,46.0,0.0,0.0
83c2d0fffffffff,9.0,0.0,0.0
83c2d2fffffffff,5.0,0.0,0.0
83c2d3fffffffff,3.0,0.0,0.0
83c2d4fffffffff,12.0,0.0,0.0
83c2d6fffffffff,11.0,0.0,0.0
83c2d8fffffffff,29.0,0.0,0.0
83c2d9fffffffff,62.0,0.0,2.0
83c2dcfffffffff,2.0,0.0,0.0
83c2e2fffffffff,40.0,0.0,0.0
83c2e3fffffffff,76.0,0.0,0.0
83c2e8fffffffff,7.0,0.0,0.0
83c2f1fffffffff,8.0,0.0,0.0
83c2f2fffffffff,2.0,0.0,0.0
83c2f3fffffffff,16.0,0.0,0.0
