cell_id,Poecile gambeli,Poecile gambeli [gambeli Group],Poecile gambeli [baileyae Group]
83288afffffffff,892.0,0.0,0.0
83288bfffffffff,52.0,0.0,0.0
83288cfffffffff,1591.0,0.0,0.0
83288dfffffffff,140.0,0.0,0.0
83288efffffffff,971.0,0.0,0.0
832890fffffffff,452.0,0.0,0.0
832891fffffffff,220.0,0.0,0.0
832892fffffffff,2985.0,20.0,0.0
832893fffffffff,1365.0,58.0,0.0
832894fffffffff,204.0,0.0,0.0
832895fffffffff,55.0,0.0,0.0
832896fffffffff,2061.0,134.0,0.0
832898fffffffff,1200.0,1.0,0.0
832899fffffffff,104.0,0.0,0.0
83289afffffffff,556.0,1.0,0.0
83289bfffffffff,1413.0,2.0,0.0
83289cfffffffff,159.0,0.0,0.0
83289dfffffffff,110.0,0.0,0.0
83289efffffffff,908.0,0.0,0.0
8328a0fffffffff,3.0,0.0,0.0
8328a1fffffffff,55.0,0.0,0.0
8328a2fffffffff,2.0,0.0,0.0
8328a3fffffffff,86.0,0.0,0.0
8328a4fffffffff,1.0,0.0,0.0
8328a6fffffffff,4.0,0.0,0.0
8328a8fffffffff,160.0,4.0,0.0
8328a9fffffffff,11726.0,0.0,0.0
8328aafffffffff,1082.0,9.0,0.0
8328abfffffffff,881.0,0.0,0.0
8328acfffffffff,264.0,0.0,0.0
8328adfffffffff,1296.0,0.0,0.0
8328aefffffffff,554.0,0.0,0.0
8328b0fffffffff,606.0,0.0,0.0
8328b1fffffffff,51.0,0.0,0.0
8328b2fffffffff,206.0,0.0,0.0
8328b3fffffffff,103.0,0.0,0.0
8328b5fffffffff,1556.0,6.0,0.0
8328b6fffffffff,870.0,0.0,0.0
8328d0fffffffff,82.0,0.0,0.0
8328d2fffffffff,1785.0,0.0,0.0
8328d3fffffffff,411.0,0.0,0.0
8328d4fffffffff,2956.0,0.0,0.0
8328d6fffffffff,2014.0,0.0,0.0
8328dafffffffff,51.0,0.0,0.0
8328defffffffff,3.0,0.0,0.0
8328f0fffffffff,4.0,0.0,0.0
8328f2fffffffff,917.0,0.0,0.0
8328f3fffffffff,3.0,0.0,0.0
8328f4fffffffff,57.0,0.0,0.0
8328f6fffffffff,938.0,0.0,0.0
832912fffffffff,40.0,0.0,0.0
832980fffffffff,555.0,0.0,0.0
832981fffffffff,85.0,0.0,0.0
832982fffffffff,13.0,0.0,0.0
832983fffffffff,1.0,0.0,0.0
832984fffffffff,207.0,0.0,0.0
832985fffffffff,95.0,0.0,0.0
832986fffffffff,185.0,0.0,0.0
832988fffffffff,42.0,0.0,1.0
832989fffffffff,7935.0,0.0,519.0
83298afffffffff,82.0,0.0,0.0
83298bfffffffff,1.0,0.0,0.0
83298cfffffffff,7078.0,0.0,336.0
83298dfffffffff,6515.0,0.0,460.0
83298efffffffff,63.0,0.0,0.0
832990fffffffff,1593.0,0.0,0.0
832991fffffffff,92.0,0.0,0.0
832992fffffffff,451.0,0.0,0.0
832993fffffffff,102.0,0.0,0.0
832994fffffffff,2377.0,9.0,0.0
832995fffffffff,346.0,0.0,0.0
832996fffffffff,37.0,11.0,0.0
832998fffffffff,34.0,0.0,0.0
832999fffffffff,34.0,0.0,0.0
83299afffffffff,6.0,0.0,0.0
83299bfffffffff,858.0,0.0,0.0
83299cfffffffff,39.0,0.0,0.0
83299dfffffffff,9.0,0.0,0.0
83299efffffffff,367.0,0.0,0.0
8329a0fffffffff,12053.0,0.0,0.0
8329a1fffffffff,7860.0,0.0,0.0
8329a2fffffffff,49.0,0.0,0.0
8329a3fffffffff,60.0,0.0,0.0
8329a4fffffffff,3427.0,0.0,0.0
8329a5fffffffff,68.0,0.0,0.0
8329a6fffffffff,2098.0,0.0,0.0
8329a8fffffffff,7.0,0.0,0.0
8329aafffffffff,4228.0,0.0,47.0
8329abfffffffff,2685.0,0.0,199.0
8329acfffffffff,1707.0,0.0,0.0
8329aefffffffff,1833.0,0.0,0.0
8329b0fffffffff,91.0,0.0,0.0
8329b1fffffffff,40.0,0.0,0.0
8329b2fffffffff,3700.0,270.0,0.0
8329b6fffffffff,897.0,57.0,0.0
834859fffffffff,359.0,0.0,0.0
83485dfffffffff,275.0,0.0,0.0
8348c0fffffffff,706.0,71.0,0.0
8348c1fffffffff,303.0,30.0,0.0
8348c2fffffffff,171.0,0.0,0.0
8348c3fffffffff,1085.0,79.0,0.0
8348c5fffffffff,64.0,16.0,0.0
8348c6fffffffff,23.0,6.0,0.0
8348c8fffffffff,8.0,1.0,0.0
8348c9fffffffff,4182.0,159.0,0.0
8348cafffffffff,229.0,13.0,0.0
8348cbfffffffff,18.0,5.0,0.0
8348ccfffffffff,1274.0,170.0,0.0
8348cdfffffffff,1369.0,96.0,0.0
8348cefffffffff,156.0,5.0,0.0
8348d1fffffffff,206.0,6.0,0.0
8348d3fffffffff,5.0,2.0,0.0
8348d4fffffffff,596.0,0.0,0.0
8348d5fffffffff,423.0,51.0,0.0
8348d8fffffffff,17926.0,1185.0,0.0
8348d9fffffffff,92.0,3.0,0.0
8348dafffffffff,578.0,49.0,0.0
8348dbfffffffff,911.0,67.0,0.0
8348dcfffffffff,611.0,25.0,0.0
8348ddfffffffff,328.0,36.0,0.0
8348defffffffff,28.0,2.0,0.0
8348e8fffffffff,5603.0,0.0,0.0
8348eafffffffff,502.0,0.0,0.0
8348ebfffffffff,355.0,30.0,0.0
8348f2fffffffff,286.0,0.0,0.0
8348f3fffffffff,2.0,0.0,0.0
