cell_id,Rallus crepitans,Rallus crepitans crepitans/waynei,Rallus crepitans saturatus/scottii,Rallus crepitans [caribaeus Group],Rallus crepitans [pallidus Group]
844480dffffffff,8.0,0.0,0.0,0.0,0.0
8444843ffffffff,11.0,0.0,0.0,0.0,0.0
8444847ffffffff,5.0,0.0,0.0,0.0,0.0
844484bffffffff,6.0,0.0,0.0,0.0,0.0
8444859ffffffff,76.0,0.0,0.0,0.0,0.0
8444861ffffffff,1.0,0.0,0.0,0.0,0.0
8444869ffffffff,6.0,0.0,0.0,0.0,0.0
844486bffffffff,14.0,0.0,0.0,0.0,0.0
844486dffffffff,17.0,0.0,0.0,0.0,0.0
8444a37ffffffff,23.0,0.0,0.0,0.0,0.0
8444a51ffffffff,2.0,0.0,0.0,0.0,0.0
8444a53ffffffff,2.0,0.0,0.0,0.0,0.0
8444a57ffffffff,8.0,0.0,0.0,0.0,0.0
8444a5bffffffff,175.0,0.0,0.0,0.0,0.0
8444a81ffffffff,41.0,0.0,0.0,0.0,0.0
8444a83ffffffff,7.0,0.0,0.0,0.0,0.0
8444a87ffffffff,2.0,0.0,0.0,0.0,0.0
8444a8dffffffff,6.0,0.0,0.0,0.0,0.0
8444a93ffffffff,1.0,0.0,0.0,0.0,0.0
8444a95ffffffff,8.0,0.0,0.0,0.0,0.0
8444ab9ffffffff,20.0,1.0,0.0,0.0,0.0
8444abbffffffff,969.0,90.0,0.0,0.0,0.0
8444ad9ffffffff,33.0,0.0,11.0,0.0,0.0
8444aebffffffff,2.0,0.0,0.0,0.0,0.0
8444b05ffffffff,3.0,0.0,0.0,0.0,0.0
8444b09ffffffff,1.0,0.0,0.0,0.0,0.0
8444b13ffffffff,16.0,0.0,0.0,0.0,0.0
8444b17ffffffff,5.0,0.0,0.0,0.0,0.0
8444b51ffffffff,13.0,0.0,0.0,0.0,0.0
8444b57ffffffff,131.0,0.0,0.0,0.0,0.0
8444b59ffffffff,6.0,0.0,0.0,0.0,0.0
8444b5bffffffff,3.0,0.0,0.0,0.0,0.0
8444b5dffffffff,17.0,0.0,0.0,0.0,0.0
8444b67ffffffff,13.0,0.0,0.0,0.0,0.0
8444b69ffffffff,6.0,0.0,0.0,0.0,0.0
8444d01ffffffff,2651.0,51.0,0.0,0.0,0.0
8444d03ffffffff,1445.0,2.0,0.0,0.0,0.0
8444d07ffffffff,3059.0,59.0,0.0,0.0,0.0
8444d09ffffffff,345.0,16.0,0.0,0.0,0.0
8444d0bffffffff,1108.0,12.0,0.0,0.0,0.0
8444d23ffffffff,583.0,4.0,0.0,0.0,0.0
8444d2bffffffff,539.0,13.0,0.0,0.0,0.0
8444d35ffffffff,31.0,0.0,0.0,0.0,0.0
8444d39ffffffff,3.0,0.0,0.0,0.0,0.0
8444d3dffffffff,131.0,0.0,0.0,0.0,0.0
8444d43ffffffff,3.0,0.0,0.0,0.0,0.0
8444d51ffffffff,406.0,20.0,0.0,0.0,0.0
8444d55ffffffff,850.0,48.0,0.0,0.0,0.0
8444d57ffffffff,138.0,0.0,0.0,0.0,0.0
8444d59ffffffff,18.0,0.0,0.0,0.0,0.0
8444d5dffffffff,2205.0,102.0,0.0,0.0,0.0
8444e41ffffffff,2.0,0.0,0.0,0.0,0.0
8444e43ffffffff,65.0,0.0,8.0,0.0,0.0
8444e47ffffffff,287.0,0.0,18.0,0.0,0.0
8444e51ffffffff,117.0,0.0,0.0,0.0,0.0
8444e53ffffffff,36.0,0.0,0.0,0.0,0.0
8444e55ffffffff,13.0,0.0,0.0,0.0,0.0
8444e63ffffffff,2167.0,0.0,230.0,0.0,0.0
8444e65ffffffff,36.0,0.0,6.0,0.0,0.0
8444e67ffffffff,79.0,0.0,15.0,0.0,0.0
8444e6bffffffff,53.0,0.0,5.0,0.0,0.0
8444f01ffffffff,9.0,1.0,0.0,0.0,0.0
8444f05ffffffff,1861.0,306.0,0.0,0.0,0.0
8444f07ffffffff,1085.0,136.0,0.0,0.0,0.0
8444f31ffffffff,1876.0,177.0,0.0,0.0,0.0
8444f35ffffffff,1829.0,507.0,0.0,0.0,0.0
8444f37ffffffff,1698.0,124.0,0.0,0.0,0.0
8444f39ffffffff,13.0,2.0,0.0,0.0,0.0
8444f3dffffffff,1329.0,164.0,0.0,0.0,0.0
8444f49ffffffff,1.0,0.0,0.0,0.0,0.0
8444f4bffffffff,6.0,0.0,0.0,0.0,0.0
8444f59ffffffff,57.0,0.0,0.0,0.0,0.0
8444f61ffffffff,70.0,0.0,0.0,0.0,0.0
8444f63ffffffff,2543.0,0.0,0.0,0.0,0.0
8444f6bffffffff,1.0,0.0,0.0,0.0,0.0
8444f6dffffffff,169.0,4.0,0.0,0.0,0.0
8445011ffffffff,2.0,0.0,0.0,0.0,0.0
8445015ffffffff,1.0,0.0,0.0,0.0,0.0
8445019ffffffff,77.0,0.0,0.0,0.0,9.0
8445053ffffffff,258.0,0.0,0.0,0.0,16.0
8445055ffffffff,2.0,0.0,0.0,0.0,0.0
8445057ffffffff,17.0,0.0,0.0,0.0,0.0
8445059ffffffff,24.0,0.0,0.0,0.0,3.0
844505bffffffff,401.0,0.0,0.0,0.0,36.0
844505dffffffff,5.0,0.0,0.0,0.0,0.0
8445091ffffffff,3.0,0.0,0.0,0.0,3.0
8445093ffffffff,41.0,0.0,0.0,0.0,10.0
8445097ffffffff,56.0,0.0,0.0,0.0,21.0
844509bffffffff,500.0,0.0,0.0,0.0,187.0
84450a5ffffffff,2.0,0.0,0.0,0.0,0.0
84450a7ffffffff,2.0,0.0,0.0,0.0,0.0
84450adffffffff,66.0,0.0,0.0,0.0,0.0
84450b1ffffffff,208.0,0.0,0.0,0.0,43.0
84450e1ffffffff,7.0,0.0,0.0,0.0,0.0
84450e3ffffffff,13.0,0.0,0.0,0.0,0.0
844519bffffffff,5.0,0.0,0.0,0.0,0.0
8445231ffffffff,7.0,0.0,0.0,0.0,0.0
8445233ffffffff,263.0,0.0,0.0,0.0,14.0
8445237ffffffff,2.0,0.0,0.0,0.0,0.0
84452a5ffffffff,7.0,0.0,0.0,0.0,0.0
8445721ffffffff,21.0,0.0,0.0,0.0,11.0
8445727ffffffff,175.0,0.0,0.0,0.0,74.0
8445889ffffffff,29.0,0.0,0.0,18.0,0.0
8445899ffffffff,2.0,0.0,0.0,0.0,0.0
84458adffffffff,5.0,0.0,0.0,0.0,0.0
84458c3ffffffff,400.0,0.0,0.0,202.0,0.0
84458c7ffffffff,6.0,0.0,0.0,3.0,0.0
84458d5ffffffff,4.0,0.0,0.0,1.0,0.0
84458e1ffffffff,2.0,0.0,0.0,0.0,0.0
84458edffffffff,35.0,0.0,0.0,5.0,0.0
8445903ffffffff,2.0,0.0,0.0,0.0,0.0
8445907ffffffff,5.0,0.0,0.0,5.0,0.0
8445909ffffffff,1.0,0.0,0.0,0.0,0.0
844590dffffffff,1.0,0.0,0.0,0.0,0.0
8445911ffffffff,2.0,0.0,0.0,0.0,0.0
8445955ffffffff,3.0,0.0,0.0,3.0,0.0
8445981ffffffff,121.0,0.0,0.0,64.0,0.0
8445989ffffffff,87.0,0.0,0.0,44.0,0.0
844598bffffffff,141.0,0.0,0.0,56.0,0.0
844598dffffffff,45.0,0.0,0.0,22.0,0.0
84459cbffffffff,2.0,0.0,0.0,0.0,0.0
84459d7ffffffff,18.0,0.0,0.0,2.0,0.0
8445b21ffffffff,3.0,0.0,0.0,0.0,0.0
8445b29ffffffff,4.0,0.0,0.0,0.0,0.0
8445b2dffffffff,3.0,0.0,0.0,0.0,0.0
8448903ffffffff,411.0,0.0,11.0,0.0,0.0
8448907ffffffff,825.0,0.0,17.0,0.0,0.0
844890bffffffff,544.0,0.0,77.0,0.0,0.0
844891dffffffff,5.0,0.0,0.0,0.0,0.0
8448923ffffffff,459.0,0.0,9.0,0.0,0.0
8448927ffffffff,160.0,0.0,11.0,0.0,0.0
844892bffffffff,44.0,0.0,8.0,0.0,0.0
8448939ffffffff,68.0,0.0,0.0,0.0,0.0
844893dffffffff,101.0,0.0,7.0,0.0,0.0
8448951ffffffff,31.0,0.0,0.0,0.0,0.0
8448955ffffffff,611.0,0.0,64.0,0.0,0.0
8448957ffffffff,31.0,0.0,0.0,0.0,0.0
844895dffffffff,7.0,0.0,2.0,0.0,0.0
8448b23ffffffff,3395.0,0.0,656.0,0.0,0.0
8448b2bffffffff,143.0,0.0,26.0,0.0,0.0
8448b35ffffffff,27.0,0.0,4.0,0.0,0.0
8448b3dffffffff,71.0,0.0,9.0,0.0,0.0
844c819ffffffff,1.0,0.0,0.0,0.0,0.0
844c837ffffffff,46.0,0.0,0.0,0.0,0.0
844c883ffffffff,314.0,0.0,0.0,4.0,0.0
844c887ffffffff,7.0,0.0,0.0,0.0,0.0
844c88bffffffff,4.0,0.0,0.0,0.0,0.0
844c8b9ffffffff,5.0,0.0,0.0,0.0,0.0
844c8c9ffffffff,3.0,0.0,0.0,0.0,0.0
844c933ffffffff,71.0,0.0,0.0,0.0,0.0
844c937ffffffff,2.0,0.0,0.0,2.0,0.0
844c943ffffffff,5.0,0.0,0.0,0.0,0.0
844c945ffffffff,2.0,0.0,0.0,0.0,0.0
844c94bffffffff,4.0,0.0,0.0,0.0,0.0
844c94dffffffff,2.0,0.0,0.0,0.0,0.0
844c95dffffffff,6.0,0.0,0.0,0.0,0.0
844c969ffffffff,2.0,0.0,0.0,0.0,0.0
844c985ffffffff,17.0,0.0,0.0,3.0,0.0
844c9adffffffff,2.0,0.0,0.0,0.0,0.0
844caa1ffffffff,2.0,0.0,0.0,0.0,0.0
844caa3ffffffff,11.0,0.0,0.0,0.0,0.0
844caa5ffffffff,21.0,0.0,0.0,0.0,0.0
844caabffffffff,2.0,0.0,0.0,0.0,0.0
844cb25ffffffff,5.0,0.0,0.0,0.0,0.0
844cb27ffffffff,5.0,0.0,0.0,0.0,0.0
844cb3dffffffff,56.0,0.0,0.0,0.0,0.0
844cc0bffffffff,767.0,0.0,0.0,124.0,0.0
844cc53ffffffff,9.0,0.0,0.0,1.0,0.0
844cc57ffffffff,190.0,0.0,0.0,20.0,0.0
844cc59ffffffff,9.0,0.0,0.0,0.0,0.0
844cc6dffffffff,2.0,0.0,0.0,0.0,0.0
844cd0dffffffff,100.0,0.0,0.0,41.0,0.0
844cd21ffffffff,2.0,0.0,0.0,0.0,0.0
844cd59ffffffff,3.0,0.0,0.0,0.0,0.0
844cd67ffffffff,2.0,0.0,0.0,0.0,0.0
844ce81ffffffff,1.0,0.0,0.0,0.0,0.0
844ce85ffffffff,39.0,0.0,0.0,0.0,0.0
844ce8bffffffff,31.0,0.0,0.0,0.0,0.0
844cea9ffffffff,143.0,0.0,0.0,9.0,0.0
844ceadffffffff,273.0,0.0,0.0,22.0,0.0
844cee3ffffffff,15.0,0.0,0.0,3.0,0.0
844cee5ffffffff,2.0,0.0,0.0,0.0,0.0
844cee7ffffffff,36.0,0.0,0.0,2.0,0.0
844cf23ffffffff,1.0,0.0,0.0,0.0,0.0
844cf31ffffffff,2.0,0.0,0.0,0.0,0.0
844cf35ffffffff,32.0,0.0,0.0,0.0,0.0
845e59bffffffff,2.0,0.0,0.0,0.0,0.0
845e5d3ffffffff,22.0,0.0,0.0,0.0,0.0
8467253ffffffff,23.0,0.0,0.0,1.0,0.0
8467263ffffffff,26.0,0.0,0.0,0.0,0.0
8467325ffffffff,38.0,0.0,0.0,1.0,0.0
846732dffffffff,17.0,0.0,0.0,0.0,0.0
