cell_id,Anas georgica,Anas georgica georgica,Anas georgica spinicauda/niceforoi
84b2725ffffffff,2.0,0.0,0.0
84b2727ffffffff,2.0,0.0,0.0
84b2729ffffffff,2.0,0.0,0.0
84b2749ffffffff,171.0,0.0,0.0
84b274dffffffff,2.0,0.0,0.0
84b275bffffffff,24.0,0.0,0.0
84b275dffffffff,4.0,0.0,0.0
84b2c01ffffffff,7.0,0.0,0.0
84b2c03ffffffff,29.0,0.0,2.0
84b2c05ffffffff,49.0,0.0,0.0
84b2c07ffffffff,7.0,0.0,0.0
84b2c09ffffffff,65.0,0.0,0.0
84b2c0bffffffff,88.0,0.0,1.0
84b2c0dffffffff,3475.0,0.0,172.0
84b2c11ffffffff,36.0,0.0,4.0
84b2c15ffffffff,168.0,0.0,14.0
84b2c1bffffffff,8.0,0.0,0.0
84b2c1dffffffff,11.0,0.0,0.0
84b2c2bffffffff,244.0,0.0,5.0
84b2c31ffffffff,23.0,0.0,0.0
84b2c33ffffffff,14.0,0.0,0.0
84b2c35ffffffff,451.0,0.0,4.0
84b2c37ffffffff,2.0,0.0,0.0
84b2c39ffffffff,49.0,0.0,0.0
84b2c3bffffffff,84.0,0.0,8.0
84b2c3dffffffff,364.0,0.0,6.0
84b2c41ffffffff,1396.0,0.0,63.0
84b2c43ffffffff,31.0,0.0,0.0
84b2c45ffffffff,10.0,0.0,0.0
84b2c47ffffffff,407.0,0.0,24.0
84b2c49ffffffff,95.0,0.0,8.0
84b2c4bffffffff,15.0,0.0,0.0
84b2c4dffffffff,127.0,0.0,3.0
84b2c51ffffffff,166.0,0.0,4.0
84b2c53ffffffff,171.0,0.0,11.0
84b2c55ffffffff,504.0,0.0,58.0
84b2c57ffffffff,51.0,0.0,6.0
84b2c5dffffffff,2852.0,0.0,194.0
84b2c83ffffffff,5.0,0.0,0.0
84b2c85ffffffff,4.0,0.0,0.0
84b2c89ffffffff,4.0,0.0,0.0
84b2c8bffffffff,23.0,0.0,0.0
84b2c8dffffffff,25.0,0.0,0.0
84b2ca1ffffffff,1.0,0.0,0.0
84b2ca3ffffffff,2.0,0.0,0.0
84b2ca7ffffffff,20.0,0.0,0.0
84b2ca9ffffffff,78.0,0.0,0.0
84b2cb5ffffffff,3.0,0.0,0.0
84b2cbdffffffff,4.0,0.0,0.0
84b2cc5ffffffff,2.0,0.0,0.0
84b2cc7ffffffff,7.0,0.0,0.0
84b2cddffffffff,32.0,0.0,0.0
84b2ce5ffffffff,1.0,0.0,0.0
84b2cebffffffff,2.0,0.0,0.0
84b2cedffffffff,9.0,0.0,0.0
84b2d81ffffffff,60.0,0.0,1.0
84b2d83ffffffff,4.0,0.0,0.0
84b2d87ffffffff,507.0,0.0,14.0
84b2d89ffffffff,2.0,0.0,0.0
84b2d8bffffffff,5.0,0.0,0.0
84b2d91ffffffff,2.0,0.0,0.0
84b2d97ffffffff,39.0,0.0,0.0
84b2d9dffffffff,32.0,0.0,0.0
84b2da3ffffffff,257.0,0.0,1.0
84b2dabffffffff,239.0,0.0,0.0
84b2db1ffffffff,12.0,0.0,0.0
84b2db3ffffffff,8.0,0.0,0.0
84b2db9ffffffff,2.0,0.0,0.0
84b2dbbffffffff,5.0,0.0,0.0
84b2dbdffffffff,22.0,0.0,0.0
84b2dc3ffffffff,94.0,0.0,2.0
84b2dcbffffffff,259.0,0.0,1.0
84b2dd1ffffffff,16.0,0.0,0.0
84b2dd5ffffffff,51.0,0.0,0.0
84b2dd7ffffffff,2.0,0.0,0.0
84b2dd9ffffffff,58.0,0.0,0.0
84b2ddbffffffff,225.0,0.0,26.0
84b2e13ffffffff,1.0,0.0,0.0
84b2e17ffffffff,4.0,0.0,0.0
84b2e1bffffffff,4.0,0.0,0.0
84b2e1dffffffff,3.0,0.0,0.0
84b2e21ffffffff,162.0,0.0,3.0
84b2e23ffffffff,2.0,0.0,0.0
84b2e27ffffffff,443.0,0.0,8.0
84b2e29ffffffff,12.0,0.0,0.0
84b2e2bffffffff,8.0,0.0,0.0
84b2e2dffffffff,317.0,0.0,5.0
84b2e33ffffffff,2.0,0.0,0.0
84b2e35ffffffff,24.0,0.0,2.0
84b2e37ffffffff,1.0,0.0,0.0
84b2e3dffffffff,36.0,0.0,0.0
84b2e41ffffffff,3.0,0.0,0.0
84b2e49ffffffff,5.0,0.0,0.0
84b2e57ffffffff,2.0,0.0,0.0
84b2e61ffffffff,2.0,0.0,0.0
84b2e63ffffffff,2.0,0.0,0.0
84b2e65ffffffff,70.0,0.0,0.0
84b2e67ffffffff,3.0,0.0,2.0
84b2e69ffffffff,14.0,0.0,0.0
84b2e6bffffffff,3.0,0.0,0.0
84b2e6dffffffff,115.0,0.0,3.0
84b2e85ffffffff,105.0,0.0,0.0
84b2e8dffffffff,11.0,0.0,0.0
84b2e99ffffffff,12.0,0.0,0.0
84b2e9bffffffff,2.0,0.0,0.0
84b2ea7ffffffff,1.0,0.0,0.0
84b2ea9ffffffff,2.0,0.0,0.0
84b2eabffffffff,5.0,0.0,0.0
84b2eb3ffffffff,3.0,0.0,0.0
84b2eb7ffffffff,13.0,0.0,0.0
84b2eb9ffffffff,4.0,0.0,0.0
84b2ebbffffffff,2.0,0.0,0.0
84b2ec5ffffffff,29.0,0.0,0.0
84b2ec7ffffffff,163.0,0.0,0.0
84b2ec9ffffffff,1.0,0.0,0.0
84b2ecdffffffff,2.0,0.0,0.0
84b2ed7ffffffff,22.0,0.0,0.0
84b2ed9ffffffff,2.0,0.0,0.0
84b2ee1ffffffff,86.0,0.0,0.0
84b2ee3ffffffff,7.0,0.0,0.0
84b2ee7ffffffff,2.0,0.0,0.0
84b2eebffffffff,108.0,0.0,0.0
84b2eedffffffff,12.0,0.0,0.0
84b3001ffffffff,13.0,0.0,0.0
84b3009ffffffff,6.0,0.0,0.0
84b3015ffffffff,9.0,0.0,0.0
84b3047ffffffff,37.0,0.0,0.0
84b3051ffffffff,5.0,0.0,0.0
84b3053ffffffff,2.0,0.0,0.0
84b3059ffffffff,209.0,0.0,16.0
84b305dffffffff,37.0,0.0,0.0
84b3081ffffffff,15.0,0.0,0.0
84b3083ffffffff,6.0,0.0,0.0
84b3087ffffffff,4.0,0.0,0.0
84b308dffffffff,2.0,0.0,0.0
84b3097ffffffff,2.0,0.0,0.0
84b30a1ffffffff,7.0,0.0,0.0
84b30a7ffffffff,24.0,0.0,0.0
84b30adffffffff,13.0,0.0,0.0
84b30b3ffffffff,25.0,0.0,0.0
84b30b5ffffffff,39.0,0.0,0.0
84b30b9ffffffff,3.0,0.0,0.0
84b30bbffffffff,26.0,0.0,1.0
84b30bdffffffff,30.0,0.0,0.0
84b30c5ffffffff,9.0,0.0,0.0
84b30d7ffffffff,2.0,0.0,0.0
84b30e9ffffffff,13.0,0.0,0.0
84b30edffffffff,4.0,0.0,0.0
84b31dbffffffff,23.0,0.0,0.0
84b3201ffffffff,3.0,0.0,0.0
84b3203ffffffff,48.0,0.0,0.0
84b3205ffffffff,2.0,0.0,0.0
84b3209ffffffff,25.0,0.0,0.0
84b320bffffffff,72.0,0.0,0.0
84b320dffffffff,20.0,0.0,0.0
84b3211ffffffff,1.0,0.0,0.0
84b3213ffffffff,1.0,0.0,0.0
84b3219ffffffff,2.0,0.0,0.0
84b321dffffffff,25.0,0.0,0.0
84b322dffffffff,2.0,0.0,0.0
84b3237ffffffff,4.0,0.0,0.0
84b3241ffffffff,3.0,0.0,0.0
84b3243ffffffff,2.0,0.0,0.0
84b3247ffffffff,9.0,0.0,0.0
84b324dffffffff,2.0,0.0,0.0
84b3257ffffffff,17.0,0.0,0.0
84b3261ffffffff,135.0,0.0,0.0
84b3263ffffffff,8.0,0.0,0.0
84b3269ffffffff,4.0,0.0,0.0
84b326bffffffff,6.0,0.0,0.0
84b326dffffffff,17.0,0.0,0.0
84b3289ffffffff,32.0,0.0,0.0
84b32a5ffffffff,27.0,0.0,0.0
84b32b5ffffffff,1.0,0.0,0.0
84b32bbffffffff,3.0,0.0,0.0
84b32c1ffffffff,6.0,0.0,0.0
84b32c3ffffffff,7.0,0.0,0.0
84b32c5ffffffff,10.0,0.0,0.0
84b32c7ffffffff,28.0,0.0,0.0
84b32d9ffffffff,11.0,0.0,0.0
84b3303ffffffff,112.0,0.0,0.0
84b3313ffffffff,21.0,0.0,0.0
84b3341ffffffff,1.0,0.0,0.0
84b3351ffffffff,6.0,0.0,0.0
84b3355ffffffff,3.0,0.0,0.0
84b3357ffffffff,3.0,0.0,0.0
84b3359ffffffff,7.0,0.0,0.0
84b335dffffffff,2.0,0.0,0.0
84b3363ffffffff,8.0,0.0,0.0
84b340dffffffff,13.0,0.0,0.0
84b3423ffffffff,2.0,0.0,0.0
84b3445ffffffff,2.0,0.0,0.0
84b346dffffffff,2.0,0.0,0.0
84b3511ffffffff,203.0,0.0,0.0
84b3513ffffffff,393.0,0.0,0.0
84b3515ffffffff,66.0,0.0,0.0
84b3517ffffffff,14.0,0.0,0.0
84b3519ffffffff,122.0,0.0,0.0
84b351bffffffff,10.0,0.0,0.0
84b352dffffffff,3.0,0.0,1.0
84b3541ffffffff,8.0,0.0,0.0
84b3543ffffffff,4.0,0.0,0.0
84b3545ffffffff,38.0,0.0,0.0
84b354bffffffff,149.0,0.0,0.0
84b3551ffffffff,3.0,0.0,0.0
84b3553ffffffff,11.0,0.0,0.0
84b3555ffffffff,2.0,0.0,0.0
84b355bffffffff,3.0,0.0,0.0
84b355dffffffff,282.0,0.0,0.0
84b3563ffffffff,2.0,0.0,0.0
84b3565ffffffff,3.0,0.0,0.0
84b3585ffffffff,6.0,0.0,0.0
84b3589ffffffff,12.0,0.0,0.0
84b35a3ffffffff,3.0,0.0,0.0
84b35a5ffffffff,3.0,0.0,0.0
84b35a7ffffffff,2.0,0.0,0.0
84b35a9ffffffff,7.0,0.0,0.0
84b35abffffffff,1.0,0.0,0.0
84b35adffffffff,27.0,0.0,0.0
84b35b3ffffffff,1.0,0.0,0.0
84b35c1ffffffff,7.0,0.0,0.0
84b35c5ffffffff,33.0,0.0,0.0
84b35c7ffffffff,4.0,0.0,0.0
84b35cdffffffff,15.0,0.0,0.0
84b35d5ffffffff,5.0,0.0,0.0
84b35e1ffffffff,134.0,0.0,0.0
84b35e3ffffffff,49.0,0.0,0.0
84b35e5ffffffff,16.0,0.0,0.0
84b35e9ffffffff,244.0,0.0,0.0
84b35ebffffffff,85.0,0.0,0.0
84b3629ffffffff,3.0,0.0,0.0
84b366dffffffff,3.0,0.0,0.0
84b3731ffffffff,2.0,0.0,0.0
84b373bffffffff,1.0,0.0,0.0
84c2031ffffffff,15.0,0.0,0.0
84c2033ffffffff,2.0,0.0,0.0
84c2037ffffffff,43.0,0.0,1.0
84c203bffffffff,6.0,0.0,0.0
84c2053ffffffff,86.0,0.0,0.0
84c205bffffffff,240.0,0.0,0.0
84c2183ffffffff,15.0,0.0,0.0
84c218bffffffff,29.0,0.0,0.0
84c2193ffffffff,2.0,0.0,0.0
84c2195ffffffff,4.0,0.0,0.0
84c2197ffffffff,12.0,0.0,0.0
84c219bffffffff,4.0,0.0,0.0
84c219dffffffff,11.0,0.0,0.0
84c21b1ffffffff,19.0,0.0,0.0
84c21b3ffffffff,242.0,0.0,0.0
84c21b9ffffffff,4.0,0.0,0.0
84c21bbffffffff,256.0,0.0,0.0
84c21d1ffffffff,124.0,0.0,1.0
84c21d5ffffffff,34.0,0.0,0.0
84c21d9ffffffff,32.0,0.0,0.0
84c21ddffffffff,185.0,0.0,0.0
84c2211ffffffff,2.0,0.0,0.0
84c2213ffffffff,73.0,0.0,0.0
84c2217ffffffff,51.0,0.0,0.0
84c2281ffffffff,6.0,0.0,0.0
84c2283ffffffff,2.0,0.0,0.0
84c2289ffffffff,2.0,0.0,0.0
84c228bffffffff,4.0,0.0,0.0
84c2299ffffffff,5.0,0.0,0.0
84c229bffffffff,8.0,0.0,0.0
84c22a1ffffffff,5.0,0.0,0.0
84c22a5ffffffff,22.0,0.0,0.0
84c22a7ffffffff,6.0,0.0,0.0
84c22a9ffffffff,18.0,0.0,0.0
84c22abffffffff,51.0,0.0,0.0
84c22adffffffff,170.0,0.0,0.0
84c22b1ffffffff,2.0,0.0,0.0
84c22b5ffffffff,2.0,0.0,0.0
84c22b9ffffffff,2.0,0.0,0.0
84c22bdffffffff,2.0,0.0,0.0
84c22c1ffffffff,2.0,0.0,0.0
84c22c5ffffffff,48.0,0.0,0.0
84c22c7ffffffff,5.0,0.0,0.0
84c22cbffffffff,2.0,0.0,0.0
84c22cdffffffff,1.0,0.0,0.0
84c22d3ffffffff,2.0,0.0,0.0
84c22d7ffffffff,7.0,0.0,0.0
84c22d9ffffffff,3.0,0.0,0.0
84c22e1ffffffff,35.0,0.0,0.0
84c22e3ffffffff,8.0,0.0,0.0
84c22e5ffffffff,17.0,0.0,0.0
84c22e7ffffffff,52.0,0.0,0.0
84c22e9ffffffff,11.0,0.0,0.0
84c22ebffffffff,9.0,0.0,0.0
84c22edffffffff,14.0,0.0,0.0
84c2893ffffffff,8.0,0.0,0.0
84c2c03ffffffff,1.0,0.0,0.0
84c2c05ffffffff,3.0,0.0,0.0
84c2c07ffffffff,8.0,0.0,0.0
84c2c0bffffffff,5.0,0.0,0.0
84c2c0dffffffff,5.0,0.0,0.0
84c2c15ffffffff,11.0,0.0,0.0
84c2c17ffffffff,8.0,0.0,0.0
84c2c19ffffffff,6.0,0.0,0.0
84c2c1dffffffff,1.0,0.0,0.0
84c2c23ffffffff,25.0,0.0,0.0
84c2c25ffffffff,2.0,0.0,0.0
84c2c29ffffffff,6.0,0.0,0.0
84c2c39ffffffff,1.0,0.0,0.0
84c2c3bffffffff,2.0,0.0,0.0
84c2c41ffffffff,3.0,0.0,0.0
84c2c43ffffffff,3.0,0.0,0.0
84c2c47ffffffff,2.0,0.0,0.0
84c2c49ffffffff,12.0,0.0,0.0
84c2c4bffffffff,2.0,0.0,0.0
84c2c4dffffffff,12.0,0.0,0.0
84c2c53ffffffff,128.0,0.0,0.0
84c2c57ffffffff,8.0,0.0,0.0
84c2c5bffffffff,71.0,0.0,0.0
84c2c5dffffffff,2.0,0.0,0.0
84c2c61ffffffff,4.0,0.0,0.0
84c2c63ffffffff,13.0,0.0,0.0
84c2c69ffffffff,27.0,0.0,0.0
84c2c6dffffffff,40.0,0.0,0.0
84c2c91ffffffff,5.0,0.0,0.0
84c2ca1ffffffff,5.0,0.0,0.0
84c2ca3ffffffff,3.0,0.0,0.0
84c2ca5ffffffff,2.0,0.0,0.0
84c2ca9ffffffff,6.0,0.0,0.0
84c2cadffffffff,10.0,0.0,0.0
84c2cb3ffffffff,5.0,0.0,0.0
84c2cc7ffffffff,2.0,0.0,0.0
84c2cd3ffffffff,3.0,0.0,0.0
84c2cdbffffffff,9.0,0.0,0.0
84c2ce7ffffffff,4.0,0.0,0.0
84c2ce9ffffffff,6.0,0.0,0.0
84c2cedffffffff,13.0,0.0,0.0
84c2d03ffffffff,2.0,0.0,0.0
84c2d05ffffffff,5.0,0.0,0.0
84c2d09ffffffff,9.0,0.0,0.0
84c2d0dffffffff,32.0,0.0,0.0
84c2d17ffffffff,6.0,0.0,0.0
84c2d21ffffffff,4.0,0.0,0.0
84c2d23ffffffff,3.0,0.0,0.0
84c2d27ffffffff,5.0,0.0,0.0
84c2d2dffffffff,4.0,0.0,0.0
84c2d31ffffffff,3.0,0.0,0.0
84c2d33ffffffff,5.0,0.0,0.0
84c2d35ffffffff,3.0,0.0,0.0
84c2d37ffffffff,28.0,0.0,0.0
