cell_id,Cochlearius cochlearius,Cochlearius cochlearius [zeledoni Group],Cochlearius cochlearius cochlearius/panamensis
836641fffffffff,29.0,0.0,0.0
836643fffffffff,1.0,0.0,0.0
836652fffffffff,6.0,0.0,0.0
836654fffffffff,59.0,0.0,0.0
836656fffffffff,11.0,0.0,0.0
83665afffffffff,3.0,0.0,0.0
83665bfffffffff,2.0,0.0,0.0
836663fffffffff,8.0,0.0,0.0
836664fffffffff,17.0,0.0,0.0
83666efffffffff,3.0,0.0,0.0
836670fffffffff,2.0,0.0,0.0
836671fffffffff,3.0,0.0,0.0
836672fffffffff,35.0,0.0,0.0
836673fffffffff,2.0,0.0,0.0
836674fffffffff,4.0,0.0,0.0
836675fffffffff,98.0,0.0,0.0
836676fffffffff,2.0,0.0,0.0
8366a0fffffffff,16.0,0.0,0.0
8366a1fffffffff,28.0,0.0,0.0
8366a2fffffffff,3.0,0.0,0.0
8366a3fffffffff,25.0,0.0,0.0
8366a5fffffffff,1336.0,0.0,62.0
8366a6fffffffff,8.0,0.0,0.0
8366b0fffffffff,662.0,0.0,0.0
8366b1fffffffff,11.0,0.0,0.0
8366b4fffffffff,432.0,0.0,0.0
8366b5fffffffff,463.0,0.0,7.0
8366b6fffffffff,75.0,0.0,0.0
8366c0fffffffff,3.0,0.0,0.0
8366c2fffffffff,6.0,0.0,0.0
8366c3fffffffff,2.0,0.0,1.0
8366c5fffffffff,4.0,0.0,0.0
8366cefffffffff,25.0,0.0,0.0
8366d8fffffffff,3.0,0.0,0.0
8366dbfffffffff,2.0,0.0,0.0
8366dcfffffffff,565.0,0.0,69.0
8366ddfffffffff,37.0,0.0,1.0
8366defffffffff,8.0,0.0,0.0
8366e1fffffffff,23.0,0.0,0.0
8366e4fffffffff,73.0,0.0,0.0
8366e5fffffffff,82.0,0.0,0.0
8366e6fffffffff,6.0,0.0,0.0
8366eafffffffff,2.0,0.0,0.0
8366ecfffffffff,36.0,0.0,0.0
8366eefffffffff,24.0,0.0,0.0
83674afffffffff,29.0,0.0,2.0
83674efffffffff,2.0,0.0,0.0
836752fffffffff,2.0,0.0,0.0
836753fffffffff,7.0,0.0,0.0
836759fffffffff,40.0,0.0,0.0
83675bfffffffff,7.0,0.0,0.0
836790fffffffff,9.0,0.0,0.0
836796fffffffff,2.0,0.0,0.0
83679afffffffff,575.0,0.0,0.0
83679bfffffffff,202.0,0.0,1.0
836d04fffffffff,21.0,0.0,0.0
836d05fffffffff,215.0,51.0,0.0
836d14fffffffff,70.0,0.0,0.0
836d15fffffffff,135.0,3.0,0.0
836d20fffffffff,33.0,0.0,0.0
836d21fffffffff,13.0,1.0,0.0
836d24fffffffff,77.0,0.0,0.0
836d25fffffffff,64.0,2.0,0.0
836d26fffffffff,3.0,0.0,0.0
836d29fffffffff,3.0,0.0,0.0
836d2afffffffff,60.0,0.0,0.0
836d2bfffffffff,61.0,0.0,0.0
836d2cfffffffff,59.0,31.0,0.0
836d30fffffffff,5.0,0.0,0.0
836d31fffffffff,24.0,0.0,0.0
836d33fffffffff,4.0,0.0,0.0
836d34fffffffff,76.0,0.0,0.0
836d35fffffffff,100.0,3.0,0.0
836d60fffffffff,41.0,0.0,0.0
836d61fffffffff,23.0,0.0,0.0
836d63fffffffff,80.0,0.0,0.0
836d66fffffffff,42.0,0.0,0.0
836d68fffffffff,587.0,0.0,0.0
836d69fffffffff,2940.0,0.0,0.0
836d6afffffffff,24.0,0.0,0.0
836d6bfffffffff,343.0,0.0,0.0
836d6cfffffffff,35.0,0.0,0.0
836d6dfffffffff,2425.0,0.0,0.0
836d6efffffffff,6.0,0.0,0.0
836d74fffffffff,138.0,0.0,0.0
836d75fffffffff,47.0,0.0,0.0
836d76fffffffff,91.0,0.0,0.0
838009fffffffff,2.0,0.0,0.0
838040fffffffff,4.0,0.0,0.0
838121fffffffff,3.0,0.0,0.0
83812dfffffffff,3.0,0.0,0.0
838140fffffffff,2.0,0.0,0.0
83814dfffffffff,14.0,0.0,0.0
838162fffffffff,11.0,0.0,0.0
838163fffffffff,28.0,0.0,1.0
838a10fffffffff,2.0,0.0,0.0
838a33fffffffff,3.0,0.0,0.0
838a45fffffffff,18.0,0.0,0.0
838a48fffffffff,3.0,0.0,0.0
838a4efffffffff,2.0,0.0,0.0
838a56fffffffff,2.0,0.0,0.0
838a63fffffffff,9.0,0.0,0.0
838a68fffffffff,7.0,0.0,0.0
838a69fffffffff,45.0,0.0,0.0
838a6dfffffffff,74.0,0.0,0.0
838a6efffffffff,1.0,0.0,0.0
838a8cfffffffff,2.0,0.0,0.0
838aabfffffffff,2.0,0.0,0.0
838ae5fffffffff,4.0,0.0,0.0
838af1fffffffff,1.0,0.0,0.0
838af4fffffffff,4.0,0.0,0.0
838af6fffffffff,6.0,0.0,0.0
838b0bfffffffff,2.0,0.0,0.0
838b0cfffffffff,2.0,0.0,0.0
838b1efffffffff,1.0,0.0,0.0
838b22fffffffff,23.0,0.0,0.0
838b2afffffffff,2.0,0.0,0.0
838b2cfffffffff,3.0,0.0,0.0
838b2efffffffff,2.0,0.0,0.0
838b31fffffffff,6.0,0.0,0.0
838b40fffffffff,2.0,0.0,0.0
838b44fffffffff,5.0,0.0,0.0
838b45fffffffff,1.0,0.0,0.0
838b46fffffffff,4.0,0.0,0.0
838b52fffffffff,8.0,0.0,0.0
838b56fffffffff,10.0,0.0,0.0
838b61fffffffff,6.0,0.0,0.0
838b63fffffffff,39.0,0.0,0.0
838b6efffffffff,36.0,0.0,0.0
838b70fffffffff,1.0,0.0,0.0
838b71fffffffff,39.0,0.0,0.0
838b74fffffffff,5.0,0.0,0.0
838b76fffffffff,27.0,0.0,0.0
838b84fffffffff,4.0,0.0,0.0
838b99fffffffff,1.0,0.0,0.0
838b9dfffffffff,101.0,0.0,2.0
838ba4fffffffff,1.0,0.0,0.0
838ba6fffffffff,2.0,0.0,0.0
838f40fffffffff,3.0,0.0,0.0
838f42fffffffff,1.0,0.0,0.0
838f46fffffffff,6.0,0.0,0.0
838f48fffffffff,4.0,0.0,0.0
838f5dfffffffff,2.0,0.0,0.0
838f61fffffffff,30.0,0.0,0.0
838f63fffffffff,3.0,0.0,0.0
838f6cfffffffff,1.0,0.0,0.0
838f6efffffffff,37.0,0.0,0.0
838f74fffffffff,2.0,0.0,0.0
83a840fffffffff,70.0,0.0,4.0
83a841fffffffff,1.0,0.0,0.0
83a842fffffffff,7.0,0.0,0.0
83a844fffffffff,2.0,0.0,0.0
83a845fffffffff,1.0,0.0,0.0
83a846fffffffff,33.0,0.0,0.0
83a84afffffffff,2.0,0.0,0.0
83a84efffffffff,3.0,0.0,0.0
83a859fffffffff,827.0,0.0,42.0
83a85bfffffffff,7.0,0.0,0.0
83a85dfffffffff,536.0,0.0,31.0
83a891fffffffff,5.0,0.0,0.0
83a8a1fffffffff,4.0,0.0,0.0
83a8a2fffffffff,114.0,0.0,2.0
83a8a3fffffffff,6.0,0.0,0.0
83a8acfffffffff,2.0,0.0,0.0
83a8ccfffffffff,1.0,0.0,0.0
