cell_id,Icterus pyrrhopterus,Icterus pyrrhopterus tibialis,Icterus pyrrhopterus [pyrrhopterus Group]
84811e1ffffffff,2.0,0.0,0.0
84811e9ffffffff,3.0,0.0,0.0
8481211ffffffff,27.0,0.0,0.0
8481215ffffffff,4.0,0.0,0.0
848121dffffffff,2.0,0.0,0.0
848123bffffffff,6.0,0.0,0.0
848124bffffffff,68.0,0.0,0.0
848124dffffffff,15.0,0.0,0.0
8481291ffffffff,2.0,0.0,0.0
8481299ffffffff,1.0,0.0,0.0
84812bdffffffff,3.0,0.0,0.0
84812d1ffffffff,15.0,0.0,2.0
84812d3ffffffff,5.0,0.0,0.0
84812d7ffffffff,11.0,0.0,0.0
8481327ffffffff,7.0,0.0,0.0
8481331ffffffff,6.0,0.0,0.0
8481339ffffffff,45.0,7.0,0.0
8481363ffffffff,2.0,0.0,0.0
8481801ffffffff,2.0,0.0,0.0
8481803ffffffff,2.0,0.0,0.0
8481807ffffffff,2.0,0.0,0.0
8481809ffffffff,4.0,0.0,0.0
848180bffffffff,7.0,3.0,0.0
8481815ffffffff,1.0,0.0,0.0
8481819ffffffff,2.0,0.0,0.0
848181dffffffff,11.0,3.0,0.0
8481839ffffffff,12.0,0.0,0.0
8481851ffffffff,11.0,3.0,0.0
8481857ffffffff,171.0,23.0,0.0
848185bffffffff,8.0,1.0,0.0
8481881ffffffff,1.0,0.0,0.0
8481885ffffffff,6.0,0.0,0.0
848188dffffffff,1.0,0.0,0.0
84818a7ffffffff,4.0,0.0,0.0
84818abffffffff,3.0,0.0,0.0
84818b3ffffffff,4.0,0.0,0.0
84818bbffffffff,15.0,5.0,0.0
84818c1ffffffff,3.0,0.0,0.0
84818c3ffffffff,4.0,0.0,0.0
84818d9ffffffff,2.0,0.0,0.0
84818e1ffffffff,10.0,0.0,0.0
84818e7ffffffff,4.0,0.0,0.0
84819d9ffffffff,5.0,0.0,0.0
8481a8bffffffff,5.0,0.0,0.0
8481a8dffffffff,1.0,0.0,0.0
8481aa3ffffffff,2.0,0.0,0.0
8481aadffffffff,2.0,2.0,0.0
8481ac3ffffffff,4.0,0.0,0.0
8481ad1ffffffff,25.0,1.0,0.0
8481ad5ffffffff,8.0,2.0,0.0
8481ad9ffffffff,5.0,0.0,0.0
8481ae5ffffffff,1.0,0.0,0.0
848b00dffffffff,2.0,0.0,0.0
848b045ffffffff,8.0,0.0,3.0
848b05dffffffff,4.0,0.0,0.0
848b06dffffffff,3.0,0.0,0.0
848b085ffffffff,3.0,0.0,0.0
848b08bffffffff,3.0,0.0,0.0
848b08dffffffff,3.0,0.0,0.0
848b0c1ffffffff,5.0,0.0,0.0
848b0c7ffffffff,1.0,0.0,0.0
848b0c9ffffffff,7.0,0.0,0.0
848b0cdffffffff,15.0,0.0,0.0
848b0d1ffffffff,75.0,0.0,6.0
848b0d3ffffffff,1.0,0.0,0.0
848b105ffffffff,1.0,0.0,0.0
848b11bffffffff,8.0,0.0,0.0
848b1c5ffffffff,2.0,0.0,0.0
848b201ffffffff,17.0,0.0,0.0
848b203ffffffff,19.0,0.0,0.0
848b205ffffffff,13.0,0.0,0.0
848b20bffffffff,37.0,0.0,2.0
848b217ffffffff,1.0,0.0,0.0
848b221ffffffff,30.0,0.0,6.0
848b223ffffffff,50.0,0.0,0.0
848b225ffffffff,2.0,0.0,0.0
848b229ffffffff,1.0,0.0,0.0
848b22dffffffff,85.0,0.0,9.0
848b23bffffffff,3.0,0.0,0.0
848b23dffffffff,6.0,0.0,0.0
848b251ffffffff,10.0,0.0,0.0
848b25dffffffff,2.0,0.0,0.0
848b261ffffffff,2.0,0.0,0.0
848b267ffffffff,2.0,0.0,0.0
848b269ffffffff,20.0,0.0,0.0
848b2a5ffffffff,28.0,0.0,4.0
848b2a7ffffffff,25.0,0.0,2.0
848b2b1ffffffff,1.0,0.0,0.0
848b2c5ffffffff,7.0,0.0,0.0
848b2c7ffffffff,2.0,0.0,0.0
848b2ebffffffff,3.0,0.0,0.0
848b315ffffffff,23.0,0.0,0.0
848b319ffffffff,2.0,0.0,0.0
848b31bffffffff,3.0,0.0,0.0
848b345ffffffff,4.0,0.0,0.0
848b35dffffffff,1.0,0.0,0.0
848b363ffffffff,6.0,0.0,0.0
848b365ffffffff,2.0,0.0,0.0
848b36dffffffff,1.0,0.0,0.0
848b709ffffffff,3.0,0.0,0.0
848b747ffffffff,6.0,0.0,0.0
848b76bffffffff,4.0,0.0,0.0
848b76dffffffff,2.0,0.0,0.0
848b849ffffffff,2.0,0.0,0.0
848b9d1ffffffff,5.0,0.0,0.0
848b9d5ffffffff,5.0,0.0,0.0
848ba09ffffffff,2.0,0.0,0.0
848ba47ffffffff,2.0,0.0,0.0
848ba63ffffffff,3.0,0.0,0.0
848ba65ffffffff,62.0,0.0,0.0
848ba6dffffffff,25.0,0.0,0.0
848bb59ffffffff,117.0,0.0,14.0
84a5961ffffffff,4.0,0.0,0.0
84a8001ffffffff,2.0,0.0,0.0
84a8011ffffffff,2.0,0.0,0.0
84a8013ffffffff,2.0,0.0,0.0
84a801bffffffff,19.0,0.0,0.0
84a8021ffffffff,1.0,0.0,0.0
84a802dffffffff,13.0,0.0,0.0
84a8033ffffffff,2.0,0.0,0.0
84a8035ffffffff,2.0,0.0,0.0
84a803dffffffff,6.0,0.0,0.0
84a8049ffffffff,4.0,0.0,4.0
84a805dffffffff,2.0,0.0,0.0
84a8061ffffffff,2.0,0.0,0.0
84a8067ffffffff,16.0,0.0,2.0
84a808dffffffff,6.0,0.0,0.0
84a809dffffffff,2.0,0.0,0.0
84a80a5ffffffff,5.0,0.0,0.0
84a80a7ffffffff,2.0,0.0,0.0
84a80b1ffffffff,10.0,0.0,0.0
84a80b9ffffffff,1.0,0.0,0.0
84a80c3ffffffff,19.0,0.0,0.0
84a80d5ffffffff,2.0,0.0,0.0
84a80d9ffffffff,7.0,0.0,0.0
84a80ddffffffff,2.0,0.0,0.0
84a80e1ffffffff,1.0,0.0,0.0
84a80e3ffffffff,8.0,0.0,0.0
84a80edffffffff,2.0,0.0,0.0
84a8101ffffffff,105.0,0.0,2.0
84a8103ffffffff,64.0,0.0,0.0
84a8105ffffffff,17.0,0.0,0.0
84a8107ffffffff,87.0,0.0,2.0
84a8109ffffffff,5.0,0.0,0.0
84a810bffffffff,3.0,0.0,0.0
84a810dffffffff,27.0,0.0,0.0
84a8113ffffffff,16.0,0.0,0.0
84a8115ffffffff,166.0,0.0,21.0
84a8117ffffffff,30.0,0.0,0.0
84a8119ffffffff,9.0,0.0,0.0
84a811bffffffff,3.0,0.0,0.0
84a811dffffffff,17.0,0.0,0.0
84a8121ffffffff,2.0,0.0,0.0
84a8123ffffffff,33.0,0.0,0.0
84a8125ffffffff,9.0,0.0,0.0
84a8127ffffffff,13.0,0.0,0.0
84a8129ffffffff,15.0,0.0,0.0
84a812bffffffff,46.0,0.0,0.0
84a812dffffffff,2.0,0.0,0.0
84a8131ffffffff,157.0,0.0,3.0
84a8133ffffffff,2.0,0.0,0.0
84a8137ffffffff,2.0,0.0,0.0
84a8139ffffffff,292.0,0.0,31.0
84a813bffffffff,140.0,0.0,10.0
84a813dffffffff,16.0,0.0,0.0
84a8143ffffffff,103.0,0.0,2.0
84a8151ffffffff,2.0,0.0,0.0
84a8153ffffffff,32.0,0.0,0.0
84a8155ffffffff,13.0,0.0,0.0
84a8157ffffffff,5.0,0.0,0.0
84a815bffffffff,17.0,0.0,0.0
84a8167ffffffff,2.0,0.0,0.0
84a8181ffffffff,16.0,0.0,0.0
84a8183ffffffff,1.0,0.0,0.0
84a8185ffffffff,75.0,0.0,0.0
84a8187ffffffff,52.0,0.0,0.0
84a8189ffffffff,4.0,0.0,0.0
84a818dffffffff,89.0,0.0,0.0
84a8191ffffffff,6.0,0.0,0.0
84a8193ffffffff,4.0,0.0,0.0
84a8195ffffffff,79.0,0.0,4.0
84a8197ffffffff,6.0,0.0,0.0
84a8199ffffffff,8.0,0.0,0.0
84a81a1ffffffff,14.0,0.0,0.0
84a81a7ffffffff,4.0,0.0,0.0
84a81a9ffffffff,17.0,0.0,0.0
84a81abffffffff,35.0,0.0,0.0
84a81adffffffff,3.0,0.0,0.0
84a81b1ffffffff,11.0,0.0,0.0
84a81b3ffffffff,9.0,0.0,0.0
84a81b7ffffffff,2.0,0.0,0.0
84a81b9ffffffff,6.0,0.0,0.0
84a81bbffffffff,46.0,0.0,0.0
84a81bdffffffff,12.0,0.0,0.0
84a81c1ffffffff,2.0,0.0,0.0
84a81c3ffffffff,31.0,0.0,0.0
84a81c5ffffffff,1.0,0.0,0.0
84a81c7ffffffff,18.0,0.0,0.0
84a81cdffffffff,161.0,0.0,0.0
84a81d1ffffffff,13.0,0.0,0.0
84a81d9ffffffff,30.0,0.0,0.0
84a81ddffffffff,1.0,0.0,0.0
84a81e1ffffffff,46.0,0.0,0.0
84a81e3ffffffff,43.0,0.0,0.0
84a81e7ffffffff,17.0,0.0,0.0
84a81e9ffffffff,180.0,0.0,0.0
84a81ebffffffff,19.0,0.0,0.0
84a81edffffffff,1068.0,0.0,2.0
84a8213ffffffff,2.0,0.0,0.0
84a821bffffffff,2.0,0.0,0.0
84a8287ffffffff,4.0,0.0,0.0
84a8291ffffffff,11.0,0.0,0.0
84a8293ffffffff,2.0,0.0,0.0
84a8295ffffffff,1.0,0.0,0.0
84a82abffffffff,4.0,0.0,0.0
84a82b9ffffffff,9.0,0.0,0.0
84a82bdffffffff,19.0,0.0,0.0
84a82d3ffffffff,13.0,0.0,0.0
84a82dbffffffff,17.0,0.0,0.0
84a82ddffffffff,5.0,0.0,0.0
84a82e3ffffffff,5.0,0.0,0.0
84a8311ffffffff,6.0,0.0,0.0
84a8313ffffffff,2.0,0.0,0.0
84a831bffffffff,2.0,0.0,0.0
84a834bffffffff,8.0,0.0,0.0
84a8353ffffffff,2.0,0.0,0.0
84a8359ffffffff,4.0,0.0,0.0
84a835bffffffff,8.0,0.0,0.0
84a835dffffffff,10.0,0.0,0.0
84a8403ffffffff,34.0,0.0,1.0
84a8405ffffffff,10.0,0.0,0.0
84a840dffffffff,271.0,0.0,36.0
84a8411ffffffff,27.0,0.0,0.0
84a8413ffffffff,7.0,0.0,0.0
84a8417ffffffff,1.0,0.0,0.0
84a841bffffffff,4.0,0.0,0.0
84a8421ffffffff,10.0,0.0,0.0
84a8425ffffffff,1.0,0.0,0.0
84a842bffffffff,6.0,0.0,4.0
84a8439ffffffff,10.0,0.0,0.0
84a8441ffffffff,4.0,0.0,0.0
84a8447ffffffff,6.0,0.0,0.0
84a844dffffffff,31.0,0.0,3.0
84a845bffffffff,36.0,0.0,0.0
84a8461ffffffff,11.0,0.0,0.0
84a8463ffffffff,128.0,0.0,9.0
84a8465ffffffff,3.0,0.0,0.0
84a8495ffffffff,2.0,0.0,0.0
84a84a5ffffffff,4.0,0.0,0.0
84a84d9ffffffff,6.0,0.0,0.0
84a84e1ffffffff,2.0,0.0,0.0
84a84e7ffffffff,5.0,0.0,0.0
84a84edffffffff,1.0,0.0,0.0
84a8519ffffffff,1.0,0.0,0.0
84a8559ffffffff,5.0,0.0,0.0
84a855dffffffff,15.0,0.0,0.0
84a8591ffffffff,627.0,0.0,41.0
84a8593ffffffff,2.0,0.0,0.0
84a8597ffffffff,7.0,0.0,1.0
84a8599ffffffff,206.0,0.0,29.0
84a859bffffffff,16.0,0.0,0.0
84a85b1ffffffff,1.0,0.0,0.0
84a85b3ffffffff,12.0,0.0,0.0
84a85b7ffffffff,2.0,0.0,0.0
84a85b9ffffffff,7.0,0.0,0.0
84a85d3ffffffff,349.0,0.0,31.0
84a85d7ffffffff,19.0,0.0,10.0
84a8601ffffffff,7.0,0.0,0.0
84a8605ffffffff,39.0,0.0,0.0
84a8607ffffffff,3.0,0.0,0.0
84a860bffffffff,2.0,0.0,0.0
84a860dffffffff,49.0,0.0,0.0
84a8629ffffffff,16.0,0.0,0.0
84a8639ffffffff,14.0,0.0,0.0
84a8645ffffffff,2.0,0.0,0.0
84a8647ffffffff,8.0,0.0,0.0
84a864bffffffff,1.0,0.0,0.0
84a8653ffffffff,2.0,0.0,0.0
84a865bffffffff,70.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0
84a866bffffffff,2.0,0.0,0.0
84a8691ffffffff,4.0,0.0,0.0
84a86b7ffffffff,2.0,0.0,0.0
84a86b9ffffffff,1.0,0.0,0.0
84a86c3ffffffff,8.0,0.0,0.0
84a86d1ffffffff,1.0,0.0,0.0
84a86d3ffffffff,1.0,0.0,0.0
84a86d5ffffffff,3.0,0.0,0.0
84a86e7ffffffff,9.0,0.0,0.0
84a8701ffffffff,11.0,0.0,0.0
84a8705ffffffff,3.0,0.0,0.0
84a8709ffffffff,1.0,0.0,0.0
84a870bffffffff,2.0,0.0,0.0
84a8719ffffffff,1.0,0.0,0.0
84a871bffffffff,11.0,0.0,1.0
84a8721ffffffff,4.0,0.0,0.0
84a8737ffffffff,17.0,0.0,0.0
84a8743ffffffff,1.0,0.0,0.0
84a8753ffffffff,8.0,0.0,0.0
84a8759ffffffff,25.0,0.0,0.0
84a875bffffffff,5.0,0.0,0.0
84a8763ffffffff,2.0,0.0,0.0
84a8765ffffffff,4.0,0.0,0.0
84a8767ffffffff,2.0,0.0,0.0
84a876bffffffff,1.0,0.0,0.0
84a876dffffffff,25.0,0.0,0.0
84a8813ffffffff,4.0,0.0,0.0
84a882dffffffff,4.0,2.0,0.0
84a88b1ffffffff,3.0,0.0,0.0
84a88bbffffffff,21.0,0.0,0.0
84a88cdffffffff,6.0,0.0,0.0
84a88ddffffffff,28.0,0.0,0.0
84a88e9ffffffff,2.0,0.0,0.0
84a8917ffffffff,20.0,4.0,0.0
84a89b3ffffffff,4.0,0.0,0.0
84a8a11ffffffff,2.0,0.0,0.0
84a8a13ffffffff,5.0,0.0,0.0
84a8a85ffffffff,3.0,0.0,0.0
84a8a89ffffffff,2.0,0.0,0.0
84a8a8bffffffff,3.0,0.0,0.0
84a8a8dffffffff,2.0,0.0,0.0
84a8a91ffffffff,34.0,0.0,0.0
84a8a93ffffffff,3.0,0.0,0.0
84a8a97ffffffff,48.0,0.0,0.0
84a8a99ffffffff,2.0,0.0,0.0
84a8aa1ffffffff,3.0,0.0,0.0
84a8aa7ffffffff,2.0,0.0,0.0
84a8ab1ffffffff,4.0,0.0,0.0
84a8ab9ffffffff,4.0,0.0,0.0
84a8ac1ffffffff,1.0,0.0,0.0
84a8ac5ffffffff,1.0,0.0,0.0
84a8ac7ffffffff,2.0,0.0,0.0
84a8ac9ffffffff,7.0,0.0,0.0
84a8acbffffffff,12.0,0.0,0.0
84a8acdffffffff,7.0,0.0,0.0
84a8ad1ffffffff,8.0,0.0,0.0
84a8ad3ffffffff,8.0,0.0,0.0
84a8ad5ffffffff,6.0,0.0,0.0
84a8ad9ffffffff,4.0,0.0,0.0
84a8adbffffffff,2.0,0.0,0.0
84a8ae3ffffffff,5.0,0.0,0.0
84a8ae5ffffffff,5.0,0.0,0.0
84a8c01ffffffff,28.0,0.0,0.0
84a8c03ffffffff,55.0,0.0,0.0
84a8c05ffffffff,57.0,0.0,0.0
84a8c07ffffffff,4.0,0.0,0.0
84a8c09ffffffff,11.0,0.0,1.0
84a8c0dffffffff,47.0,0.0,0.0
84a8c23ffffffff,12.0,0.0,0.0
84a8c25ffffffff,42.0,0.0,0.0
84a8c27ffffffff,1.0,0.0,0.0
84a8c43ffffffff,2.0,0.0,0.0
84a8c47ffffffff,21.0,0.0,0.0
84a8c63ffffffff,8.0,0.0,0.0
84a8c6dffffffff,2.0,0.0,0.0
84a8ca3ffffffff,2.0,0.0,0.0
84a8cc9ffffffff,1.0,0.0,0.0
84a8cebffffffff,3.0,0.0,2.0
84a8d05ffffffff,3.0,0.0,0.0
84a8d19ffffffff,11.0,0.0,0.0
84a8d1bffffffff,49.0,0.0,0.0
84a8d1dffffffff,2.0,0.0,0.0
84a8d35ffffffff,1.0,0.0,0.0
84a8d37ffffffff,3.0,0.0,0.0
84a8d4bffffffff,2.0,0.0,0.0
84a8d53ffffffff,5.0,0.0,0.0
84a8d59ffffffff,1.0,0.0,0.0
84a8d8dffffffff,1.0,0.0,0.0
84a8da1ffffffff,4.0,0.0,3.0
84a8dadffffffff,2.0,0.0,0.0
84a8dcbffffffff,1.0,0.0,0.0
84a8dd7ffffffff,4.0,0.0,0.0
84a8dd9ffffffff,2.0,0.0,0.0
84a8de1ffffffff,1.0,0.0,0.0
84a8de3ffffffff,5.0,0.0,0.0
84a8de7ffffffff,4.0,0.0,0.0
84a8de9ffffffff,4.0,0.0,0.0
84a8debffffffff,12.0,0.0,0.0
84a8e19ffffffff,1.0,0.0,0.0
84a8e4bffffffff,1.0,0.0,0.0
84a8e61ffffffff,2.0,0.0,0.0
84a8e65ffffffff,10.0,0.0,0.0
84a8e69ffffffff,14.0,0.0,0.0
84a8e6bffffffff,4.0,0.0,0.0
84a8e6dffffffff,24.0,0.0,0.0
84a8ea5ffffffff,5.0,0.0,0.0
84a8ec9ffffffff,4.0,0.0,0.0
84a8f0bffffffff,4.0,0.0,0.0
84a8f1bffffffff,4.0,0.0,1.0
84a8f41ffffffff,12.0,0.0,0.0
84a8f45ffffffff,2.0,0.0,0.0
84a8f47ffffffff,2.0,0.0,0.0
84a8f57ffffffff,16.0,0.0,0.0
84a8f59ffffffff,3.0,0.0,0.0
84a8f63ffffffff,4.0,0.0,0.0
84a9011ffffffff,5.0,0.0,0.0
84a9013ffffffff,44.0,0.0,9.0
84a9017ffffffff,20.0,0.0,0.0
84a9031ffffffff,2.0,0.0,0.0
84a9033ffffffff,4.0,0.0,0.0
84a9051ffffffff,17.0,0.0,5.0
84a9053ffffffff,3.0,0.0,0.0
84a9057ffffffff,12.0,0.0,0.0
84a908dffffffff,2.0,0.0,0.0
84a9095ffffffff,15.0,0.0,0.0
84a909dffffffff,7.0,0.0,0.0
84a90bbffffffff,2.0,0.0,0.0
84a90c3ffffffff,2.0,0.0,0.0
84a90c5ffffffff,2.0,0.0,0.0
84a90c7ffffffff,2.0,0.0,0.0
84a90c9ffffffff,2.0,0.0,0.0
84a90cbffffffff,2.0,0.0,0.0
84a90cdffffffff,3.0,0.0,0.0
84a90dbffffffff,11.0,0.0,0.0
84a90e1ffffffff,8.0,0.0,0.0
84a90e3ffffffff,1.0,0.0,0.0
84a90e5ffffffff,5.0,0.0,1.0
84a90e7ffffffff,4.0,0.0,0.0
84a90e9ffffffff,65.0,0.0,2.0
84a90ebffffffff,5.0,0.0,0.0
84a9181ffffffff,9.0,0.0,0.0
84a9187ffffffff,1.0,0.0,0.0
84a918bffffffff,12.0,0.0,0.0
84a9191ffffffff,2.0,0.0,0.0
84a9195ffffffff,8.0,0.0,0.0
84a919dffffffff,1.0,0.0,0.0
84a91b1ffffffff,5.0,0.0,0.0
84a91b5ffffffff,35.0,0.0,0.0
84a91b7ffffffff,47.0,0.0,1.0
84a91b9ffffffff,1.0,0.0,0.0
84a91bdffffffff,8.0,0.0,0.0
84a91d5ffffffff,9.0,0.0,0.0
84a91d9ffffffff,10.0,0.0,0.0
84a91ddffffffff,4.0,0.0,0.0
84a9213ffffffff,3.0,0.0,0.0
84a921bffffffff,2.0,0.0,0.0
84a928bffffffff,3.0,0.0,0.0
84a9291ffffffff,2.0,0.0,0.0
84a9293ffffffff,5.0,0.0,0.0
84a92a5ffffffff,2.0,0.0,0.0
84a92adffffffff,1.0,0.0,0.0
84a92bdffffffff,2.0,0.0,0.0
84a92c5ffffffff,10.0,0.0,0.0
84a92c7ffffffff,2.0,0.0,0.0
84a92cbffffffff,248.0,0.0,0.0
84a92cdffffffff,4.0,0.0,0.0
84a92d7ffffffff,10.0,0.0,0.0
84a92d9ffffffff,8.0,0.0,0.0
84a92ddffffffff,15.0,0.0,0.0
84a92e1ffffffff,41.0,0.0,0.0
84a92e3ffffffff,6.0,0.0,0.0
84a92e9ffffffff,18.0,0.0,2.0
84a92ebffffffff,18.0,0.0,0.0
84a9405ffffffff,3.0,0.0,0.0
84a9407ffffffff,5.0,0.0,0.0
84a940dffffffff,19.0,0.0,0.0
84a9411ffffffff,157.0,0.0,0.0
84a9413ffffffff,38.0,0.0,0.0
84a9417ffffffff,28.0,0.0,0.0
84a9419ffffffff,30.0,0.0,0.0
84a941bffffffff,107.0,0.0,0.0
84a9425ffffffff,81.0,0.0,0.0
84a9427ffffffff,11.0,0.0,0.0
84a9429ffffffff,7.0,0.0,0.0
84a942dffffffff,8.0,0.0,0.0
84a9433ffffffff,10.0,0.0,0.0
84a9435ffffffff,3.0,0.0,0.0
84a9437ffffffff,17.0,0.0,0.0
84a9439ffffffff,4.0,0.0,0.0
84a943dffffffff,161.0,0.0,0.0
84a9441ffffffff,246.0,0.0,0.0
84a9443ffffffff,7.0,0.0,0.0
84a9445ffffffff,88.0,0.0,0.0
84a9447ffffffff,60.0,0.0,0.0
84a9449ffffffff,10.0,0.0,0.0
84a944bffffffff,24.0,0.0,0.0
84a944dffffffff,2.0,0.0,0.0
84a9451ffffffff,6.0,0.0,0.0
84a9453ffffffff,65.0,0.0,0.0
84a9457ffffffff,38.0,0.0,0.0
84a945bffffffff,50.0,0.0,0.0
84a9461ffffffff,182.0,0.0,0.0
84a9463ffffffff,2.0,0.0,0.0
84a9465ffffffff,355.0,0.0,0.0
84a9467ffffffff,83.0,0.0,0.0
84a9469ffffffff,2.0,0.0,0.0
84a946bffffffff,156.0,0.0,0.0
84a946dffffffff,24.0,0.0,0.0
84a9483ffffffff,8.0,0.0,0.0
84a948bffffffff,2.0,0.0,0.0
84a948dffffffff,2.0,0.0,0.0
84a9497ffffffff,1.0,0.0,0.0
84a9499ffffffff,2.0,0.0,0.0
84a94a9ffffffff,9.0,0.0,0.0
84a94abffffffff,1.0,0.0,0.0
84a94b1ffffffff,10.0,0.0,0.0
84a94b5ffffffff,7.0,0.0,0.0
84a94b7ffffffff,3.0,0.0,0.0
84a94bdffffffff,1.0,0.0,0.0
84a94c1ffffffff,17.0,0.0,0.0
84a94c5ffffffff,11.0,0.0,0.0
84a94c7ffffffff,46.0,0.0,0.0
84a94c9ffffffff,2.0,0.0,0.0
84a94cbffffffff,7.0,0.0,0.0
84a94cdffffffff,5.0,0.0,0.0
84a94d1ffffffff,10.0,0.0,0.0
84a94d5ffffffff,1.0,0.0,0.0
84a94d7ffffffff,4.0,0.0,0.0
84a94ddffffffff,11.0,0.0,0.0
84a94e1ffffffff,4.0,0.0,0.0
84a94e3ffffffff,17.0,0.0,0.0
84a94e5ffffffff,822.0,0.0,0.0
84a94e7ffffffff,71.0,0.0,0.0
84a94e9ffffffff,10.0,0.0,0.0
84a94ebffffffff,2.0,0.0,0.0
84a94edffffffff,27.0,0.0,0.0
84a9501ffffffff,16.0,0.0,0.0
84a9503ffffffff,3.0,0.0,0.0
84a9507ffffffff,23.0,0.0,0.0
84a9509ffffffff,22.0,0.0,0.0
84a950bffffffff,34.0,0.0,0.0
84a950dffffffff,17.0,0.0,0.0
84a9515ffffffff,22.0,0.0,0.0
84a9517ffffffff,3.0,0.0,0.0
84a951bffffffff,3.0,0.0,0.0
84a951dffffffff,26.0,0.0,0.0
84a9527ffffffff,19.0,0.0,0.0
84a9531ffffffff,143.0,0.0,1.0
84a9533ffffffff,166.0,0.0,0.0
84a9537ffffffff,5.0,0.0,0.0
84a953bffffffff,773.0,0.0,8.0
84a9543ffffffff,3.0,0.0,0.0
84a9545ffffffff,1.0,0.0,0.0
84a9547ffffffff,2.0,0.0,0.0
84a9549ffffffff,4.0,0.0,0.0
84a954bffffffff,1.0,0.0,0.0
84a9551ffffffff,16.0,0.0,0.0
84a9553ffffffff,7.0,0.0,0.0
84a9555ffffffff,8.0,0.0,0.0
84a9557ffffffff,16.0,0.0,0.0
84a9559ffffffff,7.0,0.0,0.0
84a955bffffffff,64.0,0.0,0.0
84a955dffffffff,2.0,0.0,0.0
84a9595ffffffff,3.0,0.0,0.0
84a9599ffffffff,8.0,0.0,0.0
84a959bffffffff,2.0,0.0,0.0
84a95a5ffffffff,51.0,0.0,0.0
84a95abffffffff,65.0,0.0,0.0
84a95adffffffff,6.0,0.0,0.0
84a95b3ffffffff,4.0,0.0,0.0
84a95bbffffffff,8.0,0.0,0.0
84a95c3ffffffff,3.0,0.0,0.0
84a95c5ffffffff,36.0,0.0,0.0
84a95c9ffffffff,49.0,0.0,0.0
84a95d1ffffffff,55.0,0.0,0.0
84a95d3ffffffff,3.0,0.0,0.0
84a95d7ffffffff,2.0,0.0,0.0
84a95d9ffffffff,67.0,0.0,0.0
84a95dbffffffff,174.0,0.0,0.0
84a95e1ffffffff,2.0,0.0,0.0
84a95e5ffffffff,19.0,0.0,0.0
84a95e9ffffffff,2.0,0.0,0.0
84a95edffffffff,553.0,0.0,2.0
84a9601ffffffff,2.0,0.0,0.0
84a9607ffffffff,6.0,0.0,0.0
84a960bffffffff,4.0,0.0,0.0
84a9611ffffffff,55.0,0.0,0.0
84a9613ffffffff,17.0,0.0,0.0
84a9615ffffffff,1.0,0.0,0.0
84a9617ffffffff,31.0,0.0,0.0
84a9619ffffffff,13.0,0.0,0.0
84a961dffffffff,2.0,0.0,0.0
84a9621ffffffff,13.0,0.0,0.0
84a9623ffffffff,125.0,0.0,0.0
84a9625ffffffff,19.0,0.0,0.0
84a9627ffffffff,211.0,0.0,0.0
84a962bffffffff,10.0,0.0,0.0
84a962dffffffff,44.0,0.0,0.0
84a9631ffffffff,20.0,0.0,0.0
84a9633ffffffff,2.0,0.0,0.0
84a9635ffffffff,2.0,0.0,0.0
84a9637ffffffff,24.0,0.0,0.0
84a9639ffffffff,4.0,0.0,0.0
84a963bffffffff,3.0,0.0,0.0
