cell_id,Cinclus mexicanus,Cinclus mexicanus [mexicanus Group],Cinclus mexicanus ardesiacus
842896dffffffff,2.0,0.0,0.0
8428981ffffffff,37.0,0.0,0.0
8428983ffffffff,23.0,0.0,0.0
8428985ffffffff,128.0,0.0,0.0
8428987ffffffff,29.0,0.0,0.0
8428989ffffffff,30.0,0.0,0.0
842898bffffffff,7.0,0.0,0.0
842898dffffffff,107.0,0.0,0.0
8428991ffffffff,4.0,0.0,0.0
8428993ffffffff,8.0,0.0,0.0
8428995ffffffff,13.0,0.0,0.0
8428997ffffffff,31.0,0.0,0.0
8428999ffffffff,2.0,0.0,0.0
842899bffffffff,2.0,0.0,0.0
84289a3ffffffff,14.0,0.0,0.0
84289a5ffffffff,10.0,0.0,0.0
84289a9ffffffff,33.0,0.0,0.0
84289abffffffff,38.0,0.0,0.0
84289b5ffffffff,27.0,0.0,0.0
84289b7ffffffff,8.0,0.0,0.0
84289b9ffffffff,2.0,0.0,0.0
84289bbffffffff,2.0,0.0,0.0
84289bdffffffff,55.0,0.0,0.0
84289c1ffffffff,6.0,0.0,0.0
84289c3ffffffff,8.0,0.0,0.0
84289c5ffffffff,28.0,0.0,0.0
84289c7ffffffff,14.0,0.0,0.0
84289c9ffffffff,12.0,0.0,0.0
84289cdffffffff,4.0,0.0,0.0
84289d1ffffffff,5.0,0.0,0.0
84289d3ffffffff,43.0,0.0,0.0
84289d5ffffffff,4.0,0.0,0.0
84289d9ffffffff,2.0,0.0,0.0
84289ddffffffff,6.0,0.0,0.0
84289e1ffffffff,2.0,0.0,0.0
84289e3ffffffff,297.0,0.0,0.0
84289e5ffffffff,2.0,0.0,0.0
84289e7ffffffff,14.0,0.0,0.0
84289e9ffffffff,17.0,0.0,0.0
84289ebffffffff,78.0,0.0,0.0
84289edffffffff,83.0,0.0,0.0
8428a17ffffffff,10.0,0.0,0.0
8428a2dffffffff,2.0,0.0,0.0
8428a33ffffffff,2.0,0.0,0.0
8428a91ffffffff,276.0,0.0,0.0
8428a93ffffffff,396.0,0.0,0.0
8428a97ffffffff,55.0,0.0,0.0
8428a99ffffffff,69.0,0.0,0.0
8428a9bffffffff,60.0,0.0,0.0
8428aa1ffffffff,85.0,0.0,0.0
8428aa3ffffffff,4.0,0.0,0.0
8428aa5ffffffff,1.0,0.0,0.0
8428aa7ffffffff,17.0,0.0,0.0
8428aabffffffff,2.0,0.0,0.0
8428ab1ffffffff,1.0,0.0,0.0
8428ab5ffffffff,3.0,0.0,0.0
8428abdffffffff,8.0,0.0,0.0
8428ac9ffffffff,9.0,0.0,0.0
8428acbffffffff,4.0,0.0,0.0
8428ad7ffffffff,3.0,0.0,0.0
8428ae1ffffffff,1.0,0.0,0.0
8428ae9ffffffff,68.0,0.0,0.0
8428b01ffffffff,1.0,0.0,0.0
8428b0bffffffff,4.0,0.0,0.0
8428b11ffffffff,4.0,0.0,0.0
8428b17ffffffff,8.0,0.0,0.0
8428b1dffffffff,25.0,0.0,0.0
8428b2bffffffff,8.0,0.0,0.0
8428b2dffffffff,9.0,0.0,0.0
8428b37ffffffff,2.0,0.0,0.0
8428b3bffffffff,2.0,0.0,0.0
8428b61ffffffff,25.0,0.0,0.0
8428b65ffffffff,206.0,0.0,0.0
8428b67ffffffff,4.0,0.0,0.0
8428b6dffffffff,71.0,0.0,0.0
8428c21ffffffff,76.0,0.0,0.0
8428c23ffffffff,23.0,0.0,0.0
8428c25ffffffff,265.0,0.0,0.0
8428c27ffffffff,59.0,0.0,0.0
8428c29ffffffff,10.0,0.0,0.0
8428c2bffffffff,4.0,0.0,0.0
8428c2dffffffff,80.0,0.0,0.0
8428c35ffffffff,2.0,0.0,0.0
8428c65ffffffff,20.0,0.0,0.0
8428c67ffffffff,22.0,0.0,0.0
8428c6dffffffff,17.0,0.0,0.0
8428ca5ffffffff,1.0,0.0,0.0
8428d01ffffffff,67.0,0.0,0.0
8428d03ffffffff,51.0,0.0,0.0
8428d05ffffffff,29.0,0.0,0.0
8428d07ffffffff,149.0,0.0,0.0
8428d09ffffffff,113.0,0.0,0.0
8428d0bffffffff,10.0,0.0,0.0
8428d0dffffffff,401.0,0.0,0.0
8428d11ffffffff,3.0,0.0,0.0
8428d13ffffffff,9.0,0.0,0.0
8428d15ffffffff,149.0,0.0,0.0
8428d17ffffffff,2.0,0.0,0.0
8428d19ffffffff,1101.0,0.0,0.0
8428d1bffffffff,340.0,0.0,0.0
8428d1dffffffff,3.0,0.0,0.0
8428d21ffffffff,24.0,0.0,0.0
8428d23ffffffff,36.0,0.0,0.0
8428d25ffffffff,5.0,0.0,0.0
8428d27ffffffff,5.0,0.0,0.0
8428d29ffffffff,57.0,0.0,0.0
8428d2bffffffff,16.0,0.0,0.0
8428d2dffffffff,24.0,0.0,0.0
8428d31ffffffff,36.0,0.0,0.0
8428d33ffffffff,57.0,0.0,0.0
8428d35ffffffff,14.0,0.0,0.0
8428d37ffffffff,66.0,0.0,0.0
8428d39ffffffff,72.0,0.0,0.0
8428d3bffffffff,98.0,0.0,0.0
8428d3dffffffff,77.0,0.0,0.0
8428d41ffffffff,196.0,0.0,0.0
8428d43ffffffff,270.0,0.0,0.0
8428d45ffffffff,459.0,0.0,0.0
8428d47ffffffff,69.0,0.0,0.0
8428d49ffffffff,296.0,0.0,0.0
8428d4bffffffff,79.0,0.0,0.0
8428d4dffffffff,33.0,0.0,0.0
8428d51ffffffff,97.0,0.0,0.0
8428d53ffffffff,86.0,0.0,0.0
8428d55ffffffff,33.0,0.0,0.0
8428d57ffffffff,22.0,0.0,0.0
8428d59ffffffff,113.0,0.0,0.0
8428d5bffffffff,286.0,0.0,0.0
8428d5dffffffff,14.0,0.0,0.0
8428d61ffffffff,13.0,0.0,0.0
8428d63ffffffff,27.0,0.0,0.0
8428d67ffffffff,5.0,0.0,0.0
8428d69ffffffff,20.0,0.0,0.0
8428d6bffffffff,511.0,0.0,0.0
8428d81ffffffff,18.0,0.0,0.0
8428d85ffffffff,2.0,0.0,0.0
8428d89ffffffff,195.0,0.0,0.0
8428d8bffffffff,50.0,0.0,0.0
8428d8dffffffff,22.0,0.0,0.0
8428d91ffffffff,2.0,0.0,0.0
8428d93ffffffff,6.0,0.0,0.0
8428d95ffffffff,5.0,0.0,0.0
8428d99ffffffff,16.0,0.0,0.0
8428d9bffffffff,2.0,0.0,0.0
8428d9dffffffff,28.0,0.0,0.0
8428da5ffffffff,34.0,0.0,0.0
8428da9ffffffff,19.0,0.0,0.0
8428dadffffffff,48.0,0.0,0.0
8428db1ffffffff,2.0,0.0,0.0
8428db9ffffffff,2.0,0.0,0.0
8428dc1ffffffff,5.0,0.0,0.0
8428dc3ffffffff,10.0,0.0,0.0
8428dc5ffffffff,13.0,0.0,0.0
8428dc7ffffffff,82.0,0.0,0.0
8428dc9ffffffff,26.0,0.0,0.0
8428dcbffffffff,6.0,0.0,0.0
8428dcdffffffff,27.0,0.0,0.0
8428dd1ffffffff,9.0,0.0,0.0
8428dd5ffffffff,33.0,0.0,0.0
8428dd7ffffffff,13.0,0.0,0.0
8428dddffffffff,10.0,0.0,0.0
8428de1ffffffff,113.0,0.0,0.0
8428de3ffffffff,65.0,0.0,0.0
8428de7ffffffff,37.0,0.0,0.0
8428de9ffffffff,26.0,0.0,0.0
8428debffffffff,123.0,0.0,0.0
8428dedffffffff,183.0,0.0,0.0
8428f01ffffffff,30.0,0.0,0.0
8428f03ffffffff,82.0,0.0,0.0
8428f05ffffffff,435.0,0.0,0.0
8428f07ffffffff,45.0,0.0,0.0
8428f09ffffffff,6.0,0.0,0.0
8428f0bffffffff,58.0,0.0,0.0
8428f0dffffffff,74.0,0.0,0.0
8428f11ffffffff,54.0,0.0,0.0
8428f15ffffffff,123.0,0.0,0.0
8428f17ffffffff,5.0,0.0,0.0
8428f19ffffffff,8.0,0.0,0.0
8428f1dffffffff,291.0,0.0,0.0
8428f21ffffffff,36.0,0.0,0.0
8428f23ffffffff,7.0,0.0,0.0
8428f27ffffffff,183.0,0.0,0.0
8428f29ffffffff,249.0,0.0,0.0
8428f2bffffffff,46.0,0.0,0.0
8428f2dffffffff,59.0,0.0,0.0
8428f31ffffffff,18.0,0.0,0.0
8428f33ffffffff,15.0,0.0,0.0
8428f35ffffffff,41.0,0.0,0.0
8428f37ffffffff,29.0,0.0,0.0
8428f39ffffffff,25.0,0.0,0.0
8428f3bffffffff,58.0,0.0,0.0
8428f3dffffffff,14.0,0.0,0.0
8428f41ffffffff,86.0,0.0,0.0
8428f43ffffffff,13.0,0.0,0.0
8428f45ffffffff,87.0,0.0,0.0
8428f47ffffffff,195.0,0.0,0.0
8428f49ffffffff,18.0,0.0,0.0
8428f4bffffffff,9.0,0.0,0.0
8428f4dffffffff,193.0,0.0,0.0
8428f51ffffffff,92.0,0.0,0.0
8428f55ffffffff,61.0,0.0,0.0
8428f57ffffffff,21.0,0.0,0.0
8428f59ffffffff,6.0,0.0,0.0
8428f5dffffffff,10.0,0.0,0.0
8428f61ffffffff,70.0,0.0,0.0
8428f63ffffffff,192.0,0.0,0.0
8428f65ffffffff,17.0,0.0,0.0
8428f67ffffffff,83.0,0.0,0.0
8428f6bffffffff,13.0,0.0,0.0
84291a5ffffffff,26.0,0.0,0.0
84291a7ffffffff,279.0,0.0,0.0
8429857ffffffff,2.0,0.0,0.0
842985bffffffff,2.0,0.0,0.0
8429891ffffffff,224.0,0.0,0.0
8429893ffffffff,27.0,0.0,0.0
8429899ffffffff,29.0,0.0,0.0
842989bffffffff,127.0,0.0,0.0
842989dffffffff,17.0,0.0,0.0
84298c3ffffffff,2.0,0.0,0.0
84298c9ffffffff,678.0,0.0,0.0
84298cbffffffff,260.0,0.0,0.0
84298d1ffffffff,148.0,0.0,0.0
84298d3ffffffff,117.0,0.0,0.0
84298d5ffffffff,24.0,0.0,0.0
84298d7ffffffff,198.0,0.0,0.0
84298d9ffffffff,45.0,0.0,0.0
84298dbffffffff,50.0,0.0,0.0
84298ddffffffff,222.0,0.0,0.0
8429903ffffffff,4.0,0.0,0.0
842990bffffffff,651.0,0.0,0.0
842991dffffffff,8.0,0.0,0.0
8429923ffffffff,31.0,0.0,0.0
8429929ffffffff,2.0,0.0,0.0
842992bffffffff,48.0,0.0,0.0
8429931ffffffff,8.0,0.0,0.0
8429935ffffffff,4.0,0.0,0.0
8429937ffffffff,1.0,0.0,0.0
8429941ffffffff,11.0,0.0,0.0
842994bffffffff,7.0,0.0,0.0
842994dffffffff,28.0,0.0,0.0
8429953ffffffff,2.0,0.0,0.0
8429957ffffffff,8.0,0.0,0.0
842996bffffffff,3.0,0.0,0.0
8429995ffffffff,2.0,0.0,0.0
84299bbffffffff,97.0,0.0,0.0
84299ebffffffff,11.0,0.0,0.0
8429a03ffffffff,72.0,0.0,0.0
8429a05ffffffff,36.0,0.0,0.0
8429a07ffffffff,14.0,0.0,0.0
8429a85ffffffff,14.0,0.0,0.0
8429aa1ffffffff,86.0,0.0,0.0
8429aa3ffffffff,54.0,0.0,0.0
8429aa7ffffffff,271.0,0.0,0.0
8429aa9ffffffff,126.0,0.0,0.0
8429aabffffffff,23.0,0.0,0.0
8429aadffffffff,30.0,0.0,0.0
8429ab1ffffffff,17.0,0.0,0.0
8429ab3ffffffff,15.0,0.0,0.0
8429ab5ffffffff,27.0,0.0,0.0
8429ab7ffffffff,483.0,0.0,0.0
8429abdffffffff,13.0,0.0,0.0
8429ad3ffffffff,9.0,0.0,0.0
8429ae1ffffffff,135.0,0.0,0.0
8429ae3ffffffff,5.0,0.0,0.0
8429ae5ffffffff,7.0,0.0,0.0
8429ae7ffffffff,43.0,0.0,0.0
8429aebffffffff,27.0,0.0,0.0
8429b25ffffffff,1.0,0.0,0.0
8445201ffffffff,1.0,0.0,0.0
844522dffffffff,2.0,0.0,0.0
8445243ffffffff,28.0,0.0,0.0
8445245ffffffff,2.0,0.0,0.0
8445247ffffffff,1.0,0.0,0.0
8445309ffffffff,2.0,0.0,0.0
8445343ffffffff,4.0,0.0,0.0
844814bffffffff,2.0,0.0,0.0
8448191ffffffff,10.0,0.0,0.0
8448193ffffffff,3.0,0.0,0.0
8448195ffffffff,2.0,0.0,0.0
844819dffffffff,32.0,0.0,0.0
84481d7ffffffff,1.0,0.0,0.0
8448337ffffffff,2.0,0.0,0.0
8448c11ffffffff,13.0,0.0,0.0
8448c13ffffffff,2.0,0.0,0.0
8448c15ffffffff,4.0,0.0,0.0
8448c99ffffffff,17.0,0.0,0.0
8448cadffffffff,2.0,0.0,0.0
8448cc1ffffffff,2.0,0.0,0.0
8448cc5ffffffff,238.0,41.0,0.0
8448cd1ffffffff,1.0,0.0,0.0
8448cd3ffffffff,145.0,0.0,0.0
8448cdbffffffff,3.0,0.0,0.0
8448cddffffffff,2.0,0.0,0.0
8448d83ffffffff,54.0,0.0,0.0
8448d85ffffffff,81.0,0.0,0.0
8448d87ffffffff,9.0,0.0,0.0
8448d89ffffffff,2.0,0.0,0.0
8448d8bffffffff,19.0,0.0,0.0
8448da3ffffffff,10.0,0.0,0.0
8448dabffffffff,73.0,0.0,0.0
8448db1ffffffff,2.0,0.0,0.0
8448db3ffffffff,43.0,0.0,0.0
8448db5ffffffff,113.0,0.0,0.0
8448db7ffffffff,4.0,0.0,0.0
8448dbbffffffff,20.0,0.0,0.0
8448dbdffffffff,30.0,0.0,0.0
8448dd3ffffffff,2.0,0.0,0.0
8448e63ffffffff,2.0,0.0,0.0
8448e69ffffffff,1.0,0.0,0.0
844980dffffffff,20.0,0.0,0.0
8449851ffffffff,3.0,0.0,0.0
8449861ffffffff,15.0,0.0,0.0
8449865ffffffff,74.0,8.0,0.0
8449901ffffffff,12.0,0.0,0.0
8449903ffffffff,2.0,0.0,0.0
8449905ffffffff,1.0,0.0,0.0
844990bffffffff,2.0,0.0,0.0
844990dffffffff,5.0,0.0,0.0
844991dffffffff,18.0,0.0,0.0
8449959ffffffff,37.0,1.0,0.0
844995dffffffff,16.0,0.0,0.0
8449961ffffffff,4.0,0.0,0.0
8449963ffffffff,23.0,4.0,0.0
8449969ffffffff,13.0,0.0,0.0
844996bffffffff,119.0,0.0,0.0
84499cdffffffff,4.0,0.0,0.0
8449b57ffffffff,2.0,0.0,0.0
8466a2dffffffff,4.0,0.0,0.0
8466b41ffffffff,249.0,0.0,6.0
8466b43ffffffff,8.0,0.0,0.0
8466b45ffffffff,438.0,0.0,40.0
8466b49ffffffff,76.0,0.0,0.0
8466b4dffffffff,373.0,0.0,0.0
8466b51ffffffff,293.0,0.0,31.0
8466b53ffffffff,17.0,0.0,6.0
8466b55ffffffff,4.0,0.0,0.0
8466b5bffffffff,58.0,0.0,2.0
8466b5dffffffff,8.0,0.0,0.0
84679a7ffffffff,8.0,0.0,0.0
846d05bffffffff,24.0,5.0,0.0
846d23bffffffff,13.0,0.0,0.0
846d281ffffffff,4.0,0.0,0.0
846d289ffffffff,2.0,0.0,0.0
846d28bffffffff,1.0,0.0,0.0
846d28dffffffff,22.0,0.0,0.0
846d299ffffffff,2.0,0.0,0.0
846d2a9ffffffff,12.0,3.0,0.0
846d2abffffffff,1.0,0.0,0.0
846d2adffffffff,1.0,0.0,0.0
846d2c7ffffffff,1.0,0.0,0.0
846d2d3ffffffff,26.0,0.0,0.0
846d2e5ffffffff,66.0,26.0,0.0
846d2ebffffffff,3.0,0.0,0.0
846d361ffffffff,2.0,0.0,0.0
846d691ffffffff,113.0,0.0,0.0
846d699ffffffff,2.0,0.0,0.0
846d69bffffffff,677.0,0.0,0.0
846d69dffffffff,131.0,0.0,0.0
