cell_id,Larus canus,Larus canus canus,Larus canus heinei,Larus canus kamtschatschensis
822b9ffffffffff,4.0,0.0,0.0,0.0
822c4ffffffffff,4.0,0.0,3.0,0.0
822c8ffffffffff,2.0,2.0,0.0,0.0
822c97fffffffff,21.0,0.0,2.0,0.0
822cc7fffffffff,6.0,4.0,0.0,0.0
822cd7fffffffff,3.0,0.0,3.0,0.0
822ce7fffffffff,3.0,0.0,0.0,0.0
822d0ffffffffff,1.0,0.0,0.0,0.0
822d67fffffffff,12.0,0.0,0.0,0.0
822daffffffffff,2.0,0.0,0.0,0.0
822db7fffffffff,11.0,2.0,0.0,0.0
822eaffffffffff,1.0,0.0,0.0,0.0
82301ffffffffff,2.0,0.0,2.0,0.0
82309ffffffffff,6.0,0.0,0.0,0.0
82318ffffffffff,3.0,0.0,0.0,0.0
823447fffffffff,3.0,0.0,0.0,0.0
82346ffffffffff,4.0,2.0,0.0,0.0
82351ffffffffff,91.0,11.0,0.0,0.0
8235affffffffff,7.0,2.0,0.0,0.0
823827fffffffff,10.0,0.0,0.0,0.0
823907fffffffff,86.0,0.0,0.0,0.0
82390ffffffffff,2.0,0.0,0.0,0.0
823917fffffffff,61.0,0.0,0.0,0.0
82391ffffffffff,112.0,1.0,0.0,0.0
823927fffffffff,96.0,2.0,0.0,0.0
82392ffffffffff,99.0,0.0,0.0,0.0
823937fffffffff,76.0,0.0,0.0,0.0
823947fffffffff,4.0,0.0,0.0,0.0
823957fffffffff,28.0,0.0,0.0,0.0
823977fffffffff,130.0,0.0,0.0,0.0
8239affffffffff,4.0,4.0,0.0,0.0
823e6ffffffffff,13.0,2.0,0.0,0.0
823f2ffffffffff,1.0,0.0,0.0,0.0
823f6ffffffffff,5.0,0.0,0.0,0.0
8240e7fffffffff,6.0,0.0,6.0,0.0
82410ffffffffff,1.0,0.0,0.0,1.0
8241b7fffffffff,3.0,0.0,0.0,0.0
8242c7fffffffff,2.0,0.0,0.0,0.0
8243a7fffffffff,1.0,0.0,0.0,0.0
8243affffffffff,3.0,0.0,3.0,0.0
8247a7fffffffff,6.0,0.0,0.0,2.0
824b87fffffffff,1.0,0.0,0.0,0.0
824ba7fffffffff,7.0,0.0,0.0,0.0
824bb7fffffffff,9.0,0.0,0.0,2.0
826007fffffffff,3.0,0.0,0.0,0.0
8260affffffffff,2.0,0.0,0.0,0.0
82658ffffffffff,21.0,0.0,4.0,0.0
8265b7fffffffff,1.0,0.0,0.0,1.0
826947fffffffff,11.0,0.0,0.0,6.0
82c9b7fffffffff,1.0,0.0,0.0,0.0
