cell_id,Cyanopica cyanus,Cyanopica cyanus [cyanus Group],Cyanopica cyanus japonica
8430e21ffffffff,2.0,0.0,0.0
8430e23ffffffff,4.0,0.0,0.0
8430e25ffffffff,2.0,0.0,0.0
8430e29ffffffff,6.0,0.0,0.0
8430e2bffffffff,23.0,0.0,0.0
8430e31ffffffff,242.0,0.0,0.0
8430e33ffffffff,2.0,0.0,0.0
8430e35ffffffff,9.0,0.0,0.0
8430e37ffffffff,31.0,0.0,0.0
8430e3dffffffff,4.0,0.0,0.0
8430e43ffffffff,10.0,0.0,0.0
8430e53ffffffff,10.0,0.0,0.0
8430e55ffffffff,22.0,0.0,0.0
8430e57ffffffff,16.0,0.0,0.0
8430e85ffffffff,5.0,0.0,0.0
8430e89ffffffff,2.0,0.0,0.0
8430ec3ffffffff,1.0,0.0,0.0
8430ec5ffffffff,4.0,0.0,0.0
8430ecbffffffff,2.0,0.0,0.0
8430ee3ffffffff,1.0,0.0,0.0
8430ee7ffffffff,1.0,0.0,0.0
8430eedffffffff,3.0,0.0,0.0
8430f33ffffffff,1.0,0.0,0.0
8431267ffffffff,1.0,0.0,0.0
843142dffffffff,2.0,0.0,0.0
843144bffffffff,2.0,0.0,0.0
8431503ffffffff,1.0,1.0,0.0
8431565ffffffff,2.0,0.0,0.0
8431597ffffffff,6.0,0.0,0.0
84315b7ffffffff,4.0,0.0,0.0
8431649ffffffff,14.0,0.0,0.0
84316c5ffffffff,18.0,0.0,0.0
84316e5ffffffff,8.0,3.0,0.0
84316e7ffffffff,3.0,0.0,0.0
843170dffffffff,2.0,0.0,0.0
8431767ffffffff,8.0,0.0,0.0
8431819ffffffff,100.0,20.0,0.0
843181bffffffff,4.0,0.0,0.0
843181dffffffff,2.0,0.0,0.0
8431827ffffffff,1.0,0.0,0.0
8431839ffffffff,2.0,0.0,0.0
8431851ffffffff,48.0,11.0,0.0
8431853ffffffff,41.0,11.0,0.0
8431857ffffffff,38.0,0.0,0.0
8431859ffffffff,85.0,0.0,0.0
843185bffffffff,351.0,49.0,0.0
8431889ffffffff,15.0,0.0,0.0
84318c1ffffffff,5.0,0.0,0.0
84318c3ffffffff,5.0,0.0,0.0
84318c7ffffffff,108.0,0.0,0.0
84318d1ffffffff,11.0,1.0,0.0
84318d7ffffffff,5.0,0.0,0.0
84318d9ffffffff,2.0,0.0,0.0
8431909ffffffff,11.0,0.0,0.0
843190dffffffff,14.0,0.0,0.0
8431915ffffffff,2.0,0.0,0.0
8431927ffffffff,3.0,0.0,0.0
8431997ffffffff,4.0,0.0,0.0
84319c9ffffffff,2.0,0.0,0.0
84319ddffffffff,6.0,0.0,0.0
8431a33ffffffff,5.0,0.0,0.0
8431a85ffffffff,48.0,8.0,0.0
8431a87ffffffff,1.0,0.0,0.0
8431aa1ffffffff,172.0,18.0,0.0
8431aa5ffffffff,1489.0,174.0,0.0
8431aa7ffffffff,78.0,34.0,0.0
8431aa9ffffffff,111.0,5.0,0.0
8431aabffffffff,28.0,0.0,0.0
8431aadffffffff,364.0,71.0,0.0
8431ab5ffffffff,2.0,0.0,0.0
8431abdffffffff,4.0,0.0,0.0
8431ae3ffffffff,4.0,0.0,0.0
8431ae7ffffffff,2.0,0.0,0.0
8431b11ffffffff,2.0,0.0,0.0
84400c1ffffffff,2.0,0.0,0.0
8440125ffffffff,2.0,0.0,0.0
8440197ffffffff,3.0,0.0,0.0
84401dbffffffff,1.0,0.0,0.0
8440711ffffffff,1.0,0.0,0.0
8440717ffffffff,15.0,3.0,0.0
8440825ffffffff,2.0,0.0,0.0
8440885ffffffff,16.0,0.0,0.0
844089dffffffff,1.0,0.0,0.0
84408a9ffffffff,28.0,3.0,0.0
84408abffffffff,1.0,0.0,0.0
84408bdffffffff,1.0,0.0,0.0
84408e3ffffffff,2.0,0.0,0.0
8440909ffffffff,13.0,8.0,0.0
844090bffffffff,2.0,0.0,0.0
844090dffffffff,2.0,0.0,0.0
844091bffffffff,1.0,0.0,0.0
8440955ffffffff,4.0,0.0,0.0
8440957ffffffff,2.0,0.0,0.0
844095dffffffff,6.0,0.0,0.0
8440961ffffffff,8.0,0.0,0.0
8440a01ffffffff,1.0,0.0,0.0
8440a05ffffffff,1.0,0.0,0.0
8440a07ffffffff,4.0,0.0,0.0
8440a2bffffffff,6.0,0.0,0.0
8440a45ffffffff,20.0,0.0,0.0
8440a55ffffffff,1.0,0.0,0.0
8440a57ffffffff,2.0,0.0,0.0
8440a69ffffffff,41.0,7.0,0.0
8440a6bffffffff,2.0,0.0,0.0
8440a6dffffffff,2.0,0.0,0.0
8440b19ffffffff,1.0,1.0,0.0
8440b51ffffffff,30.0,0.0,0.0
8440b53ffffffff,43.0,1.0,0.0
8440c05ffffffff,2.0,2.0,0.0
8440c15ffffffff,6.0,4.0,0.0
8440c19ffffffff,2.0,0.0,0.0
8440c23ffffffff,3.0,3.0,0.0
8440c2bffffffff,2.0,0.0,0.0
8440c31ffffffff,6.0,0.0,0.0
8440c35ffffffff,8.0,3.0,0.0
8440c39ffffffff,5.0,3.0,0.0
8440c6dffffffff,4.0,0.0,0.0
8440cedffffffff,3.0,0.0,0.0
8440d05ffffffff,2.0,0.0,0.0
8440d0dffffffff,2.0,0.0,0.0
8440db5ffffffff,2.0,0.0,0.0
8440dc1ffffffff,3.0,0.0,0.0
8440dc3ffffffff,2.0,0.0,0.0
8440dc9ffffffff,9.0,3.0,0.0
8440dcdffffffff,5.0,0.0,0.0
8440de3ffffffff,1.0,0.0,0.0
8440dedffffffff,6.0,6.0,0.0
8440e27ffffffff,2.0,0.0,0.0
8440e3dffffffff,4.0,2.0,0.0
8441035ffffffff,8.0,0.0,0.0
844118bffffffff,2.0,0.0,0.0
84411c9ffffffff,2.0,0.0,0.0
84411cbffffffff,863.0,66.0,0.0
84411d5ffffffff,2.0,0.0,0.0
84411ddffffffff,5.0,0.0,0.0
8441721ffffffff,4.0,0.0,0.0
8441729ffffffff,2.0,0.0,0.0
8441833ffffffff,4.0,2.0,0.0
8441863ffffffff,2.0,0.0,0.0
8441891ffffffff,8.0,0.0,0.0
84418b3ffffffff,9.0,0.0,0.0
8441937ffffffff,1.0,0.0,0.0
844198dffffffff,4.0,0.0,0.0
8441993ffffffff,2.0,0.0,0.0
84419a5ffffffff,2.0,0.0,0.0
84419a7ffffffff,3.0,0.0,0.0
84419b5ffffffff,1.0,0.0,0.0
84419bbffffffff,5.0,0.0,0.0
84419e7ffffffff,3.0,0.0,0.0
8441a55ffffffff,12.0,0.0,0.0
8441b51ffffffff,2.0,0.0,0.0
844b26dffffffff,34.0,7.0,0.0
844b321ffffffff,2.0,2.0,0.0
844b349ffffffff,3.0,0.0,0.0
844ba0bffffffff,5.0,0.0,0.0
844ba25ffffffff,1.0,0.0,0.0
844ba2bffffffff,14.0,0.0,0.0
844ba57ffffffff,3.0,0.0,0.0
844ba63ffffffff,87.0,0.0,0.0
844bb11ffffffff,1.0,0.0,0.0
844bb19ffffffff,191.0,0.0,0.0
844bb53ffffffff,23.0,0.0,0.0
