cell_id,Spinus magellanicus,Spinus magellanicus longirostris,Spinus magellanicus [capitalis Group],Spinus magellanicus [magellanicus Group]
84c21b1ffffffff,38.0,0.0,0.0,0.0
84c21b3ffffffff,139.0,0.0,0.0,0.0
84c21b9ffffffff,17.0,0.0,0.0,0.0
84c21bbffffffff,188.0,0.0,0.0,0.0
84c21d1ffffffff,180.0,0.0,0.0,0.0
84c21d5ffffffff,24.0,0.0,0.0,0.0
84c21d9ffffffff,55.0,0.0,0.0,0.0
84c21ddffffffff,162.0,0.0,0.0,0.0
84c2213ffffffff,35.0,0.0,0.0,0.0
84c2217ffffffff,36.0,0.0,0.0,0.0
84c2281ffffffff,20.0,0.0,0.0,0.0
84c2283ffffffff,6.0,0.0,0.0,0.0
84c228bffffffff,4.0,0.0,0.0,0.0
84c2299ffffffff,2.0,0.0,0.0,0.0
84c22a1ffffffff,42.0,0.0,0.0,0.0
84c22a5ffffffff,7.0,0.0,0.0,0.0
84c22a7ffffffff,9.0,0.0,0.0,0.0
84c22a9ffffffff,22.0,0.0,0.0,0.0
84c22abffffffff,34.0,0.0,0.0,0.0
84c22adffffffff,125.0,0.0,0.0,0.0
84c22b7ffffffff,2.0,0.0,0.0,0.0
84c22b9ffffffff,13.0,0.0,0.0,0.0
84c22bdffffffff,2.0,0.0,0.0,0.0
84c22c1ffffffff,4.0,0.0,0.0,0.0
84c22c3ffffffff,2.0,0.0,0.0,0.0
84c22c5ffffffff,48.0,0.0,0.0,0.0
84c22c7ffffffff,2.0,0.0,0.0,0.0
84c22d3ffffffff,4.0,0.0,0.0,0.0
84c22d7ffffffff,7.0,0.0,0.0,0.0
84c22d9ffffffff,2.0,0.0,0.0,0.0
84c22e1ffffffff,23.0,0.0,0.0,0.0
84c22e5ffffffff,13.0,0.0,0.0,0.0
84c22e7ffffffff,5.0,0.0,0.0,0.0
84c22e9ffffffff,10.0,0.0,0.0,0.0
84c22ebffffffff,6.0,0.0,0.0,0.0
84c22edffffffff,11.0,0.0,0.0,0.0
84c2893ffffffff,21.0,0.0,0.0,0.0
84c2c01ffffffff,1.0,0.0,0.0,0.0
84c2c03ffffffff,15.0,0.0,0.0,0.0
84c2c05ffffffff,21.0,0.0,0.0,0.0
84c2c07ffffffff,4.0,0.0,0.0,0.0
84c2c0dffffffff,10.0,0.0,0.0,0.0
84c2c11ffffffff,7.0,0.0,0.0,0.0
84c2c13ffffffff,10.0,0.0,0.0,0.0
84c2c15ffffffff,24.0,0.0,0.0,0.0
84c2c17ffffffff,166.0,0.0,0.0,0.0
84c2c19ffffffff,131.0,0.0,0.0,0.0
84c2c1bffffffff,2.0,0.0,0.0,0.0
84c2c1dffffffff,37.0,0.0,0.0,0.0
84c2c23ffffffff,49.0,0.0,0.0,0.0
84c2c29ffffffff,7.0,0.0,0.0,0.0
84c2c2bffffffff,2.0,0.0,0.0,0.0
84c2c31ffffffff,2.0,0.0,0.0,0.0
84c2c33ffffffff,2.0,0.0,0.0,0.0
84c2c35ffffffff,3.0,0.0,0.0,0.0
84c2c37ffffffff,5.0,0.0,0.0,0.0
84c2c39ffffffff,4.0,0.0,0.0,0.0
84c2c3bffffffff,16.0,0.0,0.0,0.0
84c2c41ffffffff,13.0,0.0,0.0,0.0
84c2c45ffffffff,6.0,0.0,0.0,0.0
84c2c47ffffffff,2.0,0.0,0.0,0.0
84c2c49ffffffff,33.0,0.0,0.0,0.0
84c2c4bffffffff,17.0,0.0,0.0,0.0
84c2c4dffffffff,24.0,0.0,0.0,0.0
84c2c51ffffffff,3.0,0.0,0.0,0.0
84c2c53ffffffff,875.0,0.0,0.0,0.0
84c2c57ffffffff,36.0,0.0,0.0,0.0
84c2c59ffffffff,7.0,0.0,0.0,0.0
84c2c5bffffffff,470.0,0.0,0.0,0.0
84c2c5dffffffff,5.0,0.0,0.0,0.0
84c2c61ffffffff,3.0,0.0,0.0,0.0
84c2c63ffffffff,21.0,0.0,0.0,0.0
84c2c69ffffffff,27.0,0.0,0.0,0.0
84c2c6dffffffff,146.0,0.0,0.0,0.0
84c2c81ffffffff,2.0,0.0,0.0,0.0
84c2c87ffffffff,3.0,0.0,0.0,0.0
84c2c89ffffffff,8.0,0.0,0.0,0.0
84c2c8dffffffff,3.0,0.0,0.0,0.0
84c2c91ffffffff,7.0,0.0,0.0,0.0
84c2c93ffffffff,1.0,0.0,0.0,0.0
84c2c95ffffffff,8.0,0.0,0.0,0.0
84c2c97ffffffff,67.0,0.0,0.0,0.0
84c2c99ffffffff,9.0,0.0,0.0,0.0
84c2ca1ffffffff,3.0,0.0,0.0,0.0
84c2ca5ffffffff,7.0,0.0,0.0,0.0
84c2ca7ffffffff,33.0,0.0,0.0,0.0
84c2ca9ffffffff,27.0,0.0,0.0,0.0
84c2cabffffffff,3.0,0.0,0.0,0.0
84c2cadffffffff,46.0,0.0,0.0,0.0
84c2cb1ffffffff,15.0,0.0,0.0,0.0
84c2cb3ffffffff,23.0,0.0,0.0,0.0
84c2cb5ffffffff,3.0,0.0,0.0,0.0
84c2cb9ffffffff,7.0,0.0,0.0,0.0
84c2cc1ffffffff,2.0,0.0,0.0,0.0
84c2cc3ffffffff,10.0,0.0,0.0,0.0
84c2cc5ffffffff,6.0,0.0,0.0,0.0
84c2cc7ffffffff,8.0,0.0,0.0,0.0
84c2ccbffffffff,4.0,0.0,0.0,0.0
84c2ccdffffffff,3.0,0.0,0.0,0.0
84c2cd3ffffffff,76.0,0.0,0.0,0.0
84c2cd5ffffffff,3.0,0.0,0.0,0.0
84c2cd7ffffffff,5.0,0.0,0.0,0.0
84c2cd9ffffffff,13.0,0.0,0.0,0.0
84c2cdbffffffff,191.0,0.0,0.0,0.0
84c2ce1ffffffff,117.0,0.0,0.0,0.0
84c2ce3ffffffff,3.0,0.0,0.0,0.0
84c2ce5ffffffff,24.0,0.0,0.0,0.0
84c2ce7ffffffff,21.0,0.0,0.0,0.0
84c2ce9ffffffff,9.0,0.0,0.0,0.0
84c2cedffffffff,12.0,0.0,0.0,0.0
84c2d03ffffffff,25.0,0.0,0.0,0.0
84c2d05ffffffff,21.0,0.0,0.0,0.0
84c2d09ffffffff,44.0,0.0,0.0,0.0
84c2d0bffffffff,3.0,0.0,0.0,0.0
84c2d0dffffffff,36.0,0.0,0.0,0.0
84c2d17ffffffff,12.0,0.0,0.0,0.0
84c2d21ffffffff,2.0,0.0,0.0,0.0
84c2d23ffffffff,4.0,0.0,0.0,0.0
84c2d27ffffffff,12.0,0.0,0.0,0.0
84c2d2bffffffff,4.0,0.0,0.0,0.0
84c2d31ffffffff,10.0,0.0,0.0,0.0
84c2d33ffffffff,10.0,0.0,0.0,0.0
84c2d35ffffffff,6.0,0.0,0.0,0.0
84c2d37ffffffff,73.0,0.0,0.0,0.0
84c2d39ffffffff,5.0,0.0,0.0,0.0
84c2d43ffffffff,51.0,0.0,0.0,0.0
84c2d45ffffffff,37.0,0.0,0.0,0.0
84c2d47ffffffff,16.0,0.0,0.0,0.0
84c2d49ffffffff,33.0,0.0,0.0,0.0
84c2d4bffffffff,46.0,0.0,0.0,0.0
84c2d4dffffffff,24.0,0.0,0.0,0.0
84c2d55ffffffff,20.0,0.0,0.0,0.0
84c2d5dffffffff,10.0,0.0,0.0,0.0
84c2d61ffffffff,3.0,0.0,0.0,0.0
84c2d63ffffffff,33.0,0.0,0.0,0.0
84c2d69ffffffff,8.0,0.0,0.0,0.0
84c2d6bffffffff,72.0,0.0,0.0,0.0
84c2d85ffffffff,115.0,0.0,0.0,0.0
84c2d89ffffffff,2.0,0.0,0.0,0.0
84c2d8dffffffff,36.0,0.0,0.0,0.0
84c2d93ffffffff,83.0,0.0,0.0,0.0
84c2d97ffffffff,4.0,0.0,0.0,0.0
84c2d9bffffffff,14.0,0.0,0.0,0.0
84c2da1ffffffff,3.0,0.0,0.0,0.0
84c2da5ffffffff,1.0,0.0,0.0,0.0
84c2dabffffffff,6.0,0.0,0.0,0.0
84c2db1ffffffff,2.0,0.0,0.0,0.0
84c2db9ffffffff,6.0,0.0,0.0,0.0
84c2dbbffffffff,3.0,0.0,0.0,0.0
84c2dc3ffffffff,1.0,0.0,0.0,0.0
84c2dc7ffffffff,2.0,0.0,0.0,0.0
84c2dcdffffffff,1.0,0.0,0.0,0.0
84c2dd5ffffffff,4.0,0.0,0.0,0.0
84c2dd9ffffffff,4.0,0.0,0.0,0.0
84c2ddbffffffff,7.0,0.0,0.0,0.0
84c2de1ffffffff,2.0,0.0,0.0,0.0
84c2dedffffffff,2.0,0.0,0.0,0.0
84c2e01ffffffff,13.0,0.0,0.0,0.0
84c2e03ffffffff,5.0,0.0,0.0,0.0
84c2e05ffffffff,2.0,0.0,0.0,0.0
84c2e07ffffffff,60.0,0.0,0.0,0.0
84c2e0bffffffff,59.0,0.0,0.0,0.0
84c2e0dffffffff,29.0,0.0,0.0,0.0
84c2e11ffffffff,5.0,0.0,0.0,0.0
84c2e13ffffffff,1.0,0.0,0.0,0.0
84c2e17ffffffff,106.0,0.0,0.0,0.0
84c2e1bffffffff,26.0,0.0,0.0,0.0
84c2e1dffffffff,29.0,0.0,0.0,0.0
84c2e21ffffffff,135.0,0.0,0.0,0.0
84c2e23ffffffff,708.0,0.0,0.0,0.0
84c2e29ffffffff,86.0,0.0,0.0,0.0
84c2e2bffffffff,92.0,0.0,0.0,0.0
84c2e2dffffffff,152.0,0.0,0.0,0.0
84c2e31ffffffff,3476.0,0.0,0.0,0.0
84c2e33ffffffff,743.0,0.0,0.0,0.0
84c2e35ffffffff,61.0,0.0,0.0,0.0
84c2e37ffffffff,23.0,0.0,0.0,0.0
84c2e39ffffffff,921.0,0.0,0.0,0.0
84c2e3bffffffff,316.0,0.0,0.0,0.0
84c2e3dffffffff,464.0,0.0,0.0,0.0
84c2e41ffffffff,2.0,0.0,0.0,0.0
84c2e49ffffffff,4.0,0.0,0.0,0.0
84c2e53ffffffff,6.0,0.0,0.0,0.0
84c2e55ffffffff,4.0,0.0,0.0,0.0
84c2e57ffffffff,7.0,0.0,0.0,0.0
84c2e5dffffffff,7.0,0.0,0.0,0.0
84c2e61ffffffff,6.0,0.0,0.0,0.0
84c2e63ffffffff,40.0,0.0,0.0,0.0
84c2e67ffffffff,61.0,0.0,0.0,0.0
84c2e69ffffffff,6.0,0.0,0.0,0.0
84c2e6bffffffff,7.0,0.0,0.0,0.0
84c2e6dffffffff,1.0,0.0,0.0,0.0
84c2e85ffffffff,37.0,0.0,0.0,0.0
84c2e87ffffffff,32.0,0.0,0.0,0.0
84c2e89ffffffff,1.0,0.0,0.0,0.0
84c2e97ffffffff,1.0,0.0,0.0,0.0
84c2e99ffffffff,6.0,0.0,0.0,0.0
84c2e9bffffffff,4.0,0.0,0.0,0.0
84c2ea1ffffffff,50.0,0.0,0.0,0.0
84c2ea3ffffffff,3.0,0.0,0.0,0.0
84c2ea5ffffffff,2.0,0.0,0.0,0.0
84c2ea9ffffffff,21.0,0.0,0.0,0.0
84c2eadffffffff,60.0,0.0,0.0,0.0
84c2eb5ffffffff,9.0,0.0,0.0,0.0
84c2ebbffffffff,44.0,0.0,0.0,0.0
84c2ec5ffffffff,2.0,0.0,0.0,0.0
84c2ecdffffffff,47.0,0.0,0.0,0.0
84c2ed1ffffffff,1.0,0.0,0.0,0.0
84c2eddffffffff,1.0,0.0,0.0,0.0
84c2ee1ffffffff,27.0,0.0,0.0,0.0
84c2ee3ffffffff,29.0,0.0,0.0,0.0
84c2ee5ffffffff,75.0,0.0,0.0,0.0
84c2ee7ffffffff,18.0,0.0,0.0,0.0
84c2eedffffffff,32.0,0.0,0.0,0.0
84c2f07ffffffff,3.0,0.0,0.0,0.0
84c2f11ffffffff,494.0,0.0,0.0,0.0
84c2f13ffffffff,6.0,0.0,0.0,0.0
84c2f15ffffffff,227.0,0.0,0.0,0.0
84c2f17ffffffff,75.0,0.0,0.0,0.0
84c2f1dffffffff,2.0,0.0,0.0,0.0
84c2f23ffffffff,96.0,0.0,0.0,0.0
84c2f27ffffffff,138.0,0.0,0.0,0.0
84c2f2bffffffff,71.0,0.0,0.0,0.0
84c2f31ffffffff,69.0,0.0,0.0,0.0
84c2f33ffffffff,32.0,0.0,0.0,0.0
84c2f35ffffffff,31.0,0.0,0.0,0.0
84c2f37ffffffff,155.0,0.0,0.0,0.0
84c2f39ffffffff,301.0,0.0,0.0,0.0
84c2f3bffffffff,47.0,0.0,0.0,0.0
84c2f3dffffffff,291.0,0.0,0.0,0.0
84c3083ffffffff,5.0,0.0,0.0,0.0
84c3089ffffffff,5.0,0.0,0.0,0.0
84c308bffffffff,1.0,0.0,0.0,0.0
84c3093ffffffff,23.0,0.0,0.0,0.0
84c3097ffffffff,3.0,0.0,0.0,0.0
84c30b9ffffffff,6.0,0.0,0.0,0.0
84c3297ffffffff,136.0,0.0,0.0,0.0
84c3401ffffffff,41.0,0.0,0.0,0.0
84c3403ffffffff,57.0,0.0,0.0,0.0
84c3405ffffffff,3.0,0.0,0.0,0.0
84c3409ffffffff,14.0,0.0,0.0,0.0
84c340dffffffff,23.0,0.0,0.0,0.0
84c3411ffffffff,4.0,0.0,0.0,0.0
84c3415ffffffff,3.0,0.0,0.0,0.0
84c3417ffffffff,3.0,0.0,0.0,0.0
84c3419ffffffff,3.0,0.0,0.0,0.0
84c341dffffffff,2.0,0.0,0.0,0.0
84c3427ffffffff,7.0,0.0,0.0,0.0
84c3431ffffffff,1.0,0.0,0.0,0.0
84c3439ffffffff,10.0,0.0,0.0,0.0
84c343bffffffff,24.0,0.0,0.0,0.0
84c3441ffffffff,2.0,0.0,0.0,0.0
84c3445ffffffff,3.0,0.0,0.0,0.0
84c344bffffffff,2.0,0.0,0.0,0.0
84c3453ffffffff,4.0,0.0,0.0,0.0
84c3455ffffffff,2.0,0.0,0.0,0.0
84c3457ffffffff,1.0,0.0,0.0,0.0
84c3459ffffffff,13.0,0.0,0.0,0.0
84c345bffffffff,6.0,0.0,0.0,0.0
84c345dffffffff,16.0,0.0,0.0,0.0
84c3465ffffffff,5.0,0.0,0.0,0.0
84c3487ffffffff,4.0,0.0,0.0,0.0
84c3489ffffffff,3.0,0.0,0.0,0.0
84c348bffffffff,3.0,0.0,0.0,0.0
84c3491ffffffff,2.0,0.0,0.0,0.0
84c3497ffffffff,3.0,0.0,0.0,0.0
84c349bffffffff,19.0,0.0,0.0,0.0
84c349dffffffff,4.0,0.0,0.0,0.0
84c34bbffffffff,5.0,0.0,0.0,0.0
84c34c1ffffffff,5.0,0.0,0.0,0.0
84c34c9ffffffff,2.0,0.0,0.0,0.0
84c34d3ffffffff,5.0,0.0,0.0,0.0
84c34dbffffffff,2.0,0.0,0.0,0.0
84c34e3ffffffff,1.0,0.0,0.0,0.0
84c34e9ffffffff,11.0,0.0,0.0,0.0
84c34edffffffff,1.0,0.0,0.0,0.0
84c3501ffffffff,23.0,0.0,0.0,0.0
84c3503ffffffff,32.0,0.0,0.0,0.0
84c3505ffffffff,35.0,0.0,0.0,0.0
84c3507ffffffff,6.0,0.0,0.0,0.0
84c3509ffffffff,15.0,0.0,0.0,0.0
84c350bffffffff,9.0,0.0,0.0,0.0
84c350dffffffff,2.0,0.0,0.0,0.0
84c3515ffffffff,4.0,0.0,0.0,0.0
84c3519ffffffff,16.0,0.0,0.0,0.0
84c351bffffffff,2.0,0.0,0.0,0.0
84c351dffffffff,15.0,0.0,0.0,0.0
84c3529ffffffff,2.0,0.0,0.0,0.0
84c352bffffffff,2.0,0.0,0.0,0.0
84c3531ffffffff,2.0,0.0,0.0,0.0
84c3539ffffffff,58.0,0.0,0.0,0.0
84c353dffffffff,29.0,0.0,0.0,0.0
84c3541ffffffff,2.0,0.0,0.0,0.0
84c3543ffffffff,10.0,0.0,0.0,0.0
84c3545ffffffff,8.0,0.0,0.0,0.0
84c3547ffffffff,6.0,0.0,0.0,0.0
84c3553ffffffff,13.0,0.0,0.0,0.0
84c3555ffffffff,4.0,0.0,0.0,0.0
84c3557ffffffff,4.0,0.0,0.0,0.0
84c355bffffffff,2.0,0.0,0.0,0.0
84c355dffffffff,2.0,0.0,0.0,0.0
84c3563ffffffff,6.0,0.0,0.0,0.0
84c3569ffffffff,29.0,0.0,0.0,0.0
84c356bffffffff,60.0,0.0,0.0,0.0
84c356dffffffff,22.0,0.0,0.0,0.0
84c3585ffffffff,2.0,0.0,0.0,0.0
84c35a5ffffffff,4.0,0.0,0.0,0.0
84c35adffffffff,10.0,0.0,0.0,0.0
84c35cdffffffff,5.0,0.0,0.0,0.0
84c35edffffffff,1.0,0.0,0.0,0.0
84c3607ffffffff,11.0,0.0,0.0,0.0
84c360dffffffff,12.0,0.0,0.0,0.0
84c3617ffffffff,2.0,0.0,0.0,0.0
84c3623ffffffff,2.0,0.0,0.0,0.0
84c3637ffffffff,6.0,0.0,0.0,0.0
84c3663ffffffff,10.0,0.0,0.0,0.0
84c3681ffffffff,3.0,0.0,0.0,0.0
84c36a3ffffffff,2.0,0.0,0.0,0.0
84c36abffffffff,2.0,0.0,0.0,0.0
84c36b1ffffffff,4.0,0.0,0.0,0.0
84c36bbffffffff,2.0,0.0,0.0,0.0
84c36c1ffffffff,2.0,0.0,0.0,0.0
84c36c7ffffffff,2.0,0.0,0.0,0.0
84c36d7ffffffff,1.0,0.0,0.0,0.0
84c36d9ffffffff,1.0,0.0,0.0,0.0
84c36ddffffffff,6.0,0.0,0.0,0.0
84c3703ffffffff,6.0,0.0,0.0,0.0
84c371bffffffff,122.0,0.0,0.0,0.0
84c371dffffffff,6.0,0.0,0.0,0.0
84c3733ffffffff,17.0,0.0,0.0,0.0
84c3735ffffffff,19.0,0.0,0.0,0.0
84c3737ffffffff,1.0,0.0,0.0,0.0
84c3739ffffffff,9.0,0.0,0.0,0.0
84c373bffffffff,2.0,0.0,0.0,0.0
84c373dffffffff,4.0,0.0,0.0,0.0
84c3755ffffffff,1.0,0.0,0.0,0.0
84c3759ffffffff,1.0,0.0,0.0,0.0
84c375dffffffff,3.0,0.0,0.0,0.0
84c3767ffffffff,6.0,0.0,0.0,0.0
84c376dffffffff,26.0,0.0,0.0,0.0
84ce931ffffffff,6.0,0.0,0.0,0.0
84ce935ffffffff,9.0,0.0,0.0,0.0
84ce937ffffffff,1.0,0.0,0.0,0.0
84ce9d9ffffffff,2.0,0.0,0.0,0.0
84ce9ddffffffff,1.0,0.0,0.0,0.0
