cell_id,Salpinctes obsoletus,Salpinctes obsoletus [obsoletus Group],Salpinctes obsoletus [guttatus Group]
8428301ffffffff,120.0,0.0,0.0
8428303ffffffff,12.0,0.0,0.0
8428305ffffffff,53.0,0.0,0.0
8428307ffffffff,463.0,0.0,0.0
8428309ffffffff,71.0,0.0,0.0
842830bffffffff,76.0,0.0,0.0
842830dffffffff,343.0,0.0,0.0
8428313ffffffff,2.0,0.0,0.0
8428315ffffffff,47.0,0.0,0.0
8428317ffffffff,33.0,0.0,0.0
842831dffffffff,13.0,3.0,0.0
8428321ffffffff,472.0,0.0,0.0
8428323ffffffff,161.0,0.0,0.0
8428325ffffffff,33.0,0.0,0.0
8428327ffffffff,33.0,0.0,0.0
8428329ffffffff,239.0,0.0,0.0
842832bffffffff,87.0,0.0,0.0
842832dffffffff,4.0,0.0,0.0
8428331ffffffff,77.0,0.0,0.0
8428333ffffffff,39.0,0.0,0.0
8428335ffffffff,146.0,0.0,0.0
8428337ffffffff,12.0,0.0,0.0
8428339ffffffff,138.0,0.0,0.0
842833bffffffff,6.0,0.0,0.0
842833dffffffff,58.0,0.0,0.0
8428343ffffffff,323.0,0.0,0.0
8428345ffffffff,572.0,2.0,0.0
8428347ffffffff,465.0,0.0,0.0
842834dffffffff,76.0,0.0,0.0
8428355ffffffff,3260.0,0.0,0.0
8428357ffffffff,570.0,0.0,0.0
8428361ffffffff,4.0,0.0,0.0
8428363ffffffff,3.0,0.0,0.0
8428365ffffffff,393.0,0.0,0.0
8428367ffffffff,372.0,0.0,0.0
8428369ffffffff,471.0,0.0,0.0
842836bffffffff,150.0,0.0,0.0
842836dffffffff,23.0,0.0,0.0
8428801ffffffff,5.0,0.0,0.0
8428805ffffffff,2.0,0.0,0.0
8428807ffffffff,4.0,0.0,0.0
8428809ffffffff,36.0,0.0,0.0
842880bffffffff,19.0,0.0,0.0
842880dffffffff,39.0,0.0,0.0
8428811ffffffff,20.0,0.0,0.0
8428813ffffffff,65.0,0.0,0.0
8428815ffffffff,31.0,0.0,0.0
8428817ffffffff,67.0,0.0,0.0
8428819ffffffff,63.0,0.0,0.0
842881bffffffff,41.0,0.0,0.0
842881dffffffff,26.0,0.0,0.0
8428825ffffffff,9.0,0.0,0.0
8428827ffffffff,1.0,0.0,0.0
842882dffffffff,28.0,0.0,0.0
8428831ffffffff,15.0,0.0,0.0
8428833ffffffff,15.0,0.0,0.0
8428835ffffffff,4.0,0.0,0.0
8428839ffffffff,4.0,0.0,0.0
842883bffffffff,29.0,0.0,0.0
8428841ffffffff,492.0,0.0,0.0
8428843ffffffff,314.0,0.0,0.0
8428845ffffffff,67.0,0.0,0.0
8428847ffffffff,141.0,0.0,0.0
8428849ffffffff,195.0,0.0,0.0
842884bffffffff,487.0,0.0,0.0
842884dffffffff,111.0,0.0,0.0
8428851ffffffff,23.0,0.0,0.0
8428853ffffffff,14.0,0.0,0.0
8428855ffffffff,19.0,0.0,0.0
8428857ffffffff,21.0,0.0,0.0
8428859ffffffff,2.0,0.0,0.0
842885bffffffff,12.0,0.0,0.0
842885dffffffff,78.0,0.0,0.0
8428861ffffffff,10.0,0.0,0.0
8428863ffffffff,19.0,0.0,0.0
8428865ffffffff,9.0,0.0,0.0
8428867ffffffff,18.0,0.0,0.0
842886dffffffff,6.0,0.0,0.0
8428881ffffffff,16.0,0.0,0.0
8428883ffffffff,20.0,0.0,0.0
8428885ffffffff,48.0,0.0,0.0
8428887ffffffff,153.0,0.0,0.0
8428889ffffffff,136.0,0.0,0.0
842888bffffffff,34.0,0.0,0.0
842888dffffffff,5.0,0.0,0.0
8428891ffffffff,453.0,0.0,0.0
8428893ffffffff,265.0,0.0,0.0
8428895ffffffff,189.0,0.0,0.0
8428897ffffffff,864.0,0.0,0.0
8428899ffffffff,38.0,0.0,0.0
842889bffffffff,371.0,0.0,0.0
842889dffffffff,35.0,0.0,0.0
84288a1ffffffff,119.0,0.0,0.0
84288a3ffffffff,80.0,0.0,0.0
84288a5ffffffff,1.0,0.0,0.0
84288a7ffffffff,1.0,0.0,0.0
84288a9ffffffff,42.0,0.0,0.0
84288abffffffff,40.0,0.0,0.0
84288adffffffff,55.0,0.0,0.0
84288b1ffffffff,6.0,0.0,0.0
84288b3ffffffff,100.0,0.0,0.0
84288b5ffffffff,13.0,0.0,0.0
84288b7ffffffff,8.0,0.0,0.0
84288b9ffffffff,66.0,0.0,0.0
84288bbffffffff,9.0,0.0,0.0
84288bdffffffff,1.0,0.0,0.0
84288c1ffffffff,8.0,0.0,0.0
84288c3ffffffff,31.0,0.0,0.0
84288c5ffffffff,163.0,0.0,0.0
84288c7ffffffff,3.0,0.0,0.0
84288c9ffffffff,8.0,0.0,0.0
84288cbffffffff,18.0,0.0,0.0
84288cdffffffff,6.0,0.0,0.0
84288d1ffffffff,98.0,0.0,0.0
84288d3ffffffff,16.0,0.0,0.0
84288d5ffffffff,10.0,0.0,0.0
84288d7ffffffff,3.0,0.0,0.0
84288d9ffffffff,83.0,0.0,0.0
84288dbffffffff,196.0,0.0,0.0
84288ddffffffff,39.0,0.0,0.0
84288e1ffffffff,15.0,0.0,0.0
84288e3ffffffff,5.0,0.0,0.0
84288e5ffffffff,16.0,0.0,0.0
84288e7ffffffff,173.0,0.0,0.0
84288e9ffffffff,33.0,0.0,0.0
84288ebffffffff,9.0,0.0,0.0
84288edffffffff,87.0,0.0,0.0
8428901ffffffff,3.0,0.0,0.0
8428903ffffffff,6.0,0.0,0.0
8428905ffffffff,1.0,0.0,0.0
8428907ffffffff,22.0,0.0,0.0
8428909ffffffff,4.0,0.0,0.0
842890bffffffff,15.0,0.0,0.0
842890dffffffff,29.0,0.0,0.0
8428913ffffffff,11.0,0.0,0.0
8428915ffffffff,38.0,0.0,0.0
8428919ffffffff,10.0,0.0,0.0
842891bffffffff,6.0,0.0,0.0
842891dffffffff,66.0,0.0,0.0
8428921ffffffff,4.0,0.0,0.0
8428923ffffffff,42.0,0.0,0.0
8428925ffffffff,27.0,0.0,0.0
8428927ffffffff,15.0,0.0,0.0
8428929ffffffff,53.0,0.0,0.0
842892bffffffff,4.0,0.0,0.0
8428931ffffffff,145.0,0.0,0.0
8428935ffffffff,278.0,0.0,0.0
8428937ffffffff,6.0,0.0,0.0
8428939ffffffff,16.0,0.0,0.0
842893bffffffff,7.0,0.0,0.0
842893dffffffff,123.0,0.0,0.0
8428941ffffffff,24.0,0.0,0.0
8428943ffffffff,9.0,0.0,0.0
8428945ffffffff,24.0,0.0,0.0
8428947ffffffff,2.0,0.0,0.0
8428949ffffffff,18.0,0.0,0.0
842894bffffffff,6.0,0.0,0.0
842894dffffffff,21.0,0.0,0.0
8428951ffffffff,2.0,0.0,0.0
8428953ffffffff,8.0,0.0,0.0
8428955ffffffff,3.0,0.0,0.0
8428957ffffffff,16.0,0.0,0.0
8428959ffffffff,11.0,0.0,0.0
842895bffffffff,10.0,0.0,0.0
842895dffffffff,16.0,0.0,0.0
8428961ffffffff,19.0,0.0,0.0
8428963ffffffff,4.0,0.0,0.0
8428965ffffffff,2.0,0.0,0.0
8428967ffffffff,32.0,0.0,0.0
842896bffffffff,2.0,0.0,0.0
8428981ffffffff,10.0,0.0,0.0
8428985ffffffff,3.0,0.0,0.0
8428987ffffffff,31.0,0.0,0.0
842898dffffffff,31.0,0.0,0.0
84289a9ffffffff,4.0,0.0,0.0
84289abffffffff,2.0,0.0,0.0
84289b1ffffffff,22.0,0.0,0.0
84289b9ffffffff,2.0,0.0,0.0
84289bdffffffff,8.0,0.0,0.0
84289c5ffffffff,10.0,0.0,0.0
84289c7ffffffff,3.0,0.0,0.0
84289c9ffffffff,3.0,0.0,0.0
84289d1ffffffff,4.0,0.0,0.0
84289d3ffffffff,13.0,0.0,0.0
84289dbffffffff,9.0,0.0,0.0
84289e1ffffffff,2.0,0.0,0.0
84289e3ffffffff,24.0,0.0,0.0
84289e9ffffffff,4.0,0.0,0.0
84289ebffffffff,11.0,0.0,0.0
84289edffffffff,5.0,0.0,0.0
8428a01ffffffff,10.0,0.0,0.0
8428a03ffffffff,2.0,0.0,0.0
8428a09ffffffff,4.0,0.0,0.0
8428a0dffffffff,2.0,0.0,0.0
8428a11ffffffff,165.0,14.0,0.0
8428a13ffffffff,165.0,5.0,0.0
8428a15ffffffff,4.0,0.0,0.0
8428a17ffffffff,272.0,26.0,0.0
8428a19ffffffff,9.0,0.0,0.0
8428a1dffffffff,15.0,0.0,0.0
8428a21ffffffff,13.0,0.0,0.0
8428a23ffffffff,52.0,0.0,0.0
8428a25ffffffff,2.0,0.0,0.0
8428a27ffffffff,9.0,0.0,0.0
8428a29ffffffff,16.0,0.0,0.0
8428a31ffffffff,33.0,0.0,0.0
8428a33ffffffff,16.0,0.0,0.0
8428a35ffffffff,73.0,0.0,0.0
8428a37ffffffff,59.0,0.0,0.0
8428a39ffffffff,2.0,0.0,0.0
8428a3bffffffff,2.0,0.0,0.0
8428a3dffffffff,13.0,0.0,0.0
8428a41ffffffff,1.0,0.0,0.0
8428a43ffffffff,3.0,0.0,0.0
8428a5bffffffff,1.0,0.0,0.0
8428a69ffffffff,1.0,0.0,0.0
8428a6dffffffff,4.0,0.0,0.0
8428a81ffffffff,6.0,0.0,0.0
8428a83ffffffff,8.0,0.0,0.0
8428a85ffffffff,20.0,0.0,0.0
8428a87ffffffff,2.0,0.0,0.0
8428a8dffffffff,36.0,2.0,0.0
8428a91ffffffff,64.0,0.0,0.0
8428a93ffffffff,22.0,0.0,0.0
8428a95ffffffff,90.0,0.0,0.0
8428a97ffffffff,309.0,0.0,0.0
8428a99ffffffff,32.0,0.0,0.0
8428a9bffffffff,9.0,0.0,0.0
8428a9dffffffff,86.0,0.0,0.0
8428aa1ffffffff,11.0,0.0,0.0
8428aa3ffffffff,4.0,0.0,0.0
8428aa5ffffffff,44.0,0.0,0.0
8428aa7ffffffff,4.0,0.0,0.0
8428aa9ffffffff,27.0,0.0,0.0
8428aabffffffff,28.0,0.0,0.0
8428aadffffffff,25.0,0.0,0.0
8428ab1ffffffff,115.0,0.0,0.0
8428ab3ffffffff,130.0,0.0,0.0
8428ab5ffffffff,12.0,0.0,0.0
8428ab7ffffffff,56.0,0.0,0.0
8428ab9ffffffff,3.0,0.0,0.0
8428abbffffffff,36.0,0.0,0.0
8428abdffffffff,91.0,0.0,0.0
8428ac1ffffffff,74.0,0.0,0.0
8428ac3ffffffff,13.0,0.0,0.0
8428ac7ffffffff,7.0,0.0,0.0
8428ac9ffffffff,64.0,0.0,0.0
8428acbffffffff,56.0,0.0,0.0
8428acdffffffff,17.0,0.0,0.0
8428ad1ffffffff,4.0,0.0,0.0
8428ad5ffffffff,47.0,0.0,0.0
8428ad7ffffffff,269.0,0.0,0.0
8428ad9ffffffff,2.0,0.0,0.0
8428adbffffffff,5.0,0.0,0.0
8428addffffffff,169.0,0.0,0.0
8428ae1ffffffff,133.0,5.0,0.0
8428ae3ffffffff,220.0,5.0,0.0
8428ae5ffffffff,6.0,0.0,0.0
8428ae7ffffffff,10.0,0.0,0.0
8428ae9ffffffff,689.0,29.0,0.0
8428aebffffffff,155.0,0.0,0.0
8428aedffffffff,4.0,0.0,0.0
8428b01ffffffff,52.0,0.0,0.0
8428b05ffffffff,10.0,0.0,0.0
8428b07ffffffff,24.0,0.0,0.0
8428b09ffffffff,149.0,0.0,0.0
8428b0bffffffff,129.0,0.0,0.0
8428b0dffffffff,23.0,0.0,0.0
8428b11ffffffff,35.0,0.0,0.0
8428b13ffffffff,24.0,0.0,0.0
8428b17ffffffff,47.0,0.0,0.0
8428b19ffffffff,9.0,0.0,0.0
8428b1dffffffff,257.0,0.0,0.0
8428b21ffffffff,9.0,0.0,0.0
8428b23ffffffff,18.0,0.0,0.0
8428b25ffffffff,6.0,0.0,0.0
8428b27ffffffff,24.0,0.0,0.0
8428b29ffffffff,2.0,0.0,0.0
8428b2bffffffff,34.0,0.0,0.0
8428b2dffffffff,2.0,0.0,0.0
8428b31ffffffff,153.0,0.0,0.0
8428b33ffffffff,4.0,0.0,0.0
8428b37ffffffff,14.0,0.0,0.0
8428b39ffffffff,1.0,0.0,0.0
8428b3bffffffff,25.0,0.0,0.0
8428b41ffffffff,2.0,0.0,0.0
8428b43ffffffff,4.0,0.0,0.0
8428b45ffffffff,32.0,0.0,0.0
8428b4bffffffff,8.0,0.0,0.0
8428b4dffffffff,3.0,0.0,0.0
8428b51ffffffff,38.0,0.0,0.0
8428b53ffffffff,4.0,0.0,0.0
8428b55ffffffff,6.0,0.0,0.0
8428b57ffffffff,119.0,0.0,0.0
8428b59ffffffff,5.0,0.0,0.0
8428b61ffffffff,18.0,0.0,0.0
8428b63ffffffff,4.0,0.0,0.0
8428b65ffffffff,37.0,0.0,0.0
8428b67ffffffff,2.0,0.0,0.0
8428b69ffffffff,62.0,0.0,0.0
8428b6bffffffff,52.0,0.0,0.0
8428b6dffffffff,40.0,0.0,0.0
8428d21ffffffff,6.0,0.0,0.0
8428d25ffffffff,67.0,0.0,0.0
8428d27ffffffff,4.0,0.0,0.0
8428d29ffffffff,4.0,0.0,0.0
8428d2dffffffff,35.0,0.0,0.0
8428d45ffffffff,25.0,0.0,0.0
8428d49ffffffff,2.0,0.0,0.0
8428d4dffffffff,40.0,0.0,0.0
8428d61ffffffff,40.0,0.0,0.0
8428d63ffffffff,2.0,0.0,0.0
8428d65ffffffff,31.0,0.0,0.0
8428d67ffffffff,65.0,0.0,0.0
8428d69ffffffff,159.0,0.0,0.0
8428d6dffffffff,172.0,0.0,0.0
8428f0dffffffff,6.0,0.0,0.0
8428f21ffffffff,3.0,0.0,0.0
8428f27ffffffff,43.0,0.0,0.0
8428f29ffffffff,9.0,0.0,0.0
8428f2bffffffff,3.0,0.0,0.0
8428f2dffffffff,35.0,0.0,0.0
8428f3dffffffff,4.0,0.0,0.0
8428f45ffffffff,2.0,0.0,0.0
8428f4dffffffff,1.0,0.0,0.0
8428f61ffffffff,57.0,0.0,0.0
8428f63ffffffff,21.0,0.0,0.0
8428f65ffffffff,63.0,0.0,0.0
8428f67ffffffff,184.0,0.0,0.0
8428f69ffffffff,25.0,0.0,0.0
8428f6dffffffff,18.0,0.0,0.0
8429121ffffffff,92.0,0.0,0.0
8429123ffffffff,8.0,0.0,0.0
8429125ffffffff,258.0,0.0,0.0
8429127ffffffff,164.0,0.0,0.0
842912dffffffff,27.0,0.0,0.0
8429135ffffffff,30.0,0.0,0.0
8429137ffffffff,4.0,0.0,0.0
842913dffffffff,7.0,0.0,0.0
8429167ffffffff,194.0,0.0,0.0
84291a5ffffffff,4.0,0.0,0.0
8429809ffffffff,96.0,0.0,0.0
842980bffffffff,10.0,0.0,0.0
842980dffffffff,14.0,0.0,0.0
8429811ffffffff,2.0,0.0,0.0
8429819ffffffff,53.0,0.0,0.0
842981bffffffff,198.0,0.0,0.0
842981dffffffff,24.0,0.0,0.0
8429821ffffffff,11.0,0.0,0.0
8429823ffffffff,6.0,0.0,0.0
8429825ffffffff,10.0,0.0,0.0
8429827ffffffff,15.0,0.0,0.0
8429829ffffffff,2.0,0.0,0.0
842982bffffffff,19.0,0.0,0.0
8429831ffffffff,8.0,0.0,0.0
8429833ffffffff,3.0,0.0,0.0
8429841ffffffff,186.0,0.0,0.0
8429843ffffffff,19.0,0.0,0.0
8429845ffffffff,32.0,0.0,0.0
8429847ffffffff,7.0,0.0,0.0
8429849ffffffff,176.0,0.0,0.0
842984bffffffff,6.0,0.0,0.0
842984dffffffff,63.0,0.0,0.0
8429851ffffffff,97.0,0.0,0.0
8429853ffffffff,119.0,0.0,0.0
8429855ffffffff,83.0,0.0,0.0
8429857ffffffff,75.0,0.0,0.0
8429859ffffffff,169.0,0.0,0.0
842985bffffffff,68.0,0.0,0.0
842985dffffffff,13.0,0.0,0.0
8429861ffffffff,408.0,0.0,0.0
8429863ffffffff,52.0,0.0,0.0
8429865ffffffff,153.0,0.0,0.0
8429867ffffffff,54.0,0.0,0.0
8429869ffffffff,105.0,0.0,0.0
842986bffffffff,385.0,0.0,0.0
842986dffffffff,119.0,0.0,0.0
8429883ffffffff,2.0,0.0,0.0
8429887ffffffff,2.0,0.0,0.0
8429889ffffffff,28.0,0.0,0.0
842988bffffffff,11.0,0.0,0.0
8429891ffffffff,192.0,0.0,0.0
8429893ffffffff,92.0,0.0,0.0
8429895ffffffff,11.0,0.0,0.0
8429897ffffffff,80.0,0.0,0.0
8429899ffffffff,39.0,0.0,0.0
842989bffffffff,112.0,0.0,0.0
842989dffffffff,39.0,0.0,0.0
84298a1ffffffff,5.0,0.0,0.0
84298a5ffffffff,4.0,0.0,0.0
84298a7ffffffff,2.0,0.0,0.0
84298a9ffffffff,4.0,0.0,0.0
84298abffffffff,13.0,0.0,0.0
84298adffffffff,14.0,0.0,0.0
84298b7ffffffff,7.0,0.0,0.0
84298b9ffffffff,6.0,0.0,0.0
84298c1ffffffff,103.0,0.0,0.0
84298c3ffffffff,93.0,0.0,0.0
84298c9ffffffff,1847.0,0.0,0.0
84298cbffffffff,271.0,0.0,0.0
84298cdffffffff,440.0,0.0,0.0
84298d1ffffffff,24.0,0.0,0.0
84298d3ffffffff,80.0,0.0,0.0
84298d5ffffffff,52.0,0.0,0.0
84298d7ffffffff,228.0,0.0,0.0
84298d9ffffffff,39.0,0.0,0.0
84298dbffffffff,29.0,0.0,0.0
84298ddffffffff,289.0,0.0,0.0
84298e1ffffffff,18.0,0.0,0.0
84298e7ffffffff,6.0,0.0,0.0
84298e9ffffffff,29.0,0.0,0.0
8429901ffffffff,8.0,0.0,0.0
8429903ffffffff,8.0,0.0,0.0
8429905ffffffff,27.0,0.0,0.0
8429907ffffffff,46.0,1.0,0.0
8429909ffffffff,29.0,0.0,0.0
842990bffffffff,454.0,0.0,0.0
842990dffffffff,64.0,0.0,0.0
8429915ffffffff,42.0,0.0,0.0
8429919ffffffff,5.0,0.0,0.0
842991bffffffff,8.0,0.0,0.0
842991dffffffff,24.0,0.0,0.0
8429921ffffffff,24.0,0.0,0.0
8429923ffffffff,148.0,0.0,0.0
8429925ffffffff,34.0,0.0,0.0
8429927ffffffff,3.0,0.0,0.0
8429929ffffffff,38.0,0.0,0.0
842992bffffffff,108.0,0.0,0.0
842992dffffffff,17.0,0.0,0.0
8429931ffffffff,15.0,0.0,0.0
8429933ffffffff,3.0,0.0,0.0
8429935ffffffff,10.0,0.0,0.0
8429937ffffffff,5.0,0.0,0.0
8429939ffffffff,2.0,0.0,0.0
842993bffffffff,1.0,0.0,0.0
842993dffffffff,4.0,0.0,0.0
8429941ffffffff,22.0,0.0,0.0
8429943ffffffff,3.0,0.0,0.0
8429945ffffffff,88.0,0.0,0.0
8429947ffffffff,9.0,0.0,0.0
8429949ffffffff,5.0,0.0,0.0
842994bffffffff,23.0,0.0,0.0
842994dffffffff,583.0,0.0,0.0
8429951ffffffff,39.0,0.0,0.0
8429953ffffffff,499.0,0.0,0.0
8429955ffffffff,27.0,0.0,0.0
8429957ffffffff,1224.0,0.0,0.0
842995bffffffff,24.0,0.0,0.0
842995dffffffff,6.0,0.0,0.0
8429961ffffffff,1.0,0.0,0.0
8429963ffffffff,39.0,0.0,0.0
8429967ffffffff,5.0,0.0,0.0
842996bffffffff,441.0,0.0,0.0
842996dffffffff,2.0,0.0,0.0
8429987ffffffff,4.0,0.0,0.0
8429989ffffffff,4.0,0.0,0.0
842998dffffffff,4.0,0.0,0.0
8429993ffffffff,4.0,0.0,0.0
8429995ffffffff,8.0,0.0,0.0
8429997ffffffff,8.0,0.0,0.0
84299a3ffffffff,1.0,0.0,0.0
84299a5ffffffff,5.0,0.0,0.0
84299a9ffffffff,5.0,0.0,0.0
84299adffffffff,49.0,0.0,0.0
84299b3ffffffff,18.0,0.0,0.0
84299b5ffffffff,3.0,0.0,0.0
84299b7ffffffff,6.0,0.0,0.0
84299bbffffffff,392.0,0.0,0.0
84299bdffffffff,150.0,0.0,0.0
84299d3ffffffff,2.0,0.0,0.0
84299ddffffffff,2.0,0.0,0.0
84299e1ffffffff,2.0,0.0,0.0
84299ebffffffff,57.0,0.0,0.0
84299edffffffff,2.0,0.0,0.0
8429a01ffffffff,756.0,0.0,0.0
8429a03ffffffff,309.0,0.0,0.0
8429a05ffffffff,806.0,0.0,0.0
8429a07ffffffff,71.0,0.0,0.0
8429a09ffffffff,98.0,0.0,0.0
8429a0bffffffff,301.0,0.0,0.0
8429a0dffffffff,84.0,0.0,0.0
8429a11ffffffff,481.0,0.0,0.0
8429a13ffffffff,225.0,0.0,0.0
8429a15ffffffff,387.0,0.0,0.0
8429a17ffffffff,183.0,0.0,0.0
8429a19ffffffff,111.0,0.0,0.0
8429a1bffffffff,305.0,0.0,0.0
8429a1dffffffff,737.0,0.0,0.0
8429a21ffffffff,4.0,0.0,0.0
8429a23ffffffff,11.0,0.0,0.0
8429a25ffffffff,40.0,0.0,0.0
8429a27ffffffff,11.0,0.0,0.0
8429a29ffffffff,626.0,0.0,0.0
8429a31ffffffff,44.0,0.0,0.0
8429a33ffffffff,47.0,0.0,0.0
8429a35ffffffff,3.0,0.0,0.0
8429a39ffffffff,19.0,0.0,0.0
8429a3bffffffff,372.0,0.0,0.0
8429a3dffffffff,32.0,0.0,0.0
8429a41ffffffff,142.0,0.0,0.0
8429a43ffffffff,4.0,0.0,0.0
8429a45ffffffff,516.0,0.0,0.0
8429a47ffffffff,334.0,0.0,0.0
8429a49ffffffff,35.0,0.0,0.0
8429a4dffffffff,216.0,0.0,0.0
8429a51ffffffff,21.0,0.0,0.0
8429a55ffffffff,60.0,0.0,0.0
8429a57ffffffff,387.0,0.0,0.0
8429a59ffffffff,730.0,0.0,0.0
8429a61ffffffff,154.0,0.0,0.0
8429a63ffffffff,514.0,0.0,0.0
8429a65ffffffff,43.0,0.0,0.0
8429a67ffffffff,186.0,0.0,0.0
8429a69ffffffff,475.0,0.0,0.0
8429a6bffffffff,537.0,0.0,0.0
8429a6dffffffff,228.0,0.0,0.0
8429a81ffffffff,3.0,0.0,0.0
8429a85ffffffff,181.0,0.0,0.0
8429a87ffffffff,13.0,0.0,0.0
8429a89ffffffff,31.0,0.0,0.0
8429a8bffffffff,24.0,0.0,0.0
8429a8dffffffff,5.0,0.0,0.0
8429a91ffffffff,577.0,0.0,0.0
8429a93ffffffff,131.0,0.0,0.0
8429a95ffffffff,4.0,0.0,0.0
8429a97ffffffff,15.0,0.0,0.0
8429a99ffffffff,100.0,0.0,0.0
8429a9bffffffff,153.0,0.0,0.0
8429a9dffffffff,10.0,0.0,0.0
8429aa1ffffffff,59.0,0.0,0.0
8429aa3ffffffff,67.0,0.0,0.0
8429aa5ffffffff,15.0,0.0,0.0
8429aa7ffffffff,721.0,0.0,0.0
8429aa9ffffffff,44.0,0.0,0.0
8429aabffffffff,24.0,0.0,0.0
8429aadffffffff,201.0,0.0,0.0
8429ab1ffffffff,191.0,0.0,0.0
8429ab3ffffffff,74.0,0.0,0.0
8429ab5ffffffff,41.0,0.0,0.0
8429ab7ffffffff,78.0,0.0,0.0
8429ab9ffffffff,196.0,0.0,0.0
8429abbffffffff,67.0,0.0,0.0
8429abdffffffff,61.0,0.0,0.0
8429ac1ffffffff,208.0,0.0,0.0
8429ac3ffffffff,61.0,0.0,0.0
8429ac5ffffffff,57.0,0.0,0.0
8429ac7ffffffff,2.0,0.0,0.0
8429ac9ffffffff,433.0,0.0,0.0
8429acbffffffff,9.0,0.0,0.0
8429acdffffffff,234.0,0.0,0.0
8429ad1ffffffff,230.0,0.0,0.0
8429ad3ffffffff,8.0,0.0,0.0
8429ad5ffffffff,21.0,0.0,0.0
8429ad7ffffffff,44.0,0.0,0.0
8429ad9ffffffff,8.0,0.0,0.0
8429addffffffff,275.0,0.0,0.0
8429ae1ffffffff,753.0,0.0,0.0
8429ae3ffffffff,179.0,0.0,0.0
8429ae5ffffffff,793.0,0.0,0.0
8429ae7ffffffff,79.0,0.0,0.0
8429ae9ffffffff,42.0,0.0,0.0
8429aebffffffff,24.0,0.0,0.0
8429aedffffffff,514.0,0.0,0.0
8429b01ffffffff,30.0,0.0,0.0
8429b03ffffffff,34.0,0.0,0.0
8429b05ffffffff,15.0,0.0,0.0
8429b07ffffffff,1.0,0.0,0.0
8429b09ffffffff,309.0,0.0,0.0
8429b0bffffffff,537.0,0.0,0.0
8429b0dffffffff,47.0,0.0,0.0
8429b11ffffffff,52.0,0.0,0.0
8429b13ffffffff,25.0,0.0,0.0
8429b15ffffffff,81.0,0.0,0.0
8429b17ffffffff,15.0,0.0,0.0
8429b1bffffffff,200.0,0.0,0.0
8429b1dffffffff,18.0,0.0,0.0
8429b21ffffffff,13.0,0.0,0.0
8429b25ffffffff,59.0,1.0,0.0
8429b27ffffffff,2.0,0.0,0.0
8429b29ffffffff,649.0,0.0,0.0
8429b2bffffffff,2.0,0.0,0.0
8429b2dffffffff,478.0,0.0,0.0
8429b31ffffffff,5.0,0.0,0.0
8429b33ffffffff,9.0,0.0,0.0
8429b35ffffffff,2.0,0.0,0.0
8429b37ffffffff,2.0,0.0,0.0
8429b39ffffffff,12.0,0.0,0.0
8429b3bffffffff,8.0,0.0,0.0
8429b3dffffffff,9.0,0.0,0.0
8429b41ffffffff,6.0,0.0,0.0
8429b43ffffffff,2.0,0.0,0.0
8429b45ffffffff,17.0,12.0,0.0
8429b47ffffffff,17.0,0.0,0.0
8429b4bffffffff,48.0,0.0,0.0
8429b4dffffffff,8.0,0.0,0.0
8429b51ffffffff,3.0,0.0,0.0
8429b53ffffffff,2.0,0.0,0.0
8429b55ffffffff,35.0,0.0,0.0
8429b57ffffffff,8.0,0.0,0.0
8429b59ffffffff,18.0,0.0,0.0
8429b5bffffffff,11.0,0.0,0.0
8429b5dffffffff,39.0,0.0,0.0
8429b61ffffffff,770.0,35.0,0.0
8429b63ffffffff,46.0,0.0,0.0
8429b65ffffffff,471.0,87.0,0.0
8429b67ffffffff,216.0,0.0,0.0
8429b69ffffffff,236.0,17.0,0.0
8429b6bffffffff,74.0,14.0,0.0
8429b6dffffffff,475.0,20.0,0.0
8448017ffffffff,9.0,0.0,0.0
844802bffffffff,2.0,0.0,0.0
8448083ffffffff,3.0,0.0,0.0
8448097ffffffff,148.0,0.0,0.0
84480a5ffffffff,1.0,0.0,0.0
84480adffffffff,59.0,0.0,0.0
84480bbffffffff,39.0,0.0,0.0
84480cbffffffff,4.0,0.0,0.0
84480d1ffffffff,18.0,0.0,0.0
84480d3ffffffff,3.0,0.0,0.0
84480d9ffffffff,5.0,0.0,0.0
84480ddffffffff,8.0,0.0,0.0
84480e1ffffffff,2.0,0.0,0.0
84480e5ffffffff,2.0,0.0,0.0
84480edffffffff,2.0,0.0,0.0
8448121ffffffff,3.0,0.0,0.0
8448125ffffffff,2.0,0.0,0.0
8448127ffffffff,5.0,0.0,0.0
8448143ffffffff,17.0,0.0,0.0
8448145ffffffff,8.0,0.0,0.0
8448147ffffffff,122.0,0.0,0.0
844814dffffffff,3.0,0.0,0.0
844815bffffffff,2.0,0.0,0.0
844816bffffffff,4.0,0.0,0.0
8448185ffffffff,2.0,0.0,0.0
8448189ffffffff,2.0,0.0,0.0
844818bffffffff,4.0,0.0,0.0
844818dffffffff,1.0,0.0,0.0
8448195ffffffff,6.0,0.0,0.0
8448197ffffffff,2.0,0.0,0.0
8448199ffffffff,4.0,0.0,0.0
844819dffffffff,30.0,0.0,0.0
84481a7ffffffff,3.0,0.0,0.0
84481abffffffff,2.0,0.0,0.0
84481b3ffffffff,2.0,0.0,0.0
84481b5ffffffff,28.0,0.0,0.0
84481b7ffffffff,5.0,0.0,0.0
84481b9ffffffff,1.0,0.0,0.0
84481c7ffffffff,2.0,0.0,0.0
84481d5ffffffff,10.0,0.0,0.0
