cell_id,Sula brewsteri,Sula brewsteri brewsteri,Sula brewsteri etesiaca
8448319ffffffff,1.0,0.0,0.0
8448333ffffffff,2.0,0.0,0.0
8448339ffffffff,1.0,0.0,0.0
844833bffffffff,218.0,0.0,0.0
844833dffffffff,1.0,0.0,0.0
8448341ffffffff,5.0,0.0,0.0
8448345ffffffff,10.0,0.0,0.0
8448347ffffffff,2.0,2.0,0.0
844834dffffffff,13.0,0.0,0.0
8448353ffffffff,1.0,0.0,0.0
8448361ffffffff,17.0,3.0,0.0
8448363ffffffff,152.0,10.0,0.0
8448369ffffffff,253.0,4.0,0.0
844836bffffffff,27.0,16.0,0.0
8448403ffffffff,3.0,0.0,0.0
8448437ffffffff,1.0,0.0,0.0
8448439ffffffff,3.0,0.0,0.0
844843bffffffff,1.0,0.0,0.0
844843dffffffff,1.0,0.0,0.0
8448447ffffffff,5.0,0.0,0.0
8448469ffffffff,4.0,0.0,0.0
844846bffffffff,3.0,0.0,0.0
844846dffffffff,5.0,0.0,0.0
84484a1ffffffff,6.0,0.0,0.0
84484a3ffffffff,2.0,0.0,0.0
84484a5ffffffff,42.0,1.0,0.0
84484a7ffffffff,4.0,0.0,0.0
84484e9ffffffff,1.0,0.0,0.0
8448509ffffffff,2.0,0.0,0.0
844850dffffffff,15.0,0.0,0.0
844851bffffffff,28.0,0.0,0.0
8448539ffffffff,2.0,0.0,0.0
8448541ffffffff,2.0,0.0,0.0
8448545ffffffff,9.0,0.0,0.0
8448547ffffffff,72.0,0.0,0.0
8448551ffffffff,17.0,0.0,0.0
8448555ffffffff,15.0,1.0,0.0
8448557ffffffff,31.0,0.0,0.0
8448569ffffffff,7.0,0.0,0.0
844856bffffffff,113.0,1.0,0.0
8448585ffffffff,3.0,0.0,0.0
84485c7ffffffff,14.0,0.0,0.0
84485cdffffffff,7.0,1.0,0.0
84485e1ffffffff,58.0,3.0,0.0
84485e3ffffffff,2.0,0.0,0.0
84485e5ffffffff,40.0,3.0,0.0
84485e7ffffffff,105.0,2.0,0.0
844866dffffffff,2.0,0.0,0.0
84486a1ffffffff,7.0,0.0,0.0
8448709ffffffff,3.0,0.0,0.0
8448711ffffffff,3.0,0.0,0.0
8448715ffffffff,5.0,0.0,0.0
8448717ffffffff,3.0,0.0,0.0
844871dffffffff,2.0,0.0,0.0
8448725ffffffff,9.0,0.0,0.0
8448727ffffffff,7.0,0.0,0.0
844872bffffffff,5.0,0.0,0.0
8448747ffffffff,1.0,0.0,0.0
8449081ffffffff,16.0,2.0,0.0
8449083ffffffff,23.0,0.0,0.0
844908bffffffff,19.0,4.0,0.0
8449095ffffffff,1.0,0.0,0.0
8449099ffffffff,7.0,0.0,0.0
84490a9ffffffff,1.0,1.0,0.0
84490b9ffffffff,7.0,0.0,0.0
84490d7ffffffff,4.0,1.0,0.0
8449135ffffffff,1.0,0.0,0.0
8449137ffffffff,3.0,0.0,0.0
8449183ffffffff,1.0,0.0,0.0
84491b5ffffffff,4.0,0.0,0.0
84491b7ffffffff,3.0,0.0,0.0
84491d5ffffffff,2.0,0.0,0.0
84491e7ffffffff,2.0,1.0,0.0
8449541ffffffff,4.0,0.0,0.0
844955dffffffff,1.0,0.0,0.0
844970bffffffff,2.0,0.0,0.0
844971dffffffff,21.0,4.0,0.0
8449a07ffffffff,1.0,0.0,0.0
8449a0bffffffff,3.0,0.0,0.0
8449a0dffffffff,4.0,0.0,0.0
8449a19ffffffff,2.0,0.0,0.0
8449a1bffffffff,1.0,0.0,0.0
8449a1dffffffff,1.0,0.0,0.0
8449a21ffffffff,2.0,0.0,0.0
8449a23ffffffff,4.0,0.0,0.0
8449a2bffffffff,135.0,0.0,0.0
8449a2dffffffff,4.0,0.0,0.0
8449a3dffffffff,5.0,0.0,0.0
8449a89ffffffff,70.0,6.0,0.0
8449a8bffffffff,18.0,0.0,0.0
8449a93ffffffff,281.0,24.0,0.0
8449a97ffffffff,103.0,15.0,0.0
8449a9bffffffff,3.0,0.0,0.0
8449ac5ffffffff,6.0,0.0,0.0
8449ac7ffffffff,8.0,0.0,0.0
8449acdffffffff,2.0,0.0,0.0
8449ad1ffffffff,4.0,0.0,0.0
8449ad5ffffffff,38.0,2.0,0.0
8449ad7ffffffff,15.0,1.0,0.0
8449ad9ffffffff,2.0,0.0,0.0
8449b45ffffffff,2.0,0.0,0.0
8449b51ffffffff,2.0,0.0,0.0
8449b55ffffffff,9.0,0.0,0.0
8449b59ffffffff,1.0,0.0,0.0
8466107ffffffff,4.0,0.0,0.0
8466123ffffffff,2.0,0.0,0.0
846612dffffffff,4.0,0.0,0.0
8466135ffffffff,3.0,0.0,0.0
84661a5ffffffff,33.0,0.0,0.0
84661a7ffffffff,32.0,0.0,2.0
84661adffffffff,51.0,0.0,0.0
8466821ffffffff,3.0,0.0,0.0
846682dffffffff,2.0,0.0,0.0
8466841ffffffff,2.0,0.0,0.0
8466847ffffffff,2.0,0.0,0.0
8466849ffffffff,98.0,0.0,0.0
846684dffffffff,10.0,0.0,0.0
8466859ffffffff,8.0,0.0,0.0
846685dffffffff,10.0,0.0,0.0
846686bffffffff,2.0,0.0,0.0
84668abffffffff,2.0,0.0,0.0
84668cbffffffff,3.0,0.0,0.0
84668e3ffffffff,1.0,0.0,0.0
8466913ffffffff,2.0,0.0,0.0
8466919ffffffff,6.0,0.0,0.0
846691bffffffff,3.0,0.0,0.0
846692dffffffff,2.0,0.0,0.0
8466953ffffffff,1.0,0.0,0.0
8466955ffffffff,1.0,0.0,0.0
846695bffffffff,1.0,0.0,0.0
8466965ffffffff,5.0,0.0,0.0
846696dffffffff,15.0,0.0,0.0
8466a13ffffffff,2.0,0.0,0.0
8466a17ffffffff,13.0,0.0,0.0
8466a1dffffffff,179.0,0.0,0.0
8466a21ffffffff,13.0,0.0,0.0
8466a23ffffffff,3.0,0.0,0.0
8466a25ffffffff,72.0,0.0,0.0
8466a27ffffffff,118.0,0.0,0.0
8466a31ffffffff,25.0,0.0,0.0
8466a33ffffffff,5.0,0.0,0.0
8466a35ffffffff,62.0,0.0,0.0
8466a37ffffffff,67.0,0.0,0.0
8466a53ffffffff,1.0,0.0,0.0
8466a5bffffffff,1.0,0.0,0.0
8466a85ffffffff,1.0,0.0,0.0
8466a9bffffffff,2.0,0.0,0.0
8466aabffffffff,1.0,0.0,0.0
8466acbffffffff,10.0,0.0,0.0
8466ae5ffffffff,2.0,0.0,0.0
8466ae9ffffffff,22.0,0.0,0.0
8466aedffffffff,32.0,0.0,0.0
8466b01ffffffff,393.0,15.0,0.0
8466b03ffffffff,4.0,2.0,0.0
8466b05ffffffff,62.0,3.0,0.0
8466b07ffffffff,8.0,0.0,0.0
8466b09ffffffff,178.0,14.0,0.0
8466b0bffffffff,159.0,4.0,0.0
8466b0dffffffff,111.0,9.0,0.0
8466b11ffffffff,20.0,0.0,0.0
8466b13ffffffff,10.0,0.0,0.0
8466b19ffffffff,5.0,0.0,0.0
8466b31ffffffff,2.0,0.0,0.0
8466b39ffffffff,1.0,0.0,0.0
8466b3dffffffff,2.0,0.0,0.0
8466b45ffffffff,299.0,19.0,0.0
8466b47ffffffff,199.0,5.0,0.0
8466b61ffffffff,8.0,0.0,0.0
8466b63ffffffff,10.0,1.0,0.0
8466b65ffffffff,142.0,15.0,0.0
8466b69ffffffff,6.0,0.0,0.0
8466b6bffffffff,10.0,3.0,0.0
8466b6dffffffff,172.0,11.0,0.0
8466d47ffffffff,31.0,0.0,11.0
8466d49ffffffff,15.0,0.0,0.0
8466d4dffffffff,2.0,0.0,2.0
8466d69ffffffff,3.0,0.0,0.0
8466d6bffffffff,19.0,0.0,11.0
8466f01ffffffff,3.0,0.0,0.0
8466f23ffffffff,8.0,0.0,0.0
8466f35ffffffff,2.0,0.0,0.0
846c44dffffffff,2.0,0.0,0.0
846c619ffffffff,290.0,0.0,0.0
846c623ffffffff,1.0,0.0,0.0
846c653ffffffff,24.0,0.0,0.0
846c657ffffffff,35.0,0.0,0.0
846c659ffffffff,1.0,0.0,0.0
846c65bffffffff,4.0,0.0,0.0
846d007ffffffff,2.0,0.0,0.0
846d013ffffffff,2.0,0.0,0.0
846d029ffffffff,1.0,0.0,0.0
846d039ffffffff,1.0,0.0,0.0
846d043ffffffff,5.0,0.0,0.0
846d069ffffffff,2.0,0.0,0.0
846d06dffffffff,20.0,0.0,0.0
846d101ffffffff,1.0,0.0,0.0
846d105ffffffff,1.0,0.0,0.0
846d125ffffffff,2.0,0.0,0.0
846d141ffffffff,6.0,0.0,0.0
846d145ffffffff,2.0,0.0,0.0
846d151ffffffff,12.0,2.0,0.0
846d159ffffffff,217.0,0.0,0.0
846d15dffffffff,135.0,0.0,0.0
846d1c9ffffffff,3.0,0.0,0.0
846d1e7ffffffff,1.0,0.0,0.0
846d2a1ffffffff,2.0,0.0,0.0
846d409ffffffff,2.0,0.0,0.0
846d429ffffffff,1.0,0.0,0.0
846d445ffffffff,1.0,0.0,0.0
846d451ffffffff,5.0,0.0,0.0
846d465ffffffff,1.0,0.0,0.0
846d467ffffffff,3.0,0.0,0.0
846d491ffffffff,31.0,0.0,0.0
846d495ffffffff,6.0,0.0,0.0
846d497ffffffff,9.0,0.0,0.0
846d499ffffffff,32.0,0.0,0.0
846d49dffffffff,6.0,0.0,0.0
846d4b3ffffffff,3.0,0.0,0.0
846d4bbffffffff,9.0,0.0,0.0
846d4d1ffffffff,1.0,0.0,0.0
846d4d3ffffffff,23.0,0.0,0.0
846d4d9ffffffff,1.0,0.0,0.0
846d4dbffffffff,24.0,0.0,0.0
846d549ffffffff,1.0,0.0,0.0
846d551ffffffff,1.0,0.0,0.0
846d55bffffffff,2.0,0.0,0.0
846d605ffffffff,3.0,0.0,0.0
846d639ffffffff,2.0,0.0,0.0
846d663ffffffff,21.0,0.0,0.0
846d685ffffffff,172.0,1.0,0.0
846d687ffffffff,80.0,14.0,0.0
846d68dffffffff,15.0,0.0,0.0
846d695ffffffff,362.0,30.0,0.0
846d697ffffffff,112.0,0.0,0.0
846d6a1ffffffff,2.0,0.0,0.0
846d6a3ffffffff,2.0,0.0,0.0
846d6a9ffffffff,13.0,0.0,0.0
846d6abffffffff,19.0,0.0,0.0
846d6adffffffff,1.0,0.0,0.0
846d6b1ffffffff,7.0,0.0,0.0
846d6b3ffffffff,560.0,50.0,0.0
846d6b7ffffffff,30.0,0.0,0.0
846d6b9ffffffff,2.0,0.0,0.0
846d6bbffffffff,219.0,24.0,0.0
846d6bdffffffff,2.0,0.0,0.0
846d6e1ffffffff,2.0,0.0,0.0
846d707ffffffff,5.0,0.0,0.0
846d709ffffffff,12.0,0.0,0.0
846d70bffffffff,4.0,0.0,0.0
846d70dffffffff,13.0,0.0,0.0
846d713ffffffff,1.0,0.0,0.0
846d743ffffffff,3.0,0.0,0.0
846d747ffffffff,87.0,0.0,0.0
846d75bffffffff,12.0,0.0,0.0
846d75dffffffff,7.0,0.0,0.0
846d763ffffffff,4.0,0.0,0.0
846dad9ffffffff,2.0,0.0,0.0
848f245ffffffff,3.0,0.0,0.0
