cell_id,Leucosticte tephrocotis,Leucosticte tephrocotis umbrina,Leucosticte tephrocotis griseonucha,Leucosticte tephrocotis littoralis,Leucosticte tephrocotis [tephrocotis Group],Leucosticte tephrocotis littoralis x [tephrocotis Group]
84298d1ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84298d3ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
84298ddffffffff,385.0,0.0,0.0,0.0,0.0,0.0
8429905ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8429907ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8429923ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842992bffffffff,2.0,0.0,0.0,0.0,2.0,0.0
84299bbffffffff,6.0,0.0,0.0,0.0,2.0,0.0
84299bdffffffff,71.0,0.0,0.0,6.0,6.0,0.0
8429aa1ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8429aa3ffffffff,110.0,0.0,0.0,0.0,2.0,0.0
8429aa7ffffffff,571.0,0.0,0.0,0.0,0.0,0.0
8429aa9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8429aabffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8429aadffffffff,50.0,0.0,0.0,0.0,0.0,0.0
8429ab7ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
8429ae5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8448d83ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8448d89ffffffff,1722.0,0.0,0.0,515.0,598.0,0.0
8448da3ffffffff,3.0,0.0,0.0,2.0,1.0,0.0
8448db5ffffffff,12.0,0.0,0.0,0.0,4.0,0.0
8448dbbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
