cell_id,Campylopterus largipennis,Campylopterus largipennis largipennis,Campylopterus largipennis obscurus
8466c21ffffffff,28.0,0.0,0.0
8466c23ffffffff,1.0,0.0,0.0
8466c27ffffffff,1.0,0.0,0.0
8466c29ffffffff,9.0,0.0,0.0
8466c2bffffffff,1.0,0.0,0.0
8466c2dffffffff,2.0,0.0,0.0
8466c4bffffffff,4.0,0.0,0.0
8466c57ffffffff,11.0,0.0,0.0
8466c5bffffffff,2.0,0.0,0.0
8466c5dffffffff,11.0,0.0,0.0
8466c67ffffffff,4.0,0.0,0.0
8466cc5ffffffff,2.0,0.0,0.0
8466ce9ffffffff,5.0,0.0,0.0
8466cedffffffff,4.0,0.0,0.0
8466d13ffffffff,7.0,0.0,0.0
8466d1bffffffff,366.0,0.0,0.0
8466d81ffffffff,29.0,0.0,0.0
8466d8bffffffff,1.0,0.0,0.0
8466d8dffffffff,4.0,0.0,0.0
8466da1ffffffff,6.0,0.0,0.0
8466da3ffffffff,2.0,0.0,0.0
8466da9ffffffff,5.0,0.0,0.0
8466dadffffffff,47.0,0.0,0.0
8466db1ffffffff,1.0,0.0,0.0
8466dc1ffffffff,4.0,0.0,0.0
8466dc3ffffffff,48.0,0.0,0.0
8466dc7ffffffff,7.0,0.0,0.0
8466dc9ffffffff,4.0,0.0,0.0
8466dd5ffffffff,28.0,0.0,3.0
8466dd9ffffffff,2.0,0.0,0.0
8466ddbffffffff,5.0,0.0,0.0
8466de1ffffffff,71.0,0.0,0.0
8466de3ffffffff,116.0,0.0,5.0
8466de7ffffffff,34.0,0.0,0.0
8466debffffffff,36.0,0.0,0.0
8466e03ffffffff,2.0,0.0,0.0
8466e0bffffffff,3.0,0.0,0.0
8466e15ffffffff,2.0,0.0,0.0
8466e1dffffffff,3.0,0.0,0.0
8466e37ffffffff,2.0,0.0,0.0
8466e39ffffffff,6.0,0.0,0.0
8466e3bffffffff,3.0,0.0,0.0
8466e3dffffffff,4.0,0.0,0.0
8466e53ffffffff,5.0,0.0,0.0
8466e57ffffffff,6.0,0.0,0.0
8466eadffffffff,9.0,0.0,0.0
8466ec5ffffffff,7.0,0.0,0.0
8466ec7ffffffff,7.0,0.0,0.0
8466ecbffffffff,8.0,0.0,0.0
8466ee5ffffffff,14.0,0.0,0.0
8466ee7ffffffff,1.0,0.0,0.0
8466eedffffffff,4.0,0.0,0.0
848044dffffffff,3.0,0.0,0.0
8480469ffffffff,208.0,0.0,81.0
8480619ffffffff,1.0,0.0,1.0
8480625ffffffff,2.0,0.0,2.0
8480643ffffffff,4.0,0.0,0.0
8480655ffffffff,4.0,0.0,0.0
8480665ffffffff,5.0,0.0,2.0
848069dffffffff,1.0,0.0,0.0
84806b3ffffffff,1.0,0.0,0.0
84806b7ffffffff,24.0,0.0,0.0
8480713ffffffff,1.0,0.0,0.0
8480737ffffffff,3.0,0.0,0.0
8480745ffffffff,8.0,0.0,0.0
8480759ffffffff,3.0,0.0,0.0
8481401ffffffff,6.0,0.0,0.0
8481431ffffffff,1.0,0.0,1.0
84814a1ffffffff,6.0,0.0,0.0
84814a9ffffffff,20.0,0.0,2.0
84814adffffffff,36.0,0.0,0.0
84814d1ffffffff,3.0,0.0,1.0
84814d5ffffffff,42.0,0.0,9.0
84814d9ffffffff,6.0,0.0,0.0
84814ddffffffff,1.0,0.0,1.0
84814e1ffffffff,3.0,0.0,0.0
84814e3ffffffff,25.0,0.0,2.0
84814e5ffffffff,2.0,0.0,0.0
84814e7ffffffff,74.0,0.0,3.0
84814ebffffffff,7.0,0.0,0.0
8481583ffffffff,7.0,0.0,0.0
84815abffffffff,4.0,0.0,0.0
84815c9ffffffff,5.0,0.0,3.0
84815d9ffffffff,22.0,0.0,0.0
84815dbffffffff,3.0,0.0,0.0
8481635ffffffff,2.0,0.0,0.0
8481637ffffffff,2.0,0.0,1.0
848a003ffffffff,1.0,0.0,0.0
848a01dffffffff,11.0,0.0,0.0
848a049ffffffff,1.0,0.0,1.0
848a04bffffffff,4.0,0.0,0.0
848a051ffffffff,6.0,0.0,1.0
848a055ffffffff,4.0,0.0,4.0
848a059ffffffff,1.0,0.0,1.0
848a05bffffffff,3.0,0.0,2.0
848a05dffffffff,2.0,0.0,1.0
848a069ffffffff,8.0,0.0,0.0
848a109ffffffff,10.0,0.0,0.0
848a143ffffffff,1.0,0.0,1.0
848a155ffffffff,15.0,0.0,0.0
848a157ffffffff,1.0,0.0,0.0
848a1a7ffffffff,20.0,0.0,3.0
848a233ffffffff,3.0,0.0,1.0
848a313ffffffff,4.0,0.0,1.0
848a337ffffffff,9.0,0.0,0.0
848a33bffffffff,2.0,0.0,0.0
848a451ffffffff,8.0,0.0,0.0
848a459ffffffff,13.0,0.0,0.0
848a45bffffffff,13.0,0.0,0.0
848a45dffffffff,23.0,0.0,0.0
848a4b9ffffffff,5.0,0.0,0.0
848a68bffffffff,2.0,0.0,0.0
848a699ffffffff,12.0,0.0,0.0
848a69dffffffff,2.0,0.0,0.0
848a6d3ffffffff,5.0,0.0,0.0
848a6d7ffffffff,3.0,0.0,0.0
848a6d9ffffffff,5.0,0.0,0.0
848a6dbffffffff,7.0,0.0,0.0
848a70bffffffff,4.0,0.0,0.0
848a809ffffffff,14.0,0.0,9.0
848a81bffffffff,4.0,0.0,0.0
848a827ffffffff,1.0,0.0,0.0
848a8d9ffffffff,6.0,0.0,0.0
848a927ffffffff,3.0,0.0,0.0
848a929ffffffff,1.0,0.0,0.0
848a9cdffffffff,6.0,0.0,0.0
848a9d3ffffffff,2.0,0.0,0.0
848aa93ffffffff,3.0,0.0,3.0
848aaa5ffffffff,1.0,0.0,0.0
848aaadffffffff,1.0,0.0,0.0
848aabdffffffff,3.0,0.0,0.0
848ad13ffffffff,3.0,0.0,0.0
848ad8dffffffff,2.0,0.0,0.0
848adbbffffffff,6.0,0.0,0.0
848af09ffffffff,5.0,0.0,2.0
848af29ffffffff,144.0,9.0,0.0
848af2bffffffff,6.0,0.0,0.0
848af2dffffffff,6.0,1.0,0.0
848af41ffffffff,1.0,0.0,0.0
848af61ffffffff,50.0,8.0,0.0
848af63ffffffff,70.0,5.0,0.0
848af67ffffffff,55.0,0.0,0.0
848af69ffffffff,3.0,0.0,0.0
848af6bffffffff,17.0,5.0,0.0
848b0a5ffffffff,2.0,0.0,0.0
848b0c1ffffffff,2.0,0.0,0.0
848b203ffffffff,2.0,0.0,0.0
848b205ffffffff,18.0,0.0,0.0
848b20bffffffff,15.0,0.0,0.0
848b211ffffffff,3.0,0.0,0.0
848b213ffffffff,4.0,0.0,0.0
848b223ffffffff,4.0,0.0,0.0
848b229ffffffff,14.0,0.0,0.0
848b22dffffffff,2.0,0.0,0.0
848b239ffffffff,1.0,0.0,0.0
848b23dffffffff,4.0,0.0,0.0
848b2c5ffffffff,1.0,0.0,0.0
848b2c7ffffffff,4.0,0.0,0.0
848b2e9ffffffff,8.0,0.0,0.0
848b2ebffffffff,3.0,0.0,0.0
848b407ffffffff,1.0,0.0,0.0
848b40bffffffff,2.0,0.0,0.0
848b44bffffffff,17.0,0.0,0.0
848b44dffffffff,10.0,0.0,0.0
848b52dffffffff,1.0,0.0,0.0
848b53dffffffff,2.0,0.0,0.0
848b567ffffffff,2.0,0.0,0.0
848b56bffffffff,1.0,0.0,0.0
848b5cdffffffff,3.0,0.0,0.0
848b617ffffffff,664.0,0.0,13.0
848b627ffffffff,2.0,0.0,0.0
848b631ffffffff,3.0,0.0,2.0
848b633ffffffff,12.0,0.0,0.0
848b637ffffffff,23.0,0.0,0.0
848b639ffffffff,2.0,0.0,0.0
848b63bffffffff,724.0,0.0,37.0
848b63dffffffff,2.0,0.0,0.0
848b683ffffffff,3.0,0.0,0.0
848b691ffffffff,2.0,0.0,0.0
848b693ffffffff,4.0,0.0,0.0
848b695ffffffff,3.0,0.0,0.0
848b699ffffffff,1.0,0.0,0.0
848b6cdffffffff,1.0,0.0,0.0
848b6e5ffffffff,2.0,0.0,0.0
848b6e7ffffffff,23.0,0.0,0.0
848b6edffffffff,24.0,0.0,0.0
848b709ffffffff,97.0,0.0,0.0
848b713ffffffff,16.0,0.0,0.0
848b71bffffffff,8.0,0.0,0.0
848b745ffffffff,2.0,0.0,0.0
848b74bffffffff,3.0,0.0,0.0
848b839ffffffff,4.0,0.0,0.0
848b849ffffffff,29.0,0.0,0.0
848b881ffffffff,5.0,0.0,0.0
848b8a5ffffffff,3.0,0.0,3.0
848b8d3ffffffff,1.0,0.0,0.0
848b8dbffffffff,1.0,0.0,0.0
848b999ffffffff,16.0,0.0,8.0
848b99dffffffff,89.0,0.0,17.0
848b9bdffffffff,1.0,0.0,0.0
848b9d1ffffffff,2.0,0.0,0.0
848b9d5ffffffff,255.0,0.0,0.0
848b9d7ffffffff,6.0,0.0,0.0
848ba09ffffffff,4.0,0.0,0.0
848bb59ffffffff,7.0,0.0,0.0
848e641ffffffff,2.0,0.0,0.0
848e643ffffffff,12.0,0.0,0.0
848e649ffffffff,4.0,0.0,0.0
848e64bffffffff,1.0,0.0,0.0
848e651ffffffff,12.0,0.0,0.0
848f401ffffffff,527.0,0.0,0.0
848f403ffffffff,2.0,0.0,0.0
848f40bffffffff,2.0,0.0,0.0
848f40dffffffff,2.0,0.0,0.0
848f421ffffffff,2.0,0.0,0.0
848f439ffffffff,12.0,0.0,0.0
848f44bffffffff,3.0,0.0,0.0
848f461ffffffff,23.0,0.0,0.0
848f463ffffffff,488.0,0.0,0.0
848f465ffffffff,264.0,0.0,0.0
848f467ffffffff,2.0,0.0,0.0
848f46bffffffff,3.0,0.0,0.0
848f4a5ffffffff,6.0,0.0,0.0
848f4adffffffff,5.0,0.0,0.0
848f4b3ffffffff,2.0,0.0,0.0
848f4b5ffffffff,2.0,0.0,0.0
848f4c7ffffffff,2.0,0.0,0.0
848f4e3ffffffff,2.0,0.0,0.0
848f553ffffffff,2.0,0.0,0.0
848f5d3ffffffff,2.0,0.0,0.0
848f5d9ffffffff,1.0,0.0,0.0
848f5ddffffffff,2.0,0.0,0.0
848f6b5ffffffff,8.0,0.0,0.0
848f705ffffffff,2.0,0.0,0.0
848f729ffffffff,3.0,0.0,0.0
848f72bffffffff,84.0,0.0,0.0
848f733ffffffff,8.0,0.0,0.0
848f74bffffffff,6.0,0.0,0.0
848f763ffffffff,4.0,0.0,0.0
84a8591ffffffff,1.0,0.0,0.0
84a8c97ffffffff,2.0,0.0,0.0
84b324bffffffff,8.0,0.0,0.0
84b3251ffffffff,6.0,0.0,0.0
84b3253ffffffff,4.0,0.0,0.0
84b3257ffffffff,7.0,0.0,0.0
84b3259ffffffff,3.0,0.0,0.0
84b325bffffffff,4.0,0.0,0.0
