cell_id,Emberizoides herbicola,Emberizoides herbicola [sphenurus Group],Emberizoides herbicola herbicola
84a8095ffffffff,2.0,0.0,0.0
84a80b1ffffffff,1.0,0.0,0.0
84a80c3ffffffff,3.0,0.0,0.0
84a80d9ffffffff,2.0,0.0,0.0
84a80e3ffffffff,4.0,0.0,0.0
84a8101ffffffff,47.0,0.0,0.0
84a8103ffffffff,16.0,0.0,0.0
84a8105ffffffff,137.0,0.0,0.0
84a8107ffffffff,67.0,0.0,0.0
84a8109ffffffff,7.0,0.0,0.0
84a8113ffffffff,5.0,0.0,0.0
84a8115ffffffff,53.0,0.0,0.0
84a8117ffffffff,16.0,0.0,0.0
84a8119ffffffff,1.0,0.0,0.0
84a811bffffffff,10.0,0.0,0.0
84a811dffffffff,9.0,0.0,0.0
84a8121ffffffff,6.0,0.0,0.0
84a8123ffffffff,10.0,0.0,0.0
84a8125ffffffff,2.0,0.0,0.0
84a8127ffffffff,68.0,0.0,0.0
84a8129ffffffff,19.0,0.0,0.0
84a812bffffffff,18.0,0.0,0.0
84a8131ffffffff,14.0,0.0,0.0
84a8133ffffffff,2.0,0.0,0.0
84a8137ffffffff,4.0,0.0,0.0
84a8139ffffffff,8.0,0.0,0.0
84a813bffffffff,56.0,0.0,0.0
84a8153ffffffff,6.0,0.0,0.0
84a8157ffffffff,2.0,0.0,0.0
84a8185ffffffff,7.0,0.0,0.0
84a8187ffffffff,2.0,0.0,0.0
84a8195ffffffff,4.0,0.0,0.0
84a81a5ffffffff,2.0,0.0,0.0
84a81bbffffffff,2.0,0.0,0.0
84a81c5ffffffff,3.0,0.0,0.0
84a81c7ffffffff,10.0,0.0,0.0
84a81cdffffffff,220.0,0.0,0.0
84a81d1ffffffff,3.0,0.0,0.0
84a81d9ffffffff,9.0,0.0,0.0
84a81e1ffffffff,103.0,0.0,0.0
84a81e3ffffffff,7.0,0.0,0.0
84a81e9ffffffff,78.0,0.0,0.0
84a81ebffffffff,29.0,0.0,0.0
84a81edffffffff,198.0,0.0,0.0
84a8235ffffffff,2.0,0.0,0.0
84a8237ffffffff,2.0,0.0,0.0
84a8287ffffffff,1.0,0.0,0.0
84a82ddffffffff,4.0,0.0,0.0
84a8313ffffffff,15.0,0.0,0.0
84a831bffffffff,3.0,0.0,0.0
84a8337ffffffff,4.0,0.0,0.0
84a8403ffffffff,5.0,0.0,0.0
84a840dffffffff,23.0,0.0,0.0
84a8421ffffffff,3.0,0.0,0.0
84a8439ffffffff,1.0,0.0,0.0
84a8441ffffffff,2.0,0.0,0.0
84a844dffffffff,19.0,0.0,0.0
84a8463ffffffff,47.0,0.0,0.0
84a84b9ffffffff,1.0,0.0,0.0
84a8527ffffffff,4.0,0.0,0.0
84a8535ffffffff,1.0,0.0,0.0
84a8559ffffffff,22.0,0.0,0.0
84a8591ffffffff,32.0,0.0,0.0
84a85b7ffffffff,36.0,0.0,0.0
84a85d3ffffffff,4.0,0.0,0.0
84a8601ffffffff,3.0,0.0,0.0
84a8605ffffffff,13.0,0.0,0.0
84a860dffffffff,14.0,0.0,0.0
84a8629ffffffff,7.0,0.0,0.0
84a862dffffffff,5.0,0.0,0.0
84a8645ffffffff,2.0,0.0,0.0
84a8647ffffffff,2.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0
84a8701ffffffff,4.0,0.0,0.0
84a871bffffffff,4.0,0.0,0.0
84a8737ffffffff,6.0,0.0,0.0
84a873dffffffff,1.0,0.0,0.0
84a8753ffffffff,2.0,0.0,0.0
84a8757ffffffff,1.0,0.0,0.0
84a876dffffffff,31.0,0.0,0.0
84a8805ffffffff,3.0,0.0,0.0
84a8807ffffffff,17.0,0.0,0.0
84a8809ffffffff,1.0,0.0,0.0
84a8817ffffffff,1.0,0.0,0.0
84a881bffffffff,66.0,0.0,0.0
84a882dffffffff,7.0,0.0,0.0
84a8831ffffffff,2.0,0.0,0.0
84a883bffffffff,1.0,0.0,0.0
84a883dffffffff,3.0,0.0,0.0
84a8849ffffffff,22.0,0.0,0.0
84a884bffffffff,3.0,0.0,0.0
84a884dffffffff,9.0,0.0,0.0
84a8851ffffffff,1.0,0.0,0.0
84a8853ffffffff,2.0,0.0,0.0
84a885bffffffff,2.0,0.0,0.0
84a8863ffffffff,4.0,0.0,0.0
84a8867ffffffff,20.0,0.0,0.0
84a886dffffffff,6.0,0.0,0.0
84a88a3ffffffff,2.0,0.0,0.0
84a88a9ffffffff,2.0,0.0,0.0
84a88bdffffffff,3.0,0.0,0.0
84a88c1ffffffff,3.0,0.0,0.0
84a88c3ffffffff,11.0,0.0,0.0
84a88d5ffffffff,9.0,0.0,0.0
84a88ddffffffff,86.0,0.0,0.0
84a88e3ffffffff,1.0,0.0,0.0
84a88e9ffffffff,95.0,0.0,0.0
84a88ebffffffff,31.0,0.0,0.0
84a8911ffffffff,4.0,0.0,0.0
84a8915ffffffff,9.0,0.0,0.0
84a8917ffffffff,10.0,0.0,0.0
84a891bffffffff,6.0,0.0,0.0
84a893bffffffff,4.0,0.0,0.0
84a8953ffffffff,5.0,0.0,0.0
84a8957ffffffff,6.0,0.0,0.0
84a895bffffffff,2.0,0.0,0.0
84a89ddffffffff,2.0,0.0,0.0
84a8a03ffffffff,20.0,0.0,0.0
84a8a07ffffffff,4.0,0.0,0.0
84a8a11ffffffff,2.0,0.0,0.0
84a8a13ffffffff,16.0,0.0,0.0
84a8a15ffffffff,15.0,0.0,0.0
84a8a17ffffffff,19.0,0.0,0.0
84a8a19ffffffff,36.0,0.0,0.0
84a8a1bffffffff,26.0,0.0,0.0
84a8a21ffffffff,50.0,0.0,0.0
84a8a23ffffffff,71.0,0.0,0.0
84a8a25ffffffff,4.0,0.0,0.0
84a8a27ffffffff,16.0,0.0,0.0
84a8a2bffffffff,56.0,0.0,0.0
84a8a31ffffffff,3.0,0.0,0.0
84a8a33ffffffff,4.0,0.0,0.0
84a8a35ffffffff,3.0,0.0,0.0
84a8a39ffffffff,3.0,0.0,0.0
84a8a3bffffffff,2.0,0.0,0.0
84a8a3dffffffff,8.0,0.0,0.0
84a8a8bffffffff,1.0,0.0,0.0
84a8a8dffffffff,3.0,0.0,0.0
84a8a91ffffffff,35.0,0.0,0.0
84a8a93ffffffff,53.0,0.0,0.0
84a8a97ffffffff,215.0,0.0,0.0
84a8aa1ffffffff,1.0,0.0,0.0
84a8aadffffffff,24.0,0.0,0.0
84a8ab1ffffffff,1.0,0.0,0.0
84a8ab9ffffffff,2.0,0.0,0.0
84a8abdffffffff,2.0,0.0,0.0
84a8ac1ffffffff,1.0,0.0,0.0
84a8ac5ffffffff,3.0,0.0,0.0
84a8ac9ffffffff,11.0,0.0,0.0
84a8acbffffffff,43.0,0.0,0.0
84a8ad1ffffffff,2.0,0.0,0.0
84a8ad3ffffffff,1.0,0.0,0.0
84a8ae1ffffffff,20.0,0.0,0.0
84a8ae3ffffffff,19.0,0.0,0.0
84a8ae5ffffffff,23.0,0.0,0.0
84a8ae7ffffffff,6.0,0.0,0.0
84a8b11ffffffff,4.0,0.0,0.0
84a8b13ffffffff,7.0,0.0,0.0
84a8b17ffffffff,8.0,0.0,0.0
84a8b1bffffffff,8.0,0.0,0.0
84a8c05ffffffff,2.0,0.0,0.0
84a8c1dffffffff,2.0,0.0,0.0
84a8c23ffffffff,24.0,0.0,0.0
84a8c25ffffffff,81.0,0.0,0.0
84a8c29ffffffff,1.0,0.0,0.0
84a8c2bffffffff,6.0,0.0,0.0
84a8c6bffffffff,2.0,0.0,0.0
84a8cc9ffffffff,1.0,0.0,0.0
84a8d11ffffffff,2.0,0.0,0.0
84a8d19ffffffff,103.0,0.0,0.0
84a8d1bffffffff,22.0,0.0,0.0
84a8d35ffffffff,36.0,0.0,0.0
84a8d53ffffffff,2.0,0.0,0.0
84a8d5bffffffff,1.0,0.0,0.0
84a8d8bffffffff,1.0,0.0,0.0
84a8de1ffffffff,58.0,0.0,0.0
84a8de3ffffffff,74.0,0.0,0.0
84a8de7ffffffff,2.0,0.0,0.0
84a8de9ffffffff,7.0,0.0,0.0
84a8debffffffff,17.0,0.0,0.0
84a8e19ffffffff,1.0,0.0,0.0
84a8e6dffffffff,4.0,0.0,0.0
84a8ec9ffffffff,110.0,0.0,0.0
84a8ecbffffffff,9.0,0.0,0.0
84a8ecdffffffff,2.0,0.0,0.0
84a8f05ffffffff,1.0,0.0,0.0
84a8f41ffffffff,1.0,0.0,0.0
84a8f43ffffffff,21.0,0.0,0.0
84a8f47ffffffff,6.0,0.0,0.0
84a8f4dffffffff,1.0,0.0,0.0
84a8f63ffffffff,2.0,0.0,0.0
84a8f6bffffffff,1.0,0.0,0.0
84a9017ffffffff,24.0,0.0,0.0
84a9031ffffffff,4.0,0.0,0.0
84a9033ffffffff,2.0,0.0,0.0
84a9051ffffffff,9.0,0.0,0.0
84a90adffffffff,2.0,0.0,0.0
84a90c1ffffffff,4.0,0.0,0.0
84a90c5ffffffff,7.0,0.0,0.0
84a90cdffffffff,9.0,0.0,0.0
84a90e1ffffffff,2.0,0.0,0.0
84a90e5ffffffff,8.0,0.0,0.0
84a91d9ffffffff,1.0,0.0,0.0
84a91dbffffffff,1.0,0.0,0.0
84a9213ffffffff,2.0,0.0,0.0
84a9291ffffffff,28.0,0.0,0.0
84a9293ffffffff,10.0,0.0,0.0
84a92bdffffffff,3.0,0.0,0.0
84a92ebffffffff,2.0,0.0,0.0
84a9403ffffffff,2.0,0.0,0.0
84a9405ffffffff,5.0,0.0,0.0
84a9407ffffffff,7.0,0.0,0.0
84a9409ffffffff,2.0,0.0,0.0
84a940dffffffff,27.0,0.0,0.0
84a9411ffffffff,2.0,0.0,0.0
84a9413ffffffff,22.0,0.0,0.0
84a9417ffffffff,2.0,0.0,0.0
84a9419ffffffff,2.0,0.0,0.0
84a941bffffffff,30.0,0.0,0.0
84a9425ffffffff,49.0,0.0,0.0
84a9427ffffffff,2.0,0.0,0.0
84a9429ffffffff,81.0,0.0,0.0
84a942dffffffff,2.0,0.0,0.0
84a9433ffffffff,9.0,0.0,0.0
84a9435ffffffff,1.0,0.0,0.0
84a9437ffffffff,4.0,0.0,0.0
84a9439ffffffff,5.0,0.0,0.0
84a943dffffffff,11.0,0.0,0.0
84a9441ffffffff,32.0,0.0,0.0
84a9443ffffffff,6.0,0.0,0.0
84a9445ffffffff,45.0,0.0,0.0
84a9447ffffffff,34.0,0.0,0.0
84a9449ffffffff,18.0,0.0,0.0
84a944bffffffff,6.0,0.0,0.0
84a944dffffffff,15.0,0.0,0.0
84a9451ffffffff,2.0,0.0,0.0
84a9453ffffffff,7.0,0.0,0.0
84a9457ffffffff,8.0,0.0,0.0
84a945bffffffff,12.0,0.0,0.0
84a9461ffffffff,89.0,0.0,0.0
84a9463ffffffff,5.0,0.0,0.0
84a9465ffffffff,389.0,0.0,0.0
84a9467ffffffff,5.0,0.0,0.0
84a9469ffffffff,3.0,0.0,0.0
84a946bffffffff,94.0,0.0,0.0
84a946dffffffff,18.0,0.0,0.0
84a94a9ffffffff,10.0,0.0,0.0
84a94c7ffffffff,1.0,0.0,0.0
84a94cdffffffff,1.0,0.0,0.0
84a94e3ffffffff,13.0,0.0,0.0
84a94e5ffffffff,26.0,0.0,0.0
84a94e7ffffffff,41.0,0.0,0.0
84a94e9ffffffff,1.0,0.0,0.0
84a94edffffffff,4.0,0.0,0.0
84a9549ffffffff,1.0,0.0,0.0
84a955bffffffff,12.0,0.0,0.0
84a9595ffffffff,25.0,0.0,0.0
84a9599ffffffff,4.0,0.0,0.0
84a95abffffffff,37.0,0.0,0.0
84a95bbffffffff,10.0,0.0,0.0
84a95c5ffffffff,3.0,0.0,0.0
84a95d1ffffffff,70.0,0.0,0.0
84a95d5ffffffff,1.0,0.0,0.0
84a95d9ffffffff,45.0,0.0,0.0
84a95dbffffffff,63.0,0.0,0.0
84a95edffffffff,3.0,0.0,0.0
84a9601ffffffff,2.0,0.0,0.0
84a9605ffffffff,3.0,0.0,0.0
84a9607ffffffff,8.0,0.0,0.0
84a9621ffffffff,6.0,0.0,0.0
84a9623ffffffff,43.0,0.0,0.0
84a9625ffffffff,37.0,0.0,0.0
84a9627ffffffff,47.0,0.0,0.0
84a9629ffffffff,3.0,0.0,0.0
84a962bffffffff,13.0,0.0,0.0
84a962dffffffff,8.0,0.0,0.0
84a9631ffffffff,6.0,0.0,0.0
84a9633ffffffff,1.0,0.0,0.0
84a9637ffffffff,19.0,0.0,0.0
84a963dffffffff,15.0,0.0,0.0
84a9661ffffffff,8.0,0.0,0.0
84a9685ffffffff,3.0,0.0,0.0
84a96a1ffffffff,2.0,0.0,0.0
84a96a5ffffffff,50.0,0.0,0.0
84a96a7ffffffff,38.0,0.0,0.0
84a96a9ffffffff,7.0,0.0,0.0
84a96adffffffff,113.0,0.0,0.0
84a96c5ffffffff,6.0,0.0,0.0
84a96e1ffffffff,2.0,0.0,0.0
84a96e5ffffffff,7.0,0.0,0.0
84a96e7ffffffff,16.0,0.0,0.0
84a9711ffffffff,18.0,0.0,0.0
84a9715ffffffff,1.0,0.0,0.0
84a9717ffffffff,92.0,0.0,0.0
84a9719ffffffff,6.0,0.0,0.0
84a971bffffffff,3.0,0.0,0.0
84a9733ffffffff,1.0,0.0,0.0
84a973bffffffff,5.0,0.0,0.0
84a9741ffffffff,2.0,0.0,0.0
84a974dffffffff,25.0,0.0,0.0
84a9753ffffffff,4.0,0.0,0.0
84a9755ffffffff,14.0,0.0,0.0
84a9761ffffffff,3.0,0.0,0.0
84a9765ffffffff,5.0,0.0,0.0
84a976dffffffff,3.0,0.0,0.0
84b324bffffffff,3.0,0.0,0.0
84b3253ffffffff,2.0,0.0,0.0
84b3633ffffffff,3.0,0.0,0.0
84b368bffffffff,2.0,0.0,0.0
84b36e9ffffffff,1.0,0.0,0.0
84c2d85ffffffff,2.0,0.0,0.0
84c2d93ffffffff,2.0,0.0,0.0
84c2db1ffffffff,3.0,0.0,0.0
84c2db5ffffffff,1.0,0.0,0.0
