cell_id,Thamnophilus doliatus,Thamnophilus doliatus [doliatus Group],Thamnophilus doliatus capistratus
8445225ffffffff,134.0,0.0,0.0
844522bffffffff,43.0,0.0,0.0
844522dffffffff,6.0,0.0,0.0
8445233ffffffff,1046.0,0.0,0.0
844523bffffffff,156.0,0.0,0.0
8445241ffffffff,11.0,0.0,0.0
8445243ffffffff,78.0,0.0,0.0
8445245ffffffff,6.0,0.0,0.0
8445247ffffffff,153.0,0.0,0.0
8445249ffffffff,73.0,0.0,0.0
844524bffffffff,27.0,0.0,0.0
844524dffffffff,2.0,0.0,0.0
8445251ffffffff,3.0,0.0,0.0
8445253ffffffff,8.0,4.0,0.0
8445255ffffffff,69.0,0.0,0.0
8445257ffffffff,67.0,9.0,0.0
844525bffffffff,7.0,0.0,0.0
844525dffffffff,2.0,0.0,0.0
8445261ffffffff,6.0,0.0,0.0
8445263ffffffff,554.0,0.0,0.0
8445265ffffffff,2.0,0.0,0.0
8445267ffffffff,12.0,0.0,0.0
8445269ffffffff,13.0,0.0,0.0
844526bffffffff,449.0,0.0,0.0
844526dffffffff,10.0,0.0,0.0
8445281ffffffff,2.0,0.0,0.0
8445283ffffffff,6.0,2.0,0.0
8445285ffffffff,51.0,9.0,0.0
8445287ffffffff,39.0,6.0,0.0
8445289ffffffff,931.0,10.0,0.0
844528dffffffff,119.0,0.0,0.0
8445291ffffffff,1.0,0.0,0.0
8445297ffffffff,28.0,0.0,0.0
84452a1ffffffff,72.0,12.0,0.0
84452a3ffffffff,29.0,10.0,0.0
84452a5ffffffff,339.0,0.0,0.0
84452a7ffffffff,26.0,0.0,0.0
84452a9ffffffff,158.0,0.0,0.0
84452abffffffff,70.0,2.0,0.0
84452adffffffff,2307.0,0.0,0.0
84452b5ffffffff,15.0,0.0,0.0
84452b7ffffffff,2.0,0.0,0.0
84452b9ffffffff,20.0,0.0,0.0
84452bdffffffff,73.0,1.0,0.0
84452c1ffffffff,94.0,8.0,0.0
84452c3ffffffff,719.0,54.0,0.0
84452c5ffffffff,402.0,58.0,0.0
84452c7ffffffff,712.0,20.0,0.0
84452c9ffffffff,36.0,6.0,0.0
84452cbffffffff,27.0,1.0,0.0
84452cdffffffff,13.0,0.0,0.0
84452d5ffffffff,31.0,0.0,0.0
84452d7ffffffff,6.0,0.0,0.0
84452d9ffffffff,199.0,72.0,0.0
84452dbffffffff,30.0,0.0,0.0
84452ddffffffff,7.0,0.0,0.0
84452e1ffffffff,3154.0,0.0,0.0
84452e3ffffffff,316.0,0.0,0.0
84452e5ffffffff,2198.0,0.0,0.0
84452e7ffffffff,317.0,0.0,0.0
84452e9ffffffff,119.0,0.0,0.0
84452ebffffffff,449.0,44.0,0.0
84452edffffffff,137.0,0.0,0.0
8445303ffffffff,5.0,0.0,0.0
8445305ffffffff,2.0,0.0,0.0
8445309ffffffff,23.0,0.0,0.0
8445319ffffffff,16.0,0.0,0.0
8445321ffffffff,18.0,0.0,0.0
844532bffffffff,5.0,0.0,0.0
8445343ffffffff,98.0,0.0,0.0
8445345ffffffff,3.0,0.0,0.0
8445349ffffffff,6.0,0.0,0.0
844534bffffffff,2.0,0.0,0.0
844534dffffffff,12.0,0.0,0.0
8445351ffffffff,30.0,0.0,0.0
8445353ffffffff,41.0,0.0,0.0
8445355ffffffff,10.0,0.0,0.0
8445357ffffffff,5.0,0.0,0.0
8445359ffffffff,2.0,0.0,0.0
844535bffffffff,4.0,0.0,0.0
844535dffffffff,10.0,0.0,0.0
8445363ffffffff,1.0,0.0,0.0
8445365ffffffff,8.0,0.0,0.0
8445367ffffffff,6.0,0.0,0.0
8445649ffffffff,9.0,0.0,0.0
8445721ffffffff,66.0,4.0,0.0
8445723ffffffff,1.0,0.0,0.0
8445725ffffffff,46.0,0.0,0.0
8445727ffffffff,28.0,10.0,0.0
8445729ffffffff,1.0,0.0,0.0
8445745ffffffff,2.0,0.0,0.0
844574dffffffff,6.0,0.0,0.0
8445761ffffffff,9.0,0.0,0.0
8445765ffffffff,2.0,0.0,0.0
8445767ffffffff,10.0,0.0,0.0
8449907ffffffff,2.0,0.0,0.0
8449913ffffffff,2.0,0.0,0.0
8449917ffffffff,1.0,0.0,0.0
844992bffffffff,15.0,0.0,0.0
8449945ffffffff,4.0,0.0,0.0
8449961ffffffff,179.0,42.0,0.0
8449963ffffffff,106.0,14.0,0.0
8449965ffffffff,26.0,10.0,0.0
8449967ffffffff,5.0,2.0,0.0
8449969ffffffff,88.0,0.0,0.0
844996bffffffff,31.0,0.0,0.0
844996dffffffff,77.0,0.0,0.0
8449981ffffffff,18.0,0.0,0.0
8449987ffffffff,134.0,0.0,0.0
84499c5ffffffff,1.0,0.0,0.0
84499e3ffffffff,2.0,0.0,0.0
84499ebffffffff,2.0,0.0,0.0
845e659ffffffff,6.0,0.0,0.0
845f035ffffffff,1.0,0.0,0.0
845f03dffffffff,4.0,3.0,0.0
845f083ffffffff,100.0,0.0,0.0
845f08bffffffff,7.0,0.0,0.0
845f08dffffffff,2.0,0.0,0.0
845f095ffffffff,116.0,0.0,0.0
845f09dffffffff,5.0,0.0,0.0
845f0b9ffffffff,2.0,0.0,0.0
845f0d7ffffffff,17.0,0.0,0.0
845f0e3ffffffff,2.0,0.0,0.0
845f0e7ffffffff,1.0,0.0,0.0
845f105ffffffff,1.0,0.0,0.0
845f129ffffffff,10.0,0.0,0.0
845f12bffffffff,33.0,0.0,0.0
845f13bffffffff,3.0,0.0,0.0
845f13dffffffff,26.0,0.0,0.0
845f143ffffffff,2.0,0.0,0.0
845f163ffffffff,1.0,0.0,0.0
845f1c3ffffffff,49.0,0.0,0.0
845f1c9ffffffff,3.0,0.0,0.0
845f1cbffffffff,75.0,0.0,0.0
845f1ddffffffff,1.0,0.0,0.0
845f1e9ffffffff,21.0,0.0,0.0
845f1edffffffff,6.0,0.0,0.0
845f291ffffffff,15.0,0.0,0.0
845f295ffffffff,10.0,0.0,0.0
845f299ffffffff,31.0,2.0,0.0
845f29dffffffff,16.0,0.0,0.0
845f2bbffffffff,6.0,0.0,0.0
845f2d1ffffffff,37.0,0.0,0.0
845f2d3ffffffff,2.0,0.0,0.0
845f2d5ffffffff,2.0,0.0,0.0
845f2d7ffffffff,11.0,0.0,0.0
845f2dbffffffff,2.0,0.0,0.0
845f403ffffffff,9.0,0.0,0.0
845f407ffffffff,7.0,0.0,0.0
845f415ffffffff,12.0,0.0,0.0
845f42bffffffff,39.0,0.0,0.0
845f445ffffffff,2.0,0.0,0.0
845f46bffffffff,1.0,0.0,0.0
845f481ffffffff,2.0,0.0,0.0
845f483ffffffff,3.0,0.0,0.0
845f485ffffffff,2.0,0.0,0.0
845f487ffffffff,13.0,0.0,0.0
845f491ffffffff,7.0,0.0,0.0
845f4a3ffffffff,7.0,0.0,0.0
845f4a7ffffffff,1.0,0.0,0.0
845f4a9ffffffff,19.0,0.0,0.0
845f4b3ffffffff,72.0,0.0,0.0
845f4b9ffffffff,3.0,0.0,0.0
845f4bdffffffff,9.0,0.0,0.0
845f4e7ffffffff,6.0,0.0,0.0
845f50bffffffff,27.0,0.0,0.0
845f549ffffffff,2.0,0.0,0.0
845f56bffffffff,3.0,0.0,0.0
845f581ffffffff,61.0,0.0,0.0
845f583ffffffff,1848.0,0.0,0.0
845f587ffffffff,19.0,0.0,0.0
845f58bffffffff,29.0,0.0,0.0
845f595ffffffff,24.0,0.0,0.0
845f5b5ffffffff,1089.0,0.0,0.0
845f5b9ffffffff,130.0,0.0,0.0
845f5bdffffffff,271.0,0.0,0.0
845f5d7ffffffff,8.0,0.0,0.0
845f681ffffffff,1.0,0.0,0.0
845f683ffffffff,4.0,0.0,0.0
845f689ffffffff,4.0,0.0,0.0
845f68bffffffff,7.0,0.0,0.0
845f759ffffffff,10.0,0.0,0.0
845f75dffffffff,2.0,0.0,0.0
8466005ffffffff,2.0,0.0,0.0
8466009ffffffff,1.0,0.0,0.0
846601bffffffff,7.0,0.0,0.0
8466021ffffffff,21.0,0.0,0.0
8466023ffffffff,5.0,0.0,0.0
8466025ffffffff,73.0,1.0,0.0
8466027ffffffff,1.0,0.0,0.0
8466029ffffffff,8.0,0.0,0.0
846602bffffffff,4.0,0.0,0.0
846602dffffffff,4.0,0.0,0.0
8466037ffffffff,1.0,0.0,0.0
8466043ffffffff,2.0,0.0,0.0
8466045ffffffff,33.0,0.0,0.0
8466057ffffffff,2.0,0.0,0.0
8466061ffffffff,1.0,0.0,0.0
8466063ffffffff,1.0,0.0,0.0
8466067ffffffff,7.0,0.0,0.0
846606bffffffff,13.0,0.0,0.0
8466081ffffffff,21.0,0.0,0.0
8466083ffffffff,4.0,0.0,0.0
8466085ffffffff,4.0,0.0,0.0
8466087ffffffff,2.0,0.0,0.0
8466089ffffffff,14.0,4.0,0.0
846608dffffffff,469.0,6.0,0.0
8466091ffffffff,2.0,0.0,0.0
8466093ffffffff,3.0,0.0,0.0
8466097ffffffff,32.0,0.0,0.0
8466099ffffffff,3.0,0.0,0.0
846609bffffffff,6.0,0.0,0.0
846609dffffffff,3.0,0.0,0.0
84660a5ffffffff,35.0,0.0,0.0
84660a7ffffffff,69.0,4.0,0.0
84660adffffffff,6.0,0.0,0.0
84660b3ffffffff,26.0,0.0,0.0
84660b5ffffffff,3.0,0.0,0.0
84660b7ffffffff,3.0,0.0,0.0
84660bbffffffff,3.0,0.0,0.0
84660bdffffffff,1.0,0.0,0.0
84660c7ffffffff,1.0,0.0,0.0
84660cbffffffff,73.0,0.0,0.0
84660cdffffffff,7.0,0.0,0.0
84660d1ffffffff,44.0,0.0,0.0
84660d3ffffffff,11.0,0.0,0.0
84660d9ffffffff,7.0,0.0,0.0
84660dbffffffff,2.0,0.0,0.0
84660ddffffffff,4.0,0.0,0.0
84660e1ffffffff,26.0,0.0,0.0
84660e3ffffffff,57.0,0.0,0.0
84660e5ffffffff,1.0,0.0,0.0
84660e7ffffffff,4.0,0.0,0.0
84660ebffffffff,17.0,0.0,0.0
8466105ffffffff,17.0,0.0,0.0
8466107ffffffff,87.0,0.0,0.0
8466113ffffffff,9.0,0.0,0.0
8466117ffffffff,2.0,0.0,0.0
8466119ffffffff,23.0,0.0,0.0
8466121ffffffff,4.0,2.0,0.0
8466125ffffffff,7.0,2.0,0.0
8466129ffffffff,47.0,0.0,0.0
846612dffffffff,2.0,0.0,0.0
8466135ffffffff,4.0,0.0,0.0
8466139ffffffff,51.0,0.0,0.0
846613dffffffff,2.0,0.0,0.0
8466153ffffffff,3.0,0.0,0.0
846615bffffffff,9.0,0.0,0.0
8466163ffffffff,754.0,0.0,0.0
8466165ffffffff,59.0,3.0,0.0
8466167ffffffff,279.0,6.0,0.0
8466181ffffffff,2.0,0.0,0.0
8466183ffffffff,27.0,0.0,0.0
8466189ffffffff,3.0,0.0,0.0
846618bffffffff,97.0,0.0,0.0
8466191ffffffff,21.0,0.0,0.0
8466193ffffffff,126.0,1.0,0.0
8466195ffffffff,4.0,0.0,0.0
8466199ffffffff,6.0,0.0,0.0
846619bffffffff,110.0,1.0,0.0
846619dffffffff,7.0,1.0,0.0
84661b3ffffffff,8.0,0.0,0.0
84661b9ffffffff,5.0,0.0,0.0
84661bbffffffff,5.0,0.0,0.0
84661c1ffffffff,3.0,0.0,0.0
84661c5ffffffff,3.0,0.0,0.0
84661c9ffffffff,4.0,0.0,0.0
84661cbffffffff,2.0,0.0,0.0
84661cdffffffff,1.0,0.0,0.0
84661d1ffffffff,15.0,0.0,0.0
84661d3ffffffff,3.0,0.0,0.0
84661d7ffffffff,6.0,0.0,0.0
84661ebffffffff,8.0,0.0,0.0
8466201ffffffff,52.0,0.0,0.0
8466203ffffffff,87.0,13.0,0.0
8466205ffffffff,103.0,5.0,0.0
8466207ffffffff,10.0,0.0,0.0
846620bffffffff,157.0,5.0,0.0
8466211ffffffff,2.0,0.0,0.0
8466213ffffffff,14.0,1.0,0.0
846621bffffffff,8.0,0.0,0.0
846621dffffffff,5.0,0.0,0.0
8466221ffffffff,13.0,2.0,0.0
8466225ffffffff,7.0,0.0,0.0
8466227ffffffff,4.0,0.0,0.0
846622bffffffff,445.0,31.0,0.0
846623bffffffff,4.0,0.0,0.0
846623dffffffff,5.0,3.0,0.0
8466257ffffffff,9.0,0.0,0.0
8466289ffffffff,2.0,0.0,0.0
8466291ffffffff,2.0,0.0,0.0
8466293ffffffff,9.0,0.0,0.0
8466295ffffffff,5.0,0.0,0.0
8466297ffffffff,3.0,0.0,0.0
8466299ffffffff,4.0,0.0,0.0
846629bffffffff,8.0,0.0,0.0
846629dffffffff,11.0,0.0,0.0
84662b5ffffffff,59.0,0.0,0.0
84662b7ffffffff,45.0,2.0,0.0
84662bbffffffff,8.0,0.0,0.0
84662c9ffffffff,22.0,0.0,0.0
84662cdffffffff,1.0,0.0,0.0
84662d3ffffffff,29.0,0.0,0.0
84662d7ffffffff,2.0,0.0,0.0
84662dbffffffff,4.0,0.0,0.0
84662e1ffffffff,17.0,0.0,0.0
84662e9ffffffff,12.0,0.0,0.0
8466311ffffffff,9.0,0.0,0.0
8466313ffffffff,127.0,2.0,0.0
8466317ffffffff,3.0,0.0,0.0
846631bffffffff,7.0,0.0,0.0
8466411ffffffff,104.0,0.0,0.0
8466415ffffffff,74.0,0.0,0.0
8466417ffffffff,13.0,0.0,0.0
8466419ffffffff,2.0,0.0,0.0
846641dffffffff,13.0,0.0,0.0
84664d5ffffffff,1.0,0.0,0.0
84664e1ffffffff,3.0,0.0,0.0
8466505ffffffff,27.0,0.0,0.0
8466507ffffffff,3.0,0.0,0.0
8466509ffffffff,2.0,0.0,0.0
846650dffffffff,2.0,0.0,0.0
8466525ffffffff,1.0,0.0,0.0
8466529ffffffff,95.0,0.0,0.0
846652dffffffff,18.0,0.0,0.0
8466537ffffffff,2.0,0.0,0.0
8466543ffffffff,2.0,0.0,0.0
8466545ffffffff,129.0,0.0,0.0
8466547ffffffff,14.0,0.0,0.0
8466549ffffffff,7.0,0.0,0.0
846654bffffffff,33.0,0.0,0.0
8466561ffffffff,7.0,0.0,0.0
8466563ffffffff,5.0,0.0,0.0
8466565ffffffff,59.0,0.0,0.0
8466567ffffffff,5.0,0.0,0.0
8466569ffffffff,12.0,0.0,0.0
846656bffffffff,8.0,0.0,0.0
846656dffffffff,155.0,0.0,0.0
84665abffffffff,3.0,0.0,0.0
8466623ffffffff,2.0,0.0,0.0
8466639ffffffff,6.0,0.0,0.0
8466641ffffffff,2.0,0.0,0.0
8466645ffffffff,2.0,0.0,0.0
8466647ffffffff,11.0,0.0,0.0
846664dffffffff,2.0,0.0,0.0
846666bffffffff,2.0,0.0,0.0
84666a1ffffffff,3.0,0.0,0.0
8466701ffffffff,3.0,0.0,0.0
8466705ffffffff,1.0,0.0,0.0
8466707ffffffff,1.0,0.0,0.0
846670dffffffff,34.0,0.0,0.0
8466723ffffffff,14.0,0.0,0.0
8466725ffffffff,13.0,0.0,0.0
8466727ffffffff,184.0,0.0,0.0
8466729ffffffff,6.0,0.0,0.0
8466735ffffffff,19.0,0.0,0.0
8466737ffffffff,14.0,0.0,0.0
8466749ffffffff,2.0,0.0,0.0
846674bffffffff,6.0,0.0,0.0
846675dffffffff,54.0,0.0,0.0
8466763ffffffff,31.0,0.0,0.0
8466769ffffffff,1.0,0.0,0.0
846676dffffffff,6.0,0.0,0.0
8466841ffffffff,2.0,0.0,0.0
8466849ffffffff,95.0,3.0,0.0
8466a01ffffffff,19.0,0.0,0.0
8466a03ffffffff,68.0,0.0,0.0
8466a05ffffffff,3.0,0.0,0.0
8466a07ffffffff,2.0,1.0,0.0
8466a09ffffffff,3.0,0.0,0.0
8466a0bffffffff,1088.0,52.0,0.0
8466a15ffffffff,152.0,60.0,0.0
8466a17ffffffff,42.0,3.0,0.0
8466a1dffffffff,735.0,64.0,0.0
8466a21ffffffff,32.0,0.0,0.0
8466a23ffffffff,6.0,0.0,0.0
8466a25ffffffff,44.0,0.0,0.0
8466a2dffffffff,1.0,0.0,0.0
8466a31ffffffff,42.0,2.0,0.0
8466a33ffffffff,59.0,6.0,0.0
8466a35ffffffff,4.0,0.0,0.0
8466a37ffffffff,3.0,0.0,0.0
8466a39ffffffff,82.0,8.0,0.0
8466a3bffffffff,20.0,0.0,0.0
8466a3dffffffff,30.0,2.0,0.0
8466a51ffffffff,3371.0,251.0,0.0
8466a53ffffffff,38.0,0.0,0.0
8466a55ffffffff,44.0,2.0,0.0
8466a57ffffffff,304.0,10.0,0.0
8466a59ffffffff,102.0,2.0,0.0
8466a5bffffffff,660.0,12.0,0.0
8466a5dffffffff,63.0,6.0,0.0
8466aedffffffff,38.0,3.0,0.0
8466b01ffffffff,26.0,0.0,0.0
8466b09ffffffff,110.0,0.0,0.0
8466b0bffffffff,42.0,0.0,0.0
8466b19ffffffff,3.0,0.0,0.0
8466b1dffffffff,26.0,2.0,0.0
8466b41ffffffff,332.0,0.0,0.0
8466b43ffffffff,245.0,0.0,0.0
8466b45ffffffff,35.0,0.0,0.0
8466b47ffffffff,193.0,0.0,0.0
8466b49ffffffff,163.0,0.0,0.0
8466b4bffffffff,21.0,0.0,0.0
8466b4dffffffff,800.0,0.0,0.0
8466b51ffffffff,83.0,0.0,0.0
8466b53ffffffff,213.0,1.0,0.0
8466b55ffffffff,286.0,0.0,0.0
8466b57ffffffff,95.0,0.0,0.0
8466b5bffffffff,5.0,0.0,0.0
8466b5dffffffff,47.0,0.0,0.0
8466b69ffffffff,76.0,0.0,0.0
8466c0dffffffff,3.0,0.0,0.0
8466c21ffffffff,9.0,0.0,0.0
8466c23ffffffff,7.0,0.0,0.0
8466c29ffffffff,8.0,0.0,0.0
8466c2dffffffff,5.0,0.0,0.0
8466c41ffffffff,61.0,2.0,0.0
8466c45ffffffff,25.0,0.0,0.0
8466c47ffffffff,207.0,0.0,0.0
8466c49ffffffff,293.0,0.0,0.0
8466c4dffffffff,11.0,0.0,0.0
8466c63ffffffff,2.0,0.0,0.0
8466c95ffffffff,11.0,0.0,0.0
8466ce1ffffffff,23.0,0.0,0.0
8466ce9ffffffff,7.0,0.0,0.0
8466cedffffffff,2.0,0.0,0.0
8466db1ffffffff,3.0,0.0,0.0
8466dc3ffffffff,87.0,22.0,0.0
8466dc7ffffffff,2.0,0.0,0.0
8466dc9ffffffff,2.0,0.0,0.0
8466dd1ffffffff,1.0,0.0,0.0
8466ddbffffffff,6.0,2.0,0.0
8466dddffffffff,2.0,2.0,0.0
8466de3ffffffff,6.0,0.0,0.0
8466e01ffffffff,7.0,0.0,0.0
8466e03ffffffff,19.0,0.0,0.0
8466e05ffffffff,74.0,0.0,0.0
8466e09ffffffff,7.0,3.0,0.0
8466e0bffffffff,70.0,0.0,0.0
8466e0dffffffff,466.0,2.0,0.0
8466e11ffffffff,21.0,0.0,0.0
8466e13ffffffff,3.0,0.0,0.0
8466e15ffffffff,83.0,0.0,0.0
8466e17ffffffff,9.0,0.0,0.0
8466e19ffffffff,7.0,0.0,0.0
8466e1dffffffff,28.0,0.0,0.0
8466e21ffffffff,8.0,0.0,0.0
8466e23ffffffff,167.0,0.0,0.0
8466e27ffffffff,39.0,0.0,0.0
8466e29ffffffff,41.0,0.0,0.0
8466e2bffffffff,44.0,0.0,0.0
8466e2dffffffff,1.0,0.0,0.0
8466e35ffffffff,3.0,0.0,0.0
8466e39ffffffff,15.0,0.0,0.0
8466e3bffffffff,12.0,0.0,0.0
8466e3dffffffff,7.0,0.0,0.0
8466e41ffffffff,73.0,2.0,0.0
8466e45ffffffff,331.0,0.0,0.0
8466e47ffffffff,273.0,2.0,0.0
8466e49ffffffff,54.0,0.0,0.0
8466e4dffffffff,38.0,0.0,0.0
8466e51ffffffff,18.0,0.0,0.0
8466e53ffffffff,55.0,0.0,0.0
8466e57ffffffff,1096.0,0.0,0.0
8466e59ffffffff,105.0,0.0,0.0
8466e5bffffffff,12.0,0.0,0.0
8466e5dffffffff,15.0,0.0,0.0
8466e61ffffffff,5.0,0.0,0.0
8466e63ffffffff,1023.0,1.0,0.0
8466e65ffffffff,2.0,0.0,0.0
8466e67ffffffff,197.0,4.0,0.0
8466e69ffffffff,189.0,15.0,0.0
8466e6bffffffff,169.0,0.0,0.0
8466e6dffffffff,17.0,0.0,0.0
8466ec1ffffffff,7.0,0.0,0.0
8466ec7ffffffff,26.0,0.0,0.0
8466ec9ffffffff,15.0,0.0,0.0
8466ecbffffffff,21.0,0.0,0.0
8466ecdffffffff,2.0,0.0,0.0
8466ee5ffffffff,63.0,3.0,0.0
8466eedffffffff,4.0,0.0,0.0
8467413ffffffff,1639.0,22.0,0.0
8467417ffffffff,15.0,0.0,0.0
8467421ffffffff,3.0,0.0,0.0
8467423ffffffff,3.0,0.0,0.0
8467425ffffffff,220.0,1.0,0.0
8467427ffffffff,12.0,0.0,0.0
846742bffffffff,5.0,0.0,0.0
846742dffffffff,31.0,1.0,0.0
8467431ffffffff,11.0,0.0,0.0
8467433ffffffff,197.0,0.0,0.0
8467435ffffffff,7.0,0.0,0.0
8467437ffffffff,58.0,3.0,0.0
846743bffffffff,151.0,0.0,0.0
846743dffffffff,104.0,9.0,0.0
84674a1ffffffff,1.0,0.0,0.0
84674a5ffffffff,2.0,0.0,0.0
84674a7ffffffff,63.0,10.0,0.0
84674adffffffff,1.0,0.0,0.0
84674c1ffffffff,53.0,0.0,0.0
84674c5ffffffff,1219.0,26.0,0.0
84674c7ffffffff,8.0,0.0,0.0
84674c9ffffffff,22.0,0.0,0.0
84674cbffffffff,9.0,0.0,0.0
84674cdffffffff,248.0,2.0,0.0
84674d9ffffffff,5.0,0.0,0.0
84674e1ffffffff,104.0,0.0,0.0
84674e5ffffffff,13.0,0.0,0.0
84674e9ffffffff,204.0,6.0,0.0
84674ebffffffff,30.0,0.0,0.0
84674edffffffff,184.0,14.0,0.0
8467519ffffffff,153.0,0.0,0.0
846751bffffffff,2.0,0.0,0.0
8467523ffffffff,2.0,0.0,0.0
8467527ffffffff,4.0,0.0,0.0
8467531ffffffff,26.0,0.0,0.0
8467535ffffffff,105.0,1.0,0.0
8467537ffffffff,30.0,0.0,0.0
8467539ffffffff,26.0,0.0,0.0
8467551ffffffff,26.0,2.0,0.0
8467553ffffffff,35.0,1.0,0.0
846756bffffffff,6.0,0.0,0.0
8467583ffffffff,1.0,0.0,0.0
8467585ffffffff,6.0,0.0,0.0
8467589ffffffff,3.0,0.0,0.0
846758dffffffff,12.0,0.0,0.0
8467591ffffffff,2.0,0.0,0.0
8467599ffffffff,39.0,0.0,0.0
84675a1ffffffff,3.0,0.0,0.0
84675a5ffffffff,11.0,0.0,0.0
84675a9ffffffff,57.0,0.0,0.0
84675abffffffff,20.0,0.0,0.0
84675adffffffff,4.0,0.0,0.0
84675b3ffffffff,7.0,0.0,0.0
84675b5ffffffff,1.0,0.0,0.0
84675c1ffffffff,46.0,0.0,0.0
84675c5ffffffff,268.0,0.0,0.0
84675c7ffffffff,78.0,0.0,0.0
84675c9ffffffff,6.0,0.0,0.0
84675cbffffffff,176.0,0.0,0.0
84675cdffffffff,2.0,0.0,0.0
84675d5ffffffff,4.0,0.0,0.0
84675d9ffffffff,6.0,0.0,0.0
84675ddffffffff,22.0,0.0,0.0
84675e1ffffffff,8.0,0.0,0.0
84675e3ffffffff,10.0,0.0,0.0
84675e7ffffffff,1.0,0.0,0.0
84675ebffffffff,40.0,0.0,0.0
8467693ffffffff,3.0,0.0,0.0
846769bffffffff,4.0,0.0,0.0
84676b7ffffffff,1.0,0.0,0.0
8467903ffffffff,6.0,0.0,0.0
8467909ffffffff,9.0,0.0,0.0
846790bffffffff,4.0,0.0,0.0
846790dffffffff,9.0,0.0,0.0
8467921ffffffff,6.0,0.0,0.0
8467923ffffffff,2.0,0.0,0.0
8467925ffffffff,12.0,0.0,0.0
8467927ffffffff,1.0,0.0,0.0
846792dffffffff,6.0,0.0,0.0
8467931ffffffff,8.0,0.0,0.0
8467937ffffffff,14.0,0.0,0.0
846793bffffffff,9.0,0.0,0.0
8467945ffffffff,31.0,0.0,0.0
8467961ffffffff,45.0,0.0,0.0
8467963ffffffff,6.0,0.0,0.0
8467965ffffffff,3.0,0.0,0.0
8467969ffffffff,8.0,0.0,0.0
846796bffffffff,7.0,0.0,0.0
84679a1ffffffff,87.0,0.0,0.0
84679a3ffffffff,19.0,0.0,0.0
84679a5ffffffff,952.0,0.0,0.0
84679a7ffffffff,138.0,0.0,0.0
84679adffffffff,72.0,0.0,0.0
84679b5ffffffff,30.0,0.0,0.0
84679b7ffffffff,118.0,0.0,0.0
8467b2bffffffff,1.0,0.0,0.0
846d041ffffffff,3.0,0.0,0.0
846d043ffffffff,5.0,0.0,0.0
846d049ffffffff,22.0,3.0,0.0
846d04bffffffff,38.0,5.0,0.0
846d04dffffffff,3.0,0.0,0.0
846d051ffffffff,10.0,0.0,0.0
846d059ffffffff,25.0,0.0,0.0
846d05bffffffff,132.0,30.0,0.0
846d05dffffffff,2.0,0.0,0.0
