cell_id,Leistes loyca,Leistes loyca obscurus,Leistes loyca [loyca Group]
84c3053ffffffff,35.0,0.0,0.0
84c305bffffffff,6.0,0.0,0.0
84c3083ffffffff,39.0,0.0,0.0
84c3089ffffffff,20.0,0.0,0.0
84c308bffffffff,27.0,0.0,0.0
84c3093ffffffff,29.0,0.0,0.0
84c3095ffffffff,8.0,0.0,0.0
84c3097ffffffff,13.0,0.0,0.0
84c309dffffffff,4.0,0.0,0.0
84c30b9ffffffff,12.0,0.0,0.0
84c30c3ffffffff,13.0,0.0,0.0
84c30d1ffffffff,21.0,0.0,0.0
84c30d5ffffffff,10.0,0.0,0.0
84c30d9ffffffff,2.0,0.0,0.0
84c30dbffffffff,8.0,0.0,0.0
84c3201ffffffff,37.0,0.0,0.0
84c3203ffffffff,40.0,0.0,0.0
84c3207ffffffff,11.0,0.0,0.0
84c3209ffffffff,17.0,0.0,0.0
84c320dffffffff,71.0,0.0,0.0
84c3211ffffffff,2.0,0.0,0.0
84c3215ffffffff,29.0,0.0,0.0
84c3217ffffffff,63.0,0.0,0.0
84c3219ffffffff,9.0,0.0,0.0
84c3239ffffffff,45.0,0.0,0.0
84c3241ffffffff,74.0,0.0,0.0
84c3243ffffffff,22.0,0.0,0.0
84c3247ffffffff,12.0,0.0,0.0
84c324bffffffff,4.0,0.0,0.0
84c3255ffffffff,2.0,0.0,0.0
84c325bffffffff,2.0,0.0,0.0
84c3281ffffffff,1.0,0.0,0.0
84c3283ffffffff,13.0,0.0,0.0
84c3287ffffffff,13.0,0.0,0.0
84c328dffffffff,9.0,0.0,0.0
84c3291ffffffff,1.0,0.0,0.0
84c3295ffffffff,10.0,0.0,0.0
84c3297ffffffff,529.0,0.0,0.0
84c3299ffffffff,4.0,0.0,0.0
84c329bffffffff,40.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0
84c32a5ffffffff,65.0,0.0,0.0
84c32a7ffffffff,16.0,0.0,0.0
84c32a9ffffffff,59.0,0.0,0.0
84c32adffffffff,144.0,0.0,0.0
84c32b3ffffffff,5.0,0.0,0.0
84c32b7ffffffff,16.0,0.0,0.0
84c32b9ffffffff,3.0,0.0,0.0
84c32bbffffffff,30.0,0.0,0.0
84c32c5ffffffff,3.0,0.0,0.0
84c32d3ffffffff,2.0,0.0,0.0
84c32e1ffffffff,298.0,0.0,0.0
84c32e3ffffffff,49.0,0.0,0.0
84c32e7ffffffff,6.0,0.0,0.0
84c32edffffffff,37.0,0.0,0.0
84c3401ffffffff,132.0,0.0,0.0
84c3403ffffffff,97.0,0.0,0.0
84c3405ffffffff,19.0,0.0,0.0
84c3409ffffffff,35.0,0.0,0.0
84c340bffffffff,6.0,0.0,0.0
84c340dffffffff,55.0,0.0,0.0
84c3411ffffffff,2.0,0.0,0.0
84c3415ffffffff,10.0,0.0,0.0
84c3417ffffffff,2.0,0.0,0.0
84c3419ffffffff,6.0,0.0,0.0
84c341dffffffff,9.0,0.0,0.0
84c3427ffffffff,18.0,0.0,0.0
84c342dffffffff,2.0,0.0,0.0
84c3439ffffffff,12.0,0.0,0.0
84c343bffffffff,7.0,0.0,0.0
84c3441ffffffff,7.0,0.0,0.0
84c3443ffffffff,4.0,0.0,0.0
84c3445ffffffff,5.0,0.0,0.0
84c3447ffffffff,5.0,0.0,0.0
84c344bffffffff,4.0,0.0,0.0
84c3451ffffffff,8.0,0.0,0.0
84c3453ffffffff,15.0,0.0,0.0
84c3455ffffffff,3.0,0.0,0.0
84c3457ffffffff,2.0,0.0,0.0
84c3459ffffffff,27.0,0.0,0.0
84c345bffffffff,5.0,0.0,0.0
84c345dffffffff,41.0,0.0,0.0
84c3461ffffffff,2.0,0.0,0.0
84c3463ffffffff,5.0,0.0,0.0
84c3465ffffffff,5.0,0.0,0.0
84c3467ffffffff,16.0,0.0,0.0
84c3469ffffffff,6.0,0.0,0.0
84c346bffffffff,13.0,0.0,0.0
84c34cbffffffff,2.0,0.0,0.0
84c3501ffffffff,120.0,0.0,0.0
84c3503ffffffff,40.0,0.0,0.0
84c3505ffffffff,68.0,0.0,0.0
84c3507ffffffff,17.0,0.0,0.0
84c3509ffffffff,70.0,0.0,0.0
84c350bffffffff,38.0,0.0,0.0
84c350dffffffff,51.0,0.0,0.0
84c3511ffffffff,5.0,0.0,0.0
84c3515ffffffff,8.0,0.0,0.0
84c3519ffffffff,5.0,0.0,0.0
84c351bffffffff,4.0,0.0,0.0
84c351dffffffff,32.0,0.0,0.0
84c3521ffffffff,36.0,0.0,0.0
84c3527ffffffff,4.0,0.0,0.0
84c3529ffffffff,8.0,0.0,0.0
84c352dffffffff,2.0,0.0,0.0
84c3533ffffffff,4.0,0.0,0.0
84c3539ffffffff,84.0,0.0,0.0
84c353bffffffff,1.0,0.0,0.0
84c353dffffffff,28.0,0.0,0.0
84c3541ffffffff,18.0,0.0,0.0
84c3543ffffffff,31.0,0.0,0.0
84c3545ffffffff,22.0,0.0,0.0
84c3547ffffffff,24.0,0.0,0.0
84c3551ffffffff,1.0,0.0,0.0
84c3553ffffffff,10.0,0.0,0.0
84c3555ffffffff,24.0,0.0,0.0
84c3557ffffffff,8.0,0.0,0.0
84c3559ffffffff,4.0,0.0,0.0
84c355bffffffff,8.0,0.0,0.0
84c355dffffffff,2.0,0.0,0.0
84c3563ffffffff,19.0,0.0,0.0
84c3567ffffffff,2.0,0.0,0.0
84c3569ffffffff,44.0,0.0,0.0
84c356bffffffff,171.0,0.0,0.0
84c356dffffffff,41.0,0.0,0.0
84c35cdffffffff,2.0,0.0,0.0
84c3601ffffffff,6.0,0.0,0.0
84c3603ffffffff,18.0,0.0,0.0
84c3607ffffffff,27.0,0.0,0.0
84c3609ffffffff,62.0,0.0,0.0
84c360bffffffff,9.0,0.0,0.0
84c360dffffffff,103.0,0.0,0.0
84c3611ffffffff,1.0,0.0,0.0
84c3617ffffffff,3.0,0.0,0.0
84c3623ffffffff,2.0,0.0,0.0
84c3625ffffffff,2.0,0.0,0.0
84c362bffffffff,5.0,0.0,0.0
84c3637ffffffff,9.0,0.0,0.0
84c3641ffffffff,2.0,0.0,0.0
84c3643ffffffff,2.0,0.0,0.0
84c3645ffffffff,4.0,0.0,0.0
84c3647ffffffff,12.0,0.0,0.0
84c364bffffffff,2.0,0.0,0.0
84c364dffffffff,8.0,0.0,0.0
84c3651ffffffff,1.0,0.0,0.0
84c3655ffffffff,2.0,0.0,0.0
84c3659ffffffff,16.0,0.0,0.0
84c3663ffffffff,26.0,0.0,0.0
84c3667ffffffff,6.0,0.0,0.0
84c3669ffffffff,2.0,0.0,0.0
84c366bffffffff,1.0,0.0,0.0
84c366dffffffff,3.0,0.0,0.0
84c3681ffffffff,1.0,0.0,0.0
84c36a1ffffffff,2.0,0.0,0.0
84c36a3ffffffff,3.0,0.0,0.0
84c36a5ffffffff,2.0,0.0,0.0
84c36a7ffffffff,4.0,0.0,0.0
84c36abffffffff,4.0,0.0,0.0
84c36adffffffff,2.0,0.0,0.0
84c36b1ffffffff,2.0,0.0,0.0
84c36b3ffffffff,1.0,0.0,0.0
84c36b5ffffffff,2.0,0.0,0.0
84c36bbffffffff,6.0,0.0,0.0
84c36c7ffffffff,3.0,0.0,0.0
84c36d7ffffffff,1.0,0.0,0.0
84c36d9ffffffff,7.0,0.0,0.0
84c36dbffffffff,1.0,0.0,0.0
84c36ddffffffff,8.0,0.0,0.0
84c36e1ffffffff,2.0,0.0,0.0
84c36e9ffffffff,2.0,0.0,0.0
84c36edffffffff,5.0,0.0,0.0
84c3701ffffffff,2.0,0.0,0.0
84c3703ffffffff,4.0,0.0,0.0
84c3709ffffffff,88.0,0.0,0.0
84c3711ffffffff,3.0,0.0,0.0
84c3713ffffffff,3.0,0.0,0.0
84c3719ffffffff,2.0,0.0,0.0
84c371bffffffff,144.0,0.0,0.0
84c371dffffffff,12.0,0.0,0.0
84c3729ffffffff,12.0,0.0,0.0
84c3731ffffffff,1.0,0.0,0.0
84c3733ffffffff,10.0,0.0,0.0
84c3735ffffffff,32.0,0.0,0.0
84c3739ffffffff,17.0,0.0,0.0
84c373bffffffff,3.0,0.0,0.0
84c373dffffffff,5.0,0.0,0.0
84c3743ffffffff,4.0,0.0,0.0
84c3747ffffffff,5.0,0.0,0.0
84c3755ffffffff,23.0,0.0,0.0
84c3759ffffffff,12.0,0.0,0.0
84c375bffffffff,2.0,0.0,0.0
84c375dffffffff,62.0,0.0,0.0
84c3763ffffffff,2.0,0.0,0.0
84c3765ffffffff,10.0,0.0,0.0
84c3767ffffffff,52.0,0.0,0.0
84c376bffffffff,4.0,0.0,0.0
84c376dffffffff,120.0,0.0,0.0
84ce127ffffffff,2.0,0.0,0.0
84ce801ffffffff,44.0,0.0,0.0
84ce803ffffffff,22.0,0.0,0.0
84ce805ffffffff,1.0,0.0,0.0
84ce807ffffffff,30.0,0.0,0.0
84ce809ffffffff,594.0,0.0,0.0
84ce80bffffffff,221.0,0.0,0.0
84ce80dffffffff,85.0,0.0,0.0
84ce811ffffffff,7.0,0.0,0.0
84ce813ffffffff,13.0,0.0,0.0
84ce815ffffffff,4.0,0.0,0.0
84ce817ffffffff,6.0,0.0,0.0
84ce819ffffffff,10.0,0.0,0.0
84ce81bffffffff,21.0,0.0,0.0
84ce823ffffffff,16.0,0.0,0.0
84ce827ffffffff,12.0,0.0,0.0
84ce82bffffffff,18.0,0.0,0.0
84ce831ffffffff,196.0,0.0,0.0
84ce833ffffffff,17.0,0.0,0.0
84ce835ffffffff,29.0,0.0,0.0
84ce837ffffffff,33.0,0.0,0.0
84ce839ffffffff,272.0,0.0,0.0
84ce83bffffffff,4.0,0.0,0.0
84ce83dffffffff,125.0,0.0,0.0
84ce843ffffffff,8.0,0.0,0.0
84ce847ffffffff,28.0,0.0,0.0
84ce849ffffffff,4.0,0.0,0.0
84ce84bffffffff,3.0,0.0,0.0
84ce853ffffffff,6.0,0.0,0.0
84ce855ffffffff,7.0,0.0,0.0
84ce85bffffffff,1.0,0.0,0.0
84ce85dffffffff,2.0,0.0,0.0
84ce861ffffffff,3.0,0.0,0.0
84ce863ffffffff,19.0,0.0,0.0
84ce865ffffffff,6.0,0.0,0.0
84ce86bffffffff,1.0,0.0,0.0
84ce86dffffffff,1.0,0.0,0.0
84ce881ffffffff,177.0,0.0,0.0
84ce885ffffffff,20.0,0.0,0.0
84ce887ffffffff,27.0,0.0,0.0
84ce88dffffffff,52.0,0.0,0.0
84ce895ffffffff,4.0,0.0,0.0
84ce8a1ffffffff,32.0,0.0,0.0
84ce8a3ffffffff,43.0,0.0,0.0
84ce8a5ffffffff,6.0,0.0,0.0
84ce8a7ffffffff,3.0,0.0,0.0
84ce8a9ffffffff,157.0,0.0,0.0
84ce8abffffffff,11.0,0.0,0.0
84ce8adffffffff,4.0,0.0,0.0
84ce8b1ffffffff,5.0,0.0,0.0
84ce8b5ffffffff,8.0,0.0,0.0
84ce8b7ffffffff,6.0,0.0,0.0
84ce8c1ffffffff,568.0,0.0,0.0
84ce8c3ffffffff,26.0,0.0,0.0
84ce8c5ffffffff,12.0,0.0,0.0
84ce8c7ffffffff,111.0,0.0,0.0
84ce8c9ffffffff,311.0,0.0,0.0
84ce8cbffffffff,26.0,0.0,0.0
84ce8cdffffffff,27.0,0.0,0.0
84ce8e1ffffffff,74.0,0.0,0.0
84ce8e3ffffffff,27.0,0.0,0.0
84ce8e5ffffffff,28.0,0.0,0.0
84ce8e7ffffffff,8.0,0.0,0.0
84ce8e9ffffffff,19.0,0.0,0.0
84ce8ebffffffff,21.0,0.0,0.0
84ce8edffffffff,4.0,0.0,0.0
84ce903ffffffff,1.0,0.0,0.0
84ce909ffffffff,5.0,0.0,0.0
84ce90bffffffff,14.0,0.0,0.0
84ce913ffffffff,19.0,0.0,0.0
84ce917ffffffff,15.0,0.0,0.0
84ce923ffffffff,39.0,0.0,0.0
84ce927ffffffff,16.0,0.0,0.0
84ce931ffffffff,392.0,0.0,0.0
84ce933ffffffff,53.0,0.0,0.0
84ce935ffffffff,365.0,0.0,0.0
84ce937ffffffff,150.0,0.0,0.0
84ce93bffffffff,24.0,0.0,0.0
84ce93dffffffff,1.0,0.0,0.0
84ce943ffffffff,2.0,0.0,0.0
84ce947ffffffff,4.0,0.0,0.0
84ce955ffffffff,7.0,0.0,0.0
84ce961ffffffff,17.0,0.0,0.0
84ce969ffffffff,19.0,0.0,0.0
84ce96bffffffff,9.0,0.0,0.0
84ce96dffffffff,14.0,0.0,0.0
84ce981ffffffff,30.0,0.0,0.0
84ce983ffffffff,89.0,0.0,0.0
84ce985ffffffff,4.0,0.0,0.0
84ce989ffffffff,415.0,0.0,0.0
84ce98bffffffff,7.0,0.0,0.0
84ce98dffffffff,82.0,0.0,0.0
84ce991ffffffff,1.0,0.0,0.0
84ce993ffffffff,13.0,0.0,0.0
84ce995ffffffff,19.0,0.0,0.0
84ce997ffffffff,33.0,0.0,0.0
84ce99bffffffff,14.0,0.0,0.0
84ce9a3ffffffff,3.0,0.0,0.0
84ce9a9ffffffff,2.0,0.0,0.0
84ce9abffffffff,1.0,0.0,0.0
84ce9adffffffff,3.0,0.0,0.0
84ce9b3ffffffff,98.0,0.0,0.0
84ce9b5ffffffff,33.0,0.0,0.0
84ce9b7ffffffff,91.0,0.0,0.0
84ce9b9ffffffff,1.0,0.0,0.0
84ce9bdffffffff,19.0,0.0,0.0
84ce9c1ffffffff,10.0,0.0,0.0
84ce9c3ffffffff,65.0,0.0,0.0
84ce9c7ffffffff,291.0,0.0,0.0
84ce9c9ffffffff,4.0,0.0,0.0
84ce9cbffffffff,7.0,0.0,0.0
84ce9cdffffffff,2.0,0.0,0.0
84ce9d1ffffffff,59.0,0.0,0.0
84ce9d3ffffffff,25.0,0.0,0.0
84ce9d5ffffffff,33.0,0.0,0.0
84ce9d7ffffffff,50.0,0.0,0.0
84ce9d9ffffffff,3.0,0.0,0.0
84ce9dbffffffff,25.0,0.0,0.0
84ce9ddffffffff,117.0,0.0,0.0
84ce9e1ffffffff,6.0,0.0,0.0
84ce9e3ffffffff,27.0,0.0,0.0
84ce9e5ffffffff,2.0,0.0,0.0
84ce9e9ffffffff,11.0,0.0,0.0
84ce9ebffffffff,3.0,0.0,0.0
84ce9edffffffff,64.0,0.0,0.0
84cea03ffffffff,12.0,0.0,0.0
84cea05ffffffff,9.0,0.0,0.0
84cea07ffffffff,132.0,0.0,0.0
84cea0dffffffff,1.0,0.0,0.0
84cea17ffffffff,1.0,0.0,0.0
84cea21ffffffff,1.0,0.0,0.0
84cea25ffffffff,18.0,0.0,0.0
84cea27ffffffff,8.0,0.0,0.0
84cea2bffffffff,19.0,0.0,0.0
84cea31ffffffff,5.0,0.0,0.0
84cea35ffffffff,9.0,0.0,0.0
84cea37ffffffff,17.0,0.0,0.0
84cea39ffffffff,12.0,0.0,0.0
84cea3dffffffff,59.0,0.0,0.0
84cea41ffffffff,3.0,0.0,0.0
84cea4bffffffff,2.0,0.0,0.0
84cea4dffffffff,2.0,0.0,0.0
84cea51ffffffff,3.0,0.0,0.0
84cea63ffffffff,2.0,0.0,0.0
84cea85ffffffff,266.0,0.0,0.0
84cea87ffffffff,2.0,0.0,0.0
84cea89ffffffff,49.0,0.0,0.0
84cea8dffffffff,130.0,0.0,0.0
84ceaa1ffffffff,28.0,0.0,0.0
84ceaa3ffffffff,1.0,0.0,0.0
84ceaa5ffffffff,16.0,0.0,0.0
84ceaa7ffffffff,588.0,0.0,0.0
84ceaa9ffffffff,291.0,0.0,0.0
84ceaabffffffff,25.0,0.0,0.0
84ceaadffffffff,19.0,0.0,0.0
84ceab5ffffffff,3.0,0.0,0.0
84ceac1ffffffff,61.0,0.0,0.0
84ceac5ffffffff,11.0,0.0,0.0
84ceac7ffffffff,26.0,0.0,0.0
84ceac9ffffffff,1.0,0.0,0.0
84ceacdffffffff,2.0,0.0,0.0
84ceae1ffffffff,2.0,0.0,0.0
84ceae3ffffffff,71.0,0.0,0.0
84ceae7ffffffff,148.0,0.0,0.0
84ceaebffffffff,1.0,0.0,0.0
84ceb19ffffffff,2.0,0.0,0.0
84ceb31ffffffff,1.0,0.0,0.0
84ceb33ffffffff,4.0,0.0,0.0
84ceb37ffffffff,2.0,0.0,0.0
84ceb41ffffffff,5.0,0.0,0.0
84ceb4bffffffff,3.0,0.0,0.0
84cf105ffffffff,3.0,0.0,0.0
84cf121ffffffff,51.0,0.0,0.0
84cf123ffffffff,439.0,0.0,0.0
84cf125ffffffff,3.0,0.0,0.0
84cf127ffffffff,154.0,0.0,0.0
84cf129ffffffff,175.0,0.0,0.0
