cell_id,Cercotrichas galactotes,Cercotrichas galactotes [galactotes Group],Cercotrichas galactotes minor/hamertoni
842c145ffffffff,2.0,2.0,0.0
842c149ffffffff,3.0,2.0,0.0
842c157ffffffff,2.0,0.0,0.0
842c193ffffffff,2.0,2.0,0.0
842c1d1ffffffff,2.0,2.0,0.0
842c1edffffffff,42.0,19.0,0.0
842c2a3ffffffff,17.0,0.0,0.0
842c30dffffffff,8.0,8.0,0.0
842c323ffffffff,6.0,4.0,0.0
842c32bffffffff,1.0,1.0,0.0
842c32dffffffff,4.0,0.0,0.0
842c335ffffffff,4.0,4.0,0.0
842c345ffffffff,1.0,0.0,0.0
842c365ffffffff,6.0,6.0,0.0
842c56dffffffff,9.0,8.0,0.0
842c833ffffffff,17.0,8.0,0.0
842c8edffffffff,5.0,5.0,0.0
842c901ffffffff,2.0,2.0,0.0
842c903ffffffff,114.0,81.0,0.0
842c915ffffffff,33.0,28.0,0.0
842c917ffffffff,4.0,3.0,0.0
842c931ffffffff,47.0,47.0,0.0
842c933ffffffff,69.0,68.0,0.0
842c935ffffffff,59.0,59.0,0.0
842c937ffffffff,36.0,8.0,0.0
842c93bffffffff,446.0,381.0,0.0
842c93dffffffff,2.0,2.0,0.0
842c9b9ffffffff,2.0,0.0,0.0
842c9c7ffffffff,2.0,0.0,0.0
842c9c9ffffffff,6.0,4.0,0.0
842c9ddffffffff,3.0,3.0,0.0
842c9e9ffffffff,2.0,2.0,0.0
842ca13ffffffff,2.0,2.0,0.0
842ca4dffffffff,6.0,6.0,0.0
842caabffffffff,2.0,0.0,0.0
842cac1ffffffff,2.0,2.0,0.0
842cac3ffffffff,8.0,4.0,0.0
842cac7ffffffff,1.0,1.0,0.0
842cac9ffffffff,6.0,6.0,0.0
842cacbffffffff,8.0,8.0,0.0
842cacdffffffff,6.0,6.0,0.0
842caddffffffff,2.0,0.0,0.0
842cc05ffffffff,11.0,0.0,0.0
842cc07ffffffff,3.0,0.0,0.0
842cc15ffffffff,6.0,2.0,0.0
842cc21ffffffff,2.0,0.0,0.0
842cd49ffffffff,3.0,3.0,0.0
842cd4bffffffff,82.0,42.0,0.0
842cd53ffffffff,2.0,0.0,0.0
842cd5dffffffff,1.0,0.0,0.0
842cd8bffffffff,2.0,0.0,0.0
842cd93ffffffff,2.0,2.0,0.0
842cdd5ffffffff,3.0,3.0,0.0
842ce41ffffffff,4.0,2.0,0.0
842ce49ffffffff,9.0,3.0,0.0
842ce4bffffffff,8.0,4.0,0.0
842cf07ffffffff,35.0,7.0,0.0
842cf31ffffffff,2.0,2.0,0.0
842cf35ffffffff,86.0,31.0,0.0
842cf37ffffffff,2.0,0.0,0.0
842cf3dffffffff,5.0,0.0,0.0
842d103ffffffff,2.0,2.0,0.0
842d121ffffffff,7.0,7.0,0.0
842d125ffffffff,52.0,31.0,0.0
842d127ffffffff,8.0,8.0,0.0
842d12bffffffff,2.0,1.0,0.0
842d12dffffffff,1.0,0.0,0.0
842d1a5ffffffff,2.0,0.0,0.0
842d1a7ffffffff,2.0,2.0,0.0
842d361ffffffff,3.0,0.0,0.0
842d849ffffffff,12.0,3.0,0.0
842d94bffffffff,2.0,2.0,0.0
842da13ffffffff,4.0,4.0,0.0
842da17ffffffff,12.0,7.0,0.0
842da19ffffffff,20.0,16.0,0.0
842da1bffffffff,15.0,15.0,0.0
842da23ffffffff,1.0,0.0,0.0
842da59ffffffff,3.0,3.0,0.0
842da5dffffffff,55.0,29.0,0.0
842da81ffffffff,112.0,61.0,0.0
842da83ffffffff,15.0,7.0,0.0
842da89ffffffff,25.0,7.0,0.0
842da8bffffffff,4.0,0.0,0.0
842da8dffffffff,17.0,0.0,0.0
842da91ffffffff,15.0,6.0,0.0
842da95ffffffff,6.0,0.0,0.0
842da9bffffffff,4.0,3.0,0.0
842dab1ffffffff,2.0,0.0,0.0
842dab9ffffffff,19.0,10.0,0.0
842dac1ffffffff,1.0,0.0,0.0
842dac5ffffffff,13.0,5.0,0.0
842dac7ffffffff,1.0,1.0,0.0
842dac9ffffffff,4.0,4.0,0.0
842dacbffffffff,3.0,3.0,0.0
842dad3ffffffff,6.0,6.0,0.0
842dad7ffffffff,2.0,2.0,0.0
842dae9ffffffff,37.0,0.0,0.0
842db03ffffffff,67.0,23.0,0.0
842db05ffffffff,20.0,4.0,0.0
842db07ffffffff,3.0,0.0,0.0
842db0bffffffff,6.0,6.0,0.0
842db11ffffffff,52.0,11.0,0.0
842db15ffffffff,14.0,1.0,0.0
842db1dffffffff,2.0,1.0,0.0
842db21ffffffff,34.0,11.0,0.0
842db23ffffffff,6.0,2.0,0.0
842db25ffffffff,56.0,17.0,0.0
842db29ffffffff,36.0,12.0,0.0
842db2bffffffff,37.0,15.0,0.0
842db2dffffffff,92.0,21.0,0.0
842db31ffffffff,2.0,2.0,0.0
842db37ffffffff,26.0,12.0,0.0
842db3dffffffff,5.0,0.0,0.0
842db63ffffffff,13.0,1.0,0.0
842db65ffffffff,3.0,3.0,0.0
842db67ffffffff,344.0,60.0,0.0
8438161ffffffff,30.0,16.0,0.0
8438165ffffffff,3.0,0.0,0.0
8438169ffffffff,16.0,10.0,0.0
843816dffffffff,72.0,43.0,0.0
8438243ffffffff,3.0,0.0,0.0
8438247ffffffff,36.0,4.0,0.0
8438251ffffffff,32.0,8.0,0.0
8438255ffffffff,2.0,0.0,0.0
8438259ffffffff,4.0,4.0,0.0
8438419ffffffff,2.0,2.0,0.0
843845dffffffff,2.0,2.0,0.0
84384a1ffffffff,8.0,8.0,0.0
84385ddffffffff,2.0,0.0,0.0
8438625ffffffff,7.0,7.0,0.0
84386a1ffffffff,2.0,0.0,0.0
84386e9ffffffff,2.0,0.0,0.0
8439003ffffffff,2.0,0.0,0.0
843900bffffffff,38.0,0.0,0.0
843900dffffffff,1.0,0.0,0.0
843901dffffffff,1.0,0.0,0.0
8439021ffffffff,3.0,2.0,0.0
8439023ffffffff,8.0,0.0,0.0
8439025ffffffff,25.0,22.0,0.0
8439027ffffffff,5.0,4.0,0.0
843902bffffffff,2.0,0.0,0.0
843902dffffffff,5.0,5.0,0.0
8439033ffffffff,3.0,0.0,0.0
843903dffffffff,14.0,0.0,0.0
8439057ffffffff,14.0,0.0,0.0
8439111ffffffff,37.0,33.0,0.0
8439119ffffffff,10.0,8.0,0.0
843911dffffffff,14.0,12.0,0.0
8439153ffffffff,3.0,2.0,0.0
8439157ffffffff,114.0,45.0,0.0
8439185ffffffff,3.0,3.0,0.0
84391a9ffffffff,34.0,31.0,0.0
84391c5ffffffff,68.0,12.0,0.0
84391c7ffffffff,49.0,21.0,0.0
84391e1ffffffff,2.0,0.0,0.0
84391e3ffffffff,14.0,4.0,0.0
84391ebffffffff,115.0,41.0,0.0
8439561ffffffff,1.0,0.0,0.0
8439563ffffffff,3.0,0.0,0.0
8439565ffffffff,2.0,2.0,0.0
8439567ffffffff,6.0,0.0,0.0
8439815ffffffff,2.0,2.0,0.0
8439817ffffffff,1.0,0.0,0.0
8439821ffffffff,5.0,2.0,0.0
8439823ffffffff,1.0,0.0,0.0
8439825ffffffff,2.0,2.0,0.0
8439827ffffffff,6.0,5.0,0.0
8439835ffffffff,2.0,2.0,0.0
8439839ffffffff,2.0,2.0,0.0
843983bffffffff,24.0,10.0,0.0
8439885ffffffff,3.0,0.0,0.0
8439891ffffffff,1.0,0.0,0.0
8439893ffffffff,12.0,2.0,0.0
8439895ffffffff,4.0,0.0,0.0
843989bffffffff,2.0,2.0,0.0
84398a1ffffffff,6.0,2.0,0.0
84398a9ffffffff,1.0,0.0,0.0
84398b9ffffffff,25.0,8.0,0.0
84398e5ffffffff,14.0,3.0,0.0
84398e7ffffffff,16.0,5.0,0.0
8439911ffffffff,1.0,1.0,0.0
8439917ffffffff,1.0,0.0,0.0
843991bffffffff,62.0,34.0,0.0
8439921ffffffff,2.0,2.0,0.0
843993bffffffff,12.0,5.0,0.0
843993dffffffff,2.0,2.0,0.0
843998dffffffff,1.0,0.0,0.0
84399c5ffffffff,2.0,2.0,0.0
84399c9ffffffff,4.0,0.0,0.0
84399cbffffffff,3.0,2.0,0.0
84399d3ffffffff,3.0,0.0,0.0
84399d7ffffffff,5.0,3.0,0.0
84399d9ffffffff,11.0,3.0,0.0
84399edffffffff,3.0,3.0,0.0
8439ab5ffffffff,2.0,2.0,0.0
843e411ffffffff,2.0,2.0,0.0
843e451ffffffff,56.0,56.0,0.0
843e457ffffffff,54.0,54.0,0.0
843e583ffffffff,1.0,0.0,0.0
843e5b5ffffffff,1.0,1.0,0.0
843e5b9ffffffff,5.0,0.0,0.0
843e621ffffffff,2.0,0.0,0.0
843e625ffffffff,1.0,0.0,0.0
843e62dffffffff,2.0,0.0,0.0
843e631ffffffff,6.0,0.0,0.0
843e689ffffffff,1366.0,402.0,0.0
843e68dffffffff,37.0,20.0,0.0
843e6abffffffff,1.0,0.0,0.0
843e6c3ffffffff,166.0,73.0,0.0
843e6c7ffffffff,8.0,4.0,0.0
843e6c9ffffffff,142.0,57.0,0.0
843e6cbffffffff,36.0,9.0,0.0
843e707ffffffff,3.0,3.0,0.0
843e719ffffffff,6.0,5.0,0.0
843e72bffffffff,2.0,0.0,0.0
843ee93ffffffff,9.0,7.0,0.0
843f2c3ffffffff,10.0,0.0,0.0
843f2ddffffffff,11.0,3.0,0.0
843f459ffffffff,5.0,5.0,0.0
843f609ffffffff,2.0,0.0,0.0
843f613ffffffff,17.0,16.0,0.0
843f61bffffffff,5.0,0.0,0.0
843f629ffffffff,3.0,0.0,0.0
843f62bffffffff,4.0,1.0,0.0
843f631ffffffff,6.0,4.0,0.0
843f633ffffffff,5.0,0.0,0.0
843f66bffffffff,4.0,0.0,0.0
843f681ffffffff,27.0,5.0,0.0
843f68dffffffff,11.0,5.0,0.0
843f6c1ffffffff,1.0,1.0,0.0
843f6c9ffffffff,1.0,1.0,0.0
843f6e3ffffffff,7.0,7.0,0.0
8442253ffffffff,11.0,0.0,0.0
8442305ffffffff,3.0,0.0,0.0
8442339ffffffff,3.0,3.0,0.0
8442531ffffffff,25.0,0.0,0.0
84425a5ffffffff,2.0,0.0,0.0
84425e5ffffffff,1.0,0.0,0.0
8442c41ffffffff,31.0,0.0,0.0
8442c43ffffffff,20.0,0.0,0.0
8442c45ffffffff,2.0,0.0,0.0
8442c47ffffffff,2.0,0.0,0.0
8442c49ffffffff,21.0,0.0,0.0
8442c4bffffffff,109.0,0.0,0.0
8442c4dffffffff,6.0,0.0,0.0
8442c53ffffffff,9.0,0.0,0.0
8442c55ffffffff,2.0,0.0,0.0
8442c57ffffffff,5.0,0.0,0.0
8442c59ffffffff,16.0,0.0,0.0
8442c5bffffffff,4.0,0.0,0.0
8442c5dffffffff,176.0,0.0,0.0
8442e09ffffffff,3.0,0.0,0.0
8442e23ffffffff,8.0,0.0,0.0
8442e27ffffffff,10.0,0.0,0.0
8442e33ffffffff,1.0,0.0,0.0
8442e35ffffffff,12.0,0.0,0.0
8442e37ffffffff,36.0,0.0,0.0
8442e41ffffffff,1.0,0.0,0.0
8443047ffffffff,2.0,0.0,0.0
8443163ffffffff,9.0,0.0,0.0
84431e3ffffffff,1.0,0.0,0.0
84431e9ffffffff,4.0,1.0,0.0
84432e9ffffffff,2.0,0.0,0.0
844331bffffffff,1.0,0.0,0.0
8443341ffffffff,3.0,0.0,0.0
8443343ffffffff,1.0,0.0,0.0
8443501ffffffff,7.0,6.0,0.0
844350dffffffff,1.0,0.0,0.0
8443541ffffffff,2.0,0.0,0.0
8443549ffffffff,2.0,0.0,0.0
8443603ffffffff,31.0,4.0,0.0
844360bffffffff,12.0,0.0,0.0
844363dffffffff,2.0,0.0,0.0
8443707ffffffff,3.0,0.0,0.0
8443735ffffffff,3.0,0.0,0.0
8443813ffffffff,2.0,2.0,0.0
8443881ffffffff,2.0,0.0,0.0
8443889ffffffff,3.0,0.0,0.0
84438a9ffffffff,2.0,0.0,0.0
84438adffffffff,1.0,0.0,0.0
84438c3ffffffff,1.0,1.0,0.0
844396dffffffff,2.0,1.0,0.0
8443983ffffffff,2.0,2.0,0.0
84439c9ffffffff,1.0,1.0,0.0
8443a03ffffffff,57.0,40.0,0.0
8443a11ffffffff,1.0,1.0,0.0
8443a13ffffffff,17.0,13.0,0.0
8443a15ffffffff,2.0,0.0,0.0
8443a17ffffffff,22.0,3.0,0.0
8443a29ffffffff,1.0,1.0,0.0
8443a33ffffffff,2.0,2.0,0.0
8443a37ffffffff,4.0,4.0,0.0
8443a39ffffffff,11.0,10.0,0.0
8443a41ffffffff,1.0,1.0,0.0
8443a47ffffffff,1.0,0.0,0.0
8443a63ffffffff,2.0,2.0,0.0
8443a69ffffffff,11.0,11.0,0.0
8443a6bffffffff,1.0,1.0,0.0
8443a89ffffffff,20.0,13.0,0.0
8443a8dffffffff,3.0,1.0,0.0
8443ac1ffffffff,2.0,2.0,0.0
8443ac3ffffffff,45.0,30.0,0.0
8443ac7ffffffff,12.0,6.0,0.0
8443acdffffffff,21.0,16.0,0.0
8443ae5ffffffff,150.0,137.0,0.0
8443aebffffffff,1.0,1.0,0.0
8443aedffffffff,10.0,10.0,0.0
8452021ffffffff,1.0,1.0,0.0
8452025ffffffff,7.0,0.0,0.0
845202dffffffff,2.0,0.0,0.0
8452065ffffffff,5.0,2.0,0.0
8452111ffffffff,3.0,3.0,0.0
84521c5ffffffff,12.0,6.0,0.0
84521e9ffffffff,14.0,3.0,0.0
8452303ffffffff,2.0,2.0,0.0
84524d3ffffffff,2.0,1.0,0.0
8452697ffffffff,1.0,1.0,0.0
845269bffffffff,4.0,4.0,0.0
8452863ffffffff,2.0,0.0,0.0
8452893ffffffff,11.0,9.0,0.0
8452897ffffffff,1.0,0.0,1.0
84528abffffffff,4.0,4.0,0.0
8452b1dffffffff,1.0,1.0,0.0
8452d41ffffffff,23.0,15.0,8.0
8452d45ffffffff,23.0,10.0,7.0
8452d47ffffffff,1.0,0.0,0.0
8452d4dffffffff,3.0,1.0,0.0
8452d69ffffffff,6.0,4.0,2.0
8452d6bffffffff,10.0,4.0,1.0
8452d6dffffffff,6.0,6.0,0.0
8452dc5ffffffff,2.0,2.0,0.0
84530cbffffffff,4.0,2.0,0.0
8453111ffffffff,1.0,0.0,0.0
845312bffffffff,4.0,0.0,0.0
845313bffffffff,2.0,0.0,0.0
845336dffffffff,2.0,0.0,0.0
8453451ffffffff,6.0,2.0,0.0
8453457ffffffff,3.0,0.0,0.0
84534cdffffffff,6.0,0.0,0.0
84534d3ffffffff,1.0,1.0,0.0
84534d5ffffffff,96.0,26.0,0.0
84534dbffffffff,6.0,6.0,0.0
8453551ffffffff,2.0,0.0,0.0
8453629ffffffff,3.0,0.0,0.0
8453631ffffffff,14.0,0.0,0.0
845363bffffffff,3.0,0.0,0.0
8453645ffffffff,67.0,46.0,0.0
845364dffffffff,6.0,6.0,0.0
8453685ffffffff,2.0,2.0,0.0
84536a3ffffffff,50.0,20.0,0.0
84536abffffffff,1.0,0.0,0.0
84536b5ffffffff,3.0,0.0,0.0
84536bdffffffff,2.0,0.0,0.0
84536e5ffffffff,8.0,0.0,0.0
84536e7ffffffff,1.0,0.0,0.0
8453b4dffffffff,3.0,0.0,0.0
845402dffffffff,2.0,0.0,2.0
8454103ffffffff,71.0,19.0,22.0
845411dffffffff,17.0,4.0,1.0
8454137ffffffff,1.0,0.0,1.0
8454139ffffffff,27.0,2.0,11.0
8454149ffffffff,2.0,2.0,0.0
8454153ffffffff,3.0,0.0,0.0
8454157ffffffff,2.0,0.0,2.0
8454185ffffffff,6.0,0.0,0.0
8454187ffffffff,1.0,0.0,0.0
84541a9ffffffff,1.0,0.0,1.0
84541abffffffff,5.0,2.0,0.0
84541adffffffff,3.0,3.0,0.0
84541e3ffffffff,5.0,4.0,0.0
84541e7ffffffff,28.0,13.0,2.0
8454a99ffffffff,4.0,4.0,0.0
8454ad1ffffffff,1.0,0.0,0.0
8454ad5ffffffff,10.0,0.0,2.0
8454e5bffffffff,3.0,0.0,0.0
84550a1ffffffff,2.0,2.0,0.0
84550a7ffffffff,1.0,1.0,0.0
845510dffffffff,1.0,0.0,0.0
8455183ffffffff,3.0,3.0,0.0
84551bbffffffff,4.0,4.0,0.0
84551edffffffff,2.0,0.0,0.0
8458581ffffffff,1.0,0.0,1.0
84585a1ffffffff,1.0,0.0,0.0
84585a9ffffffff,1.0,1.0,0.0
8458839ffffffff,1.0,0.0,0.0
845929bffffffff,1.0,1.0,0.0
8459985ffffffff,1.0,0.0,1.0
84599c1ffffffff,1.0,1.0,0.0
8463321ffffffff,2.0,2.0,0.0
8463323ffffffff,1.0,1.0,0.0
846332dffffffff,10.0,3.0,0.0
8463367ffffffff,3.0,0.0,0.0
846336dffffffff,2.0,0.0,0.0
846a495ffffffff,6.0,0.0,0.0
846ace5ffffffff,1.0,0.0,0.0
846aee3ffffffff,1.0,0.0,0.0
846b127ffffffff,6.0,0.0,0.0
846bac9ffffffff,1.0,0.0,0.0
847a401ffffffff,8.0,5.0,0.0
847a403ffffffff,8.0,6.0,0.0
847a405ffffffff,6.0,0.0,0.0
847a407ffffffff,38.0,4.0,0.0
847a41dffffffff,3.0,3.0,0.0
847a46dffffffff,5.0,0.0,0.0
847a609ffffffff,30.0,3.0,0.0
847a60bffffffff,5.0,0.0,0.0
847a641ffffffff,44.0,15.0,0.0
847a643ffffffff,13.0,9.0,0.0
847a645ffffffff,6.0,0.0,0.0
847a647ffffffff,13.0,0.0,0.0
847a659ffffffff,3.0,0.0,0.0
847a669ffffffff,5.0,0.0,0.0
847a66bffffffff,4.0,0.0,0.0
847a6d9ffffffff,2.0,0.0,0.0
847aca3ffffffff,2.0,0.0,0.0
847ad91ffffffff,6.0,0.0,0.0
847ad95ffffffff,8.0,2.0,0.0
847ad99ffffffff,14.0,4.0,0.0
847adb1ffffffff,2.0,2.0,0.0
847ae95ffffffff,2.0,2.0,0.0
847ae9bffffffff,5.0,1.0,0.0
847ae9dffffffff,4.0,0.0,0.0
847aea7ffffffff,4.0,4.0,0.0
847aed3ffffffff,3.0,0.0,0.0
847aed7ffffffff,4.0,0.0,0.0
847b4a1ffffffff,2.0,2.0,0.0
847b4b1ffffffff,2.0,0.0,0.0
847b595ffffffff,13.0,5.0,0.0
847b597ffffffff,8.0,0.0,0.0
847b59bffffffff,1.0,1.0,0.0
847b5bbffffffff,1.0,1.0,0.0
8496b63ffffffff,1.0,0.0,0.0
