cell_id,Thryothorus ludovicianus,Thryothorus ludovicianus [ludovicianus Group],Thryothorus ludovicianus [berlandieri Group],Thryothorus ludovicianus albinucha/subfulvus
8426465ffffffff,10.0,0.0,0.0,0.0
8426467ffffffff,307.0,0.0,0.0,0.0
8426469ffffffff,48.0,0.0,0.0,0.0
842646bffffffff,1141.0,0.0,0.0,0.0
842646dffffffff,171.0,0.0,0.0,0.0
8426481ffffffff,542.0,0.0,0.0,0.0
8426483ffffffff,80.0,0.0,0.0,0.0
8426485ffffffff,20.0,0.0,0.0,0.0
8426487ffffffff,158.0,0.0,0.0,0.0
8426489ffffffff,1830.0,0.0,0.0,0.0
842648bffffffff,522.0,0.0,0.0,0.0
842648dffffffff,117.0,0.0,0.0,0.0
8426491ffffffff,63.0,0.0,0.0,0.0
8426493ffffffff,2675.0,0.0,0.0,0.0
8426495ffffffff,798.0,0.0,0.0,0.0
8426497ffffffff,856.0,0.0,0.0,0.0
8426499ffffffff,55.0,0.0,0.0,0.0
842649bffffffff,761.0,0.0,0.0,0.0
842649dffffffff,138.0,0.0,0.0,0.0
84264a1ffffffff,200.0,0.0,0.0,0.0
84264a3ffffffff,149.0,0.0,0.0,0.0
84264a5ffffffff,174.0,0.0,0.0,0.0
84264a7ffffffff,1513.0,0.0,0.0,0.0
84264a9ffffffff,118.0,0.0,0.0,0.0
84264abffffffff,99.0,0.0,0.0,0.0
84264adffffffff,167.0,0.0,0.0,0.0
84264b1ffffffff,66.0,0.0,0.0,0.0
84264b3ffffffff,75.0,0.0,0.0,0.0
84264b5ffffffff,4.0,0.0,0.0,0.0
84264b7ffffffff,100.0,0.0,0.0,0.0
84264b9ffffffff,648.0,0.0,0.0,0.0
84264bbffffffff,595.0,0.0,0.0,0.0
84264bdffffffff,100.0,0.0,0.0,0.0
84264c1ffffffff,305.0,0.0,0.0,0.0
84264c3ffffffff,925.0,0.0,0.0,0.0
84264c5ffffffff,1115.0,0.0,0.0,0.0
84264c7ffffffff,1851.0,0.0,0.0,0.0
84264c9ffffffff,40.0,0.0,0.0,0.0
84264cbffffffff,934.0,0.0,0.0,0.0
84264cdffffffff,77.0,0.0,0.0,0.0
84264d1ffffffff,3924.0,0.0,0.0,0.0
84264d3ffffffff,290.0,0.0,0.0,0.0
84264d5ffffffff,236.0,0.0,0.0,0.0
84264d7ffffffff,131.0,0.0,0.0,0.0
84264d9ffffffff,2918.0,0.0,0.0,0.0
84264dbffffffff,2523.0,0.0,0.0,0.0
84264ddffffffff,586.0,0.0,0.0,0.0
84264e1ffffffff,151.0,0.0,0.0,0.0
84264e3ffffffff,64.0,0.0,0.0,0.0
84264e5ffffffff,1910.0,0.0,0.0,0.0
84264e7ffffffff,72.0,0.0,0.0,0.0
84264e9ffffffff,18.0,0.0,0.0,0.0
84264ebffffffff,41.0,0.0,0.0,0.0
84264edffffffff,276.0,0.0,0.0,0.0
8426501ffffffff,162.0,0.0,0.0,0.0
8426503ffffffff,84.0,0.0,0.0,0.0
8426505ffffffff,362.0,0.0,0.0,0.0
8426507ffffffff,36.0,0.0,0.0,0.0
8426509ffffffff,98.0,0.0,0.0,0.0
842650bffffffff,152.0,0.0,0.0,0.0
842650dffffffff,618.0,0.0,0.0,0.0
8426511ffffffff,121.0,0.0,0.0,0.0
8426513ffffffff,95.0,0.0,0.0,0.0
8426515ffffffff,221.0,0.0,0.0,0.0
8426517ffffffff,34.0,0.0,0.0,0.0
8426519ffffffff,225.0,0.0,0.0,0.0
842651bffffffff,337.0,0.0,0.0,0.0
842651dffffffff,501.0,0.0,0.0,0.0
8426521ffffffff,774.0,0.0,0.0,0.0
8426523ffffffff,84.0,0.0,0.0,0.0
8426525ffffffff,102.0,0.0,0.0,0.0
8426527ffffffff,209.0,0.0,0.0,0.0
8426529ffffffff,398.0,0.0,0.0,0.0
842652bffffffff,987.0,0.0,0.0,0.0
842652dffffffff,448.0,0.0,0.0,0.0
8426531ffffffff,1096.0,0.0,0.0,0.0
8426533ffffffff,2924.0,0.0,0.0,0.0
8426535ffffffff,178.0,0.0,0.0,0.0
8426537ffffffff,109.0,0.0,0.0,0.0
8426539ffffffff,113.0,0.0,0.0,0.0
842653bffffffff,1729.0,0.0,0.0,0.0
842653dffffffff,365.0,0.0,0.0,0.0
8426541ffffffff,136.0,0.0,0.0,0.0
8426543ffffffff,445.0,0.0,0.0,0.0
8426545ffffffff,22.0,0.0,0.0,0.0
8426547ffffffff,263.0,0.0,0.0,0.0
8426549ffffffff,36.0,0.0,0.0,0.0
842654bffffffff,203.0,0.0,0.0,0.0
842654dffffffff,180.0,0.0,0.0,0.0
8426551ffffffff,1181.0,0.0,0.0,0.0
8426553ffffffff,88.0,0.0,0.0,0.0
8426555ffffffff,3025.0,0.0,0.0,0.0
8426557ffffffff,828.0,0.0,0.0,0.0
8426559ffffffff,130.0,0.0,0.0,0.0
842655bffffffff,273.0,0.0,0.0,0.0
842655dffffffff,3640.0,0.0,0.0,0.0
8426561ffffffff,1413.0,0.0,0.0,0.0
8426563ffffffff,1637.0,0.0,0.0,0.0
8426565ffffffff,1467.0,0.0,0.0,0.0
8426567ffffffff,3519.0,0.0,0.0,0.0
8426569ffffffff,136.0,0.0,0.0,0.0
842656bffffffff,37.0,0.0,0.0,0.0
842656dffffffff,562.0,0.0,0.0,0.0
8426581ffffffff,12.0,0.0,0.0,0.0
8426583ffffffff,29.0,0.0,0.0,0.0
8426585ffffffff,89.0,0.0,0.0,0.0
8426587ffffffff,360.0,0.0,0.0,0.0
8426589ffffffff,140.0,0.0,0.0,0.0
842658bffffffff,90.0,0.0,0.0,0.0
842658dffffffff,27.0,0.0,0.0,0.0
8426591ffffffff,50.0,0.0,0.0,0.0
8426593ffffffff,397.0,0.0,0.0,0.0
8426595ffffffff,37.0,0.0,0.0,0.0
8426597ffffffff,71.0,0.0,0.0,0.0
8426599ffffffff,1003.0,0.0,0.0,0.0
842659bffffffff,8564.0,0.0,0.0,0.0
842659dffffffff,54.0,0.0,0.0,0.0
84265a1ffffffff,31.0,0.0,0.0,0.0
84265a3ffffffff,1729.0,0.0,0.0,0.0
84265a5ffffffff,172.0,0.0,0.0,0.0
84265a7ffffffff,895.0,0.0,0.0,0.0
84265a9ffffffff,103.0,0.0,0.0,0.0
84265abffffffff,45.0,0.0,0.0,0.0
84265adffffffff,52.0,0.0,0.0,0.0
84265b1ffffffff,234.0,0.0,0.0,0.0
84265b3ffffffff,81.0,0.0,0.0,0.0
84265b5ffffffff,4159.0,0.0,0.0,0.0
84265b7ffffffff,253.0,0.0,0.0,0.0
84265b9ffffffff,641.0,0.0,0.0,0.0
84265bbffffffff,96.0,0.0,0.0,0.0
84265bdffffffff,158.0,0.0,0.0,0.0
84265c1ffffffff,444.0,0.0,0.0,0.0
84265c3ffffffff,61.0,0.0,0.0,0.0
84265c5ffffffff,152.0,0.0,0.0,0.0
84265c7ffffffff,138.0,0.0,0.0,0.0
84265c9ffffffff,135.0,0.0,0.0,0.0
84265cbffffffff,153.0,0.0,0.0,0.0
84265cdffffffff,294.0,0.0,0.0,0.0
84265d1ffffffff,54.0,0.0,0.0,0.0
84265d3ffffffff,149.0,0.0,0.0,0.0
84265d5ffffffff,93.0,0.0,0.0,0.0
84265d7ffffffff,485.0,0.0,0.0,0.0
84265d9ffffffff,956.0,0.0,0.0,0.0
84265dbffffffff,660.0,0.0,0.0,0.0
84265ddffffffff,183.0,0.0,0.0,0.0
84265e1ffffffff,91.0,0.0,0.0,0.0
84265e3ffffffff,108.0,0.0,0.0,0.0
84265e5ffffffff,575.0,0.0,0.0,0.0
84265e7ffffffff,78.0,0.0,0.0,0.0
84265e9ffffffff,74.0,0.0,0.0,0.0
84265ebffffffff,103.0,0.0,0.0,0.0
84265edffffffff,195.0,0.0,0.0,0.0
8426601ffffffff,28.0,0.0,0.0,0.0
8426603ffffffff,165.0,0.0,0.0,0.0
8426605ffffffff,6.0,0.0,0.0,0.0
8426607ffffffff,755.0,0.0,0.0,0.0
8426609ffffffff,86.0,0.0,0.0,0.0
842660bffffffff,161.0,0.0,0.0,0.0
842660dffffffff,2.0,0.0,0.0,0.0
8426611ffffffff,193.0,0.0,0.0,0.0
8426613ffffffff,618.0,0.0,0.0,0.0
8426615ffffffff,165.0,0.0,0.0,0.0
8426617ffffffff,288.0,0.0,0.0,0.0
8426619ffffffff,873.0,0.0,0.0,0.0
842661bffffffff,4063.0,0.0,0.0,0.0
842661dffffffff,63.0,0.0,0.0,0.0
8426621ffffffff,324.0,0.0,0.0,0.0
8426623ffffffff,246.0,0.0,0.0,0.0
8426625ffffffff,346.0,0.0,0.0,0.0
8426627ffffffff,29.0,0.0,0.0,0.0
8426629ffffffff,370.0,0.0,0.0,0.0
842662bffffffff,387.0,0.0,0.0,0.0
842662dffffffff,740.0,0.0,0.0,0.0
8426631ffffffff,179.0,0.0,0.0,0.0
8426633ffffffff,30.0,0.0,0.0,0.0
8426635ffffffff,81.0,0.0,0.0,0.0
8426637ffffffff,26.0,0.0,0.0,0.0
8426639ffffffff,88.0,0.0,0.0,0.0
842663bffffffff,104.0,0.0,0.0,0.0
842663dffffffff,363.0,0.0,0.0,0.0
8426641ffffffff,294.0,0.0,0.0,0.0
8426643ffffffff,27.0,0.0,0.0,0.0
8426645ffffffff,620.0,0.0,0.0,0.0
8426647ffffffff,214.0,0.0,0.0,0.0
8426649ffffffff,240.0,0.0,0.0,0.0
842664bffffffff,95.0,0.0,0.0,0.0
842664dffffffff,191.0,0.0,0.0,0.0
8426651ffffffff,165.0,0.0,0.0,0.0
8426653ffffffff,57.0,0.0,0.0,0.0
8426655ffffffff,50.0,0.0,0.0,0.0
8426657ffffffff,1382.0,0.0,0.0,0.0
8426659ffffffff,66.0,0.0,0.0,0.0
842665bffffffff,165.0,0.0,0.0,0.0
842665dffffffff,13.0,0.0,0.0,0.0
8426661ffffffff,187.0,0.0,0.0,0.0
8426663ffffffff,15.0,0.0,0.0,0.0
8426665ffffffff,407.0,0.0,0.0,0.0
8426667ffffffff,12.0,0.0,0.0,0.0
8426669ffffffff,450.0,0.0,0.0,0.0
842666bffffffff,289.0,0.0,0.0,0.0
842666dffffffff,41.0,0.0,0.0,0.0
8426681ffffffff,337.0,0.0,0.0,0.0
8426683ffffffff,136.0,0.0,0.0,0.0
8426685ffffffff,149.0,0.0,0.0,0.0
8426687ffffffff,36.0,0.0,0.0,0.0
8426689ffffffff,2594.0,0.0,0.0,0.0
842668bffffffff,1943.0,0.0,0.0,0.0
842668dffffffff,290.0,0.0,0.0,0.0
8426691ffffffff,99.0,0.0,0.0,0.0
8426693ffffffff,167.0,0.0,0.0,0.0
8426695ffffffff,196.0,0.0,0.0,0.0
8426697ffffffff,34.0,0.0,0.0,0.0
8426699ffffffff,128.0,0.0,0.0,0.0
842669bffffffff,409.0,0.0,0.0,0.0
842669dffffffff,129.0,0.0,0.0,0.0
84266a1ffffffff,1051.0,0.0,0.0,0.0
84266a3ffffffff,227.0,0.0,0.0,0.0
84266a5ffffffff,389.0,0.0,0.0,0.0
84266a7ffffffff,149.0,0.0,0.0,0.0
84266a9ffffffff,263.0,0.0,0.0,0.0
84266abffffffff,83.0,0.0,0.0,0.0
84266adffffffff,468.0,0.0,0.0,0.0
84266b1ffffffff,136.0,0.0,0.0,0.0
84266b3ffffffff,124.0,0.0,0.0,0.0
84266b5ffffffff,202.0,0.0,0.0,0.0
84266b7ffffffff,1081.0,0.0,0.0,0.0
84266b9ffffffff,149.0,0.0,0.0,0.0
84266bbffffffff,934.0,0.0,0.0,0.0
84266bdffffffff,52.0,0.0,0.0,0.0
84266c1ffffffff,604.0,0.0,0.0,0.0
84266c3ffffffff,113.0,0.0,0.0,0.0
84266c5ffffffff,3999.0,0.0,0.0,0.0
84266c7ffffffff,84.0,0.0,0.0,0.0
84266c9ffffffff,22.0,0.0,0.0,0.0
84266cbffffffff,61.0,0.0,0.0,0.0
84266cdffffffff,320.0,0.0,0.0,0.0
84266d1ffffffff,695.0,0.0,0.0,0.0
84266d3ffffffff,1125.0,0.0,0.0,0.0
84266d5ffffffff,5155.0,0.0,0.0,0.0
84266d7ffffffff,352.0,0.0,0.0,0.0
84266d9ffffffff,47.0,0.0,0.0,0.0
84266dbffffffff,2352.0,0.0,0.0,0.0
84266ddffffffff,75.0,0.0,0.0,0.0
84266e1ffffffff,1202.0,0.0,0.0,0.0
84266e3ffffffff,309.0,0.0,0.0,0.0
84266e5ffffffff,36.0,0.0,0.0,0.0
84266e7ffffffff,230.0,0.0,0.0,0.0
84266e9ffffffff,190.0,0.0,0.0,0.0
84266ebffffffff,893.0,0.0,0.0,0.0
84266edffffffff,156.0,0.0,0.0,0.0
8426703ffffffff,10.0,0.0,0.0,0.0
8426705ffffffff,51.0,0.0,0.0,0.0
8426707ffffffff,80.0,0.0,0.0,0.0
8426709ffffffff,13.0,0.0,0.0,0.0
842670bffffffff,46.0,0.0,0.0,0.0
842670dffffffff,4.0,0.0,0.0,0.0
8426711ffffffff,152.0,0.0,0.0,0.0
8426713ffffffff,152.0,0.0,0.0,0.0
8426715ffffffff,2.0,0.0,0.0,0.0
8426717ffffffff,185.0,0.0,0.0,0.0
8426719ffffffff,731.0,0.0,0.0,0.0
842671bffffffff,62.0,0.0,0.0,0.0
842671dffffffff,23.0,0.0,0.0,0.0
8426721ffffffff,5.0,0.0,0.0,0.0
8426723ffffffff,80.0,0.0,0.0,0.0
8426727ffffffff,6.0,0.0,0.0,0.0
8426729ffffffff,2.0,0.0,0.0,0.0
8426731ffffffff,39.0,0.0,0.0,0.0
8426733ffffffff,302.0,0.0,0.0,0.0
8426735ffffffff,113.0,0.0,0.0,0.0
8426737ffffffff,64.0,0.0,0.0,0.0
8426739ffffffff,42.0,0.0,0.0,0.0
842673bffffffff,154.0,0.0,0.0,0.0
842673dffffffff,30.0,0.0,0.0,0.0
8426741ffffffff,2.0,0.0,0.0,0.0
8426743ffffffff,66.0,0.0,0.0,0.0
8426745ffffffff,52.0,0.0,0.0,0.0
8426747ffffffff,103.0,0.0,0.0,0.0
8426749ffffffff,12.0,0.0,0.0,0.0
842674bffffffff,2.0,0.0,0.0,0.0
8426751ffffffff,4.0,0.0,0.0,0.0
8426753ffffffff,38.0,0.0,0.0,0.0
8426755ffffffff,18.0,0.0,0.0,0.0
8426757ffffffff,3.0,0.0,0.0,0.0
8426759ffffffff,7.0,0.0,0.0,0.0
842675bffffffff,106.0,0.0,0.0,0.0
842675dffffffff,121.0,0.0,0.0,0.0
8426765ffffffff,6.0,0.0,0.0,0.0
8426767ffffffff,13.0,0.0,0.0,0.0
842676dffffffff,5.0,0.0,0.0,0.0
8426899ffffffff,2.0,0.0,0.0,0.0
8426c01ffffffff,8.0,0.0,0.0,0.0
8426c03ffffffff,18.0,0.0,0.0,0.0
8426c07ffffffff,17.0,0.0,0.0,0.0
8426c09ffffffff,16.0,0.0,0.0,0.0
8426c0bffffffff,20.0,0.0,0.0,0.0
8426c0dffffffff,1.0,0.0,0.0,0.0
8426c11ffffffff,1166.0,0.0,0.0,0.0
8426c13ffffffff,20.0,0.0,0.0,0.0
8426c15ffffffff,3.0,0.0,0.0,0.0
8426c17ffffffff,17.0,0.0,0.0,0.0
8426c19ffffffff,1311.0,0.0,0.0,0.0
8426c1bffffffff,590.0,0.0,0.0,0.0
8426c1dffffffff,182.0,0.0,0.0,0.0
8426c21ffffffff,9.0,0.0,0.0,0.0
8426c23ffffffff,1.0,0.0,0.0,0.0
8426c25ffffffff,2.0,0.0,0.0,0.0
8426c27ffffffff,3.0,0.0,0.0,0.0
8426c29ffffffff,10.0,0.0,0.0,0.0
8426c2bffffffff,11.0,0.0,0.0,0.0
8426c2dffffffff,38.0,0.0,0.0,0.0
8426c31ffffffff,271.0,0.0,0.0,0.0
8426c33ffffffff,17.0,0.0,0.0,0.0
8426c35ffffffff,3.0,0.0,0.0,0.0
8426c37ffffffff,23.0,0.0,0.0,0.0
8426c39ffffffff,23.0,0.0,0.0,0.0
8426c3bffffffff,357.0,0.0,0.0,0.0
8426c3dffffffff,2.0,0.0,0.0,0.0
8426c41ffffffff,14.0,0.0,0.0,0.0
8426c43ffffffff,300.0,0.0,0.0,0.0
8426c45ffffffff,3.0,0.0,0.0,0.0
8426c49ffffffff,75.0,0.0,0.0,0.0
8426c4bffffffff,35.0,0.0,0.0,0.0
8426c4dffffffff,111.0,0.0,0.0,0.0
8426c51ffffffff,7.0,0.0,0.0,0.0
8426c53ffffffff,962.0,0.0,0.0,0.0
8426c55ffffffff,4.0,0.0,0.0,0.0
8426c57ffffffff,2.0,0.0,0.0,0.0
8426c59ffffffff,13.0,0.0,0.0,0.0
8426c5bffffffff,688.0,0.0,0.0,0.0
8426c5dffffffff,1.0,0.0,0.0,0.0
8426c61ffffffff,1.0,0.0,0.0,0.0
8426c63ffffffff,7.0,0.0,0.0,0.0
8426c67ffffffff,2.0,0.0,0.0,0.0
8426c6bffffffff,23.0,0.0,0.0,0.0
8426c81ffffffff,145.0,0.0,0.0,0.0
8426c83ffffffff,1590.0,0.0,0.0,0.0
8426c85ffffffff,763.0,0.0,0.0,0.0
8426c87ffffffff,3002.0,0.0,0.0,0.0
8426c89ffffffff,3603.0,0.0,0.0,0.0
8426c8bffffffff,67.0,0.0,0.0,0.0
8426c8dffffffff,86.0,0.0,0.0,0.0
8426c91ffffffff,362.0,0.0,0.0,0.0
8426c93ffffffff,674.0,0.0,0.0,0.0
8426c95ffffffff,48.0,0.0,0.0,0.0
8426c97ffffffff,727.0,0.0,0.0,0.0
8426c99ffffffff,118.0,0.0,0.0,0.0
8426c9bffffffff,381.0,0.0,0.0,0.0
8426c9dffffffff,724.0,0.0,0.0,0.0
8426ca1ffffffff,214.0,0.0,0.0,0.0
8426ca3ffffffff,369.0,0.0,0.0,0.0
8426ca5ffffffff,141.0,0.0,0.0,0.0
8426ca7ffffffff,69.0,0.0,0.0,0.0
8426ca9ffffffff,109.0,0.0,0.0,0.0
8426cabffffffff,662.0,0.0,0.0,0.0
8426cadffffffff,96.0,0.0,0.0,0.0
8426cb1ffffffff,260.0,0.0,0.0,0.0
8426cb3ffffffff,84.0,0.0,0.0,0.0
8426cb5ffffffff,390.0,0.0,0.0,0.0
8426cb7ffffffff,111.0,0.0,0.0,0.0
8426cb9ffffffff,3031.0,0.0,0.0,0.0
8426cbbffffffff,211.0,0.0,0.0,0.0
8426cbdffffffff,4481.0,0.0,0.0,0.0
8426cc1ffffffff,27.0,0.0,0.0,0.0
8426cc3ffffffff,30.0,0.0,0.0,0.0
8426cc5ffffffff,27.0,0.0,0.0,0.0
8426cc7ffffffff,149.0,0.0,0.0,0.0
8426cc9ffffffff,5.0,0.0,0.0,0.0
8426ccbffffffff,58.0,0.0,0.0,0.0
8426ccdffffffff,10.0,0.0,0.0,0.0
8426cd1ffffffff,161.0,0.0,0.0,0.0
8426cd3ffffffff,197.0,0.0,0.0,0.0
8426cd5ffffffff,114.0,0.0,0.0,0.0
8426cd7ffffffff,357.0,0.0,0.0,0.0
8426cd9ffffffff,27.0,0.0,0.0,0.0
8426cdbffffffff,154.0,0.0,0.0,0.0
8426cddffffffff,3.0,0.0,0.0,0.0
8426ce1ffffffff,14.0,0.0,0.0,0.0
8426ce3ffffffff,86.0,0.0,0.0,0.0
8426ce5ffffffff,31.0,0.0,0.0,0.0
8426ce7ffffffff,18.0,0.0,0.0,0.0
8426cebffffffff,35.0,0.0,0.0,0.0
8426cedffffffff,29.0,0.0,0.0,0.0
8426d01ffffffff,2.0,0.0,0.0,0.0
8426d03ffffffff,2.0,0.0,0.0,0.0
8426d0bffffffff,3.0,0.0,0.0,0.0
8426d0dffffffff,2.0,0.0,0.0,0.0
8426d15ffffffff,47.0,0.0,0.0,0.0
8426d1bffffffff,4.0,0.0,0.0,0.0
8426d57ffffffff,2.0,0.0,0.0,0.0
8426d5bffffffff,4.0,0.0,0.0,0.0
8426d81ffffffff,7.0,0.0,0.0,0.0
8426d83ffffffff,9.0,0.0,0.0,0.0
8426d87ffffffff,6.0,0.0,0.0,0.0
8426d8bffffffff,4.0,0.0,0.0,0.0
8426d8dffffffff,11.0,0.0,0.0,0.0
8426d91ffffffff,8.0,0.0,0.0,0.0
8426d93ffffffff,56.0,0.0,0.0,0.0
8426d95ffffffff,191.0,0.0,0.0,0.0
8426d97ffffffff,35.0,0.0,0.0,0.0
8426d99ffffffff,45.0,0.0,0.0,0.0
8426d9bffffffff,158.0,0.0,0.0,0.0
8426d9dffffffff,13.0,0.0,0.0,0.0
8426da3ffffffff,2.0,0.0,0.0,0.0
8426db1ffffffff,20.0,0.0,0.0,0.0
8426db3ffffffff,14.0,0.0,0.0,0.0
8426db5ffffffff,2.0,0.0,0.0,0.0
8426db9ffffffff,16.0,0.0,0.0,0.0
8426dbbffffffff,308.0,0.0,0.0,0.0
8426dbdffffffff,2.0,0.0,0.0,0.0
8426dc1ffffffff,4.0,0.0,0.0,0.0
8426dc3ffffffff,17.0,0.0,0.0,0.0
8426dc9ffffffff,2.0,0.0,0.0,0.0
8426dcbffffffff,9.0,0.0,0.0,0.0
8426dcdffffffff,5.0,0.0,0.0,0.0
8426dd1ffffffff,6.0,0.0,0.0,0.0
8426dd3ffffffff,56.0,0.0,0.0,0.0
8426dd5ffffffff,2.0,0.0,0.0,0.0
8426dd7ffffffff,7.0,0.0,0.0,0.0
8426dd9ffffffff,24.0,0.0,0.0,0.0
8426ddbffffffff,61.0,0.0,0.0,0.0
8426dddffffffff,8.0,0.0,0.0,0.0
8426de3ffffffff,10.0,0.0,0.0,0.0
8426de7ffffffff,88.0,0.0,0.0,0.0
8426de9ffffffff,5.0,0.0,0.0,0.0
8426e01ffffffff,121.0,0.0,0.0,0.0
8426e03ffffffff,53.0,0.0,0.0,0.0
8426e05ffffffff,42.0,0.0,0.0,0.0
8426e07ffffffff,997.0,0.0,0.0,0.0
8426e09ffffffff,214.0,0.0,0.0,0.0
8426e0bffffffff,211.0,0.0,0.0,0.0
8426e0dffffffff,121.0,0.0,0.0,0.0
8426e11ffffffff,135.0,0.0,0.0,0.0
8426e13ffffffff,42.0,0.0,0.0,0.0
8426e15ffffffff,28.0,0.0,0.0,0.0
8426e17ffffffff,67.0,0.0,0.0,0.0
8426e19ffffffff,171.0,0.0,0.0,0.0
8426e1bffffffff,103.0,0.0,0.0,0.0
