cell_id,Ammospiza nelsoni,Ammospiza nelsoni nelsoni/altera,Ammospiza nelsoni subvirgata
832b23fffffffff,120.0,0.0,0.0
832b2afffffffff,66.0,0.0,3.0
832b2cfffffffff,101.0,0.0,31.0
832b2efffffffff,43.0,0.0,10.0
832b30fffffffff,57.0,0.0,0.0
832b31fffffffff,103.0,0.0,0.0
832b32fffffffff,2.0,0.0,0.0
832b33fffffffff,41.0,0.0,0.0
832b98fffffffff,8.0,0.0,0.0
832b9bfffffffff,24.0,0.0,0.0
832bacfffffffff,241.0,0.0,0.0
834412fffffffff,21.0,0.0,0.0
834413fffffffff,77.0,0.0,0.0
83441afffffffff,30.0,0.0,0.0
83441bfffffffff,97.0,0.0,0.0
834445fffffffff,64.0,0.0,0.0
834446fffffffff,8.0,0.0,0.0
834450fffffffff,404.0,13.0,0.0
834454fffffffff,7.0,0.0,0.0
834455fffffffff,398.0,4.0,0.0
834456fffffffff,31.0,0.0,0.0
834463fffffffff,113.0,0.0,0.0
83446cfffffffff,1164.0,69.0,0.0
83446dfffffffff,1.0,0.0,0.0
83446efffffffff,605.0,17.0,0.0
834471fffffffff,75.0,0.0,0.0
834473fffffffff,434.0,0.0,0.0
8344abfffffffff,68.0,0.0,0.0
8344d0fffffffff,205.0,0.0,0.0
8344d2fffffffff,87.0,0.0,0.0
8344d5fffffffff,128.0,5.0,10.0
8344e4fffffffff,33.0,0.0,0.0
8344e5fffffffff,12.0,0.0,0.0
8344e6fffffffff,243.0,0.0,0.0
8344f0fffffffff,217.0,0.0,24.0
8344f3fffffffff,325.0,29.0,36.0
8344f5fffffffff,3.0,0.0,0.0
8344f6fffffffff,61.0,0.0,0.0
834890fffffffff,91.0,10.0,0.0
834892fffffffff,194.0,1.0,0.0
834893fffffffff,39.0,0.0,0.0
8348b3fffffffff,1.0,0.0,0.0
