cell_id,Progne tapera,Progne tapera tapera,Progne tapera fusca
83c2c3fffffffff,19.0,0.0,0.0
83c2c4fffffffff,229.0,0.0,2.0
83c2c5fffffffff,1503.0,0.0,0.0
83c2c6fffffffff,185.0,0.0,0.0
83c2c8fffffffff,44.0,0.0,0.0
83c2c9fffffffff,172.0,0.0,0.0
83c2cafffffffff,275.0,0.0,0.0
83c2cbfffffffff,322.0,0.0,0.0
83c2ccfffffffff,44.0,0.0,0.0
83c2cdfffffffff,341.0,0.0,0.0
83c2cefffffffff,323.0,0.0,2.0
83c2d0fffffffff,272.0,0.0,13.0
83c2d1fffffffff,34.0,0.0,0.0
83c2d2fffffffff,53.0,0.0,7.0
83c2d3fffffffff,206.0,0.0,0.0
83c2d4fffffffff,449.0,0.0,3.0
83c2d5fffffffff,52.0,0.0,0.0
83c2d6fffffffff,256.0,0.0,6.0
83c2d8fffffffff,105.0,0.0,6.0
83c2d9fffffffff,337.0,0.0,0.0
83c2dafffffffff,7.0,0.0,3.0
83c2dbfffffffff,21.0,0.0,0.0
83c2dcfffffffff,16.0,0.0,0.0
83c2ddfffffffff,41.0,0.0,4.0
83c2defffffffff,17.0,0.0,0.0
83c2e0fffffffff,151.0,0.0,4.0
83c2e1fffffffff,125.0,0.0,0.0
83c2e2fffffffff,1207.0,0.0,0.0
83c2e3fffffffff,4510.0,0.0,38.0
83c2e4fffffffff,25.0,0.0,0.0
83c2e5fffffffff,29.0,0.0,0.0
83c2e6fffffffff,59.0,0.0,0.0
83c2e8fffffffff,85.0,0.0,0.0
83c2e9fffffffff,37.0,0.0,0.0
83c2eafffffffff,179.0,0.0,0.0
83c2ebfffffffff,45.0,0.0,0.0
83c2ecfffffffff,31.0,0.0,0.0
83c2edfffffffff,2.0,0.0,0.0
83c2eefffffffff,459.0,0.0,15.0
83c2f1fffffffff,1273.0,0.0,8.0
83c2f2fffffffff,1068.0,0.0,20.0
83c2f3fffffffff,923.0,0.0,0.0
83c308fffffffff,13.0,0.0,0.0
83c309fffffffff,6.0,0.0,0.0
83c30bfffffffff,3.0,0.0,0.0
83c30dfffffffff,24.0,0.0,0.0
83c320fffffffff,2.0,0.0,0.0
83c321fffffffff,31.0,0.0,0.0
83c328fffffffff,1.0,0.0,0.0
83c329fffffffff,129.0,0.0,0.0
83c32bfffffffff,11.0,0.0,0.0
83c32dfffffffff,6.0,0.0,0.0
83c32efffffffff,20.0,0.0,0.0
83c340fffffffff,15.0,0.0,0.0
83c342fffffffff,4.0,0.0,0.0
83c343fffffffff,4.0,0.0,0.0
83c344fffffffff,2.0,0.0,0.0
83c345fffffffff,4.0,0.0,0.0
83c346fffffffff,3.0,0.0,0.0
83c349fffffffff,5.0,0.0,0.0
83c34bfffffffff,7.0,0.0,0.0
83c34dfffffffff,2.0,0.0,0.0
83c34efffffffff,3.0,0.0,0.0
83c350fffffffff,58.0,0.0,3.0
83c351fffffffff,28.0,0.0,0.0
83c352fffffffff,7.0,0.0,0.0
83c353fffffffff,32.0,0.0,0.0
83c354fffffffff,22.0,0.0,0.0
83c355fffffffff,3.0,0.0,0.0
83c356fffffffff,44.0,0.0,0.0
83c35afffffffff,1.0,0.0,0.0
83c35bfffffffff,8.0,0.0,0.0
83c360fffffffff,38.0,0.0,0.0
83c361fffffffff,2.0,0.0,0.0
83c364fffffffff,2.0,0.0,0.0
83c365fffffffff,2.0,0.0,0.0
83c366fffffffff,16.0,0.0,0.0
83c36cfffffffff,2.0,0.0,0.0
83c36efffffffff,2.0,0.0,0.0
83c370fffffffff,30.0,0.0,0.0
83c371fffffffff,7.0,0.0,0.0
83c373fffffffff,3.0,0.0,0.0
83c375fffffffff,11.0,0.0,0.0
83c376fffffffff,61.0,0.0,0.0
83ce82fffffffff,3.0,0.0,0.0
83ce91fffffffff,8.0,0.0,0.0
83ce92fffffffff,14.0,0.0,0.0
83ce93fffffffff,302.0,0.0,0.0
83ce96fffffffff,12.0,0.0,0.0
83ce9cfffffffff,1.0,0.0,0.0
83ce9efffffffff,6.0,0.0,0.0
83cf9efffffffff,1.0,0.0,0.0
