cell_id,Plocepasser mahali,Plocepasser mahali melanorhynchus,Plocepasser mahali ansorgei,Plocepasser mahali pectoralis,Plocepasser mahali mahali
84bcc17ffffffff,26.0,0.0,0.0,0.0,10.0
84bcc21ffffffff,14.0,0.0,0.0,0.0,2.0
84bcc23ffffffff,9.0,0.0,0.0,0.0,3.0
84bcc27ffffffff,2.0,0.0,0.0,0.0,0.0
84bcc29ffffffff,7.0,0.0,0.0,0.0,2.0
84bcc2bffffffff,47.0,0.0,0.0,0.0,28.0
84bcc31ffffffff,2.0,0.0,0.0,0.0,0.0
84bcc33ffffffff,19.0,0.0,0.0,0.0,7.0
84bcc35ffffffff,22.0,0.0,0.0,0.0,3.0
84bcc37ffffffff,5.0,0.0,0.0,0.0,0.0
84bcc3bffffffff,6.0,0.0,0.0,0.0,5.0
84bcc3dffffffff,175.0,0.0,0.0,0.0,20.0
84bcc43ffffffff,2.0,0.0,0.0,0.0,2.0
84bcc45ffffffff,2.0,0.0,0.0,0.0,0.0
84bcc47ffffffff,1.0,0.0,0.0,0.0,0.0
84bcc4bffffffff,7.0,0.0,0.0,0.0,0.0
84bcc51ffffffff,2.0,0.0,0.0,0.0,0.0
84bcc5bffffffff,5.0,0.0,0.0,0.0,4.0
84bcc5dffffffff,1.0,0.0,0.0,0.0,0.0
84bcc69ffffffff,13.0,0.0,0.0,0.0,3.0
84bcc81ffffffff,1.0,0.0,0.0,0.0,1.0
84bcc85ffffffff,4.0,0.0,0.0,0.0,0.0
84bcca1ffffffff,10.0,0.0,0.0,0.0,0.0
84bcca5ffffffff,43.0,0.0,0.0,0.0,12.0
84bcca7ffffffff,26.0,0.0,0.0,0.0,0.0
84bcca9ffffffff,4.0,0.0,0.0,0.0,0.0
84bccabffffffff,1.0,0.0,0.0,0.0,0.0
84bccadffffffff,1.0,0.0,0.0,0.0,0.0
84bccb7ffffffff,2.0,0.0,0.0,0.0,0.0
84bccc7ffffffff,13.0,0.0,0.0,0.0,2.0
84bcccbffffffff,8.0,0.0,0.0,0.0,0.0
84bccdbffffffff,2.0,0.0,0.0,0.0,0.0
84bcce1ffffffff,4.0,0.0,0.0,0.0,0.0
84bcce9ffffffff,4.0,0.0,0.0,0.0,4.0
84bccedffffffff,2.0,0.0,0.0,0.0,2.0
84bcd01ffffffff,1.0,0.0,0.0,0.0,0.0
84bcd03ffffffff,6.0,0.0,0.0,0.0,2.0
84bcd05ffffffff,3.0,0.0,0.0,0.0,0.0
84bcd07ffffffff,2.0,0.0,0.0,0.0,0.0
84bcd0dffffffff,1.0,0.0,0.0,0.0,0.0
84bcd11ffffffff,6.0,0.0,0.0,0.0,0.0
84bcd15ffffffff,1.0,0.0,0.0,0.0,0.0
84bcd17ffffffff,4.0,0.0,0.0,0.0,0.0
84bcd21ffffffff,2.0,0.0,0.0,0.0,0.0
84bcd23ffffffff,24.0,0.0,0.0,0.0,0.0
84bcd27ffffffff,5.0,0.0,0.0,0.0,0.0
84bcd29ffffffff,3.0,0.0,0.0,0.0,0.0
84bcd33ffffffff,2.0,0.0,0.0,0.0,0.0
84bcd39ffffffff,5.0,0.0,0.0,0.0,4.0
84bcd3dffffffff,9.0,0.0,0.0,0.0,3.0
84bcd63ffffffff,2.0,0.0,0.0,0.0,0.0
84bcd81ffffffff,6.0,0.0,0.0,0.0,0.0
84bcd87ffffffff,2.0,0.0,0.0,0.0,0.0
84bcd8bffffffff,3.0,0.0,0.0,0.0,0.0
84bcd99ffffffff,3.0,0.0,0.0,0.0,0.0
84bcd9bffffffff,18.0,0.0,0.0,0.0,0.0
84bcda3ffffffff,4.0,0.0,0.0,0.0,0.0
84bcda5ffffffff,1.0,0.0,0.0,0.0,0.0
84bcdc1ffffffff,232.0,0.0,0.0,0.0,32.0
84bcdc3ffffffff,39.0,0.0,0.0,0.0,3.0
84bcdc5ffffffff,20.0,0.0,0.0,0.0,1.0
84bcdc7ffffffff,26.0,0.0,0.0,0.0,7.0
84bcdc9ffffffff,2.0,0.0,0.0,0.0,0.0
84bcdcbffffffff,4.0,0.0,0.0,0.0,4.0
84bcdd1ffffffff,22.0,0.0,0.0,0.0,8.0
84bcdd9ffffffff,5.0,0.0,0.0,0.0,2.0
84bcddbffffffff,2.0,0.0,0.0,0.0,0.0
84bcdddffffffff,3.0,0.0,0.0,0.0,0.0
84bcde1ffffffff,4.0,0.0,0.0,0.0,0.0
84bcde3ffffffff,1.0,0.0,0.0,0.0,0.0
84bcde5ffffffff,171.0,0.0,0.0,0.0,21.0
84bcde7ffffffff,2.0,0.0,0.0,0.0,0.0
84bcdebffffffff,63.0,0.0,0.0,0.0,8.0
84bce83ffffffff,15.0,0.0,0.0,0.0,4.0
84bce85ffffffff,13.0,0.0,0.0,0.0,0.0
84bce89ffffffff,3.0,0.0,0.0,0.0,0.0
84bce8dffffffff,7.0,0.0,0.0,0.0,2.0
84bce93ffffffff,1.0,0.0,0.0,0.0,0.0
84bce95ffffffff,53.0,0.0,0.0,0.0,14.0
84bce99ffffffff,25.0,0.0,0.0,0.0,6.0
84bce9dffffffff,4.0,0.0,0.0,0.0,0.0
84bcea3ffffffff,3.0,0.0,0.0,0.0,0.0
84bcea5ffffffff,1.0,0.0,0.0,0.0,1.0
84bcea9ffffffff,1.0,0.0,0.0,0.0,0.0
84bcec9ffffffff,2.0,0.0,0.0,0.0,0.0
84bced1ffffffff,1.0,0.0,0.0,0.0,0.0
84bced9ffffffff,1.0,0.0,0.0,0.0,0.0
