cell_id,Anas flavirostris,Anas flavirostris flavirostris,Anas flavirostris oxyptera
83b225fffffffff,5.0,0.0,3.0
83b226fffffffff,3.0,0.0,3.0
83b228fffffffff,18.0,0.0,0.0
83b229fffffffff,11.0,0.0,0.0
83b22afffffffff,16.0,0.0,1.0
83b22bfffffffff,19.0,0.0,0.0
83b22cfffffffff,2.0,0.0,0.0
83b22dfffffffff,17.0,0.0,8.0
83b240fffffffff,20.0,0.0,0.0
83b241fffffffff,443.0,10.0,0.0
83b242fffffffff,73.0,0.0,0.0
83b243fffffffff,362.0,11.0,0.0
83b245fffffffff,25.0,0.0,0.0
83b246fffffffff,3.0,0.0,0.0
83b248fffffffff,8.0,0.0,0.0
83b249fffffffff,5.0,0.0,0.0
83b24afffffffff,242.0,13.0,0.0
83b24bfffffffff,54.0,0.0,0.0
83b24cfffffffff,117.0,2.0,0.0
83b24dfffffffff,32.0,0.0,0.0
83b24efffffffff,115.0,1.0,0.0
83b250fffffffff,5.0,0.0,0.0
83b251fffffffff,16.0,0.0,0.0
83b252fffffffff,11.0,0.0,0.0
83b253fffffffff,10.0,0.0,0.0
83b255fffffffff,4.0,0.0,0.0
83b258fffffffff,231.0,0.0,0.0
83b259fffffffff,271.0,0.0,0.0
83b25afffffffff,34.0,0.0,0.0
83b25bfffffffff,68.0,0.0,0.0
83b25cfffffffff,360.0,11.0,0.0
83b25dfffffffff,765.0,7.0,0.0
83b25efffffffff,95.0,0.0,0.0
83b268fffffffff,7.0,0.0,0.0
83b269fffffffff,2.0,0.0,0.0
83b26afffffffff,4.0,0.0,0.0
83b26dfffffffff,2.0,0.0,0.0
83b26efffffffff,7.0,0.0,0.0
83b270fffffffff,97.0,0.0,0.0
83b271fffffffff,1.0,0.0,0.0
83b274fffffffff,289.0,0.0,47.0
83b275fffffffff,77.0,0.0,0.0
83b2c0fffffffff,2729.0,340.0,0.0
83b2c1fffffffff,176.0,16.0,0.0
83b2c2fffffffff,216.0,39.0,0.0
83b2c3fffffffff,220.0,14.0,0.0
83b2c4fffffffff,1964.0,185.0,0.0
83b2c5fffffffff,3046.0,437.0,6.0
83b2c8fffffffff,57.0,0.0,0.0
83b2cafffffffff,70.0,2.0,0.0
83b2cbfffffffff,4.0,0.0,0.0
83b2ccfffffffff,4.0,0.0,0.0
83b2cdfffffffff,29.0,0.0,0.0
83b2cefffffffff,25.0,0.0,0.0
83b2d8fffffffff,277.0,6.0,0.0
83b2d9fffffffff,33.0,0.0,0.0
83b2dafffffffff,319.0,9.0,0.0
83b2dbfffffffff,38.0,4.0,0.0
83b2dcfffffffff,227.0,19.0,0.0
83b2ddfffffffff,239.0,52.0,0.0
83b2e1fffffffff,21.0,0.0,0.0
83b2e2fffffffff,705.0,61.0,0.0
83b2e3fffffffff,39.0,6.0,2.0
83b2e4fffffffff,44.0,15.0,0.0
83b2e5fffffffff,5.0,0.0,0.0
83b2e6fffffffff,198.0,3.0,0.0
83b2e8fffffffff,115.0,0.0,0.0
83b2e9fffffffff,13.0,0.0,0.0
83b2eafffffffff,8.0,0.0,0.0
83b2ebfffffffff,16.0,0.0,0.0
83b2ecfffffffff,244.0,0.0,0.0
83b2edfffffffff,19.0,0.0,0.0
83b2eefffffffff,167.0,0.0,0.0
83b300fffffffff,18.0,0.0,12.0
83b301fffffffff,33.0,0.0,23.0
83b304fffffffff,159.0,0.0,48.0
83b305fffffffff,1232.0,0.0,516.0
83b308fffffffff,79.0,0.0,63.0
83b309fffffffff,18.0,0.0,0.0
83b30afffffffff,32.0,0.0,6.0
83b30bfffffffff,344.0,0.0,100.0
83b30cfffffffff,41.0,0.0,14.0
83b30dfffffffff,13.0,0.0,0.0
83b30efffffffff,8.0,0.0,2.0
83b31dfffffffff,6.0,0.0,0.0
83b320fffffffff,261.0,0.0,0.0
83b321fffffffff,64.0,0.0,0.0
83b322fffffffff,31.0,0.0,0.0
83b323fffffffff,79.0,0.0,32.0
83b324fffffffff,34.0,0.0,0.0
83b325fffffffff,126.0,0.0,0.0
83b326fffffffff,246.0,0.0,12.0
83b328fffffffff,2.0,0.0,0.0
83b32afffffffff,61.0,0.0,20.0
83b32bfffffffff,5.0,0.0,0.0
83b32cfffffffff,99.0,0.0,0.0
83b32dfffffffff,1.0,0.0,0.0
83b32efffffffff,6.0,0.0,0.0
83b330fffffffff,20.0,0.0,1.0
83b331fffffffff,32.0,0.0,4.0
83b334fffffffff,105.0,0.0,7.0
83b335fffffffff,212.0,0.0,18.0
83b342fffffffff,9.0,0.0,5.0
83b343fffffffff,5.0,0.0,0.0
83b346fffffffff,1.0,0.0,0.0
83b350fffffffff,2.0,0.0,2.0
83b351fffffffff,698.0,0.0,99.0
83b352fffffffff,33.0,0.0,24.0
83b353fffffffff,54.0,0.0,16.0
83b354fffffffff,383.0,0.0,114.0
83b355fffffffff,474.0,0.0,149.0
83b356fffffffff,52.0,0.0,20.0
83b358fffffffff,3.0,0.0,0.0
83b35afffffffff,28.0,0.0,11.0
83b35bfffffffff,6.0,0.0,0.0
83b35cfffffffff,59.0,0.0,0.0
83b35efffffffff,329.0,0.0,38.0
83b372fffffffff,7.0,0.0,7.0
83b373fffffffff,164.0,0.0,46.0
83b376fffffffff,1.0,0.0,0.0
83c203fffffffff,167.0,0.0,0.0
83c205fffffffff,386.0,0.0,0.0
83c218fffffffff,58.0,0.0,0.0
83c219fffffffff,54.0,0.0,0.0
83c21bfffffffff,732.0,0.0,0.0
83c21dfffffffff,332.0,0.0,0.0
83c221fffffffff,94.0,0.0,0.0
83c228fffffffff,23.0,0.0,0.0
83c22afffffffff,166.0,0.0,0.0
83c22bfffffffff,8.0,0.0,0.0
83c22cfffffffff,45.0,0.0,0.0
83c22dfffffffff,7.0,0.0,0.0
83c22efffffffff,105.0,0.0,0.0
83c289fffffffff,1.0,0.0,0.0
83c2c0fffffffff,49.0,0.0,0.0
83c2c1fffffffff,221.0,0.0,0.0
83c2c2fffffffff,79.0,0.0,0.0
83c2c3fffffffff,12.0,0.0,0.0
83c2c4fffffffff,96.0,4.0,0.0
83c2c5fffffffff,1106.0,0.0,0.0
83c2c6fffffffff,227.0,1.0,0.0
83c2c8fffffffff,49.0,0.0,0.0
83c2c9fffffffff,29.0,0.0,0.0
83c2cafffffffff,236.0,0.0,0.0
83c2cbfffffffff,40.0,0.0,0.0
83c2ccfffffffff,66.0,0.0,0.0
83c2cdfffffffff,102.0,0.0,0.0
83c2cefffffffff,122.0,0.0,0.0
83c2d0fffffffff,185.0,0.0,0.0
83c2d1fffffffff,29.0,0.0,0.0
83c2d2fffffffff,46.0,0.0,0.0
83c2d3fffffffff,148.0,0.0,0.0
83c2d4fffffffff,356.0,0.0,0.0
83c2d5fffffffff,45.0,0.0,0.0
83c2d6fffffffff,166.0,0.0,0.0
83c2d8fffffffff,54.0,0.0,0.0
83c2d9fffffffff,143.0,17.0,0.0
83c2dafffffffff,4.0,0.0,0.0
83c2dbfffffffff,12.0,0.0,0.0
83c2dcfffffffff,17.0,2.0,0.0
83c2ddfffffffff,20.0,0.0,0.0
83c2defffffffff,30.0,0.0,0.0
83c2e0fffffffff,313.0,0.0,0.0
83c2e1fffffffff,141.0,0.0,0.0
83c2e2fffffffff,746.0,0.0,0.0
83c2e3fffffffff,4738.0,61.0,0.0
83c2e4fffffffff,32.0,0.0,0.0
83c2e5fffffffff,45.0,0.0,0.0
83c2e6fffffffff,155.0,0.0,0.0
83c2e8fffffffff,50.0,0.0,0.0
83c2e9fffffffff,143.0,0.0,0.0
83c2eafffffffff,94.0,0.0,0.0
83c2ebfffffffff,46.0,0.0,0.0
83c2ecfffffffff,63.0,0.0,0.0
83c2edfffffffff,8.0,0.0,0.0
83c2eefffffffff,201.0,4.0,0.0
83c2f1fffffffff,1057.0,0.0,0.0
83c2f2fffffffff,1443.0,3.0,0.0
83c2f3fffffffff,1071.0,2.0,0.0
83c305fffffffff,1.0,0.0,0.0
83c308fffffffff,8.0,0.0,0.0
83c309fffffffff,6.0,0.0,0.0
83c30dfffffffff,10.0,0.0,0.0
83c320fffffffff,39.0,0.0,0.0
83c321fffffffff,107.0,0.0,0.0
83c324fffffffff,35.0,0.0,0.0
83c325fffffffff,8.0,0.0,0.0
83c328fffffffff,4.0,0.0,0.0
83c329fffffffff,68.0,1.0,0.0
83c32afffffffff,8.0,0.0,0.0
83c32bfffffffff,4.0,0.0,0.0
83c32dfffffffff,13.0,0.0,0.0
83c32efffffffff,147.0,0.0,0.0
83c340fffffffff,155.0,0.0,0.0
83c341fffffffff,31.0,0.0,0.0
83c342fffffffff,18.0,0.0,0.0
83c343fffffffff,40.0,0.0,0.0
83c344fffffffff,4.0,0.0,0.0
83c345fffffffff,8.0,0.0,0.0
83c346fffffffff,19.0,0.0,0.0
83c348fffffffff,40.0,0.0,0.0
83c349fffffffff,68.0,6.0,0.0
83c34afffffffff,12.0,0.0,0.0
83c34bfffffffff,79.0,8.0,0.0
83c34cfffffffff,17.0,0.0,0.0
83c34dfffffffff,6.0,0.0,0.0
83c34efffffffff,73.0,0.0,0.0
83c350fffffffff,95.0,0.0,0.0
83c351fffffffff,30.0,0.0,0.0
83c352fffffffff,38.0,0.0,0.0
83c353fffffffff,30.0,0.0,0.0
83c354fffffffff,30.0,0.0,0.0
83c355fffffffff,12.0,0.0,0.0
83c356fffffffff,39.0,0.0,0.0
83c358fffffffff,6.0,0.0,0.0
83c359fffffffff,6.0,0.0,0.0
83c35afffffffff,14.0,0.0,0.0
83c35bfffffffff,13.0,0.0,0.0
83c35cfffffffff,4.0,0.0,0.0
83c35dfffffffff,36.0,0.0,0.0
83c35efffffffff,4.0,0.0,0.0
83c360fffffffff,54.0,0.0,0.0
83c363fffffffff,3.0,0.0,0.0
83c364fffffffff,30.0,0.0,0.0
83c365fffffffff,10.0,0.0,0.0
83c366fffffffff,22.0,0.0,0.0
83c368fffffffff,2.0,0.0,0.0
83c36afffffffff,6.0,0.0,0.0
83c36cfffffffff,1.0,0.0,0.0
83c36dfffffffff,10.0,0.0,0.0
83c370fffffffff,61.0,0.0,0.0
83c371fffffffff,2.0,0.0,0.0
83c373fffffffff,24.0,0.0,0.0
83c374fffffffff,10.0,0.0,0.0
83c375fffffffff,55.0,0.0,0.0
83c376fffffffff,47.0,1.0,0.0
83ce14fffffffff,1.0,1.0,0.0
83ce16fffffffff,2.0,0.0,0.0
83ce32fffffffff,3.0,0.0,0.0
83ce80fffffffff,474.0,0.0,0.0
83ce81fffffffff,94.0,7.0,0.0
83ce82fffffffff,39.0,0.0,0.0
83ce83fffffffff,498.0,0.0,0.0
83ce84fffffffff,38.0,0.0,0.0
83ce85fffffffff,250.0,2.0,0.0
83ce86fffffffff,8.0,0.0,0.0
83ce88fffffffff,496.0,22.0,0.0
83ce8afffffffff,104.0,2.0,0.0
83ce8bfffffffff,25.0,0.0,0.0
83ce8cfffffffff,999.0,9.0,0.0
83ce8efffffffff,564.0,21.0,0.0
83ce90fffffffff,2.0,0.0,0.0
83ce91fffffffff,30.0,0.0,0.0
83ce92fffffffff,64.0,0.0,0.0
83ce93fffffffff,1018.0,0.0,0.0
83ce95fffffffff,10.0,0.0,0.0
83ce96fffffffff,13.0,0.0,0.0
83ce98fffffffff,528.0,0.0,0.0
83ce99fffffffff,58.0,0.0,0.0
83ce9afffffffff,1.0,0.0,0.0
83ce9bfffffffff,188.0,0.0,0.0
83ce9cfffffffff,292.0,0.0,0.0
83ce9dfffffffff,352.0,2.0,0.0
83ce9efffffffff,35.0,0.0,0.0
83cea0fffffffff,101.0,3.0,0.0
83cea1fffffffff,164.0,2.0,0.0
83cea2fffffffff,31.0,0.0,0.0
83cea3fffffffff,138.0,0.0,0.0
83cea4fffffffff,5.0,0.0,0.0
83cea8fffffffff,1322.0,165.0,0.0
83ceaafffffffff,2036.0,58.0,0.0
83ceabfffffffff,7.0,0.0,0.0
83ceacfffffffff,926.0,369.0,0.0
83ceaefffffffff,666.0,41.0,0.0
83ceb0fffffffff,1.0,0.0,0.0
83ceb2fffffffff,1.0,0.0,0.0
83ceb3fffffffff,3.0,0.0,0.0
83cf12fffffffff,578.0,106.0,0.0
83cf13fffffffff,10.0,5.0,0.0
83cf16fffffffff,185.0,24.0,0.0
83cf81fffffffff,27.0,0.0,0.0
83cf83fffffffff,5.0,0.0,0.0
83cf85fffffffff,94.0,0.0,0.0
83cf88fffffffff,88.0,6.0,0.0
83cf89fffffffff,3.0,1.0,0.0
83cf8afffffffff,93.0,0.0,0.0
83cf8bfffffffff,147.0,2.0,0.0
83cf8cfffffffff,256.0,1.0,0.0
83cf8dfffffffff,20.0,0.0,0.0
83cf8efffffffff,261.0,3.0,0.0
83cf91fffffffff,23.0,0.0,0.0
83cf94fffffffff,99.0,0.0,0.0
83cf98fffffffff,96.0,0.0,0.0
83cf9dfffffffff,7.0,0.0,0.0
83cf9efffffffff,54.0,0.0,0.0
83cfa0fffffffff,162.0,0.0,0.0
83cfa1fffffffff,12.0,0.0,0.0
83cfa2fffffffff,354.0,0.0,0.0
83cfa3fffffffff,15.0,0.0,0.0
83cfa4fffffffff,3338.0,88.0,0.0
83cfa5fffffffff,37.0,0.0,0.0
83cfa8fffffffff,82.0,0.0,0.0
83cfaafffffffff,154.0,0.0,0.0
83cfabfffffffff,15.0,0.0,0.0
83cfacfffffffff,530.0,8.0,0.0
83cfaefffffffff,25.0,2.0,0.0
83cfb1fffffffff,32.0,0.0,0.0
83de62fffffffff,76.0,0.0,0.0
83de66fffffffff,4.0,0.0,0.0
83de70fffffffff,146.0,0.0,0.0
83de71fffffffff,16.0,0.0,0.0
83de74fffffffff,56.0,0.0,0.0
83de75fffffffff,18.0,0.0,0.0
83df40fffffffff,8.0,1.0,0.0
83df41fffffffff,353.0,79.0,0.0
83df45fffffffff,978.0,44.0,0.0
83df4dfffffffff,23.0,2.0,0.0
83df5bfffffffff,6.0,0.0,0.0
83df68fffffffff,233.0,52.0,0.0
83df69fffffffff,1005.0,229.0,0.0
83df6afffffffff,319.0,13.0,0.0
83df6bfffffffff,121.0,23.0,0.0
83df6dfffffffff,189.0,38.0,0.0
83df6efffffffff,7.0,0.0,0.0
