cell_id,Dendrocolaptes certhia,Dendrocolaptes certhia radiolatus,Dendrocolaptes certhia certhia,Dendrocolaptes certhia juruanus/polyzonus,Dendrocolaptes certhia concolor,Dendrocolaptes certhia ridgwayi,Dendrocolaptes certhia retentus,Dendrocolaptes certhia medius
8466c29ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c2bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c35ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c95ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466cb1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466cc5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466cdbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ce5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ce9ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466cedffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d13ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d1bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d81ffffffff,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d8dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dc3ffffffff,220.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dc7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dc9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dcbffffffff,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dd1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dd3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dd5ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dd7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dd9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ddbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466de3ffffffff,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8466debffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ec5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ec7ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ecbffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ee5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ee7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466eedffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480445ffffffff,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
848044dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480469ffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
8480619ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
8480625ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8480643ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
8480655ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
8480665ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848066bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
84806a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84806b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84806b7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480713ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
8480737ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8480745ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
848075bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
848075dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8481401ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
8481403ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
8481431ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
848145dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
848146bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
84814a1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
84814a9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
84814adffffffff,27.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
84814c7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814d5ffffffff,28.0,0.0,0.0,0.0,0.0,8.0,18.0,0.0
84814dbffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
84814e7ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
8481581ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481583ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
84815a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84815abffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84815c9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
84815d9ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
84815dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84815e9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
8481635ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
848a003ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
848a01dffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
848a051ffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
848a059ffffffff,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
848a05bffffffff,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
848a05dffffffff,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
848a069ffffffff,16.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
848a109ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a121ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a155ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a157ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a1a7ffffffff,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
848a213ffffffff,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
848a233ffffffff,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
848a237ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a23bffffffff,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
848a2cdffffffff,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
848a317ffffffff,12.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
848a337ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a359ffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
848a451ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a459ffffffff,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
848a45bffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a45dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a5a1ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848a637ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a68bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a699ffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a6d3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a6d7ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a6d9ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a6dbffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a73dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a809ffffffff,25.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0
848a81bffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a827ffffffff,21.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
848a913ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a925ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
848a927ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a963ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
848a9c9ffffffff,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
848a9cdffffffff,29.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0
848aa87ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aa8bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aa93ffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
848aa97ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aa9dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aaa3ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aaa5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aaadffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aab9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aabdffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aacbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aaddffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848ab21ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
848ac45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848ad13ffffffff,15.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
848ad89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848adb9ffffffff,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
848adbbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848adc5ffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
848ae5bffffffff,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
848af09ffffffff,46.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
848af0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848af11ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848af29ffffffff,70.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
848af2bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848af2dffffffff,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
848af41ffffffff,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
848af45ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848af47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848af4dffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
848af61ffffffff,53.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
848af63ffffffff,141.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
848af67ffffffff,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848af6bffffffff,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
848b123ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b1e1ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
848b229ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b401ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b40dffffffff,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
848b429ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b445ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b447ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b44bffffffff,61.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
848b44dffffffff,44.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
848b459ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b463ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b469ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b46bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b4e5ffffffff,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
848b511ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b513ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
848b563ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
848b5cdffffffff,28.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
848b617ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b623ffffffff,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
848b627ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b631ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
848b633ffffffff,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
848b635ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b637ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b63bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b693ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b695ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6e7ffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6edffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b709ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b713ffffffff,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b717ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b71bffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b747ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b757ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b75dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b839ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b849ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b999ffffffff,21.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
848b99dffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b9d1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b9d5ffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e64bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f401ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f413ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f429ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f44bffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f461ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f463ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f467ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f489ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f48dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4a1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4abffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f611ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f613ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f619ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f61bffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f625ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f637ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f655ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f6b5ffffffff,11.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
848f719ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f71bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f71dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84a8c97ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
