cell_id,Vireo bellii,Vireo bellii bellii/medius,Vireo bellii arizonae,Vireo bellii pusillus
8426529ffffffff,1.0,1.0,0.0,0.0
842652bffffffff,6.0,0.0,0.0,0.0
842652dffffffff,2.0,2.0,0.0,0.0
8426533ffffffff,1.0,0.0,0.0,0.0
8426535ffffffff,1.0,0.0,0.0,0.0
8426539ffffffff,2.0,0.0,0.0,0.0
842653bffffffff,4.0,0.0,0.0,0.0
842653dffffffff,44.0,0.0,0.0,0.0
8426547ffffffff,1.0,0.0,0.0,0.0
842654bffffffff,1.0,0.0,0.0,0.0
842654dffffffff,3.0,0.0,0.0,0.0
8426555ffffffff,10.0,0.0,0.0,0.0
8426559ffffffff,9.0,0.0,0.0,0.0
842655bffffffff,1.0,0.0,0.0,0.0
8426563ffffffff,3.0,0.0,0.0,0.0
842656dffffffff,2.0,0.0,0.0,0.0
8426593ffffffff,8.0,2.0,0.0,0.0
842659bffffffff,42.0,2.0,0.0,0.0
84265a7ffffffff,1.0,0.0,0.0,0.0
84265b3ffffffff,2.0,0.0,0.0,0.0
84265b5ffffffff,2.0,0.0,0.0,0.0
84265b9ffffffff,3.0,0.0,0.0,0.0
84265c7ffffffff,4.0,0.0,0.0,0.0
84265cdffffffff,2.0,0.0,0.0,0.0
84265d3ffffffff,2.0,0.0,0.0,0.0
84265d9ffffffff,27.0,0.0,0.0,0.0
84265dbffffffff,33.0,0.0,0.0,0.0
8426603ffffffff,4.0,0.0,0.0,0.0
8426609ffffffff,8.0,0.0,0.0,0.0
842661bffffffff,4.0,0.0,0.0,0.0
8426621ffffffff,13.0,4.0,0.0,0.0
8426625ffffffff,4.0,0.0,0.0,0.0
8426629ffffffff,1.0,0.0,0.0,0.0
8426637ffffffff,3.0,0.0,0.0,0.0
8426641ffffffff,6.0,0.0,0.0,0.0
8426645ffffffff,45.0,5.0,0.0,0.0
8426647ffffffff,4.0,0.0,0.0,0.0
842664dffffffff,97.0,18.0,0.0,0.0
8426651ffffffff,1.0,0.0,0.0,0.0
842665bffffffff,2.0,0.0,0.0,0.0
8426669ffffffff,13.0,2.0,0.0,0.0
842666bffffffff,27.0,4.0,0.0,0.0
842668bffffffff,35.0,4.0,0.0,0.0
84266a1ffffffff,4.0,0.0,0.0,0.0
84266a3ffffffff,3.0,0.0,0.0,0.0
84266a5ffffffff,1.0,0.0,0.0,0.0
84266a7ffffffff,4.0,0.0,0.0,0.0
84266a9ffffffff,1.0,0.0,0.0,0.0
84266b1ffffffff,9.0,0.0,0.0,0.0
84266b5ffffffff,6.0,0.0,0.0,0.0
84266bdffffffff,7.0,0.0,0.0,0.0
84266d5ffffffff,4.0,0.0,0.0,0.0
84266e1ffffffff,7.0,0.0,0.0,0.0
8426705ffffffff,11.0,0.0,0.0,0.0
8426707ffffffff,4.0,0.0,0.0,0.0
8426719ffffffff,5.0,0.0,0.0,0.0
842675dffffffff,2.0,0.0,0.0,0.0
8426765ffffffff,2.0,0.0,0.0,0.0
8426881ffffffff,35.0,0.0,0.0,0.0
8426889ffffffff,2.0,0.0,0.0,0.0
84268cdffffffff,1.0,1.0,0.0,0.0
84268d3ffffffff,1.0,0.0,0.0,0.0
84268d5ffffffff,4.0,3.0,0.0,0.0
84268d9ffffffff,4.0,0.0,0.0,0.0
84269a1ffffffff,2.0,0.0,0.0,0.0
84269c5ffffffff,2.0,0.0,0.0,0.0
8426a53ffffffff,4.0,0.0,0.0,0.0
8426a81ffffffff,4.0,4.0,0.0,0.0
8426a87ffffffff,5.0,0.0,0.0,0.0
8426a8bffffffff,50.0,37.0,0.0,0.0
8426a91ffffffff,5.0,0.0,0.0,0.0
8426a95ffffffff,2.0,0.0,0.0,0.0
8426a97ffffffff,9.0,7.0,0.0,0.0
8426a9dffffffff,9.0,0.0,0.0,0.0
8426aadffffffff,12.0,4.0,0.0,0.0
8426ab5ffffffff,4.0,0.0,0.0,0.0
8426ab9ffffffff,3.0,0.0,0.0,0.0
8426abbffffffff,2.0,2.0,0.0,0.0
8426ac5ffffffff,2.0,0.0,0.0,0.0
8426ad7ffffffff,2.0,2.0,0.0,0.0
8426c11ffffffff,2.0,0.0,0.0,0.0
8426c19ffffffff,2.0,0.0,0.0,0.0
8426c21ffffffff,5.0,0.0,0.0,0.0
8426c27ffffffff,2.0,0.0,0.0,0.0
8426c45ffffffff,2.0,0.0,0.0,0.0
8426c5bffffffff,2.0,2.0,0.0,0.0
8426c67ffffffff,2.0,0.0,0.0,0.0
8426c83ffffffff,6.0,0.0,0.0,0.0
8426c85ffffffff,3.0,0.0,0.0,0.0
8426c87ffffffff,2.0,0.0,0.0,0.0
8426c89ffffffff,2.0,0.0,0.0,0.0
8426c8dffffffff,2.0,0.0,0.0,0.0
8426ca1ffffffff,2.0,0.0,0.0,0.0
8426ca3ffffffff,17.0,0.0,0.0,0.0
8426ca5ffffffff,2.0,0.0,0.0,0.0
8426ca9ffffffff,2.0,0.0,0.0,0.0
8426cadffffffff,2.0,0.0,0.0,0.0
8426cb1ffffffff,4.0,0.0,0.0,0.0
8426cb5ffffffff,2.0,0.0,0.0,0.0
8426cb7ffffffff,2.0,0.0,0.0,0.0
8426cb9ffffffff,14.0,0.0,0.0,0.0
8426cbbffffffff,4.0,0.0,0.0,0.0
8426cbdffffffff,9.0,0.0,0.0,0.0
8426d17ffffffff,1.0,0.0,0.0,0.0
8426d1bffffffff,2.0,0.0,0.0,0.0
8426d21ffffffff,2.0,0.0,0.0,0.0
8426d25ffffffff,2.0,2.0,0.0,0.0
8426d2dffffffff,2.0,0.0,0.0,0.0
8426d45ffffffff,2.0,0.0,0.0,0.0
8426d4bffffffff,1.0,0.0,0.0,0.0
8426d85ffffffff,2.0,0.0,0.0,0.0
8426dadffffffff,7.0,0.0,0.0,0.0
8426dc1ffffffff,4.0,0.0,0.0,0.0
8426dc5ffffffff,3.0,0.0,0.0,0.0
8426de3ffffffff,2.0,0.0,0.0,0.0
8426de5ffffffff,2.0,0.0,0.0,0.0
8426de7ffffffff,51.0,0.0,0.0,0.0
8426de9ffffffff,7.0,0.0,0.0,0.0
8426e21ffffffff,9.0,6.0,0.0,0.0
8426e47ffffffff,2.0,0.0,0.0,0.0
8426e51ffffffff,2.0,2.0,0.0,0.0
8426e5bffffffff,6.0,0.0,0.0,0.0
8426e67ffffffff,3.0,1.0,0.0,0.0
8426e6dffffffff,2.0,2.0,0.0,0.0
8426e91ffffffff,5.0,0.0,0.0,0.0
8426e9dffffffff,12.0,0.0,0.0,0.0
8426ec9ffffffff,31.0,0.0,0.0,0.0
8426ecbffffffff,2.0,0.0,0.0,0.0
8426ed5ffffffff,2.0,0.0,0.0,0.0
8426edbffffffff,6.0,0.0,0.0,0.0
8426f13ffffffff,1.0,0.0,0.0,0.0
8426f25ffffffff,8.0,4.0,0.0,0.0
8426f27ffffffff,7.0,0.0,0.0,0.0
8426f2bffffffff,2.0,0.0,0.0,0.0
8426f2dffffffff,4.0,0.0,0.0,0.0
8426f33ffffffff,2.0,2.0,0.0,0.0
8426f35ffffffff,2.0,0.0,0.0,0.0
84270b1ffffffff,2.0,0.0,0.0,0.0
842740dffffffff,9.0,0.0,0.0,0.0
842743dffffffff,4.0,0.0,0.0,0.0
8427445ffffffff,4.0,0.0,0.0,0.0
842749bffffffff,24.0,2.0,0.0,0.0
84274a3ffffffff,78.0,1.0,0.0,0.0
84274b1ffffffff,1.0,0.0,0.0,0.0
84274bbffffffff,4.0,0.0,0.0,0.0
8427521ffffffff,2.0,0.0,0.0,0.0
8427523ffffffff,4.0,0.0,0.0,0.0
8427525ffffffff,8.0,0.0,0.0,0.0
8427527ffffffff,1.0,0.0,0.0,0.0
8427531ffffffff,2.0,0.0,0.0,0.0
8427533ffffffff,6.0,0.0,0.0,0.0
8427581ffffffff,10.0,0.0,0.0,0.0
8427585ffffffff,128.0,0.0,0.0,0.0
8427587ffffffff,79.0,0.0,0.0,0.0
842758bffffffff,2.0,0.0,0.0,0.0
842758dffffffff,85.0,6.0,0.0,0.0
8427591ffffffff,1.0,0.0,0.0,0.0
8427593ffffffff,25.0,0.0,0.0,0.0
8427599ffffffff,6.0,1.0,0.0,0.0
842759bffffffff,27.0,0.0,0.0,0.0
84275a1ffffffff,24.0,0.0,0.0,0.0
84275a3ffffffff,2.0,0.0,0.0,0.0
84275a9ffffffff,5.0,0.0,0.0,0.0
84275adffffffff,4.0,0.0,0.0,0.0
84275b3ffffffff,5.0,3.0,0.0,0.0
84275b7ffffffff,4.0,0.0,0.0,0.0
84275b9ffffffff,2.0,0.0,0.0,0.0
84275bbffffffff,3.0,0.0,0.0,0.0
84275c3ffffffff,53.0,0.0,0.0,0.0
84275c5ffffffff,3.0,3.0,0.0,0.0
84275c7ffffffff,4.0,0.0,0.0,0.0
84275c9ffffffff,2.0,0.0,0.0,0.0
84275cbffffffff,2.0,0.0,0.0,0.0
84275d1ffffffff,2.0,0.0,0.0,0.0
84275d3ffffffff,2.0,0.0,0.0,0.0
84275e5ffffffff,5.0,0.0,0.0,0.0
84275e9ffffffff,2.0,0.0,0.0,0.0
84278d5ffffffff,2.0,0.0,0.0,0.0
8428023ffffffff,5.0,1.0,0.0,0.0
8428305ffffffff,5.0,0.0,0.0,4.0
8428307ffffffff,1.0,0.0,0.0,0.0
842830dffffffff,28.0,0.0,0.0,12.0
842831dffffffff,5.0,2.0,0.0,0.0
842832bffffffff,12.0,0.0,0.0,7.0
8428347ffffffff,67.0,25.0,0.0,2.0
842834dffffffff,5.0,5.0,0.0,0.0
8428355ffffffff,12.0,12.0,0.0,0.0
8428361ffffffff,4.0,0.0,0.0,4.0
8428363ffffffff,3.0,0.0,0.0,1.0
8428887ffffffff,1.0,0.0,0.0,0.0
8428d13ffffffff,31.0,11.0,0.0,0.0
8428d1bffffffff,7.0,3.0,0.0,0.0
8429125ffffffff,2.0,0.0,0.0,0.0
8429135ffffffff,3.0,0.0,0.0,0.0
8429137ffffffff,2.0,0.0,0.0,0.0
84291a7ffffffff,5.0,0.0,0.0,0.0
8429809ffffffff,8.0,0.0,0.0,0.0
8429841ffffffff,145.0,0.0,0.0,0.0
8429843ffffffff,48.0,0.0,0.0,0.0
8429851ffffffff,4.0,0.0,0.0,0.0
8429853ffffffff,5.0,0.0,0.0,0.0
8429855ffffffff,2.0,0.0,0.0,0.0
8429863ffffffff,10.0,0.0,2.0,0.0
8429865ffffffff,4.0,0.0,2.0,0.0
8429867ffffffff,4.0,0.0,0.0,0.0
8429869ffffffff,4.0,0.0,0.0,0.0
842986bffffffff,4.0,0.0,0.0,0.0
84298c9ffffffff,3.0,0.0,0.0,0.0
84298cdffffffff,7.0,0.0,0.0,0.0
84298e9ffffffff,1.0,0.0,0.0,0.0
8429945ffffffff,5.0,0.0,0.0,0.0
842994bffffffff,4.0,0.0,0.0,0.0
8429953ffffffff,10.0,0.0,0.0,0.0
842995bffffffff,6.0,0.0,0.0,0.0
842996bffffffff,4.0,0.0,0.0,0.0
8429a01ffffffff,74.0,0.0,0.0,42.0
8429a03ffffffff,8.0,0.0,0.0,2.0
8429a05ffffffff,219.0,0.0,0.0,98.0
8429a07ffffffff,2.0,0.0,0.0,0.0
8429a09ffffffff,4.0,0.0,0.0,0.0
8429a0bffffffff,51.0,0.0,0.0,13.0
8429a0dffffffff,4.0,0.0,0.0,4.0
8429a11ffffffff,5.0,0.0,0.0,2.0
8429a17ffffffff,2.0,0.0,0.0,0.0
8429a19ffffffff,28.0,0.0,0.0,26.0
8429a1bffffffff,5.0,0.0,0.0,3.0
8429a1dffffffff,8.0,0.0,0.0,0.0
8429a29ffffffff,2.0,0.0,0.0,0.0
8429a3bffffffff,2.0,0.0,0.0,0.0
8429a41ffffffff,3.0,0.0,0.0,3.0
8429a43ffffffff,9.0,5.0,0.0,0.0
8429a47ffffffff,5.0,0.0,0.0,2.0
8429a4dffffffff,50.0,0.0,0.0,14.0
8429a55ffffffff,4.0,0.0,0.0,1.0
8429a57ffffffff,11.0,0.0,0.0,4.0
8429a59ffffffff,10.0,2.0,0.0,0.0
8429a61ffffffff,5.0,0.0,0.0,0.0
8429a63ffffffff,43.0,0.0,0.0,21.0
8429a69ffffffff,35.0,0.0,0.0,32.0
8429a6bffffffff,20.0,0.0,0.0,17.0
8429a6dffffffff,31.0,0.0,0.0,1.0
8429a81ffffffff,7.0,0.0,0.0,0.0
8429a89ffffffff,4.0,0.0,0.0,0.0
8429a8dffffffff,1.0,0.0,0.0,0.0
8429a97ffffffff,5.0,0.0,0.0,2.0
8429aa7ffffffff,10.0,0.0,0.0,0.0
8429ac9ffffffff,8.0,0.0,0.0,3.0
8429acbffffffff,3.0,0.0,0.0,3.0
8429ad1ffffffff,2.0,0.0,0.0,0.0
8429ad7ffffffff,1.0,0.0,0.0,1.0
8429ad9ffffffff,3.0,0.0,0.0,0.0
8429addffffffff,2.0,0.0,0.0,0.0
8429ae1ffffffff,41.0,0.0,0.0,1.0
8429ae3ffffffff,5.0,0.0,0.0,2.0
8429aedffffffff,6.0,0.0,0.0,0.0
8429b09ffffffff,10.0,0.0,2.0,0.0
8429b0dffffffff,5.0,0.0,2.0,0.0
8429b11ffffffff,12.0,0.0,0.0,0.0
8429b1dffffffff,2.0,0.0,0.0,0.0
8429b2dffffffff,6.0,0.0,0.0,0.0
8429b55ffffffff,13.0,3.0,0.0,0.0
8429b5dffffffff,15.0,0.0,3.0,0.0
8429b61ffffffff,29.0,0.0,19.0,0.0
8429b65ffffffff,6.0,0.0,1.0,0.0
8429b67ffffffff,10.0,0.0,2.0,0.0
8429b6bffffffff,5.0,3.0,0.0,0.0
8429b6dffffffff,2.0,0.0,0.0,0.0
842a06dffffffff,1.0,0.0,0.0,0.0
842a107ffffffff,5.0,0.0,0.0,0.0
842a12bffffffff,1.0,0.0,0.0,0.0
842a143ffffffff,30.0,9.0,0.0,0.0
842a151ffffffff,1.0,0.0,0.0,0.0
842a301ffffffff,2.0,0.0,0.0,0.0
842a303ffffffff,7.0,2.0,0.0,0.0
842a30dffffffff,4.0,0.0,0.0,0.0
842a311ffffffff,50.0,6.0,0.0,0.0
842a315ffffffff,21.0,3.0,0.0,0.0
842a317ffffffff,3.0,1.0,0.0,0.0
842a333ffffffff,3.0,0.0,0.0,0.0
842a33bffffffff,25.0,15.0,0.0,0.0
842a349ffffffff,4.0,0.0,0.0,0.0
842a34dffffffff,2.0,2.0,0.0,0.0
842a8adffffffff,29.0,9.0,0.0,0.0
842a901ffffffff,4.0,0.0,0.0,0.0
842a903ffffffff,25.0,0.0,0.0,0.0
842a907ffffffff,3.0,0.0,0.0,0.0
842a90bffffffff,270.0,35.0,0.0,0.0
842a91dffffffff,24.0,0.0,0.0,0.0
842a931ffffffff,34.0,2.0,0.0,0.0
842a935ffffffff,28.0,0.0,0.0,0.0
842a939ffffffff,1.0,0.0,0.0,0.0
842a93bffffffff,4.0,0.0,0.0,0.0
842a93dffffffff,2.0,0.0,0.0,0.0
842a941ffffffff,21.0,0.0,0.0,0.0
842a943ffffffff,32.0,0.0,0.0,0.0
842a955ffffffff,3.0,0.0,0.0,0.0
842a957ffffffff,8.0,3.0,0.0,0.0
842a959ffffffff,6.0,0.0,0.0,0.0
842a95bffffffff,1.0,0.0,0.0,0.0
842a965ffffffff,4.0,0.0,0.0,0.0
842a9a5ffffffff,2.0,0.0,0.0,0.0
842aa81ffffffff,3.0,3.0,0.0,0.0
842aa85ffffffff,3.0,1.0,0.0,0.0
842aac3ffffffff,1.0,1.0,0.0,0.0
842aacbffffffff,1.0,0.0,0.0,0.0
842aad1ffffffff,74.0,12.0,0.0,0.0
842ab27ffffffff,22.0,0.0,0.0,0.0
842ab2bffffffff,95.0,5.0,0.0,0.0
842ab2dffffffff,2.0,0.0,0.0,0.0
842ab47ffffffff,2.0,0.0,0.0,0.0
842ab55ffffffff,4.0,4.0,0.0,0.0
842b011ffffffff,5.0,0.0,0.0,0.0
842b013ffffffff,14.0,0.0,0.0,0.0
842b0c5ffffffff,1.0,1.0,0.0,0.0
842b8dbffffffff,17.0,5.0,0.0,0.0
842b9b1ffffffff,5.0,0.0,0.0,0.0
8444123ffffffff,9.0,2.0,0.0,0.0
844413dffffffff,28.0,0.0,0.0,0.0
844416bffffffff,8.0,0.0,0.0,0.0
84441a3ffffffff,2.0,2.0,0.0,0.0
84441a9ffffffff,20.0,4.0,0.0,0.0
84441e1ffffffff,12.0,2.0,0.0,0.0
84441e3ffffffff,3.0,0.0,0.0,0.0
84441e5ffffffff,31.0,3.0,0.0,0.0
84441e7ffffffff,4.0,0.0,0.0,0.0
844440dffffffff,5.0,0.0,0.0,0.0
8444439ffffffff,2.0,1.0,0.0,0.0
8444443ffffffff,3.0,0.0,0.0,0.0
8444459ffffffff,9.0,0.0,0.0,0.0
844445bffffffff,3.0,0.0,0.0,0.0
844445dffffffff,1.0,0.0,0.0,0.0
8444465ffffffff,7.0,0.0,0.0,0.0
844449dffffffff,2.0,0.0,0.0,0.0
84444c1ffffffff,9.0,0.0,0.0,0.0
84444c3ffffffff,2.0,0.0,0.0,0.0
84444c7ffffffff,3.0,0.0,0.0,0.0
84444cbffffffff,4.0,0.0,0.0,0.0
84444d5ffffffff,1.0,0.0,0.0,0.0
84444e1ffffffff,5.0,0.0,0.0,0.0
8444501ffffffff,4.0,2.0,0.0,0.0
8444509ffffffff,16.0,0.0,0.0,0.0
844450bffffffff,2.0,0.0,0.0,0.0
844450dffffffff,28.0,1.0,0.0,0.0
844452dffffffff,2.0,0.0,0.0,0.0
8444555ffffffff,3.0,0.0,0.0,0.0
8444563ffffffff,2.0,0.0,0.0,0.0
84445c3ffffffff,2.0,0.0,0.0,0.0
8444633ffffffff,7.0,0.0,0.0,0.0
8444637ffffffff,3.0,0.0,0.0,0.0
8444693ffffffff,1.0,0.0,0.0,0.0
84446b7ffffffff,5.0,5.0,0.0,0.0
84446c1ffffffff,3.0,0.0,0.0,0.0
84446c5ffffffff,3.0,0.0,0.0,0.0
84446cbffffffff,18.0,0.0,0.0,0.0
84446d3ffffffff,19.0,3.0,0.0,0.0
84446dbffffffff,2.0,0.0,0.0,0.0
84446ddffffffff,2.0,0.0,0.0,0.0
84446e9ffffffff,1.0,0.0,0.0,0.0
84446edffffffff,15.0,0.0,0.0,0.0
8444731ffffffff,81.0,0.0,0.0,0.0
8444733ffffffff,3.0,0.0,0.0,0.0
844473bffffffff,10.0,0.0,0.0,0.0
8444a13ffffffff,21.0,0.0,0.0,0.0
8444a19ffffffff,40.0,6.0,0.0,0.0
8444a1bffffffff,19.0,0.0,0.0,0.0
8444a37ffffffff,2.0,0.0,0.0,0.0
8444a53ffffffff,28.0,8.0,0.0,0.0
8444a57ffffffff,1.0,0.0,0.0,0.0
8444a91ffffffff,12.0,0.0,0.0,0.0
8444a93ffffffff,7.0,0.0,0.0,0.0
8444a95ffffffff,2.0,0.0,0.0,0.0
8444a97ffffffff,6.0,0.0,0.0,0.0
8444a9bffffffff,4.0,0.0,0.0,0.0
8444abbffffffff,3.0,0.0,0.0,0.0
8444ac5ffffffff,4.0,2.0,0.0,0.0
8444acdffffffff,3.0,0.0,0.0,0.0
8444ae9ffffffff,35.0,2.0,0.0,0.0
8444c3bffffffff,18.0,10.0,0.0,0.0
8444d01ffffffff,1.0,0.0,0.0,0.0
8444d07ffffffff,2.0,2.0,0.0,0.0
8444d99ffffffff,10.0,0.0,0.0,0.0
8444e05ffffffff,57.0,5.0,0.0,0.0
8444ec7ffffffff,1.0,0.0,0.0,0.0
8444f37ffffffff,1.0,1.0,0.0,0.0
8444f43ffffffff,5.0,0.0,0.0,0.0
8445225ffffffff,2.0,0.0,0.0,0.0
8445269ffffffff,5.0,0.0,0.0,0.0
84452ebffffffff,1.0,1.0,0.0,0.0
8448059ffffffff,3.0,0.0,0.0,0.0
844805bffffffff,10.0,0.0,2.0,6.0
84480a9ffffffff,3.0,0.0,3.0,0.0
84480d3ffffffff,1.0,0.0,0.0,0.0
8448121ffffffff,4.0,0.0,0.0,0.0
8448233ffffffff,11.0,0.0,2.0,5.0
84482adffffffff,2.0,0.0,0.0,0.0
84482e5ffffffff,3.0,0.0,0.0,1.0
8448361ffffffff,2.0,0.0,0.0,0.0
8448365ffffffff,2.0,0.0,0.0,0.0
8448367ffffffff,1.0,0.0,0.0,0.0
8448427ffffffff,2.0,0.0,0.0,2.0
8448435ffffffff,2.0,0.0,0.0,0.0
8448469ffffffff,3.0,0.0,0.0,1.0
84484a5ffffffff,11.0,1.0,0.0,0.0
8448583ffffffff,2.0,0.0,0.0,0.0
844859dffffffff,1.0,0.0,0.0,0.0
84485a7ffffffff,2.0,0.0,2.0,0.0
84485b1ffffffff,1.0,0.0,0.0,0.0
84485b5ffffffff,10.0,0.0,0.0,0.0
84485b7ffffffff,8.0,0.0,0.0,0.0
84485bdffffffff,25.0,0.0,3.0,0.0
84485d3ffffffff,1.0,0.0,0.0,0.0
84485ddffffffff,4.0,0.0,0.0,0.0
8448715ffffffff,3.0,3.0,0.0,0.0
8448723ffffffff,3.0,0.0,0.0,0.0
844873bffffffff,19.0,3.0,0.0,0.0
844880dffffffff,1.0,0.0,0.0,0.0
8448815ffffffff,2.0,0.0,0.0,0.0
8448823ffffffff,1.0,0.0,0.0,0.0
844882bffffffff,2.0,0.0,0.0,0.0
8448831ffffffff,9.0,7.0,0.0,0.0
8448833ffffffff,2.0,0.0,0.0,0.0
8448839ffffffff,16.0,0.0,0.0,0.0
8448859ffffffff,1.0,0.0,0.0,0.0
8448861ffffffff,2.0,0.0,0.0,0.0
8448867ffffffff,2.0,0.0,0.0,0.0
844886bffffffff,2.0,0.0,0.0,0.0
8448881ffffffff,8.0,0.0,0.0,0.0
8448887ffffffff,5.0,0.0,0.0,0.0
844888bffffffff,1.0,0.0,0.0,0.0
84488a1ffffffff,2.0,0.0,0.0,0.0
84488a7ffffffff,4.0,0.0,0.0,0.0
84488adffffffff,6.0,0.0,0.0,0.0
84488d1ffffffff,1.0,1.0,0.0,0.0
84488ddffffffff,4.0,0.0,0.0,0.0
84488e9ffffffff,6.0,0.0,0.0,0.0
84488ebffffffff,1.0,0.0,0.0,0.0
84488edffffffff,2.0,0.0,0.0,0.0
8448907ffffffff,1.0,0.0,0.0,0.0
844890bffffffff,5.0,0.0,0.0,0.0
8448919ffffffff,2.0,0.0,0.0,0.0
844891bffffffff,6.0,0.0,0.0,0.0
8448923ffffffff,5.0,0.0,0.0,0.0
844893dffffffff,2.0,0.0,0.0,0.0
8448951ffffffff,19.0,3.0,0.0,0.0
8448953ffffffff,3.0,0.0,0.0,0.0
8448955ffffffff,37.0,0.0,0.0,0.0
8448959ffffffff,2.0,0.0,0.0,0.0
8448981ffffffff,2.0,0.0,0.0,0.0
844898bffffffff,2.0,0.0,0.0,0.0
844898dffffffff,14.0,0.0,0.0,0.0
8448999ffffffff,1.0,0.0,0.0,0.0
844899bffffffff,3.0,0.0,0.0,0.0
84489abffffffff,1.0,0.0,0.0,0.0
84489b5ffffffff,2.0,0.0,0.0,0.0
84489c1ffffffff,11.0,0.0,0.0,0.0
84489c3ffffffff,10.0,0.0,0.0,0.0
84489c9ffffffff,2.0,0.0,0.0,0.0
84489d1ffffffff,6.0,0.0,0.0,0.0
84489d3ffffffff,6.0,2.0,0.0,0.0
84489d7ffffffff,3.0,1.0,0.0,0.0
84489e3ffffffff,3.0,2.0,0.0,0.0
84489e7ffffffff,4.0,0.0,0.0,0.0
84489e9ffffffff,2.0,0.0,0.0,0.0
8448a21ffffffff,5.0,0.0,0.0,0.0
8448ab3ffffffff,18.0,0.0,0.0,0.0
8448ab7ffffffff,51.0,0.0,2.0,0.0
8448ae1ffffffff,2.0,0.0,0.0,0.0
8448b13ffffffff,23.0,2.0,0.0,0.0
8448b15ffffffff,17.0,0.0,0.0,0.0
8448b23ffffffff,34.0,7.0,0.0,0.0
8448b39ffffffff,18.0,0.0,0.0,0.0
8448b3dffffffff,9.0,0.0,0.0,0.0
8448c05ffffffff,2.0,0.0,0.0,0.0
8448c0bffffffff,8.0,0.0,0.0,0.0
8448c11ffffffff,17.0,0.0,0.0,0.0
8448c19ffffffff,11.0,0.0,2.0,0.0
8448c1bffffffff,2.0,0.0,2.0,0.0
8448c1dffffffff,2.0,0.0,0.0,0.0
8448c2dffffffff,2.0,0.0,0.0,0.0
8448c35ffffffff,51.0,0.0,0.0,0.0
8448c57ffffffff,21.0,0.0,0.0,0.0
8448c59ffffffff,5.0,0.0,5.0,0.0
8448c5dffffffff,2.0,0.0,0.0,0.0
8448c63ffffffff,1.0,0.0,0.0,0.0
8448cc5ffffffff,2.0,0.0,0.0,0.0
8448cd3ffffffff,2.0,0.0,0.0,0.0
8448cebffffffff,2.0,0.0,0.0,0.0
8448d19ffffffff,2.0,0.0,0.0,0.0
8448d23ffffffff,1.0,0.0,0.0,0.0
8448d27ffffffff,3.0,0.0,0.0,0.0
8448d2dffffffff,2.0,0.0,0.0,0.0
8448d33ffffffff,2.0,0.0,0.0,0.0
8448d37ffffffff,1.0,1.0,0.0,0.0
8448d43ffffffff,5.0,0.0,0.0,0.0
8448d4bffffffff,2.0,0.0,0.0,0.0
8448d89ffffffff,12.0,0.0,0.0,0.0
8448d8bffffffff,3.0,0.0,0.0,0.0
8448dc7ffffffff,2.0,0.0,0.0,0.0
8448dcbffffffff,2.0,0.0,0.0,0.0
