cell_id,Turdus iliacus,Turdus iliacus coburni,Turdus iliacus iliacus
822c17fffffffff,2.0,0.0,0.0
822c1ffffffffff,13.0,0.0,0.0
822c27fffffffff,10.0,0.0,0.0
822c2ffffffffff,16.0,0.0,0.0
822c4ffffffffff,1.0,0.0,0.0
822c67fffffffff,2.0,0.0,0.0
822c97fffffffff,6.0,0.0,0.0
822caffffffffff,1.0,0.0,0.0
822cc7fffffffff,24.0,0.0,2.0
822cd7fffffffff,10.0,0.0,8.0
822ce7fffffffff,20.0,0.0,0.0
822cf7fffffffff,117.0,0.0,38.0
822d07fffffffff,23.0,0.0,0.0
822d27fffffffff,28.0,0.0,0.0
822d37fffffffff,65.0,0.0,2.0
822d57fffffffff,5.0,0.0,0.0
822d5ffffffffff,1.0,0.0,0.0
822d77fffffffff,3.0,0.0,0.0
822da7fffffffff,5.0,0.0,0.0
822db7fffffffff,46.0,0.0,0.0
823827fffffffff,64.0,0.0,0.0
823837fffffffff,2.0,0.0,0.0
823907fffffffff,931.0,0.0,0.0
82390ffffffffff,309.0,0.0,0.0
823917fffffffff,335.0,0.0,0.0
82391ffffffffff,415.0,0.0,0.0
823927fffffffff,536.0,0.0,0.0
82392ffffffffff,1208.0,0.0,0.0
823937fffffffff,116.0,0.0,0.0
823947fffffffff,81.0,0.0,0.0
823957fffffffff,69.0,0.0,0.0
823967fffffffff,61.0,0.0,0.0
82396ffffffffff,32.0,0.0,0.0
823977fffffffff,598.0,0.0,0.0
823987fffffffff,8.0,0.0,0.0
8239affffffffff,1.0,0.0,0.0
823e6ffffffffff,1.0,0.0,0.0
823f2ffffffffff,6.0,0.0,0.0
823f67fffffffff,9.0,0.0,0.0
824327fffffffff,5.0,0.0,3.0
824367fffffffff,3.0,0.0,0.0
