cell_id,Sitta carolinensis,Sitta carolinensis carolinensis,Sitta carolinensis [lagunae Group],Sitta carolinensis aculeata/alexandrae
832aabfffffffff,4.0,2.0,0.0,0.0
832aacfffffffff,6207.0,1285.0,0.0,0.0
832aadfffffffff,107.0,17.0,0.0,0.0
832aaefffffffff,85.0,25.0,0.0,0.0
832ab0fffffffff,3.0,0.0,0.0,0.0
832ab1fffffffff,7.0,4.0,0.0,0.0
832ab2fffffffff,639.0,49.0,0.0,0.0
832ab3fffffffff,2.0,0.0,0.0,0.0
832ab4fffffffff,47.0,17.0,0.0,0.0
832ab5fffffffff,186.0,180.0,0.0,0.0
832ab6fffffffff,15.0,0.0,0.0,0.0
832ad6fffffffff,2.0,0.0,0.0,0.0
832af0fffffffff,28.0,4.0,0.0,0.0
832af1fffffffff,5.0,0.0,0.0,0.0
832af6fffffffff,18.0,2.0,0.0,0.0
832b01fffffffff,2.0,0.0,0.0,0.0
832b05fffffffff,2.0,0.0,0.0,0.0
832b0afffffffff,3.0,0.0,0.0,0.0
832b0efffffffff,2.0,0.0,0.0,0.0
832b12fffffffff,46.0,0.0,0.0,0.0
832b14fffffffff,7.0,0.0,0.0,0.0
832b16fffffffff,45.0,0.0,0.0,0.0
832b1afffffffff,10.0,0.0,0.0,0.0
832b22fffffffff,1.0,0.0,0.0,0.0
832b23fffffffff,13.0,0.0,0.0,0.0
832b24fffffffff,2.0,0.0,0.0,0.0
832b32fffffffff,1.0,0.0,0.0,0.0
832b33fffffffff,8.0,0.0,0.0,0.0
832b81fffffffff,1.0,1.0,0.0,0.0
832b83fffffffff,12.0,9.0,0.0,0.0
832b88fffffffff,63.0,8.0,0.0,0.0
832b89fffffffff,293.0,20.0,0.0,0.0
832b8afffffffff,1.0,1.0,0.0,0.0
832b8bfffffffff,29.0,2.0,0.0,0.0
832b8cfffffffff,26.0,9.0,0.0,0.0
832b8dfffffffff,72.0,0.0,0.0,0.0
832b8efffffffff,4.0,0.0,0.0,0.0
832b94fffffffff,28.0,0.0,0.0,0.0
832b96fffffffff,28.0,0.0,0.0,0.0
832b98fffffffff,1.0,0.0,0.0,0.0
832b99fffffffff,3.0,1.0,0.0,0.0
832b9afffffffff,4.0,0.0,0.0,0.0
832b9bfffffffff,33.0,9.0,0.0,0.0
832b9cfffffffff,2.0,0.0,0.0,0.0
832b9dfffffffff,18.0,1.0,0.0,0.0
832ba0fffffffff,54.0,0.0,0.0,0.0
832ba5fffffffff,198.0,1.0,0.0,0.0
832ba8fffffffff,290.0,276.0,0.0,0.0
832ba9fffffffff,3.0,0.0,0.0,0.0
832baafffffffff,139.0,19.0,0.0,0.0
832babfffffffff,86.0,69.0,0.0,0.0
832bacfffffffff,9.0,2.0,0.0,0.0
832badfffffffff,2.0,0.0,0.0,0.0
832bb2fffffffff,10.0,0.0,0.0,0.0
832bb3fffffffff,112.0,0.0,0.0,0.0
83441afffffffff,2.0,2.0,0.0,0.0
834440fffffffff,13.0,4.0,0.0,0.0
834441fffffffff,5.0,0.0,0.0,0.0
834442fffffffff,4.0,0.0,0.0,0.0
834446fffffffff,3.0,0.0,0.0,0.0
834449fffffffff,7.0,6.0,0.0,0.0
83444afffffffff,2.0,2.0,0.0,0.0
83444bfffffffff,11.0,11.0,0.0,0.0
83444cfffffffff,2.0,0.0,0.0,0.0
83444efffffffff,2.0,0.0,0.0,0.0
834450fffffffff,2.0,0.0,0.0,0.0
834455fffffffff,8.0,0.0,0.0,0.0
834458fffffffff,3.0,0.0,0.0,0.0
83445afffffffff,5.0,0.0,0.0,0.0
83445bfffffffff,1.0,1.0,0.0,0.0
834468fffffffff,5.0,0.0,0.0,0.0
834469fffffffff,2.0,1.0,0.0,0.0
83446afffffffff,2.0,0.0,0.0,0.0
83446cfffffffff,3.0,0.0,0.0,0.0
83446dfffffffff,15.0,0.0,0.0,0.0
8344c0fffffffff,7.0,4.0,0.0,0.0
8344c1fffffffff,9.0,1.0,0.0,0.0
8344c5fffffffff,3.0,0.0,0.0,0.0
8344c8fffffffff,3.0,2.0,0.0,0.0
8344c9fffffffff,16.0,0.0,0.0,0.0
8344cafffffffff,45.0,43.0,0.0,0.0
8344cbfffffffff,7.0,6.0,0.0,0.0
8344ccfffffffff,2.0,2.0,0.0,0.0
8344cdfffffffff,26.0,9.0,0.0,0.0
8344d0fffffffff,1.0,0.0,0.0,0.0
8344d5fffffffff,15.0,0.0,0.0,0.0
8344d9fffffffff,29.0,27.0,0.0,0.0
8344dbfffffffff,4.0,0.0,0.0,0.0
8344ddfffffffff,15.0,8.0,0.0,0.0
8344defffffffff,2.0,0.0,0.0,0.0
8344e0fffffffff,20.0,0.0,0.0,0.0
8344e2fffffffff,108.0,8.0,0.0,0.0
8344e3fffffffff,8.0,0.0,0.0,0.0
8344e4fffffffff,24.0,0.0,0.0,0.0
8344e6fffffffff,6.0,4.0,0.0,0.0
8344e8fffffffff,2.0,0.0,0.0,0.0
8344e9fffffffff,13.0,0.0,0.0,0.0
8344edfffffffff,34.0,0.0,0.0,0.0
8344eefffffffff,21.0,0.0,0.0,0.0
834814fffffffff,1.0,0.0,1.0,0.0
834859fffffffff,36.0,0.0,0.0,13.0
83485dfffffffff,2.0,0.0,0.0,0.0
834889fffffffff,3.0,0.0,0.0,0.0
834898fffffffff,1.0,0.0,0.0,0.0
834899fffffffff,8.0,0.0,0.0,0.0
83489afffffffff,2.0,0.0,0.0,0.0
83489cfffffffff,21.0,3.0,0.0,0.0
8348a2fffffffff,1.0,0.0,1.0,0.0
8348c0fffffffff,18.0,0.0,16.0,0.0
8348c1fffffffff,14.0,0.0,2.0,0.0
8348c3fffffffff,9.0,0.0,9.0,0.0
8348c5fffffffff,9.0,0.0,4.0,0.0
8348c6fffffffff,9.0,0.0,3.0,0.0
8348cafffffffff,5.0,0.0,5.0,0.0
8348cdfffffffff,15.0,0.0,5.0,0.0
8348d0fffffffff,3.0,3.0,0.0,0.0
8348d1fffffffff,8.0,0.0,0.0,0.0
8348d2fffffffff,7.0,0.0,0.0,0.0
8348d3fffffffff,9.0,7.0,2.0,0.0
8348d4fffffffff,7.0,4.0,3.0,0.0
8348d5fffffffff,9.0,0.0,3.0,0.0
8348d6fffffffff,1.0,0.0,0.0,0.0
8348d8fffffffff,43.0,0.0,37.0,0.0
8348dafffffffff,7.0,0.0,7.0,0.0
8348dbfffffffff,4.0,0.0,4.0,0.0
8348dcfffffffff,9.0,0.0,7.0,0.0
8348defffffffff,2.0,2.0,0.0,0.0
8348e3fffffffff,5.0,0.0,5.0,0.0
8348e8fffffffff,149.0,0.0,28.0,0.0
8348eafffffffff,35.0,0.0,0.0,0.0
8348ebfffffffff,21.0,0.0,7.0,0.0
8348ecfffffffff,8.0,0.0,2.0,0.0
8348eefffffffff,67.0,0.0,13.0,0.0
8348f2fffffffff,23.0,0.0,23.0,0.0
8348f3fffffffff,8.0,0.0,0.0,0.0
83498dfffffffff,1.0,0.0,1.0,0.0
834994fffffffff,4.0,0.0,0.0,0.0
834995fffffffff,4.0,0.0,4.0,0.0
834996fffffffff,5.0,0.0,0.0,0.0
8349a8fffffffff,2.0,0.0,2.0,0.0
8349abfffffffff,1.0,0.0,0.0,0.0
8349b1fffffffff,3.0,0.0,3.0,0.0
