cell_id,Aplopelia larvata,Aplopelia larvata inornata,Aplopelia larvata principalis,Aplopelia larvata simplex,Aplopelia larvata larvata/bronzina
8496921ffffffff,9.0,0.0,0.0,0.0,0.0
8496925ffffffff,40.0,0.0,0.0,0.0,0.0
8496935ffffffff,18.0,0.0,0.0,0.0,0.0
849693dffffffff,3.0,0.0,0.0,0.0,0.0
8496a03ffffffff,2.0,0.0,0.0,0.0,0.0
8496a5dffffffff,4.0,0.0,0.0,0.0,0.0
8496b09ffffffff,19.0,0.0,0.0,0.0,0.0
8496b0dffffffff,1.0,0.0,0.0,0.0,0.0
8496b1bffffffff,1.0,0.0,0.0,0.0,0.0
8496b21ffffffff,1.0,0.0,0.0,0.0,0.0
8496b2bffffffff,5.0,0.0,0.0,0.0,0.0
849702bffffffff,1.0,0.0,0.0,0.0,0.0
8497035ffffffff,29.0,0.0,0.0,0.0,12.0
849703dffffffff,2.0,0.0,0.0,0.0,0.0
84971c1ffffffff,3.0,0.0,0.0,0.0,0.0
84971c3ffffffff,10.0,0.0,0.0,0.0,1.0
84971cbffffffff,4.0,0.0,0.0,0.0,0.0
84972d5ffffffff,1.0,0.0,0.0,0.0,0.0
84972d7ffffffff,1.0,0.0,0.0,0.0,0.0
84972d9ffffffff,85.0,0.0,0.0,0.0,26.0
84978a3ffffffff,2.0,0.0,0.0,0.0,0.0
84978e3ffffffff,9.0,0.0,0.0,0.0,0.0
84978ebffffffff,5.0,0.0,0.0,0.0,0.0
8497a85ffffffff,3.0,0.0,0.0,0.0,0.0
8497aabffffffff,2.0,0.0,0.0,0.0,0.0
84ad361ffffffff,193.0,0.0,0.0,0.0,28.0
84ad369ffffffff,1.0,0.0,0.0,0.0,0.0
84ad36dffffffff,2.0,0.0,0.0,0.0,0.0
84bc091ffffffff,3.0,0.0,0.0,0.0,0.0
84bc093ffffffff,1.0,0.0,0.0,0.0,0.0
84bc0b9ffffffff,1.0,0.0,0.0,0.0,0.0
84bc193ffffffff,4.0,0.0,0.0,0.0,2.0
84bc197ffffffff,8.0,0.0,0.0,0.0,2.0
84bc1b3ffffffff,1.0,0.0,0.0,0.0,0.0
84bc1bbffffffff,5.0,0.0,0.0,0.0,0.0
84bc409ffffffff,2.0,0.0,0.0,0.0,0.0
84bc443ffffffff,2.0,0.0,0.0,0.0,0.0
84bc447ffffffff,14.0,0.0,0.0,0.0,5.0
84bc455ffffffff,107.0,0.0,0.0,0.0,28.0
84bc457ffffffff,1.0,0.0,0.0,0.0,0.0
84bc46dffffffff,3.0,0.0,0.0,0.0,0.0
84bc545ffffffff,7.0,0.0,0.0,0.0,0.0
84bc695ffffffff,3.0,0.0,0.0,0.0,0.0
84bc697ffffffff,3.0,0.0,0.0,0.0,1.0
84bc6a1ffffffff,1.0,0.0,0.0,0.0,0.0
84bc6a3ffffffff,28.0,0.0,0.0,0.0,8.0
84bc737ffffffff,1.0,0.0,0.0,0.0,0.0
84bc73bffffffff,2.0,0.0,0.0,0.0,0.0
84bc899ffffffff,2.0,0.0,0.0,0.0,0.0
84bcc49ffffffff,3.0,0.0,0.0,0.0,0.0
84bcd01ffffffff,6.0,0.0,0.0,0.0,0.0
84bcd05ffffffff,1.0,0.0,0.0,0.0,1.0
84bcd07ffffffff,31.0,0.0,0.0,0.0,3.0
84bcd09ffffffff,2.0,0.0,0.0,0.0,0.0
84bcd3dffffffff,7.0,0.0,0.0,0.0,1.0
84bce21ffffffff,6.0,0.0,0.0,0.0,0.0
84bce67ffffffff,17.0,0.0,0.0,0.0,5.0
84bce6dffffffff,1.0,0.0,0.0,0.0,0.0
84bcf01ffffffff,1.0,0.0,0.0,0.0,0.0
84bcf09ffffffff,144.0,0.0,0.0,0.0,33.0
84bcf0bffffffff,1.0,0.0,0.0,0.0,0.0
84bcf29ffffffff,1.0,0.0,0.0,0.0,0.0
84bcf43ffffffff,2.0,0.0,0.0,0.0,0.0
84bcf47ffffffff,13.0,0.0,0.0,0.0,5.0
84bcf53ffffffff,9.0,0.0,0.0,0.0,2.0
84bcf59ffffffff,16.0,0.0,0.0,0.0,5.0
84bcf5bffffffff,16.0,0.0,0.0,0.0,11.0
84bcf5dffffffff,1.0,0.0,0.0,0.0,0.0
84bcf61ffffffff,60.0,0.0,0.0,0.0,20.0
84bcf67ffffffff,2.0,0.0,0.0,0.0,0.0
