cell_id,Turdus iliacus,Turdus iliacus coburni,Turdus iliacus iliacus
8308f0fffffffff,9.0,0.0,0.0
8308f1fffffffff,2.0,0.0,0.0
8308f2fffffffff,5.0,0.0,2.0
8308f4fffffffff,12.0,0.0,0.0
8308f6fffffffff,17.0,0.0,0.0
83094afffffffff,2.0,0.0,0.0
83094bfffffffff,24.0,0.0,6.0
830958fffffffff,9.0,0.0,0.0
830959fffffffff,3.0,0.0,0.0
83095afffffffff,30.0,0.0,0.0
83095bfffffffff,4.0,0.0,0.0
830980fffffffff,36.0,0.0,2.0
830981fffffffff,21.0,0.0,0.0
830982fffffffff,136.0,0.0,0.0
830988fffffffff,24.0,0.0,2.0
830989fffffffff,34.0,0.0,1.0
83098afffffffff,12.0,0.0,6.0
83098bfffffffff,10.0,0.0,0.0
83098cfffffffff,2.0,0.0,0.0
83098dfffffffff,11.0,0.0,0.0
83098efffffffff,29.0,0.0,0.0
830991fffffffff,85.0,0.0,2.0
830998fffffffff,12.0,0.0,0.0
830999fffffffff,209.0,0.0,74.0
83099bfffffffff,23.0,0.0,0.0
83099cfffffffff,7.0,0.0,2.0
83099dfffffffff,5.0,0.0,0.0
83099efffffffff,36.0,0.0,0.0
8309a0fffffffff,57.0,0.0,0.0
8309a2fffffffff,4.0,0.0,0.0
8309a4fffffffff,269.0,0.0,15.0
8309a5fffffffff,3.0,0.0,0.0
8309a6fffffffff,138.0,2.0,8.0
830a33fffffffff,13.0,0.0,0.0
830a91fffffffff,2.0,0.0,0.0
830b9afffffffff,2.0,0.0,0.0
830bb0fffffffff,1.0,0.0,0.0
831020fffffffff,4.0,0.0,0.0
831023fffffffff,7.0,0.0,0.0
831026fffffffff,1.0,0.0,0.0
8310c0fffffffff,16.0,0.0,0.0
8310c2fffffffff,172.0,0.0,0.0
8310c3fffffffff,13.0,0.0,2.0
8310c5fffffffff,2.0,0.0,0.0
8310d2fffffffff,1.0,0.0,0.0
8310d3fffffffff,2.0,0.0,0.0
8310dcfffffffff,67.0,0.0,0.0
8310eefffffffff,46.0,0.0,0.0
8310f0fffffffff,1.0,0.0,0.0
831100fffffffff,4.0,0.0,0.0
831101fffffffff,2.0,0.0,0.0
831103fffffffff,14.0,0.0,0.0
831104fffffffff,11.0,0.0,0.0
831105fffffffff,26.0,0.0,0.0
831106fffffffff,141.0,0.0,0.0
83110efffffffff,6.0,0.0,0.0
831113fffffffff,1.0,0.0,0.0
831116fffffffff,77.0,0.0,0.0
831120fffffffff,23.0,0.0,2.0
831121fffffffff,7.0,0.0,0.0
831122fffffffff,3.0,0.0,2.0
831123fffffffff,15.0,0.0,4.0
831124fffffffff,12.0,0.0,0.0
831125fffffffff,23.0,0.0,0.0
831126fffffffff,159.0,0.0,57.0
831128fffffffff,21.0,0.0,0.0
83112afffffffff,8.0,0.0,4.0
83112cfffffffff,6.0,0.0,0.0
83112dfffffffff,11.0,0.0,1.0
83112efffffffff,18.0,0.0,9.0
831133fffffffff,3.0,0.0,0.0
831134fffffffff,25.0,0.0,0.0
831135fffffffff,8.0,0.0,0.0
831136fffffffff,17.0,0.0,0.0
831154fffffffff,14.0,0.0,0.0
831161fffffffff,2.0,0.0,0.0
831170fffffffff,2.0,0.0,0.0
831181fffffffff,47.0,0.0,4.0
831185fffffffff,5.0,0.0,0.0
831188fffffffff,2.0,0.0,0.0
83118afffffffff,13.0,0.0,0.0
83118cfffffffff,31.0,0.0,5.0
83118efffffffff,35.0,0.0,6.0
831191fffffffff,2.0,0.0,0.0
8311a4fffffffff,6.0,0.0,0.0
8311a6fffffffff,5.0,0.0,0.0
8311aafffffffff,155.0,0.0,6.0
8311abfffffffff,20.0,0.0,5.0
8311aefffffffff,132.0,0.0,76.0
83155dfffffffff,3.0,0.0,0.0
831801fffffffff,5.0,0.0,0.0
831804fffffffff,3.0,0.0,0.0
831805fffffffff,19.0,0.0,4.0
831821fffffffff,8.0,0.0,0.0
831823fffffffff,48.0,1.0,4.0
831825fffffffff,6.0,0.0,0.0
831828fffffffff,36.0,0.0,0.0
83182afffffffff,14.0,0.0,0.0
83182cfffffffff,290.0,0.0,0.0
83182dfffffffff,4.0,0.0,0.0
83182efffffffff,86.0,0.0,4.0
831840fffffffff,1.0,0.0,0.0
831844fffffffff,17.0,0.0,0.0
831845fffffffff,14.0,0.0,0.0
831846fffffffff,53.0,0.0,0.0
831849fffffffff,604.0,0.0,0.0
83184afffffffff,29.0,0.0,0.0
83184bfffffffff,282.0,0.0,1.0
83184dfffffffff,26.0,0.0,0.0
831859fffffffff,10.0,0.0,0.0
83185bfffffffff,132.0,0.0,0.0
831860fffffffff,5.0,0.0,0.0
831861fffffffff,4.0,0.0,0.0
831862fffffffff,64.0,0.0,27.0
831863fffffffff,25.0,0.0,0.0
831864fffffffff,3.0,0.0,0.0
831865fffffffff,1.0,0.0,0.0
83186afffffffff,6.0,0.0,0.0
83186bfffffffff,4.0,0.0,0.0
83186cfffffffff,27.0,0.0,0.0
83186dfffffffff,5.0,0.0,0.0
83186efffffffff,4.0,0.0,0.0
831870fffffffff,39.0,0.0,0.0
831871fffffffff,5.0,0.0,0.0
831872fffffffff,12.0,0.0,2.0
831873fffffffff,67.0,0.0,0.0
831874fffffffff,27.0,0.0,6.0
831875fffffffff,12.0,0.0,2.0
831876fffffffff,163.0,0.0,23.0
831901fffffffff,37.0,0.0,1.0
831908fffffffff,40.0,0.0,2.0
831909fffffffff,48.0,0.0,2.0
83190bfffffffff,54.0,1.0,1.0
83190cfffffffff,19.0,0.0,0.0
83190dfffffffff,34.0,0.0,2.0
83190efffffffff,5.0,0.0,0.0
83191dfffffffff,2.0,0.0,0.0
831922fffffffff,6.0,4.0,0.0
831926fffffffff,57.0,5.0,0.0
831928fffffffff,11.0,0.0,2.0
831929fffffffff,5.0,0.0,0.0
83192bfffffffff,66.0,0.0,35.0
83192cfffffffff,48.0,0.0,2.0
831940fffffffff,633.0,0.0,71.0
831941fffffffff,1299.0,0.0,266.0
831942fffffffff,1408.0,0.0,451.0
831943fffffffff,797.0,0.0,109.0
831946fffffffff,198.0,0.0,22.0
831948fffffffff,447.0,0.0,159.0
831949fffffffff,15.0,0.0,2.0
83194afffffffff,1365.0,0.0,100.0
83194bfffffffff,21.0,0.0,4.0
83194cfffffffff,199.0,0.0,18.0
83194dfffffffff,352.0,0.0,39.0
83194efffffffff,1019.0,0.0,47.0
831950fffffffff,103.0,0.0,10.0
831951fffffffff,382.0,0.0,65.0
831952fffffffff,34.0,0.0,4.0
831953fffffffff,19.0,0.0,6.0
831954fffffffff,39.0,0.0,5.0
831955fffffffff,147.0,0.0,48.0
831956fffffffff,101.0,0.0,10.0
831958fffffffff,312.0,0.0,29.0
831959fffffffff,528.0,0.0,0.0
83195afffffffff,51.0,0.0,6.0
83195bfffffffff,104.0,0.0,5.0
83195cfffffffff,884.0,0.0,169.0
83195dfffffffff,1230.0,1.0,197.0
83195efffffffff,32.0,0.0,4.0
831968fffffffff,290.0,0.0,3.0
831969fffffffff,401.0,0.0,1.0
83196bfffffffff,107.0,0.0,4.0
83196cfffffffff,7.0,0.0,0.0
83196dfffffffff,169.0,0.0,2.0
83196efffffffff,3.0,0.0,0.0
831972fffffffff,220.0,0.0,14.0
831973fffffffff,244.0,0.0,3.0
831976fffffffff,39.0,0.0,1.0
831e00fffffffff,2.0,0.0,0.0
831e01fffffffff,6.0,0.0,0.0
831e02fffffffff,17.0,0.0,0.0
831e03fffffffff,117.0,0.0,9.0
831e04fffffffff,47.0,0.0,0.0
831e05fffffffff,30.0,0.0,0.0
831e06fffffffff,54.0,0.0,0.0
831e08fffffffff,51.0,0.0,0.0
831e0afffffffff,142.0,0.0,0.0
831e0bfffffffff,1.0,0.0,0.0
831e0efffffffff,26.0,0.0,0.0
831e10fffffffff,16.0,0.0,0.0
831e11fffffffff,4.0,0.0,0.0
831e12fffffffff,22.0,0.0,0.0
831e13fffffffff,22.0,0.0,0.0
831e15fffffffff,19.0,0.0,3.0
831e16fffffffff,4.0,0.0,0.0
831e1bfffffffff,17.0,0.0,0.0
831e1cfffffffff,13.0,0.0,0.0
831e1dfffffffff,1.0,0.0,0.0
831e20fffffffff,9.0,0.0,0.0
831e21fffffffff,3.0,0.0,0.0
831e22fffffffff,195.0,0.0,0.0
831e23fffffffff,13.0,0.0,0.0
831e24fffffffff,18.0,0.0,0.0
831e25fffffffff,2.0,0.0,0.0
831e26fffffffff,5.0,0.0,0.0
831e28fffffffff,4.0,0.0,0.0
831e29fffffffff,5.0,0.0,0.0
831e2afffffffff,9.0,0.0,0.0
831e2bfffffffff,4.0,0.0,0.0
831e2dfffffffff,2.0,0.0,0.0
831e2efffffffff,9.0,0.0,0.0
831e30fffffffff,15.0,0.0,0.0
831e31fffffffff,11.0,0.0,0.0
831e32fffffffff,44.0,0.0,4.0
831e33fffffffff,7.0,0.0,0.0
831e34fffffffff,71.0,0.0,0.0
831e35fffffffff,77.0,0.0,0.0
831e36fffffffff,9.0,0.0,2.0
831e42fffffffff,6.0,0.0,0.0
831e51fffffffff,2.0,0.0,0.0
831e61fffffffff,2.0,0.0,0.0
831e63fffffffff,5.0,0.0,0.0
831e6dfffffffff,1.0,0.0,0.0
831e75fffffffff,1.0,0.0,0.0
831e76fffffffff,2.0,0.0,0.0
831e80fffffffff,2.0,0.0,0.0
831e83fffffffff,6.0,0.0,0.0
831e84fffffffff,2.0,0.0,0.0
831ea5fffffffff,2.0,0.0,0.0
831ea9fffffffff,2.0,0.0,0.0
831eacfffffffff,2.0,0.0,2.0
831eb3fffffffff,2.0,0.0,0.0
831ec0fffffffff,15.0,0.0,0.0
831ec1fffffffff,9.0,0.0,0.0
831ec2fffffffff,17.0,0.0,1.0
831ec3fffffffff,13.0,0.0,1.0
831ec4fffffffff,19.0,0.0,0.0
831ec8fffffffff,2.0,0.0,0.0
831ec9fffffffff,86.0,0.0,0.0
831ecbfffffffff,2.0,0.0,0.0
831ecdfffffffff,48.0,0.0,0.0
831ecefffffffff,7.0,0.0,1.0
831ed2fffffffff,4.0,0.0,0.0
831ed3fffffffff,4.0,0.0,0.0
831ed5fffffffff,2.0,0.0,0.0
831edafffffffff,30.0,0.0,0.0
831edcfffffffff,4.0,0.0,0.0
831edefffffffff,3.0,0.0,0.0
831eeafffffffff,3.0,0.0,0.0
831eebfffffffff,7.0,0.0,0.0
831eedfffffffff,2.0,0.0,0.0
831ef2fffffffff,3.0,0.0,3.0
831ef5fffffffff,1.0,0.0,0.0
831ef6fffffffff,1.0,0.0,0.0
831f00fffffffff,39.0,0.0,28.0
831f01fffffffff,10.0,0.0,0.0
831f02fffffffff,27.0,0.0,0.0
831f03fffffffff,15.0,0.0,4.0
831f04fffffffff,1.0,0.0,0.0
831f05fffffffff,123.0,0.0,5.0
831f06fffffffff,33.0,0.0,0.0
831f08fffffffff,3.0,0.0,0.0
831f09fffffffff,3.0,0.0,0.0
831f0afffffffff,2.0,0.0,0.0
831f0cfffffffff,4.0,0.0,0.0
831f0dfffffffff,7.0,0.0,0.0
831f0efffffffff,4.0,0.0,0.0
831f10fffffffff,24.0,0.0,3.0
831f11fffffffff,18.0,0.0,0.0
831f12fffffffff,48.0,0.0,2.0
831f13fffffffff,89.0,0.0,1.0
831f14fffffffff,43.0,0.0,0.0
831f15fffffffff,23.0,0.0,1.0
831f16fffffffff,15.0,0.0,0.0
831f18fffffffff,45.0,0.0,0.0
831f19fffffffff,55.0,0.0,0.0
831f1afffffffff,82.0,0.0,0.0
831f1bfffffffff,17.0,0.0,6.0
831f1cfffffffff,6.0,0.0,0.0
831f1dfffffffff,16.0,0.0,0.0
831f1efffffffff,5.0,0.0,0.0
831f20fffffffff,6.0,0.0,2.0
831f21fffffffff,3.0,0.0,0.0
831f22fffffffff,21.0,0.0,1.0
831f23fffffffff,38.0,0.0,26.0
831f24fffffffff,28.0,0.0,0.0
831f25fffffffff,19.0,0.0,0.0
831f26fffffffff,11.0,0.0,0.0
831f28fffffffff,57.0,0.0,0.0
831f29fffffffff,36.0,0.0,0.0
831f2afffffffff,325.0,0.0,293.0
831f2cfffffffff,8.0,0.0,0.0
831f2dfffffffff,6.0,0.0,0.0
831f2efffffffff,12.0,0.0,0.0
831f31fffffffff,45.0,0.0,15.0
831f32fffffffff,34.0,0.0,0.0
831f33fffffffff,516.0,0.0,47.0
831f35fffffffff,52.0,0.0,34.0
831f40fffffffff,9.0,0.0,1.0
831f42fffffffff,7.0,0.0,0.0
831f48fffffffff,2.0,0.0,0.0
831f4afffffffff,1.0,0.0,0.0
831f4cfffffffff,1.0,0.0,0.0
831f4efffffffff,5.0,0.0,0.0
831f51fffffffff,6.0,0.0,0.0
831f52fffffffff,10.0,0.0,0.0
831f53fffffffff,26.0,0.0,0.0
831f5afffffffff,4.0,0.0,0.0
831f5cfffffffff,2.0,0.0,0.0
831f5efffffffff,10.0,0.0,0.0
831f60fffffffff,2.0,0.0,0.0
831f61fffffffff,5.0,0.0,0.0
831f64fffffffff,2.0,0.0,0.0
831f65fffffffff,12.0,0.0,0.0
831f68fffffffff,6.0,0.0,0.0
831f6cfffffffff,5.0,0.0,0.0
831f6efffffffff,1.0,0.0,0.0
831f71fffffffff,48.0,0.0,6.0
831f72fffffffff,274.0,0.0,0.0
831f73fffffffff,4.0,0.0,0.0
831f75fffffffff,5.0,0.0,0.0
831f80fffffffff,17.0,0.0,0.0
831f81fffffffff,12.0,0.0,1.0
831f82fffffffff,15.0,0.0,0.0
831f83fffffffff,83.0,0.0,4.0
831f84fffffffff,2.0,0.0,0.0
831f85fffffffff,6.0,0.0,0.0
831f86fffffffff,1.0,0.0,0.0
831f88fffffffff,12.0,0.0,5.0
831f89fffffffff,4.0,0.0,2.0
831f8bfffffffff,1.0,0.0,0.0
831f8cfffffffff,5.0,0.0,0.0
831f8dfffffffff,127.0,0.0,83.0
831f8efffffffff,42.0,0.0,0.0
831f91fffffffff,13.0,0.0,0.0
831f92fffffffff,1.0,0.0,0.0
831f94fffffffff,2.0,0.0,0.0
831f95fffffffff,1.0,0.0,0.0
831f98fffffffff,12.0,0.0,0.0
831f99fffffffff,5.0,0.0,0.0
831f9afffffffff,6.0,0.0,0.0
831f9bfffffffff,2.0,0.0,0.0
831f9cfffffffff,2.0,0.0,0.0
831f9dfffffffff,4.0,0.0,0.0
831f9efffffffff,6.0,0.0,0.0
831fa0fffffffff,42.0,0.0,2.0
831fa1fffffffff,10.0,0.0,0.0
831fa3fffffffff,21.0,0.0,0.0
831fa4fffffffff,131.0,0.0,9.0
831fa5fffffffff,62.0,0.0,1.0
831fa6fffffffff,26.0,0.0,2.0
831fa8fffffffff,24.0,0.0,0.0
831fa9fffffffff,8.0,0.0,0.0
831faafffffffff,44.0,0.0,0.0
831fabfffffffff,7.0,0.0,0.0
831facfffffffff,33.0,0.0,0.0
831fadfffffffff,7.0,0.0,0.0
831faefffffffff,78.0,0.0,0.0
831fb0fffffffff,18.0,0.0,0.0
831fb1fffffffff,41.0,0.0,0.0
831fb2fffffffff,4.0,0.0,0.0
831fb4fffffffff,67.0,0.0,2.0
831fb5fffffffff,5.0,0.0,0.0
831fb6fffffffff,5.0,0.0,0.0
83210cfffffffff,1.0,0.0,0.0
832124fffffffff,2.0,0.0,0.0
832125fffffffff,1.0,0.0,0.0
83212dfffffffff,2.0,0.0,0.0
832446fffffffff,2.0,0.0,0.0
832509fffffffff,2.0,0.0,0.0
832512fffffffff,6.0,0.0,0.0
8325acfffffffff,3.0,0.0,0.0
832c01fffffffff,3.0,0.0,0.0
832c04fffffffff,70.0,0.0,25.0
832c08fffffffff,3.0,0.0,0.0
832c09fffffffff,2.0,0.0,0.0
832c0bfffffffff,140.0,0.0,0.0
832c0cfffffffff,1.0,0.0,0.0
832c15fffffffff,2.0,0.0,0.0
832c19fffffffff,18.0,0.0,0.0
832c1bfffffffff,1.0,0.0,0.0
832c20fffffffff,2.0,0.0,0.0
832c21fffffffff,4.0,0.0,0.0
832c24fffffffff,4.0,0.0,0.0
832c28fffffffff,4.0,0.0,0.0
832c2afffffffff,10.0,0.0,0.0
832c2bfffffffff,1.0,0.0,0.0
832c2cfffffffff,6.0,0.0,0.0
832c4cfffffffff,1.0,0.0,0.0
832c62fffffffff,2.0,0.0,0.0
832c90fffffffff,6.0,0.0,0.0
832ca8fffffffff,1.0,0.0,0.0
832cc0fffffffff,5.0,0.0,0.0
832cc2fffffffff,4.0,0.0,0.0
832cc3fffffffff,6.0,0.0,0.0
832cc6fffffffff,9.0,0.0,2.0
832cd5fffffffff,10.0,0.0,8.0
832ce4fffffffff,8.0,0.0,0.0
832ce5fffffffff,4.0,0.0,0.0
832cf0fffffffff,7.0,0.0,7.0
832cf1fffffffff,2.0,0.0,0.0
832cf3fffffffff,107.0,0.0,31.0
832cf5fffffffff,1.0,0.0,0.0
832d02fffffffff,6.0,0.0,0.0
832d03fffffffff,13.0,0.0,0.0
832d04fffffffff,2.0,0.0,0.0
832d05fffffffff,2.0,0.0,0.0
832d22fffffffff,28.0,0.0,0.0
832d32fffffffff,3.0,0.0,0.0
832d33fffffffff,57.0,0.0,2.0
832d35fffffffff,3.0,0.0,0.0
832d54fffffffff,3.0,0.0,0.0
832d5cfffffffff,1.0,0.0,0.0
832da1fffffffff,5.0,0.0,0.0
832db0fffffffff,14.0,0.0,0.0
832db1fffffffff,16.0,0.0,0.0
832db2fffffffff,16.0,0.0,0.0
833824fffffffff,24.0,0.0,0.0
833825fffffffff,42.0,0.0,0.0
833836fffffffff,2.0,0.0,0.0
833900fffffffff,101.0,0.0,0.0
833901fffffffff,143.0,0.0,0.0
833902fffffffff,6.0,0.0,0.0
833903fffffffff,38.0,0.0,0.0
833904fffffffff,347.0,0.0,0.0
833905fffffffff,154.0,0.0,0.0
833906fffffffff,143.0,0.0,0.0
833908fffffffff,6.0,0.0,0.0
833909fffffffff,6.0,0.0,0.0
83390afffffffff,24.0,0.0,0.0
83390bfffffffff,41.0,0.0,0.0
83390cfffffffff,234.0,0.0,0.0
83390dfffffffff,22.0,0.0,0.0
83390efffffffff,4.0,0.0,0.0
833910fffffffff,170.0,0.0,0.0
833911fffffffff,47.0,0.0,0.0
833915fffffffff,71.0,0.0,0.0
833918fffffffff,213.0,0.0,0.0
833919fffffffff,98.0,0.0,0.0
83391afffffffff,12.0,0.0,0.0
83391cfffffffff,32.0,0.0,0.0
83391dfffffffff,26.0,0.0,0.0
83391efffffffff,34.0,0.0,0.0
833920fffffffff,89.0,0.0,0.0
833921fffffffff,41.0,0.0,0.0
833922fffffffff,55.0,0.0,0.0
833923fffffffff,144.0,0.0,0.0
833924fffffffff,19.0,0.0,0.0
833925fffffffff,188.0,0.0,0.0
833928fffffffff,25.0,0.0,0.0
833929fffffffff,483.0,0.0,0.0
83392afffffffff,131.0,0.0,0.0
83392bfffffffff,252.0,0.0,0.0
83392cfffffffff,130.0,0.0,0.0
83392dfffffffff,219.0,0.0,0.0
83392efffffffff,101.0,0.0,0.0
833931fffffffff,57.0,0.0,0.0
833933fffffffff,118.0,0.0,0.0
833944fffffffff,89.0,0.0,0.0
833945fffffffff,7.0,0.0,0.0
833954fffffffff,31.0,0.0,0.0
833956fffffffff,51.0,0.0,0.0
833960fffffffff,12.0,0.0,0.0
833961fffffffff,3.0,0.0,0.0
833962fffffffff,21.0,0.0,0.0
833963fffffffff,9.0,0.0,0.0
833965fffffffff,1.0,0.0,0.0
833966fffffffff,1.0,0.0,0.0
833968fffffffff,4.0,0.0,0.0
83396cfffffffff,14.0,0.0,0.0
83396dfffffffff,14.0,0.0,0.0
833970fffffffff,18.0,0.0,0.0
833971fffffffff,107.0,0.0,0.0
833972fffffffff,22.0,0.0,0.0
833973fffffffff,9.0,0.0,0.0
833974fffffffff,191.0,0.0,0.0
833975fffffffff,113.0,0.0,0.0
833976fffffffff,104.0,0.0,0.0
833983fffffffff,8.0,0.0,0.0
8339a8fffffffff,1.0,0.0,0.0
833e6cfffffffff,1.0,0.0,0.0
833f2dfffffffff,6.0,0.0,0.0
833f60fffffffff,1.0,0.0,0.0
833f61fffffffff,6.0,0.0,0.0
833f66fffffffff,2.0,0.0,0.0
833f74fffffffff,1.0,0.0,0.0
834325fffffffff,5.0,0.0,3.0
834360fffffffff,3.0,0.0,0.0
