cell_id,Buteogallus urubitinga,Buteogallus urubitinga ridgwayi,Buteogallus urubitinga urubitinga
84b3447ffffffff,2.0,0.0,0.0
84b3463ffffffff,17.0,0.0,0.0
84b3467ffffffff,8.0,0.0,0.0
84b346bffffffff,4.0,0.0,0.0
84b3481ffffffff,2.0,0.0,0.0
84b348bffffffff,5.0,0.0,0.0
84b3491ffffffff,10.0,0.0,0.0
84b3493ffffffff,1.0,0.0,0.0
84b349dffffffff,8.0,0.0,0.0
84b34abffffffff,2.0,0.0,0.0
84b34b1ffffffff,2.0,0.0,0.0
84b34b3ffffffff,2.0,0.0,0.0
84b34b9ffffffff,2.0,0.0,0.0
84b34c3ffffffff,1.0,0.0,0.0
84b34d1ffffffff,2.0,0.0,0.0
84b34d3ffffffff,3.0,0.0,0.0
84b34d7ffffffff,24.0,0.0,0.0
84b34d9ffffffff,14.0,0.0,0.0
84b34dbffffffff,84.0,0.0,0.0
84b3513ffffffff,4.0,0.0,0.0
84b351bffffffff,2.0,0.0,0.0
84b3585ffffffff,10.0,0.0,0.0
84b3589ffffffff,94.0,0.0,0.0
84b358dffffffff,1.0,0.0,0.0
84b35abffffffff,2.0,0.0,0.0
84b35b5ffffffff,1.0,0.0,0.0
84b35bdffffffff,4.0,0.0,0.0
84b35c1ffffffff,15.0,0.0,0.0
84b35c3ffffffff,7.0,0.0,0.0
84b35c5ffffffff,36.0,0.0,0.0
84b35c7ffffffff,20.0,0.0,0.0
84b35c9ffffffff,20.0,0.0,0.0
84b35cbffffffff,7.0,0.0,0.0
84b35cdffffffff,20.0,0.0,0.0
84b35d1ffffffff,2.0,0.0,0.0
84b35d5ffffffff,9.0,0.0,0.0
84b35d7ffffffff,6.0,0.0,0.0
84b35d9ffffffff,3.0,0.0,0.0
84b35ddffffffff,2.0,0.0,0.0
84b35e1ffffffff,24.0,0.0,0.0
84b35e3ffffffff,3.0,0.0,0.0
84b35e9ffffffff,22.0,0.0,0.0
84b35ebffffffff,15.0,0.0,0.0
84b3615ffffffff,3.0,0.0,0.0
84b3627ffffffff,5.0,0.0,0.0
84b3629ffffffff,4.0,0.0,0.0
84b3633ffffffff,1.0,0.0,0.0
84b3655ffffffff,3.0,0.0,0.0
84b366dffffffff,34.0,0.0,0.0
84b3683ffffffff,2.0,0.0,0.0
84b368bffffffff,15.0,0.0,0.0
84b3699ffffffff,35.0,0.0,0.0
84b369bffffffff,10.0,0.0,0.0
84b369dffffffff,11.0,0.0,0.0
84b36a7ffffffff,2.0,0.0,0.0
84b36b3ffffffff,8.0,0.0,0.0
84b36b5ffffffff,2.0,0.0,0.0
84b36c3ffffffff,2.0,0.0,0.0
84b36d5ffffffff,9.0,0.0,0.0
84b36d7ffffffff,3.0,0.0,0.0
84b36dbffffffff,6.0,0.0,0.0
84c2c53ffffffff,3.0,0.0,0.0
84c2c5bffffffff,10.0,0.0,0.0
84c2c8dffffffff,2.0,0.0,0.0
84c2c91ffffffff,16.0,0.0,0.0
84c2c95ffffffff,1.0,0.0,0.0
84c2c97ffffffff,47.0,0.0,0.0
84c2c99ffffffff,2.0,0.0,0.0
84c2cadffffffff,4.0,0.0,0.0
84c2cb1ffffffff,36.0,0.0,0.0
84c2cb3ffffffff,4.0,0.0,0.0
84c2cbbffffffff,7.0,0.0,0.0
84c2cbdffffffff,2.0,0.0,0.0
84c2cc7ffffffff,6.0,0.0,0.0
84c2ccdffffffff,2.0,0.0,0.0
84c2cd1ffffffff,2.0,0.0,0.0
84c2cd3ffffffff,3.0,0.0,0.0
84c2cdbffffffff,51.0,0.0,0.0
84c2ce1ffffffff,7.0,0.0,0.0
84c2e33ffffffff,2.0,0.0,0.0
84c2ee5ffffffff,2.0,0.0,0.0
