cell_id,Corvus cornix,Corvus cornix [cornix Group],Corvus cornix capellanus
8408839ffffffff,30.0,0.0,0.0
840883dffffffff,60.0,0.0,0.0
8408841ffffffff,28.0,0.0,0.0
8408843ffffffff,8.0,0.0,0.0
8408845ffffffff,19.0,0.0,0.0
8408847ffffffff,11.0,0.0,0.0
840884bffffffff,12.0,0.0,0.0
840884dffffffff,3.0,0.0,0.0
8408851ffffffff,4.0,0.0,0.0
8408855ffffffff,29.0,0.0,0.0
8408859ffffffff,2.0,0.0,0.0
840885bffffffff,3.0,0.0,0.0
840885dffffffff,8.0,0.0,0.0
8408861ffffffff,12.0,0.0,0.0
8408863ffffffff,90.0,0.0,0.0
8408865ffffffff,14.0,0.0,0.0
8408867ffffffff,625.0,0.0,0.0
8408869ffffffff,78.0,0.0,0.0
840886bffffffff,236.0,0.0,0.0
840886dffffffff,1.0,0.0,0.0
8408881ffffffff,5.0,0.0,0.0
8408885ffffffff,4.0,2.0,0.0
8408889ffffffff,74.0,3.0,0.0
840888bffffffff,3.0,1.0,0.0
840888dffffffff,41.0,18.0,0.0
8408891ffffffff,2.0,0.0,0.0
8408893ffffffff,6.0,0.0,0.0
8408895ffffffff,2.0,0.0,0.0
8408899ffffffff,5.0,0.0,0.0
840889bffffffff,1.0,0.0,0.0
840889dffffffff,1.0,0.0,0.0
84088a1ffffffff,14.0,2.0,0.0
84088a3ffffffff,6.0,0.0,0.0
84088a5ffffffff,4.0,0.0,0.0
84088a7ffffffff,3.0,0.0,0.0
84088a9ffffffff,32.0,7.0,0.0
84088abffffffff,1.0,0.0,0.0
84088adffffffff,9.0,0.0,0.0
84088b7ffffffff,2.0,0.0,0.0
84088bdffffffff,2.0,0.0,0.0
84088d3ffffffff,4.0,4.0,0.0
84088e1ffffffff,60.0,55.0,0.0
84088e3ffffffff,15.0,5.0,0.0
84088e5ffffffff,1.0,0.0,0.0
84088e7ffffffff,8.0,8.0,0.0
84088edffffffff,1.0,0.0,0.0
8408901ffffffff,28.0,0.0,0.0
840890dffffffff,3.0,0.0,0.0
8408933ffffffff,5.0,0.0,0.0
8408937ffffffff,91.0,0.0,0.0
8408949ffffffff,2.0,0.0,0.0
8408959ffffffff,101.0,0.0,0.0
840895bffffffff,137.0,0.0,0.0
8408961ffffffff,18.0,0.0,0.0
8408963ffffffff,4.0,0.0,0.0
8408965ffffffff,56.0,0.0,0.0
8408967ffffffff,4.0,0.0,0.0
8408969ffffffff,2.0,0.0,0.0
840896bffffffff,11.0,0.0,0.0
8408985ffffffff,68.0,0.0,0.0
8408987ffffffff,12.0,0.0,0.0
840898bffffffff,81.0,0.0,0.0
8408991ffffffff,92.0,13.0,0.0
8408993ffffffff,4.0,2.0,0.0
8408995ffffffff,159.0,11.0,0.0
8408997ffffffff,620.0,121.0,0.0
8408999ffffffff,42.0,6.0,0.0
840899bffffffff,13.0,1.0,0.0
840899dffffffff,22.0,1.0,0.0
84089a1ffffffff,58.0,1.0,0.0
84089a5ffffffff,59.0,0.0,0.0
84089a7ffffffff,6.0,0.0,0.0
84089a9ffffffff,325.0,0.0,0.0
84089abffffffff,29.0,0.0,0.0
84089adffffffff,56.0,0.0,0.0
84089b1ffffffff,125.0,0.0,0.0
84089b5ffffffff,3.0,0.0,0.0
84089b7ffffffff,13.0,0.0,0.0
84089bbffffffff,172.0,9.0,0.0
84089bdffffffff,30.0,0.0,0.0
84089c3ffffffff,6.0,0.0,0.0
84089cbffffffff,24.0,0.0,0.0
84089d1ffffffff,102.0,2.0,0.0
84089d3ffffffff,277.0,2.0,0.0
84089d5ffffffff,1.0,0.0,0.0
84089d7ffffffff,6.0,0.0,0.0
84089d9ffffffff,47.0,0.0,0.0
84089dbffffffff,89.0,0.0,0.0
84089ddffffffff,14.0,0.0,0.0
84089e1ffffffff,5.0,0.0,0.0
84089e3ffffffff,125.0,0.0,0.0
84089e5ffffffff,57.0,1.0,0.0
84089e7ffffffff,46.0,0.0,0.0
84089ebffffffff,33.0,0.0,0.0
84089edffffffff,27.0,0.0,0.0
8408a09ffffffff,1.0,0.0,0.0
8408a0bffffffff,1.0,0.0,0.0
8408a15ffffffff,2.0,0.0,0.0
8408a25ffffffff,4.0,0.0,0.0
8408a27ffffffff,27.0,0.0,0.0
8408a31ffffffff,7.0,0.0,0.0
8408a35ffffffff,19.0,0.0,0.0
8408a39ffffffff,3.0,0.0,0.0
8408a3bffffffff,3.0,0.0,0.0
8408a3dffffffff,4.0,0.0,0.0
8408a43ffffffff,5.0,0.0,0.0
8408a45ffffffff,56.0,19.0,0.0
8408a4bffffffff,3.0,0.0,0.0
8408a4dffffffff,2.0,0.0,0.0
8408a59ffffffff,2.0,0.0,0.0
8408a61ffffffff,4.0,0.0,0.0
8408a63ffffffff,2.0,0.0,0.0
8408a65ffffffff,2.0,0.0,0.0
8408a67ffffffff,2.0,0.0,0.0
8408a69ffffffff,16.0,4.0,0.0
8408a6dffffffff,20.0,7.0,0.0
8408a81ffffffff,1.0,0.0,0.0
8408a83ffffffff,1.0,0.0,0.0
8408a8dffffffff,1.0,0.0,0.0
8408ab9ffffffff,2.0,0.0,0.0
8408ac5ffffffff,1.0,0.0,0.0
8408ad9ffffffff,1.0,0.0,0.0
8408ae3ffffffff,3.0,0.0,0.0
8408b01ffffffff,1.0,0.0,0.0
8408b05ffffffff,20.0,2.0,0.0
8408b07ffffffff,2.0,0.0,0.0
8408b09ffffffff,14.0,0.0,0.0
8408b0dffffffff,36.0,3.0,0.0
8408b11ffffffff,101.0,0.0,0.0
8408b13ffffffff,7.0,0.0,0.0
8408b15ffffffff,71.0,0.0,0.0
8408b17ffffffff,19.0,0.0,0.0
8408b1bffffffff,1.0,0.0,0.0
8408b1dffffffff,4.0,0.0,0.0
8408b27ffffffff,1.0,0.0,0.0
8408b29ffffffff,8.0,0.0,0.0
8408b2dffffffff,4.0,0.0,0.0
8408b31ffffffff,10.0,0.0,0.0
8408b33ffffffff,37.0,0.0,0.0
8408b35ffffffff,1.0,0.0,0.0
8408b37ffffffff,20.0,0.0,0.0
8408b3bffffffff,6.0,0.0,0.0
8408b3dffffffff,25.0,0.0,0.0
8408b41ffffffff,24.0,0.0,0.0
8408b47ffffffff,6.0,0.0,0.0
8408b4dffffffff,16.0,0.0,0.0
8408b51ffffffff,10.0,0.0,0.0
8408b53ffffffff,6.0,0.0,0.0
8408b57ffffffff,6.0,0.0,0.0
8408b5bffffffff,6.0,0.0,0.0
8408b61ffffffff,1.0,0.0,0.0
8408b63ffffffff,1.0,0.0,0.0
8408b65ffffffff,11.0,0.0,0.0
8408b67ffffffff,29.0,0.0,0.0
8408b6bffffffff,7.0,0.0,0.0
8408b6dffffffff,1.0,0.0,0.0
8408c01ffffffff,2.0,0.0,0.0
8408c07ffffffff,4.0,0.0,0.0
8408c13ffffffff,2.0,0.0,0.0
8408c19ffffffff,10.0,0.0,0.0
8408c1bffffffff,6.0,0.0,0.0
8408c21ffffffff,12.0,2.0,0.0
8408c25ffffffff,8.0,2.0,0.0
8408c29ffffffff,29.0,5.0,0.0
8408c2bffffffff,4.0,0.0,0.0
8408c31ffffffff,21.0,0.0,0.0
8408c33ffffffff,2.0,0.0,0.0
8408c35ffffffff,1.0,0.0,0.0
8408c3dffffffff,9.0,0.0,0.0
8408c43ffffffff,1.0,0.0,0.0
8408c53ffffffff,1.0,0.0,0.0
8408c63ffffffff,2.0,0.0,0.0
8408c6bffffffff,2.0,0.0,0.0
8408c83ffffffff,3.0,0.0,0.0
8408c85ffffffff,3.0,0.0,0.0
8408c89ffffffff,1.0,0.0,0.0
8408c8bffffffff,62.0,2.0,0.0
8408c8dffffffff,5.0,0.0,0.0
8408c91ffffffff,15.0,0.0,0.0
8408c93ffffffff,19.0,0.0,0.0
8408c95ffffffff,36.0,0.0,0.0
8408c97ffffffff,52.0,0.0,0.0
8408c99ffffffff,7.0,0.0,0.0
8408c9bffffffff,6.0,0.0,0.0
8408c9dffffffff,1.0,0.0,0.0
8408cc9ffffffff,2.0,0.0,0.0
8408cd3ffffffff,8.0,0.0,0.0
8408cd5ffffffff,17.0,0.0,0.0
8408cd7ffffffff,75.0,6.0,0.0
8408ce1ffffffff,38.0,0.0,0.0
8408ce5ffffffff,6.0,0.0,0.0
8408cebffffffff,6.0,0.0,0.0
8408cedffffffff,6.0,4.0,0.0
8408d01ffffffff,1.0,0.0,0.0
8408d03ffffffff,4.0,0.0,0.0
8408d07ffffffff,11.0,2.0,0.0
8408d09ffffffff,1.0,0.0,0.0
8408d11ffffffff,5.0,1.0,0.0
8408d13ffffffff,2.0,0.0,0.0
8408d19ffffffff,246.0,12.0,0.0
8408d1bffffffff,8.0,0.0,0.0
8408d1dffffffff,9.0,1.0,0.0
8408d21ffffffff,2.0,0.0,0.0
8408d29ffffffff,1.0,0.0,0.0
8408d2dffffffff,4.0,0.0,0.0
8408d31ffffffff,1.0,0.0,0.0
8408d33ffffffff,2.0,0.0,0.0
8408d35ffffffff,1.0,0.0,0.0
8408d37ffffffff,2.0,0.0,0.0
8408d41ffffffff,13.0,0.0,0.0
8408d43ffffffff,9.0,1.0,0.0
8408d45ffffffff,5.0,0.0,0.0
8408d47ffffffff,1.0,0.0,0.0
8408d49ffffffff,6.0,0.0,0.0
8408d4bffffffff,6.0,1.0,0.0
8408d4dffffffff,7.0,0.0,0.0
8408d51ffffffff,18.0,0.0,0.0
8408d53ffffffff,2.0,0.0,0.0
8408d55ffffffff,15.0,0.0,0.0
8408d57ffffffff,27.0,6.0,0.0
8408d5dffffffff,6.0,0.0,0.0
8408d81ffffffff,118.0,3.0,0.0
8408d83ffffffff,19.0,2.0,0.0
8408d85ffffffff,8.0,2.0,0.0
8408d8bffffffff,44.0,9.0,0.0
8408d8dffffffff,4.0,0.0,0.0
8408da9ffffffff,1.0,0.0,0.0
8408dbdffffffff,1.0,0.0,0.0
8408dc5ffffffff,2.0,0.0,0.0
8408dc9ffffffff,3.0,0.0,0.0
8408dd5ffffffff,2.0,2.0,0.0
8408dd9ffffffff,11.0,2.0,0.0
8408de3ffffffff,3.0,0.0,0.0
8408de5ffffffff,4.0,0.0,0.0
8408de7ffffffff,4.0,0.0,0.0
8408e13ffffffff,10.0,0.0,0.0
8408e39ffffffff,3.0,0.0,0.0
8408e59ffffffff,2.0,0.0,0.0
8408e6dffffffff,2.0,0.0,0.0
8408e8bffffffff,7.0,0.0,0.0
8408e93ffffffff,1.0,0.0,0.0
8408e99ffffffff,10.0,0.0,0.0
8408e9bffffffff,14.0,0.0,0.0
8408e9dffffffff,1.0,0.0,0.0
8408ea3ffffffff,3.0,0.0,0.0
8408ea5ffffffff,2.0,2.0,0.0
8408ea7ffffffff,13.0,0.0,0.0
8408eb1ffffffff,2.0,0.0,0.0
8408eb3ffffffff,1.0,0.0,0.0
8408ebdffffffff,2.0,0.0,0.0
8408ec1ffffffff,26.0,0.0,0.0
8408ec9ffffffff,13.0,0.0,0.0
8408ecbffffffff,1.0,0.0,0.0
8408ecdffffffff,8.0,0.0,0.0
8408ed1ffffffff,2.0,0.0,0.0
8408ed3ffffffff,214.0,0.0,0.0
8408ed7ffffffff,14.0,0.0,0.0
8408ed9ffffffff,4.0,0.0,0.0
8408edbffffffff,43.0,0.0,0.0
8408ee1ffffffff,5.0,0.0,0.0
8408ee7ffffffff,2.0,0.0,0.0
8408ee9ffffffff,14.0,0.0,0.0
8408f0dffffffff,2.0,0.0,0.0
8408f17ffffffff,2.0,0.0,0.0
8408f25ffffffff,7.0,3.0,0.0
8408f29ffffffff,5.0,0.0,0.0
8408f2dffffffff,6.0,2.0,0.0
8408f39ffffffff,2.0,0.0,0.0
8408f43ffffffff,2.0,0.0,0.0
8408f47ffffffff,10.0,0.0,0.0
8408f63ffffffff,39.0,0.0,0.0
84094a7ffffffff,10.0,0.0,0.0
84094b3ffffffff,2.0,0.0,0.0
84094b5ffffffff,23.0,0.0,0.0
84094b7ffffffff,18.0,0.0,0.0
8409581ffffffff,2.0,0.0,0.0
8409585ffffffff,19.0,0.0,0.0
8409587ffffffff,18.0,0.0,0.0
8409591ffffffff,8.0,0.0,0.0
8409595ffffffff,3.0,0.0,0.0
8409597ffffffff,2.0,0.0,0.0
8409599ffffffff,8.0,0.0,0.0
840959bffffffff,5.0,0.0,0.0
84095a7ffffffff,2.0,0.0,0.0
84095a9ffffffff,54.0,0.0,0.0
84095abffffffff,6.0,0.0,0.0
84095adffffffff,22.0,0.0,0.0
84095b1ffffffff,1.0,0.0,0.0
84095bbffffffff,13.0,0.0,0.0
84095e7ffffffff,1.0,0.0,0.0
8409803ffffffff,3.0,0.0,0.0
8409805ffffffff,67.0,0.0,0.0
8409807ffffffff,1.0,0.0,0.0
8409811ffffffff,116.0,6.0,0.0
8409813ffffffff,3.0,0.0,0.0
8409815ffffffff,5.0,0.0,0.0
8409817ffffffff,4.0,0.0,0.0
8409819ffffffff,16.0,0.0,0.0
840981bffffffff,6.0,0.0,0.0
840981dffffffff,15.0,0.0,0.0
8409821ffffffff,154.0,0.0,0.0
8409823ffffffff,2.0,0.0,0.0
8409825ffffffff,11.0,0.0,0.0
8409829ffffffff,22.0,0.0,0.0
840982bffffffff,141.0,0.0,0.0
840982dffffffff,69.0,0.0,0.0
8409837ffffffff,4.0,0.0,0.0
840983bffffffff,2.0,0.0,0.0
8409881ffffffff,11.0,0.0,0.0
8409883ffffffff,9.0,0.0,0.0
8409885ffffffff,10.0,0.0,0.0
8409887ffffffff,13.0,1.0,0.0
8409889ffffffff,7.0,0.0,0.0
840988dffffffff,2.0,0.0,0.0
8409891ffffffff,2.0,0.0,0.0
8409893ffffffff,25.0,2.0,0.0
8409895ffffffff,1.0,1.0,0.0
8409897ffffffff,2.0,0.0,0.0
840989bffffffff,1.0,0.0,0.0
84098a1ffffffff,1.0,0.0,0.0
84098a3ffffffff,1.0,0.0,0.0
84098a9ffffffff,7.0,0.0,0.0
84098abffffffff,16.0,0.0,0.0
84098b1ffffffff,6.0,0.0,0.0
84098b7ffffffff,3.0,0.0,0.0
84098b9ffffffff,3.0,0.0,0.0
84098bbffffffff,8.0,0.0,0.0
84098bdffffffff,13.0,0.0,0.0
84098c1ffffffff,15.0,0.0,0.0
84098c3ffffffff,10.0,0.0,0.0
84098c5ffffffff,16.0,0.0,0.0
84098c7ffffffff,30.0,2.0,0.0
84098cbffffffff,1.0,0.0,0.0
84098cdffffffff,2.0,0.0,0.0
84098d1ffffffff,8.0,0.0,0.0
84098d3ffffffff,4.0,0.0,0.0
84098d9ffffffff,6.0,0.0,0.0
84098dbffffffff,20.0,0.0,0.0
84098ddffffffff,10.0,0.0,0.0
84098e1ffffffff,4.0,0.0,0.0
84098e3ffffffff,8.0,0.0,0.0
84098e9ffffffff,7.0,0.0,0.0
84098ebffffffff,3.0,0.0,0.0
8409911ffffffff,228.0,0.0,0.0
8409913ffffffff,25.0,0.0,0.0
8409917ffffffff,105.0,0.0,0.0
840991bffffffff,464.0,0.0,0.0
8409927ffffffff,2.0,0.0,0.0
8409937ffffffff,10.0,0.0,0.0
8409981ffffffff,27.0,0.0,0.0
8409983ffffffff,24.0,8.0,0.0
8409987ffffffff,19.0,1.0,0.0
840998bffffffff,1.0,0.0,0.0
840998dffffffff,4.0,0.0,0.0
8409991ffffffff,80.0,16.0,0.0
8409993ffffffff,558.0,122.0,0.0
8409995ffffffff,43.0,7.0,0.0
8409997ffffffff,49.0,19.0,0.0
8409999ffffffff,6.0,0.0,0.0
840999bffffffff,6.0,0.0,0.0
84099a3ffffffff,2.0,0.0,0.0
84099a7ffffffff,4.0,0.0,0.0
84099b1ffffffff,13.0,3.0,0.0
84099b3ffffffff,2.0,0.0,0.0
84099b5ffffffff,8.0,0.0,0.0
84099b9ffffffff,361.0,4.0,0.0
84099bbffffffff,8.0,0.0,0.0
84099bdffffffff,43.0,2.0,0.0
84099c3ffffffff,2.0,0.0,0.0
84099c5ffffffff,1.0,0.0,0.0
84099cdffffffff,5.0,0.0,0.0
84099d7ffffffff,3.0,2.0,0.0
84099d9ffffffff,1.0,0.0,0.0
84099e9ffffffff,131.0,0.0,0.0
84099ebffffffff,12.0,0.0,0.0
8409a09ffffffff,133.0,0.0,0.0
8409a41ffffffff,20.0,0.0,0.0
8409a43ffffffff,28.0,0.0,0.0
8409a45ffffffff,98.0,0.0,0.0
8409a47ffffffff,212.0,0.0,0.0
8409a4dffffffff,31.0,0.0,0.0
8409a55ffffffff,64.0,0.0,0.0
8409a69ffffffff,143.0,0.0,0.0
8409a6bffffffff,107.0,0.0,0.0
8409aa3ffffffff,1.0,0.0,0.0
8409ab1ffffffff,4.0,0.0,0.0
8409ab3ffffffff,4.0,0.0,0.0
840b911ffffffff,2.0,0.0,0.0
840bb01ffffffff,44.0,0.0,0.0
840bb03ffffffff,15.0,0.0,0.0
840bb05ffffffff,3.0,0.0,0.0
840bb07ffffffff,18.0,0.0,0.0
840bb0dffffffff,9.0,0.0,0.0
840bb39ffffffff,2.0,0.0,0.0
840bb3bffffffff,1.0,0.0,0.0
840bb45ffffffff,1.0,0.0,0.0
840bb6bffffffff,1.0,0.0,0.0
841012dffffffff,1.0,0.0,0.0
8410161ffffffff,5.0,0.0,0.0
8410167ffffffff,13.0,0.0,0.0
8410203ffffffff,2.0,0.0,0.0
8410231ffffffff,2.0,0.0,0.0
8410239ffffffff,4.0,0.0,0.0
841023dffffffff,1.0,0.0,0.0
8410351ffffffff,1.0,0.0,0.0
841081dffffffff,1.0,0.0,0.0
8410893ffffffff,1.0,0.0,0.0
8410897ffffffff,2.0,0.0,0.0
84109c7ffffffff,1.0,0.0,0.0
8410a19ffffffff,7.0,0.0,0.0
8410a1dffffffff,1.0,0.0,0.0
8410a21ffffffff,2.0,0.0,0.0
8410a81ffffffff,7.0,0.0,0.0
8410b39ffffffff,5.0,0.0,0.0
8410c05ffffffff,10.0,0.0,0.0
8410c07ffffffff,2.0,0.0,0.0
8410c21ffffffff,3.0,0.0,0.0
8410c23ffffffff,148.0,0.0,0.0
8410c27ffffffff,21.0,0.0,0.0
8410c29ffffffff,2.0,0.0,0.0
8410c35ffffffff,9.0,0.0,0.0
8410c3dffffffff,2.0,0.0,0.0
8410d13ffffffff,2.0,0.0,0.0
8410d21ffffffff,5.0,0.0,0.0
8410d2bffffffff,1.0,0.0,0.0
8410d65ffffffff,1.0,0.0,0.0
8410dc1ffffffff,18.0,0.0,0.0
8410dc9ffffffff,118.0,0.0,0.0
8410dcdffffffff,12.0,0.0,0.0
8410ee7ffffffff,2.0,0.0,0.0
8410f01ffffffff,3.0,0.0,0.0
8410f0dffffffff,29.0,9.0,0.0
8410f21ffffffff,1.0,0.0,0.0
8410f29ffffffff,5.0,0.0,0.0
8411001ffffffff,2.0,0.0,0.0
8411009ffffffff,8.0,0.0,0.0
841100dffffffff,1.0,0.0,0.0
8411015ffffffff,21.0,0.0,0.0
8411031ffffffff,21.0,0.0,0.0
8411039ffffffff,12.0,0.0,0.0
841103bffffffff,13.0,0.0,0.0
8411041ffffffff,7.0,0.0,0.0
8411043ffffffff,6.0,0.0,0.0
8411045ffffffff,8.0,0.0,0.0
8411047ffffffff,1.0,0.0,0.0
8411049ffffffff,7.0,0.0,0.0
841104dffffffff,1.0,0.0,0.0
8411051ffffffff,2.0,0.0,0.0
8411053ffffffff,2.0,0.0,0.0
8411055ffffffff,2.0,0.0,0.0
8411059ffffffff,40.0,4.0,0.0
841105bffffffff,8.0,4.0,0.0
841105dffffffff,9.0,0.0,0.0
8411061ffffffff,453.0,0.0,0.0
8411063ffffffff,25.0,0.0,0.0
8411065ffffffff,6.0,0.0,0.0
8411069ffffffff,223.0,0.0,0.0
841106bffffffff,362.0,2.0,0.0
841106dffffffff,21.0,0.0,0.0
84110ebffffffff,7.0,0.0,0.0
8411137ffffffff,2.0,0.0,0.0
8411139ffffffff,2.0,0.0,0.0
8411155ffffffff,5.0,0.0,0.0
841115bffffffff,5.0,0.0,0.0
8411169ffffffff,59.0,0.0,0.0
841116dffffffff,10.0,0.0,0.0
8411201ffffffff,1.0,0.0,0.0
8411209ffffffff,11.0,0.0,0.0
841120dffffffff,16.0,2.0,0.0
8411213ffffffff,2.0,0.0,0.0
8411215ffffffff,2.0,0.0,0.0
8411217ffffffff,3.0,0.0,0.0
8411221ffffffff,14.0,2.0,0.0
8411223ffffffff,16.0,4.0,0.0
8411227ffffffff,4.0,0.0,0.0
8411229ffffffff,2.0,0.0,0.0
8411231ffffffff,1.0,0.0,0.0
8411233ffffffff,4.0,0.0,0.0
8411235ffffffff,44.0,0.0,0.0
8411237ffffffff,20.0,0.0,0.0
841123dffffffff,1.0,0.0,0.0
8411241ffffffff,5.0,0.0,0.0
8411243ffffffff,2.0,0.0,0.0
8411245ffffffff,6.0,0.0,0.0
8411247ffffffff,6.0,0.0,0.0
8411249ffffffff,27.0,0.0,0.0
841124dffffffff,8.0,0.0,0.0
8411251ffffffff,57.0,2.0,0.0
8411253ffffffff,3.0,0.0,0.0
8411255ffffffff,6.0,0.0,0.0
8411257ffffffff,2.0,0.0,0.0
841125bffffffff,2.0,0.0,0.0
8411261ffffffff,36.0,11.0,0.0
8411263ffffffff,12.0,0.0,0.0
8411265ffffffff,5.0,5.0,0.0
8411267ffffffff,14.0,0.0,0.0
8411269ffffffff,48.0,6.0,0.0
841126bffffffff,35.0,5.0,0.0
841126dffffffff,1137.0,350.0,0.0
8411281ffffffff,1.0,0.0,0.0
8411285ffffffff,6.0,0.0,0.0
841128dffffffff,3.0,0.0,0.0
8411299ffffffff,2.0,0.0,0.0
841129dffffffff,2.0,0.0,0.0
84112abffffffff,1.0,0.0,0.0
84112adffffffff,27.0,4.0,0.0
84112c3ffffffff,2.0,0.0,0.0
84112d3ffffffff,10.0,1.0,0.0
84112d7ffffffff,6.0,2.0,0.0
84112d9ffffffff,2.0,0.0,0.0
84112e1ffffffff,2.0,0.0,0.0
84112e3ffffffff,22.0,1.0,0.0
84112e7ffffffff,2.0,2.0,0.0
84112ebffffffff,2.0,0.0,0.0
84112edffffffff,8.0,2.0,0.0
8411301ffffffff,1.0,0.0,0.0
8411303ffffffff,2.0,0.0,0.0
8411309ffffffff,2.0,0.0,0.0
841130bffffffff,2.0,0.0,0.0
841130dffffffff,7.0,0.0,0.0
8411311ffffffff,2.0,0.0,0.0
8411313ffffffff,5.0,0.0,0.0
841131dffffffff,11.0,0.0,0.0
8411321ffffffff,2.0,0.0,0.0
8411337ffffffff,3.0,0.0,0.0
841133bffffffff,1.0,0.0,0.0
8411341ffffffff,7.0,0.0,0.0
8411345ffffffff,23.0,0.0,0.0
8411347ffffffff,37.0,0.0,0.0
