cell_id,Geotrygon montana,Geotrygon montana montana,Geotrygon montana martinica
828b6ffffffffff,49.0,0.0,0.0
828b77fffffffff,62.0,0.0,0.0
828b87fffffffff,1.0,0.0,0.0
828b8ffffffffff,1.0,0.0,0.0
828b9ffffffffff,141.0,0.0,0.0
828ba7fffffffff,3.0,0.0,0.0
828bb7fffffffff,4.0,0.0,0.0
828e67fffffffff,5.0,0.0,0.0
828f0ffffffffff,3.0,2.0,0.0
828f27fffffffff,2.0,0.0,0.0
828f2ffffffffff,5.0,1.0,0.0
828f47fffffffff,107.0,0.0,0.0
828f4ffffffffff,14.0,0.0,0.0
828f57fffffffff,1.0,0.0,0.0
828f5ffffffffff,2.0,0.0,0.0
828f67fffffffff,100.0,0.0,0.0
828f6ffffffffff,5.0,0.0,0.0
828f77fffffffff,43.0,7.0,0.0
82a597fffffffff,10.0,0.0,0.0
82a807fffffffff,159.0,10.0,0.0
82a80ffffffffff,3.0,0.0,0.0
82a817fffffffff,688.0,19.0,0.0
82a81ffffffffff,30.0,0.0,0.0
82a827fffffffff,26.0,0.0,0.0
82a82ffffffffff,10.0,0.0,0.0
82a837fffffffff,138.0,0.0,0.0
82a85ffffffffff,8.0,0.0,0.0
82a867fffffffff,1.0,0.0,0.0
82a887fffffffff,55.0,0.0,0.0
82a88ffffffffff,3.0,0.0,0.0
82a897fffffffff,23.0,0.0,0.0
82a8a7fffffffff,333.0,6.0,0.0
82a8affffffffff,19.0,0.0,0.0
82a8b7fffffffff,4.0,0.0,0.0
82a90ffffffffff,15.0,0.0,0.0
82a91ffffffffff,73.0,0.0,0.0
82a92ffffffffff,2.0,0.0,0.0
82a947fffffffff,190.0,0.0,0.0
82a957fffffffff,409.0,0.0,0.0
82a95ffffffffff,61.0,0.0,0.0
82b327fffffffff,8.0,0.0,0.0
