cell_id,Troglodytes musculus,Troglodytes musculus [intermedius Group],Troglodytes musculus [audax Group],Troglodytes musculus carabayae,Troglodytes musculus [musculus Group]
826d6ffffffffff,34105.0,0.0,0.0,0.0,0.0
826d77fffffffff,1725.0,0.0,0.0,0.0,0.0
828007fffffffff,46.0,0.0,0.0,0.0,0.0
82800ffffffffff,19.0,0.0,0.0,0.0,0.0
828017fffffffff,876.0,0.0,0.0,0.0,0.0
82801ffffffffff,5.0,0.0,0.0,0.0,0.0
828027fffffffff,26.0,0.0,0.0,0.0,0.0
82802ffffffffff,9.0,0.0,0.0,0.0,0.0
828037fffffffff,371.0,0.0,0.0,0.0,0.0
828047fffffffff,416.0,0.0,0.0,0.0,0.0
82804ffffffffff,43.0,0.0,0.0,0.0,0.0
828057fffffffff,47.0,0.0,0.0,0.0,0.0
828067fffffffff,32.0,0.0,0.0,0.0,0.0
82806ffffffffff,41.0,0.0,0.0,0.0,0.0
828077fffffffff,22.0,0.0,0.0,0.0,0.0
8280a7fffffffff,1.0,0.0,0.0,0.0,0.0
828107fffffffff,591.0,0.0,0.0,0.0,0.0
82810ffffffffff,12.0,0.0,0.0,0.0,0.0
828117fffffffff,67.0,0.0,0.0,0.0,0.0
82811ffffffffff,68.0,0.0,0.0,0.0,0.0
828127fffffffff,505.0,0.0,0.0,0.0,0.0
82812ffffffffff,70.0,0.0,0.0,0.0,0.0
828137fffffffff,712.0,0.0,0.0,0.0,0.0
828147fffffffff,79.0,0.0,0.0,0.0,0.0
82814ffffffffff,361.0,0.0,0.0,0.0,0.0
828157fffffffff,12.0,0.0,0.0,0.0,0.0
82815ffffffffff,89.0,0.0,0.0,0.0,0.0
828167fffffffff,5.0,0.0,0.0,0.0,0.0
828177fffffffff,129.0,0.0,0.0,0.0,0.0
828187fffffffff,646.0,0.0,0.0,0.0,0.0
82818ffffffffff,212.0,0.0,0.0,0.0,0.0
82819ffffffffff,85.0,0.0,0.0,0.0,0.0
8281a7fffffffff,12.0,0.0,0.0,0.0,0.0
8281affffffffff,180.0,0.0,0.0,0.0,0.0
828a07fffffffff,104.0,0.0,0.0,0.0,0.0
828a17fffffffff,23.0,0.0,0.0,0.0,0.0
828a1ffffffffff,16.0,0.0,0.0,0.0,0.0
828a27fffffffff,35.0,0.0,0.0,0.0,0.0
828a2ffffffffff,1.0,0.0,0.0,0.0,0.0
828a37fffffffff,4.0,0.0,0.0,0.0,0.0
828a47fffffffff,582.0,0.0,0.0,0.0,0.0
828a4ffffffffff,5.0,0.0,0.0,0.0,0.0
828a57fffffffff,3.0,0.0,0.0,0.0,0.0
828a5ffffffffff,1.0,0.0,0.0,0.0,0.0
828a6ffffffffff,667.0,0.0,0.0,0.0,0.0
828a87fffffffff,20.0,0.0,0.0,0.0,0.0
828a8ffffffffff,56.0,0.0,0.0,0.0,0.0
828a97fffffffff,24.0,0.0,0.0,0.0,0.0
828a9ffffffffff,40.0,0.0,0.0,0.0,0.0
828aaffffffffff,111.0,0.0,0.0,0.0,0.0
828adffffffffff,236.0,0.0,0.0,0.0,0.0
828ae7fffffffff,7.0,0.0,0.0,0.0,0.0
828aeffffffffff,4.0,0.0,0.0,0.0,0.0
828af7fffffffff,1048.0,0.0,0.0,0.0,0.0
828b07fffffffff,37.0,0.0,0.0,0.0,0.0
828b0ffffffffff,55.0,0.0,0.0,0.0,0.0
828b17fffffffff,9.0,0.0,0.0,0.0,0.0
828b1ffffffffff,6.0,0.0,0.0,0.0,0.0
828b27fffffffff,1894.0,0.0,0.0,0.0,0.0
828b2ffffffffff,654.0,0.0,0.0,0.0,0.0
828b37fffffffff,74.0,0.0,0.0,0.0,0.0
828b47fffffffff,943.0,0.0,0.0,0.0,0.0
828b4ffffffffff,24.0,0.0,0.0,0.0,0.0
828b57fffffffff,103.0,0.0,0.0,0.0,0.0
828b5ffffffffff,45.0,0.0,0.0,0.0,0.0
828b67fffffffff,4066.0,0.0,0.0,0.0,0.0
828b6ffffffffff,1741.0,0.0,0.0,0.0,0.0
828b77fffffffff,248.0,0.0,0.0,0.0,0.0
828b87fffffffff,45.0,0.0,0.0,0.0,0.0
828b8ffffffffff,21.0,0.0,0.0,0.0,0.0
828b9ffffffffff,98.0,0.0,0.0,0.0,0.0
828ba7fffffffff,42.0,0.0,0.0,0.0,0.0
828bb7fffffffff,492.0,0.0,0.0,0.0,0.0
828e27fffffffff,2.0,0.0,0.0,0.0,0.0
828e47fffffffff,117.0,0.0,0.0,0.0,0.0
828e67fffffffff,6891.0,0.0,0.0,0.0,0.0
828e6ffffffffff,814.0,0.0,0.0,0.0,0.0
828e77fffffffff,111.0,0.0,0.0,0.0,0.0
828f0ffffffffff,1579.0,0.0,0.0,0.0,0.0
828f27fffffffff,50.0,0.0,0.0,0.0,0.0
828f2ffffffffff,3793.0,0.0,0.0,0.0,0.0
828f47fffffffff,2019.0,0.0,0.0,0.0,0.0
828f4ffffffffff,369.0,0.0,0.0,0.0,0.0
828f57fffffffff,3117.0,0.0,0.0,0.0,0.0
828f5ffffffffff,1108.0,0.0,0.0,0.0,0.0
828f67fffffffff,48.0,0.0,0.0,0.0,0.0
828f6ffffffffff,22.0,0.0,0.0,0.0,0.0
828f77fffffffff,2319.0,0.0,0.0,0.0,0.0
82a597fffffffff,132.0,0.0,0.0,0.0,0.0
82a807fffffffff,1387.0,0.0,0.0,0.0,0.0
82a80ffffffffff,105.0,0.0,0.0,0.0,0.0
82a817fffffffff,17382.0,0.0,0.0,0.0,0.0
82a81ffffffffff,4917.0,0.0,0.0,0.0,0.0
82a827fffffffff,495.0,0.0,0.0,0.0,0.0
82a82ffffffffff,208.0,0.0,0.0,0.0,0.0
82a837fffffffff,1410.0,0.0,0.0,0.0,0.0
82a847fffffffff,307.0,0.0,0.0,0.0,0.0
82a84ffffffffff,7.0,0.0,0.0,0.0,0.0
82a857fffffffff,21.0,0.0,0.0,0.0,0.0
82a85ffffffffff,113.0,0.0,0.0,0.0,0.0
82a867fffffffff,98.0,0.0,0.0,0.0,0.0
82a86ffffffffff,61.0,0.0,0.0,0.0,0.0
82a877fffffffff,79.0,0.0,0.0,0.0,0.0
82a887fffffffff,1510.0,0.0,0.0,0.0,0.0
82a88ffffffffff,523.0,0.0,0.0,0.0,0.0
82a897fffffffff,442.0,0.0,0.0,0.0,0.0
82a89ffffffffff,32.0,0.0,0.0,0.0,0.0
82a8a7fffffffff,6697.0,0.0,0.0,0.0,0.0
82a8affffffffff,1171.0,0.0,0.0,0.0,0.0
82a8b7fffffffff,65.0,0.0,0.0,0.0,0.0
82a8c7fffffffff,311.0,0.0,0.0,0.0,0.0
82a8cffffffffff,7.0,0.0,0.0,0.0,0.0
82a8d7fffffffff,714.0,0.0,0.0,0.0,0.0
82a8dffffffffff,143.0,0.0,0.0,0.0,0.0
82a8e7fffffffff,22.0,0.0,0.0,0.0,0.0
82a8effffffffff,26.0,0.0,0.0,0.0,0.0
82a8f7fffffffff,74.0,0.0,0.0,0.0,0.0
82a907fffffffff,536.0,0.0,0.0,0.0,0.0
82a90ffffffffff,702.0,0.0,0.0,0.0,0.0
82a91ffffffffff,1053.0,0.0,0.0,0.0,0.0
82a927fffffffff,59.0,0.0,0.0,0.0,0.0
82a92ffffffffff,1405.0,0.0,0.0,0.0,0.0
82a947fffffffff,3997.0,0.0,0.0,0.0,0.0
82a94ffffffffff,2247.0,0.0,0.0,0.0,0.0
82a957fffffffff,5141.0,0.0,0.0,0.0,0.0
82a95ffffffffff,678.0,0.0,0.0,0.0,0.0
82a967fffffffff,1614.0,0.0,0.0,0.0,0.0
82a96ffffffffff,1465.0,0.0,0.0,0.0,0.0
82a977fffffffff,615.0,0.0,0.0,0.0,0.0
82b207fffffffff,980.0,0.0,0.0,0.0,0.0
82b20ffffffffff,197.0,0.0,0.0,0.0,0.0
82b21ffffffffff,2426.0,0.0,0.0,0.0,0.0
82b227fffffffff,433.0,0.0,0.0,0.0,0.0
82b22ffffffffff,18.0,0.0,0.0,0.0,0.0
82b247fffffffff,2283.0,0.0,0.0,0.0,0.0
82b24ffffffffff,1695.0,0.0,0.0,0.0,0.0
82b257fffffffff,49.0,0.0,0.0,0.0,0.0
82b25ffffffffff,3045.0,0.0,0.0,0.0,0.0
82b267fffffffff,941.0,0.0,0.0,0.0,0.0
82b26ffffffffff,455.0,0.0,0.0,0.0,0.0
82b277fffffffff,938.0,0.0,0.0,0.0,0.0
82b2c7fffffffff,20738.0,0.0,0.0,0.0,0.0
82b2cffffffffff,803.0,0.0,0.0,0.0,0.0
82b2dffffffffff,2141.0,0.0,0.0,0.0,0.0
82b2e7fffffffff,1592.0,0.0,0.0,0.0,0.0
82b2effffffffff,1101.0,0.0,0.0,0.0,0.0
82b307fffffffff,1773.0,0.0,0.0,0.0,0.0
82b30ffffffffff,236.0,0.0,0.0,0.0,0.0
82b31ffffffffff,43.0,0.0,0.0,0.0,0.0
82b327fffffffff,782.0,0.0,0.0,0.0,0.0
82b32ffffffffff,48.0,0.0,0.0,0.0,0.0
82b337fffffffff,567.0,0.0,0.0,0.0,0.0
82b347fffffffff,2067.0,0.0,0.0,0.0,0.0
82b34ffffffffff,348.0,0.0,0.0,0.0,0.0
82b357fffffffff,1534.0,0.0,0.0,0.0,0.0
82b35ffffffffff,5136.0,0.0,0.0,0.0,0.0
82b367fffffffff,248.0,0.0,0.0,0.0,0.0
82b36ffffffffff,279.0,0.0,0.0,0.0,0.0
82b377fffffffff,312.0,0.0,0.0,0.0,0.0
82c207fffffffff,293.0,0.0,0.0,0.0,0.0
82c21ffffffffff,1489.0,0.0,0.0,0.0,0.0
82c227fffffffff,99.0,0.0,0.0,0.0,0.0
82c22ffffffffff,740.0,0.0,0.0,0.0,0.0
82c2c7fffffffff,3158.0,0.0,0.0,0.0,0.0
82c2cffffffffff,1929.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,1205.0,0.0,0.0,0.0,0.0
82c2dffffffffff,313.0,0.0,0.0,0.0,0.0
82c2e7fffffffff,12044.0,0.0,0.0,0.0,0.0
82c2effffffffff,980.0,0.0,0.0,0.0,0.0
82c2f7fffffffff,5015.0,0.0,0.0,0.0,0.0
82c307fffffffff,6.0,0.0,0.0,0.0,0.0
82c30ffffffffff,103.0,0.0,0.0,0.0,0.0
82c327fffffffff,421.0,0.0,0.0,0.0,0.0
82c32ffffffffff,656.0,0.0,0.0,0.0,0.0
82c347fffffffff,612.0,0.0,0.0,0.0,0.0
82c34ffffffffff,366.0,0.0,0.0,0.0,0.0
82c357fffffffff,703.0,0.0,0.0,0.0,0.0
82c35ffffffffff,55.0,0.0,0.0,0.0,0.0
82c367fffffffff,325.0,0.0,0.0,0.0,0.0
82c36ffffffffff,76.0,0.0,0.0,0.0,0.0
82c377fffffffff,540.0,0.0,0.0,0.0,0.0
82ce17fffffffff,29.0,0.0,0.0,0.0,0.0
82ce87fffffffff,2220.0,0.0,0.0,0.0,0.0
82ce8ffffffffff,3502.0,0.0,0.0,0.0,0.0
82ce97fffffffff,1558.0,0.0,0.0,0.0,0.0
82ce9ffffffffff,1527.0,0.0,0.0,0.0,0.0
82cea7fffffffff,976.0,0.0,0.0,0.0,0.0
82ceaffffffffff,4706.0,0.0,0.0,0.0,0.0
82ceb7fffffffff,14.0,0.0,0.0,0.0,0.0
82cf17fffffffff,1224.0,0.0,0.0,0.0,0.0
82cf87fffffffff,98.0,0.0,0.0,0.0,0.0
82cf8ffffffffff,853.0,0.0,0.0,0.0,0.0
82cf97fffffffff,235.0,0.0,0.0,0.0,0.0
82cf9ffffffffff,185.0,0.0,0.0,0.0,0.0
82cfa7fffffffff,2148.0,0.0,0.0,0.0,0.0
82cfaffffffffff,757.0,0.0,0.0,0.0,0.0
82cfb7fffffffff,30.0,0.0,0.0,0.0,0.0
82df47fffffffff,1551.0,0.0,0.0,0.0,0.0
82df4ffffffffff,67.0,0.0,0.0,0.0,0.0
82df5ffffffffff,2.0,0.0,0.0,0.0,0.0
82df6ffffffffff,1202.0,0.0,0.0,0.0,0.0
