cell_id,Myophonus caeruleus,Myophonus caeruleus caeruleus,Myophonus caeruleus [flavirostris Group]
83658afffffffff,9.0,0.0,8.0
83658bfffffffff,1.0,0.0,0.0
836591fffffffff,7.0,0.0,3.0
836592fffffffff,2.0,0.0,0.0
836593fffffffff,2.0,0.0,0.0
836599fffffffff,243.0,0.0,114.0
83659cfffffffff,7.0,0.0,0.0
83659efffffffff,5.0,0.0,0.0
8365b0fffffffff,18.0,0.0,4.0
8365b2fffffffff,5.0,0.0,0.0
8365b3fffffffff,5.0,0.0,0.0
8365b6fffffffff,61.0,0.0,15.0
836934fffffffff,5.0,0.0,0.0
838c10fffffffff,64.0,0.0,0.0
838cd0fffffffff,1.0,0.0,0.0
838cd5fffffffff,27.0,0.0,0.0
838d85fffffffff,6.0,0.0,0.0
838d88fffffffff,4.0,0.0,0.0
838da2fffffffff,2.0,0.0,0.0
838da3fffffffff,3.0,0.0,0.0
