cell_id,Pyrrhula pyrrhula,Pyrrhula pyrrhula [pyrrhula Group],Pyrrhula pyrrhula [griseiventris Group]
8408851ffffffff,4.0,0.0,0.0
8408855ffffffff,6.0,0.0,0.0
8408859ffffffff,1.0,0.0,0.0
8408863ffffffff,14.0,0.0,0.0
8408865ffffffff,2.0,0.0,0.0
8408867ffffffff,71.0,0.0,0.0
8408869ffffffff,14.0,0.0,0.0
840886bffffffff,22.0,0.0,0.0
8408881ffffffff,2.0,0.0,0.0
8408889ffffffff,23.0,0.0,0.0
840888dffffffff,3.0,2.0,0.0
840889dffffffff,1.0,0.0,0.0
84088a9ffffffff,5.0,0.0,0.0
84088adffffffff,17.0,0.0,0.0
84088b5ffffffff,2.0,0.0,0.0
84088bdffffffff,1.0,0.0,0.0
84088dbffffffff,2.0,0.0,0.0
84088e1ffffffff,16.0,15.0,0.0
84088e3ffffffff,2.0,1.0,0.0
84088e5ffffffff,2.0,0.0,0.0
8408933ffffffff,3.0,0.0,0.0
8408937ffffffff,8.0,0.0,0.0
8408959ffffffff,17.0,0.0,0.0
840895bffffffff,9.0,0.0,0.0
8408961ffffffff,5.0,0.0,0.0
8408965ffffffff,4.0,0.0,0.0
8408985ffffffff,14.0,0.0,0.0
8408987ffffffff,4.0,0.0,0.0
840898bffffffff,15.0,0.0,0.0
8408991ffffffff,10.0,0.0,0.0
8408995ffffffff,18.0,0.0,0.0
8408997ffffffff,99.0,25.0,0.0
840899bffffffff,2.0,2.0,0.0
840899dffffffff,1.0,0.0,0.0
84089a1ffffffff,10.0,0.0,0.0
84089a3ffffffff,1.0,0.0,0.0
84089a5ffffffff,2.0,0.0,0.0
84089a7ffffffff,11.0,0.0,0.0
84089a9ffffffff,30.0,0.0,0.0
84089abffffffff,8.0,0.0,0.0
84089adffffffff,11.0,0.0,0.0
84089b1ffffffff,1.0,0.0,0.0
84089b5ffffffff,1.0,0.0,0.0
84089b7ffffffff,5.0,0.0,0.0
84089bbffffffff,21.0,9.0,0.0
84089bdffffffff,8.0,0.0,0.0
84089c3ffffffff,2.0,0.0,0.0
84089cbffffffff,3.0,0.0,0.0
84089d1ffffffff,11.0,0.0,0.0
84089d3ffffffff,64.0,4.0,0.0
84089d7ffffffff,2.0,0.0,0.0
84089d9ffffffff,15.0,0.0,0.0
84089dbffffffff,6.0,0.0,0.0
84089ddffffffff,1.0,0.0,0.0
84089e3ffffffff,12.0,0.0,0.0
84089e5ffffffff,3.0,0.0,0.0
84089ebffffffff,20.0,0.0,0.0
84089edffffffff,5.0,0.0,0.0
8408a07ffffffff,2.0,0.0,0.0
8408a0bffffffff,3.0,0.0,0.0
8408a15ffffffff,1.0,0.0,0.0
8408a25ffffffff,2.0,0.0,0.0
8408a27ffffffff,25.0,0.0,0.0
8408a2bffffffff,2.0,0.0,0.0
8408a31ffffffff,1.0,0.0,0.0
8408a33ffffffff,1.0,0.0,0.0
8408a35ffffffff,3.0,0.0,0.0
8408a43ffffffff,2.0,0.0,0.0
8408a45ffffffff,6.0,2.0,0.0
8408a47ffffffff,2.0,0.0,0.0
8408a4dffffffff,2.0,2.0,0.0
8408a51ffffffff,2.0,0.0,0.0
8408a53ffffffff,6.0,0.0,0.0
8408a59ffffffff,2.0,0.0,0.0
8408a5bffffffff,2.0,0.0,0.0
8408a69ffffffff,2.0,0.0,0.0
8408a6dffffffff,1.0,1.0,0.0
8408a8dffffffff,2.0,0.0,0.0
8408a97ffffffff,2.0,0.0,0.0
8408b01ffffffff,1.0,0.0,0.0
8408b05ffffffff,4.0,0.0,0.0
8408b09ffffffff,5.0,0.0,0.0
8408b11ffffffff,21.0,0.0,0.0
8408b15ffffffff,3.0,0.0,0.0
8408b17ffffffff,3.0,0.0,0.0
8408b1dffffffff,4.0,0.0,0.0
8408b29ffffffff,3.0,0.0,0.0
8408b2dffffffff,3.0,0.0,0.0
8408b33ffffffff,7.0,0.0,0.0
8408b37ffffffff,4.0,0.0,0.0
8408b3bffffffff,1.0,0.0,0.0
8408b3dffffffff,4.0,0.0,0.0
8408b41ffffffff,5.0,0.0,0.0
8408b47ffffffff,2.0,0.0,0.0
8408b4dffffffff,3.0,0.0,0.0
8408b51ffffffff,2.0,0.0,0.0
8408b57ffffffff,2.0,0.0,0.0
8408b65ffffffff,4.0,0.0,0.0
8408b67ffffffff,4.0,0.0,0.0
8408c19ffffffff,8.0,2.0,0.0
8408c1bffffffff,6.0,0.0,0.0
8408c21ffffffff,8.0,2.0,0.0
8408c25ffffffff,2.0,0.0,0.0
8408c29ffffffff,5.0,0.0,0.0
8408c2bffffffff,3.0,0.0,0.0
8408c31ffffffff,2.0,0.0,0.0
8408c3dffffffff,3.0,0.0,0.0
8408c89ffffffff,1.0,0.0,0.0
8408c8bffffffff,13.0,1.0,0.0
8408c91ffffffff,9.0,6.0,0.0
8408c93ffffffff,6.0,5.0,0.0
8408c95ffffffff,7.0,4.0,0.0
8408c97ffffffff,19.0,3.0,0.0
8408c9bffffffff,2.0,0.0,0.0
8408c9dffffffff,1.0,0.0,0.0
8408cc7ffffffff,2.0,0.0,0.0
8408ccdffffffff,3.0,0.0,0.0
8408cd5ffffffff,5.0,0.0,0.0
8408cd7ffffffff,29.0,1.0,0.0
8408ce1ffffffff,2.0,2.0,0.0
8408ce5ffffffff,2.0,0.0,0.0
8408cebffffffff,6.0,2.0,0.0
8408d11ffffffff,5.0,2.0,0.0
8408d17ffffffff,1.0,1.0,0.0
8408d19ffffffff,56.0,0.0,0.0
8408d1bffffffff,3.0,1.0,0.0
8408d1dffffffff,8.0,0.0,0.0
8408d21ffffffff,2.0,0.0,0.0
8408d29ffffffff,2.0,0.0,0.0
8408d2bffffffff,2.0,0.0,0.0
8408d2dffffffff,3.0,0.0,0.0
8408d33ffffffff,2.0,2.0,0.0
8408d37ffffffff,6.0,0.0,0.0
8408d41ffffffff,5.0,0.0,0.0
8408d43ffffffff,3.0,0.0,0.0
8408d45ffffffff,2.0,0.0,0.0
8408d51ffffffff,1.0,0.0,0.0
8408d55ffffffff,13.0,0.0,0.0
8408d57ffffffff,6.0,0.0,0.0
8408d5dffffffff,1.0,0.0,0.0
8408d81ffffffff,29.0,0.0,0.0
8408d85ffffffff,23.0,6.0,0.0
8408d87ffffffff,8.0,0.0,0.0
8408d89ffffffff,2.0,0.0,0.0
8408d8bffffffff,109.0,5.0,0.0
8408da9ffffffff,2.0,0.0,0.0
8408dc9ffffffff,2.0,0.0,0.0
8408dd1ffffffff,1.0,0.0,0.0
8408dd5ffffffff,2.0,0.0,0.0
8408dd9ffffffff,9.0,6.0,0.0
8408de3ffffffff,3.0,0.0,0.0
8408de7ffffffff,2.0,0.0,0.0
8408e13ffffffff,2.0,0.0,0.0
8408e35ffffffff,2.0,0.0,0.0
8408e9dffffffff,1.0,0.0,0.0
8408ea3ffffffff,4.0,0.0,0.0
8408ea7ffffffff,8.0,0.0,0.0
8408eabffffffff,2.0,0.0,0.0
8408ec9ffffffff,2.0,0.0,0.0
8408ed3ffffffff,13.0,0.0,0.0
8408ed7ffffffff,1.0,0.0,0.0
8408ed9ffffffff,1.0,0.0,0.0
8408edbffffffff,1.0,0.0,0.0
8408ee1ffffffff,2.0,0.0,0.0
8408f01ffffffff,2.0,0.0,0.0
8408f09ffffffff,2.0,0.0,0.0
8408f25ffffffff,2.0,0.0,0.0
8408f2dffffffff,3.0,2.0,0.0
8408f47ffffffff,2.0,0.0,0.0
8408f63ffffffff,9.0,0.0,0.0
84094a7ffffffff,2.0,0.0,0.0
84094b3ffffffff,2.0,0.0,0.0
84094b5ffffffff,5.0,0.0,0.0
84094b7ffffffff,1.0,0.0,0.0
8409585ffffffff,2.0,0.0,0.0
8409587ffffffff,4.0,0.0,0.0
8409595ffffffff,2.0,0.0,0.0
84095a7ffffffff,1.0,0.0,0.0
84095a9ffffffff,2.0,0.0,0.0
84095adffffffff,2.0,0.0,0.0
84095bbffffffff,8.0,0.0,0.0
8409811ffffffff,7.0,0.0,0.0
8409821ffffffff,2.0,0.0,0.0
8409829ffffffff,1.0,0.0,0.0
8409881ffffffff,2.0,0.0,0.0
8409883ffffffff,6.0,0.0,0.0
8409885ffffffff,4.0,0.0,0.0
8409893ffffffff,3.0,0.0,0.0
8409897ffffffff,2.0,0.0,0.0
840989dffffffff,1.0,1.0,0.0
84098a9ffffffff,1.0,0.0,0.0
84098abffffffff,8.0,8.0,0.0
84098b1ffffffff,3.0,0.0,0.0
84098b9ffffffff,1.0,0.0,0.0
84098bbffffffff,2.0,0.0,0.0
84098c1ffffffff,2.0,0.0,0.0
84098c3ffffffff,1.0,0.0,0.0
84098c5ffffffff,1.0,0.0,0.0
84098d1ffffffff,2.0,0.0,0.0
84098dbffffffff,2.0,0.0,0.0
84098e7ffffffff,2.0,0.0,0.0
84098ebffffffff,1.0,0.0,0.0
8409911ffffffff,5.0,0.0,0.0
8409913ffffffff,2.0,0.0,0.0
8409917ffffffff,7.0,0.0,0.0
840991bffffffff,19.0,0.0,0.0
8409937ffffffff,2.0,0.0,0.0
8409981ffffffff,6.0,0.0,0.0
8409991ffffffff,28.0,5.0,0.0
8409993ffffffff,123.0,53.0,0.0
8409997ffffffff,10.0,4.0,0.0
8409999ffffffff,2.0,0.0,0.0
840999bffffffff,1.0,1.0,0.0
84099b9ffffffff,6.0,0.0,0.0
84099bbffffffff,3.0,0.0,0.0
84099cdffffffff,6.0,0.0,0.0
84099d7ffffffff,6.0,0.0,0.0
84099e9ffffffff,15.0,0.0,0.0
8409ab7ffffffff,2.0,0.0,0.0
840a337ffffffff,5.0,0.0,0.0
840b9a7ffffffff,4.0,0.0,0.0
840bb01ffffffff,20.0,0.0,0.0
840bb03ffffffff,2.0,0.0,0.0
840bb07ffffffff,7.0,0.0,0.0
840bb0dffffffff,5.0,0.0,0.0
840bb39ffffffff,6.0,0.0,0.0
840bb3dffffffff,2.0,0.0,0.0
840bb63ffffffff,2.0,0.0,0.0
8410161ffffffff,3.0,0.0,0.0
8410231ffffffff,1.0,0.0,0.0
841023dffffffff,1.0,0.0,0.0
8410245ffffffff,1.0,1.0,0.0
8410a21ffffffff,2.0,0.0,0.0
8410a81ffffffff,4.0,0.0,0.0
8410c05ffffffff,8.0,0.0,0.0
8410c07ffffffff,5.0,0.0,0.0
8410c21ffffffff,1.0,0.0,0.0
8410c23ffffffff,70.0,0.0,0.0
8410c25ffffffff,2.0,0.0,0.0
8410c27ffffffff,12.0,0.0,0.0
8410c2bffffffff,5.0,0.0,0.0
8410c3dffffffff,2.0,0.0,0.0
8410d13ffffffff,2.0,0.0,0.0
8410d15ffffffff,2.0,0.0,0.0
8410d21ffffffff,4.0,0.0,0.0
8410d5bffffffff,1.0,0.0,0.0
8410dc9ffffffff,47.0,0.0,0.0
8410dcdffffffff,14.0,0.0,0.0
8410ee1ffffffff,63.0,0.0,0.0
8410f0dffffffff,4.0,2.0,0.0
8410f1bffffffff,2.0,0.0,0.0
8410f29ffffffff,1.0,0.0,0.0
8411009ffffffff,5.0,0.0,0.0
8411015ffffffff,1.0,0.0,0.0
8411029ffffffff,1.0,0.0,0.0
8411031ffffffff,29.0,0.0,0.0
8411045ffffffff,7.0,0.0,0.0
8411049ffffffff,2.0,0.0,0.0
841104dffffffff,1.0,0.0,0.0
8411053ffffffff,1.0,0.0,0.0
8411055ffffffff,2.0,0.0,0.0
8411059ffffffff,9.0,2.0,0.0
841105bffffffff,4.0,2.0,0.0
8411061ffffffff,89.0,0.0,0.0
8411063ffffffff,13.0,0.0,0.0
8411065ffffffff,4.0,0.0,0.0
8411069ffffffff,87.0,0.0,0.0
841106bffffffff,90.0,2.0,0.0
841106dffffffff,20.0,0.0,0.0
8411137ffffffff,2.0,0.0,0.0
8411139ffffffff,2.0,0.0,0.0
8411155ffffffff,1.0,0.0,0.0
841115bffffffff,17.0,1.0,0.0
8411169ffffffff,30.0,0.0,0.0
8411201ffffffff,1.0,0.0,0.0
841120dffffffff,1.0,1.0,0.0
8411221ffffffff,2.0,0.0,0.0
8411231ffffffff,1.0,0.0,0.0
8411233ffffffff,2.0,0.0,0.0
8411235ffffffff,22.0,0.0,0.0
8411237ffffffff,6.0,0.0,0.0
8411241ffffffff,3.0,0.0,0.0
8411243ffffffff,2.0,0.0,0.0
8411245ffffffff,1.0,0.0,0.0
8411247ffffffff,4.0,0.0,0.0
8411249ffffffff,3.0,0.0,0.0
8411251ffffffff,5.0,0.0,0.0
8411255ffffffff,4.0,4.0,0.0
8411261ffffffff,15.0,5.0,0.0
8411263ffffffff,1.0,0.0,0.0
8411267ffffffff,8.0,0.0,0.0
8411269ffffffff,5.0,0.0,0.0
841126dffffffff,201.0,60.0,0.0
8411281ffffffff,6.0,2.0,0.0
8411285ffffffff,6.0,0.0,0.0
841128bffffffff,3.0,0.0,0.0
841128dffffffff,10.0,0.0,0.0
84112adffffffff,5.0,2.0,0.0
84112c5ffffffff,1.0,0.0,0.0
84112d3ffffffff,2.0,0.0,0.0
84112d7ffffffff,6.0,0.0,0.0
84112e3ffffffff,3.0,0.0,0.0
84112e7ffffffff,2.0,2.0,0.0
84112ebffffffff,2.0,0.0,0.0
84112edffffffff,2.0,2.0,0.0
8411301ffffffff,2.0,0.0,0.0
8411303ffffffff,2.0,0.0,0.0
8411309ffffffff,2.0,0.0,0.0
841130bffffffff,2.0,0.0,0.0
8411337ffffffff,3.0,0.0,0.0
8411345ffffffff,10.0,0.0,0.0
8411347ffffffff,28.0,0.0,0.0
8411349ffffffff,16.0,0.0,0.0
841134bffffffff,2.0,0.0,0.0
841134dffffffff,10.0,0.0,0.0
8411355ffffffff,7.0,0.0,0.0
8411359ffffffff,4.0,0.0,0.0
841135dffffffff,1.0,0.0,0.0
8411363ffffffff,3.0,0.0,0.0
8411367ffffffff,1.0,0.0,0.0
841136bffffffff,48.0,0.0,0.0
8411549ffffffff,3.0,0.0,0.0
84115c7ffffffff,1.0,1.0,0.0
841165bffffffff,2.0,0.0,0.0
8411811ffffffff,11.0,0.0,0.0
8411813ffffffff,21.0,0.0,0.0
8411819ffffffff,1.0,0.0,0.0
841181bffffffff,44.0,0.0,0.0
841181dffffffff,58.0,0.0,0.0
8411853ffffffff,3.0,0.0,0.0
841185bffffffff,2.0,0.0,0.0
841185dffffffff,2.0,0.0,0.0
84118adffffffff,4.0,0.0,0.0
84118bdffffffff,2.0,0.0,0.0
84118c1ffffffff,6.0,0.0,0.0
84118c5ffffffff,8.0,0.0,0.0
84118c7ffffffff,4.0,0.0,0.0
84118c9ffffffff,9.0,0.0,0.0
84118cdffffffff,92.0,12.0,0.0
84118e9ffffffff,5.0,0.0,0.0
84119ebffffffff,9.0,0.0,0.0
8411a0dffffffff,2.0,0.0,0.0
8411a85ffffffff,2.0,0.0,0.0
8411aa1ffffffff,58.0,0.0,0.0
8411aa3ffffffff,11.0,0.0,0.0
8411aa5ffffffff,113.0,0.0,0.0
8411aa7ffffffff,477.0,2.0,0.0
8411aa9ffffffff,17.0,0.0,0.0
8411aabffffffff,5.0,0.0,0.0
8411aadffffffff,45.0,0.0,0.0
8411ab1ffffffff,4.0,0.0,0.0
8411ab5ffffffff,25.0,6.0,0.0
8411ab7ffffffff,6.0,0.0,0.0
8411abdffffffff,9.0,1.0,0.0
8411ac3ffffffff,2.0,0.0,0.0
8411ae3ffffffff,78.0,20.0,0.0
8411ae5ffffffff,6.0,2.0,0.0
8411ae7ffffffff,14.0,2.0,0.0
8411b4dffffffff,24.0,0.0,0.0
8411b69ffffffff,2.0,0.0,0.0
8414813ffffffff,2.0,0.0,0.0
84149adffffffff,2.0,0.0,0.0
8414c81ffffffff,1.0,0.0,1.0
84158e5ffffffff,2.0,0.0,0.0
8415981ffffffff,1.0,1.0,0.0
8415983ffffffff,1.0,0.0,0.0
841598bffffffff,16.0,3.0,2.0
841599dffffffff,2.0,0.0,0.0
84159c5ffffffff,2.0,0.0,0.0
8416161ffffffff,10.0,0.0,0.0
8416163ffffffff,6.0,0.0,0.0
8416165ffffffff,1.0,0.0,0.0
841616bffffffff,1.0,0.0,0.0
8416301ffffffff,2.0,0.0,0.0
84178b3ffffffff,4.0,0.0,0.0
8418019ffffffff,4.0,0.0,0.0
841801bffffffff,8.0,0.0,0.0
841801dffffffff,2.0,0.0,0.0
8418053ffffffff,2.0,0.0,0.0
8418059ffffffff,6.0,2.0,0.0
841805bffffffff,17.0,4.0,0.0
84180cdffffffff,2.0,0.0,0.0
841820bffffffff,4.0,0.0,0.0
8418213ffffffff,1.0,0.0,0.0
8418231ffffffff,1.0,0.0,0.0
8418233ffffffff,24.0,14.0,0.0
8418235ffffffff,2.0,0.0,0.0
8418237ffffffff,2.0,0.0,0.0
8418251ffffffff,8.0,2.0,0.0
8418255ffffffff,3.0,3.0,0.0
841825bffffffff,3.0,0.0,0.0
8418281ffffffff,5.0,2.0,0.0
8418289ffffffff,4.0,0.0,0.0
841828bffffffff,33.0,3.0,0.0
841828dffffffff,7.0,2.0,0.0
8418299ffffffff,5.0,0.0,0.0
84182a1ffffffff,18.0,0.0,0.0
84182a3ffffffff,14.0,0.0,0.0
84182a5ffffffff,2.0,0.0,0.0
84182a7ffffffff,5.0,0.0,0.0
84182a9ffffffff,4.0,0.0,0.0
84182abffffffff,6.0,0.0,0.0
84182adffffffff,5.0,0.0,0.0
84182c1ffffffff,202.0,1.0,0.0
84182c3ffffffff,51.0,4.0,0.0
84182c5ffffffff,4.0,0.0,0.0
84182c7ffffffff,3.0,0.0,0.0
84182c9ffffffff,78.0,0.0,0.0
84182cbffffffff,187.0,12.0,0.0
84182cdffffffff,9.0,0.0,0.0
84182d3ffffffff,3.0,0.0,0.0
84182d5ffffffff,5.0,0.0,0.0
84182d9ffffffff,2.0,0.0,0.0
84182dbffffffff,2.0,0.0,0.0
84182e1ffffffff,2.0,0.0,0.0
84182e5ffffffff,65.0,26.0,0.0
84182e7ffffffff,24.0,2.0,0.0
84182e9ffffffff,15.0,5.0,0.0
84182ebffffffff,8.0,4.0,0.0
8418409ffffffff,2.0,0.0,0.0
8418441ffffffff,1.0,0.0,0.0
8418443ffffffff,7.0,0.0,0.0
841844dffffffff,2.0,0.0,0.0
8418457ffffffff,10.0,0.0,0.0
8418459ffffffff,1.0,0.0,0.0
841845bffffffff,2.0,0.0,0.0
841845dffffffff,3.0,0.0,0.0
8418469ffffffff,2.0,0.0,0.0
841846dffffffff,3.0,0.0,0.0
8418491ffffffff,17.0,0.0,0.0
8418493ffffffff,194.0,0.0,0.0
8418495ffffffff,296.0,0.0,0.0
8418497ffffffff,170.0,0.0,0.0
841849bffffffff,1.0,0.0,0.0
841849dffffffff,4.0,0.0,0.0
84184a3ffffffff,2.0,0.0,0.0
84184b1ffffffff,122.0,0.0,0.0
84184b3ffffffff,44.0,0.0,0.0
84184b5ffffffff,107.0,4.0,0.0
84184b7ffffffff,34.0,0.0,0.0
84184b9ffffffff,9.0,0.0,0.0
84184bbffffffff,375.0,0.0,0.0
84184bdffffffff,79.0,6.0,0.0
84184ddffffffff,5.0,0.0,0.0
8418593ffffffff,34.0,0.0,0.0
8418597ffffffff,26.0,0.0,0.0
84185b1ffffffff,3.0,0.0,0.0
84185b3ffffffff,109.0,0.0,0.0
84185b5ffffffff,5.0,0.0,0.0
84185b7ffffffff,6.0,0.0,0.0
84185bbffffffff,86.0,0.0,0.0
8418609ffffffff,4.0,0.0,0.0
841860dffffffff,4.0,2.0,0.0
8418623ffffffff,3.0,0.0,0.0
8418629ffffffff,13.0,9.0,0.0
8418635ffffffff,2.0,0.0,0.0
8418655ffffffff,2.0,0.0,0.0
8418657ffffffff,1.0,0.0,0.0
8418663ffffffff,2.0,2.0,0.0
8418667ffffffff,10.0,0.0,0.0
8418695ffffffff,2.0,0.0,0.0
841869bffffffff,1.0,0.0,0.0
84186a5ffffffff,2.0,0.0,0.0
84186a7ffffffff,1.0,0.0,0.0
84186c5ffffffff,3.0,0.0,0.0
84186c9ffffffff,6.0,0.0,0.0
84186d1ffffffff,3.0,3.0,0.0
84186e5ffffffff,2.0,0.0,0.0
84186e7ffffffff,2.0,0.0,0.0
841870dffffffff,64.0,8.0,0.0
8418717ffffffff,1.0,0.0,0.0
841871bffffffff,4.0,1.0,0.0
8418729ffffffff,4.0,2.0,0.0
841873bffffffff,92.0,19.0,0.0
8418741ffffffff,3.0,0.0,0.0
8418743ffffffff,2.0,0.0,0.0
8418747ffffffff,29.0,1.0,0.0
8418749ffffffff,10.0,1.0,0.0
841874bffffffff,16.0,4.0,0.0
841875dffffffff,12.0,0.0,0.0
841876bffffffff,1.0,0.0,0.0
8419083ffffffff,11.0,0.0,0.0
8419089ffffffff,19.0,4.0,0.0
841908bffffffff,13.0,8.0,0.0
841908dffffffff,5.0,4.0,0.0
8419091ffffffff,13.0,2.0,0.0
8419093ffffffff,11.0,0.0,0.0
8419095ffffffff,5.0,3.0,0.0
8419097ffffffff,3.0,0.0,0.0
8419099ffffffff,26.0,4.0,0.0
841909bffffffff,35.0,5.0,0.0
841909dffffffff,2.0,0.0,0.0
84190b3ffffffff,4.0,4.0,0.0
84190bbffffffff,15.0,0.0,0.0
84190c1ffffffff,6.0,0.0,0.0
84190c3ffffffff,6.0,4.0,0.0
84190c7ffffffff,4.0,0.0,0.0
84190cbffffffff,11.0,2.0,0.0
84190d1ffffffff,18.0,0.0,0.0
84190d3ffffffff,12.0,1.0,0.0
84190d5ffffffff,2.0,2.0,0.0
84190d7ffffffff,4.0,0.0,0.0
84190d9ffffffff,142.0,26.0,0.0
84190dbffffffff,13.0,2.0,0.0
84190ddffffffff,47.0,12.0,0.0
84190ebffffffff,7.0,0.0,0.0
8419293ffffffff,2.0,0.0,0.0
8419297ffffffff,1.0,0.0,0.0
84192abffffffff,5.0,2.0,0.0
84192b1ffffffff,12.0,7.0,0.0
84192b3ffffffff,22.0,6.0,0.0
84192b5ffffffff,12.0,12.0,0.0
84192b7ffffffff,19.0,5.0,0.0
84192bbffffffff,4.0,0.0,0.0
8419401ffffffff,44.0,14.0,0.0
8419403ffffffff,20.0,2.0,0.0
8419405ffffffff,200.0,5.0,0.0
8419407ffffffff,76.0,2.0,0.0
841940dffffffff,52.0,4.0,0.0
8419411ffffffff,150.0,33.0,0.0
8419413ffffffff,198.0,70.0,0.0
8419415ffffffff,354.0,94.0,0.0
8419417ffffffff,212.0,25.0,0.0
841941bffffffff,23.0,8.0,0.0
841941dffffffff,1.0,0.0,0.0
8419421ffffffff,122.0,21.0,0.0
8419423ffffffff,243.0,10.0,0.0
8419425ffffffff,51.0,29.0,0.0
8419427ffffffff,717.0,407.0,0.0
8419429ffffffff,88.0,12.0,0.0
841942bffffffff,384.0,168.0,0.0
841942dffffffff,107.0,29.0,0.0
8419431ffffffff,61.0,6.0,0.0
8419433ffffffff,113.0,2.0,0.0
8419435ffffffff,86.0,37.0,0.0
8419437ffffffff,245.0,23.0,0.0
8419439ffffffff,11.0,2.0,0.0
841943bffffffff,35.0,29.0,0.0
841943dffffffff,66.0,46.0,0.0
8419461ffffffff,31.0,1.0,0.0
8419463ffffffff,18.0,0.0,0.0
8419465ffffffff,22.0,2.0,0.0
8419467ffffffff,24.0,12.0,0.0
841946bffffffff,28.0,5.0,0.0
841946dffffffff,3.0,0.0,0.0
8419481ffffffff,42.0,13.0,0.0
8419483ffffffff,6.0,2.0,0.0
8419485ffffffff,59.0,11.0,0.0
841948bffffffff,8.0,0.0,0.0
841948dffffffff,138.0,35.0,0.0
8419495ffffffff,2.0,0.0,0.0
8419497ffffffff,4.0,2.0,0.0
8419499ffffffff,2.0,0.0,0.0
841949dffffffff,3.0,0.0,0.0
84194a1ffffffff,42.0,0.0,0.0
84194a3ffffffff,4.0,0.0,0.0
84194a5ffffffff,589.0,55.0,0.0
84194a7ffffffff,6.0,0.0,0.0
84194a9ffffffff,62.0,2.0,0.0
84194abffffffff,34.0,0.0,0.0
84194adffffffff,15.0,0.0,0.0
84194b9ffffffff,10.0,4.0,0.0
84194bbffffffff,5.0,1.0,0.0
84194c5ffffffff,140.0,14.0,0.0
84194d3ffffffff,2.0,2.0,0.0
84194d5ffffffff,3.0,3.0,0.0
84194d9ffffffff,13.0,0.0,0.0
84194ddffffffff,2.0,0.0,0.0
84194e1ffffffff,9.0,2.0,0.0
84194e3ffffffff,3.0,0.0,0.0
84194e5ffffffff,185.0,1.0,0.0
84194e7ffffffff,19.0,3.0,0.0
84194e9ffffffff,74.0,2.0,0.0
84194ebffffffff,21.0,0.0,0.0
84194edffffffff,59.0,3.0,0.0
8419511ffffffff,4.0,0.0,0.0
8419513ffffffff,7.0,2.0,0.0
8419517ffffffff,46.0,4.0,0.0
8419519ffffffff,29.0,2.0,0.0
841951bffffffff,329.0,53.0,0.0
8419521ffffffff,2.0,2.0,0.0
8419525ffffffff,2.0,0.0,0.0
8419527ffffffff,15.0,0.0,0.0
8419529ffffffff,12.0,5.0,0.0
841952dffffffff,15.0,2.0,0.0
8419531ffffffff,7.0,4.0,0.0
