cell_id,Hirundinea ferruginea,Hirundinea ferruginea ferruginea/sclateri,Hirundinea ferruginea bellicosa/pallidior
84a8c23ffffffff,25.0,0.0,0.0
84a8c25ffffffff,4.0,0.0,0.0
84a8c27ffffffff,2.0,0.0,0.0
84a8c2bffffffff,3.0,0.0,0.0
84a8d19ffffffff,4.0,0.0,0.0
84a8d1bffffffff,16.0,0.0,0.0
84a8d23ffffffff,2.0,0.0,0.0
84a8d43ffffffff,2.0,0.0,0.0
84a8d51ffffffff,1.0,0.0,0.0
84a8da1ffffffff,2.0,0.0,0.0
84a8de1ffffffff,5.0,0.0,0.0
84a8de3ffffffff,28.0,0.0,0.0
84a8de7ffffffff,4.0,0.0,0.0
84a8debffffffff,9.0,0.0,0.0
84a8ec9ffffffff,1.0,0.0,0.0
84a8f41ffffffff,8.0,0.0,0.0
84a8f45ffffffff,3.0,0.0,0.0
84a8f47ffffffff,2.0,0.0,0.0
84a8f5dffffffff,1.0,0.0,0.0
84a9033ffffffff,2.0,0.0,0.0
84a9081ffffffff,4.0,0.0,0.0
84a90a5ffffffff,4.0,0.0,0.0
84a90a7ffffffff,2.0,0.0,0.0
84a90a9ffffffff,2.0,0.0,0.0
84a90adffffffff,18.0,0.0,1.0
84a90e1ffffffff,3.0,0.0,0.0
84a90e5ffffffff,4.0,0.0,0.0
84a90e9ffffffff,2.0,0.0,0.0
84a90ebffffffff,2.0,0.0,0.0
84a918bffffffff,2.0,0.0,0.0
84a9191ffffffff,24.0,0.0,0.0
84a9195ffffffff,6.0,0.0,0.0
84a919dffffffff,4.0,0.0,0.0
84a91b1ffffffff,4.0,0.0,0.0
84a91d1ffffffff,6.0,0.0,0.0
84a91d9ffffffff,5.0,0.0,0.0
84a9283ffffffff,2.0,0.0,0.0
84a9431ffffffff,6.0,0.0,0.0
84a9433ffffffff,4.0,0.0,0.0
84a9437ffffffff,1.0,0.0,0.0
84a951bffffffff,3.0,0.0,0.0
84a955bffffffff,47.0,0.0,0.0
84a9565ffffffff,2.0,0.0,0.0
84a95c9ffffffff,8.0,0.0,0.0
84a95d9ffffffff,13.0,0.0,0.0
84a974dffffffff,2.0,0.0,0.0
84a9765ffffffff,6.0,0.0,0.0
84b2095ffffffff,1.0,0.0,0.0
84b20b3ffffffff,2.0,0.0,0.0
84b2297ffffffff,6.0,0.0,0.0
84b22b1ffffffff,2.0,0.0,0.0
84b22b7ffffffff,1.0,0.0,0.0
84b22d9ffffffff,8.0,0.0,0.0
84b22dbffffffff,2.0,0.0,0.0
84b2401ffffffff,9.0,0.0,0.0
84b2407ffffffff,2.0,0.0,0.0
84b2421ffffffff,2.0,0.0,0.0
84b2423ffffffff,4.0,0.0,0.0
84b2427ffffffff,1.0,0.0,0.0
84b242bffffffff,37.0,0.0,0.0
84b2435ffffffff,52.0,0.0,0.0
84b2437ffffffff,5.0,0.0,0.0
84b243dffffffff,7.0,0.0,0.0
84b250bffffffff,2.0,0.0,0.0
84b250dffffffff,4.0,0.0,0.0
84b251bffffffff,4.0,0.0,0.0
84b2525ffffffff,21.0,0.0,0.0
84b2557ffffffff,9.0,0.0,0.0
84b256bffffffff,4.0,0.0,0.0
84b2589ffffffff,27.0,0.0,0.0
84b258bffffffff,3.0,0.0,0.0
84b258dffffffff,3.0,0.0,0.0
84b25c1ffffffff,30.0,0.0,0.0
84b25c7ffffffff,8.0,0.0,0.0
84b25c9ffffffff,2.0,0.0,0.0
84b25cbffffffff,19.0,0.0,0.0
84b25cdffffffff,40.0,0.0,0.0
84b25d1ffffffff,5.0,0.0,0.0
84b25d5ffffffff,44.0,0.0,0.0
84b25ddffffffff,22.0,0.0,0.0
84b25e1ffffffff,7.0,0.0,0.0
84b25e3ffffffff,60.0,0.0,0.0
84b25e5ffffffff,2.0,0.0,0.0
84b25ebffffffff,1.0,0.0,0.0
84b2625ffffffff,1.0,0.0,0.0
84b2701ffffffff,11.0,0.0,0.0
84b2703ffffffff,2.0,0.0,0.0
84b2705ffffffff,2.0,0.0,0.0
84b2709ffffffff,5.0,0.0,0.0
84b270bffffffff,1.0,0.0,0.0
84b270dffffffff,4.0,0.0,0.0
84b2721ffffffff,3.0,0.0,0.0
84b2723ffffffff,2.0,0.0,0.0
84b2725ffffffff,2.0,0.0,0.0
84b2727ffffffff,1.0,0.0,0.0
84b2729ffffffff,2.0,0.0,0.0
84b272bffffffff,4.0,0.0,0.0
84b272dffffffff,1.0,0.0,0.0
84b2747ffffffff,1.0,0.0,0.0
84b2749ffffffff,1.0,0.0,0.0
84b274dffffffff,1.0,0.0,0.0
84b275bffffffff,4.0,0.0,0.0
84b276dffffffff,2.0,0.0,0.0
84b2e1bffffffff,2.0,0.0,0.0
84b2eb7ffffffff,4.0,0.0,0.0
84b2eebffffffff,11.0,0.0,0.0
84b3219ffffffff,1.0,0.0,0.0
84b3241ffffffff,2.0,0.0,0.0
84b3243ffffffff,3.0,0.0,0.0
84b3253ffffffff,29.0,0.0,1.0
84b3257ffffffff,2.0,0.0,0.0
84b325bffffffff,1.0,0.0,0.0
84b32d9ffffffff,6.0,0.0,2.0
84b32dbffffffff,23.0,0.0,2.0
84b3423ffffffff,2.0,0.0,0.0
84b3425ffffffff,32.0,0.0,0.0
84b3427ffffffff,1.0,0.0,0.0
84b342dffffffff,21.0,0.0,0.0
84b3439ffffffff,2.0,0.0,0.0
84b3441ffffffff,2.0,0.0,0.0
84b3445ffffffff,35.0,0.0,0.0
84b3463ffffffff,7.0,0.0,0.0
84b346dffffffff,19.0,0.0,0.0
84b3511ffffffff,28.0,0.0,0.0
84b3513ffffffff,15.0,0.0,0.0
84b3515ffffffff,3.0,0.0,0.0
84b3519ffffffff,3.0,0.0,0.0
84b351bffffffff,16.0,0.0,0.0
84b3533ffffffff,8.0,0.0,0.0
84b355bffffffff,1.0,0.0,0.0
84b3585ffffffff,4.0,0.0,0.0
84b358dffffffff,10.0,0.0,0.0
84b35a1ffffffff,1.0,0.0,0.0
84b35a3ffffffff,2.0,0.0,0.0
84b35a5ffffffff,25.0,0.0,0.0
84b35a7ffffffff,74.0,0.0,0.0
84b35a9ffffffff,12.0,0.0,0.0
84b35abffffffff,2.0,0.0,0.0
84b35adffffffff,115.0,0.0,0.0
84b35c1ffffffff,6.0,0.0,0.0
84b35c5ffffffff,52.0,0.0,0.0
84b35c7ffffffff,6.0,0.0,0.0
84b35c9ffffffff,17.0,0.0,0.0
84b35cdffffffff,25.0,0.0,0.0
84b35e1ffffffff,169.0,0.0,0.0
84b35e3ffffffff,53.0,0.0,0.0
84b35e5ffffffff,71.0,0.0,0.0
84b35e7ffffffff,12.0,0.0,0.0
84b35e9ffffffff,152.0,0.0,0.0
84b35ebffffffff,46.0,0.0,0.0
84b35edffffffff,15.0,0.0,0.0
84b3627ffffffff,1.0,0.0,0.0
84b366dffffffff,7.0,0.0,0.0
84b370dffffffff,1.0,0.0,0.0
84b3715ffffffff,7.0,0.0,0.0
84b3717ffffffff,3.0,0.0,0.0
84b371bffffffff,3.0,0.0,0.0
84b3723ffffffff,1.0,0.0,0.0
84b3731ffffffff,111.0,0.0,0.0
84b3733ffffffff,3.0,0.0,0.0
84c2d03ffffffff,2.0,0.0,0.0
84c2d81ffffffff,1.0,0.0,0.0
84c2d85ffffffff,39.0,0.0,0.0
84c2d8dffffffff,14.0,0.0,0.0
84c2dc5ffffffff,2.0,0.0,0.0
84c2f31ffffffff,2.0,0.0,0.0
84c2f37ffffffff,12.0,0.0,0.0
