cell_id,Euplectes macroura,Euplectes macroura macrocercus,Euplectes macroura macroura/conradsi
84599e5ffffffff,1.0,0.0,0.0
846a109ffffffff,1.0,0.0,0.0
846a155ffffffff,1.0,0.0,0.0
846a45dffffffff,1.0,0.0,0.0
846a5a9ffffffff,4.0,0.0,0.0
846a5adffffffff,1.0,0.0,0.0
846a611ffffffff,3.0,0.0,0.0
846a619ffffffff,3.0,0.0,0.0
846ac03ffffffff,1.0,0.0,0.0
846ac11ffffffff,5.0,0.0,0.0
846ac31ffffffff,2.0,0.0,0.0
846ac3dffffffff,8.0,0.0,0.0
846ac89ffffffff,10.0,0.0,0.0
846ac93ffffffff,2.0,0.0,0.0
846acc3ffffffff,4.0,0.0,0.0
846accbffffffff,21.0,0.0,0.0
846acd5ffffffff,3.0,0.0,0.0
846acebffffffff,1.0,0.0,0.0
846adc1ffffffff,4.0,0.0,0.0
846adc9ffffffff,9.0,0.0,0.0
846add9ffffffff,5.0,0.0,0.0
846ae0bffffffff,1.0,0.0,0.0
846ae15ffffffff,2.0,0.0,0.0
846ae85ffffffff,76.0,0.0,0.0
846ae8bffffffff,1.0,0.0,0.0
846aea1ffffffff,186.0,2.0,0.0
846aea3ffffffff,16.0,0.0,0.0
846aea5ffffffff,10.0,0.0,0.0
846aea9ffffffff,8.0,0.0,0.0
846aeabffffffff,49.0,0.0,0.0
846aeb5ffffffff,7.0,0.0,0.0
846aeb7ffffffff,1.0,0.0,0.0
846aed3ffffffff,1.0,0.0,0.0
846aee3ffffffff,63.0,0.0,0.0
846aee7ffffffff,3.0,0.0,0.0
846b9a5ffffffff,1.0,0.0,0.0
846bb61ffffffff,1.0,0.0,0.0
8475087ffffffff,2.0,0.0,0.0
84750d1ffffffff,50.0,0.0,5.0
84750d3ffffffff,56.0,0.0,6.0
84750dbffffffff,1.0,0.0,0.0
8475131ffffffff,1.0,0.0,0.0
847518dffffffff,5.0,0.0,0.0
8475195ffffffff,2.0,0.0,0.0
8475201ffffffff,26.0,0.0,2.0
8475203ffffffff,3.0,0.0,0.0
8475205ffffffff,2.0,0.0,0.0
8475207ffffffff,23.0,0.0,2.0
847522dffffffff,2.0,0.0,0.0
847523bffffffff,1.0,0.0,0.0
8475293ffffffff,17.0,0.0,1.0
8475295ffffffff,12.0,0.0,0.0
8475299ffffffff,2.0,0.0,0.0
847529bffffffff,37.0,0.0,3.0
84752a3ffffffff,1.0,0.0,0.0
84752d3ffffffff,8.0,0.0,3.0
84752e9ffffffff,4.0,0.0,0.0
8475313ffffffff,1.0,0.0,0.0
847532bffffffff,2.0,0.0,0.0
8475361ffffffff,1.0,0.0,0.0
8475761ffffffff,45.0,0.0,3.0
8475861ffffffff,1.0,0.0,0.0
8475a07ffffffff,2.0,0.0,0.0
8475a85ffffffff,1.0,0.0,0.0
847a489ffffffff,4.0,0.0,0.0
847a4cbffffffff,16.0,0.0,0.0
847a4d1ffffffff,19.0,7.0,0.0
847a4d3ffffffff,1.0,0.0,0.0
847a4d5ffffffff,1.0,0.0,0.0
847a4d9ffffffff,5.0,0.0,0.0
847a4dbffffffff,1.0,0.0,0.0
847a4ddffffffff,42.0,0.0,0.0
847a681ffffffff,62.0,0.0,0.0
847a683ffffffff,202.0,0.0,0.0
847a689ffffffff,2.0,0.0,0.0
847a68bffffffff,29.0,0.0,0.0
847a69bffffffff,1.0,0.0,0.0
847a6b7ffffffff,7.0,0.0,0.0
847a6d1ffffffff,4.0,0.0,0.0
847a6d3ffffffff,1.0,0.0,0.0
847aca3ffffffff,2.0,0.0,0.0
847acb5ffffffff,7.0,0.0,0.0
8482125ffffffff,8.0,0.0,0.0
8482181ffffffff,3.0,0.0,0.0
8482183ffffffff,1.0,0.0,0.0
84821b1ffffffff,2.0,0.0,0.0
848284dffffffff,2.0,0.0,0.0
84828b5ffffffff,1.0,0.0,0.0
8482a09ffffffff,3.0,0.0,0.0
8482a55ffffffff,1.0,0.0,0.0
8482a81ffffffff,11.0,0.0,0.0
8482a83ffffffff,3.0,0.0,0.0
8482a9bffffffff,1.0,0.0,0.0
8482d07ffffffff,3.0,0.0,0.0
8482d27ffffffff,1.0,0.0,0.0
8482d2bffffffff,2.0,0.0,0.0
8482d3dffffffff,4.0,0.0,0.0
8482f09ffffffff,1.0,0.0,0.0
8483125ffffffff,4.0,0.0,0.0
848330dffffffff,1.0,0.0,1.0
8483861ffffffff,2.0,0.0,0.0
84838a5ffffffff,1.0,0.0,0.0
84838adffffffff,2.0,0.0,0.0
84838e3ffffffff,1.0,0.0,0.0
84838edffffffff,1.0,0.0,0.0
8483a89ffffffff,2.0,0.0,0.0
8483ac3ffffffff,2.0,0.0,2.0
8496003ffffffff,2.0,0.0,2.0
8496009ffffffff,2.0,0.0,0.0
849602dffffffff,5.0,0.0,2.0
8496047ffffffff,2.0,0.0,0.0
8496051ffffffff,1.0,0.0,0.0
8496095ffffffff,2.0,0.0,0.0
8496097ffffffff,6.0,0.0,0.0
84960b1ffffffff,4.0,0.0,2.0
84960b7ffffffff,2.0,0.0,0.0
84960bbffffffff,3.0,0.0,0.0
8496209ffffffff,2.0,0.0,0.0
8496233ffffffff,4.0,0.0,0.0
849623bffffffff,5.0,0.0,0.0
8496283ffffffff,16.0,0.0,0.0
8496287ffffffff,3.0,0.0,0.0
849628bffffffff,2.0,0.0,0.0
84962abffffffff,3.0,0.0,0.0
84962b9ffffffff,12.0,0.0,0.0
84962c5ffffffff,1.0,0.0,0.0
84962c9ffffffff,39.0,0.0,8.0
84962d9ffffffff,2.0,0.0,0.0
84962e5ffffffff,8.0,0.0,2.0
8496365ffffffff,3.0,0.0,0.0
8496445ffffffff,1.0,0.0,0.0
8496569ffffffff,7.0,0.0,3.0
849672bffffffff,1.0,0.0,0.0
84968c9ffffffff,1.0,0.0,0.0
8496931ffffffff,1.0,0.0,0.0
84969a5ffffffff,1.0,0.0,0.0
8496a59ffffffff,7.0,0.0,0.0
8496aabffffffff,2.0,0.0,0.0
8496e49ffffffff,4.0,0.0,0.0
84970a7ffffffff,1.0,0.0,0.0
84970e3ffffffff,1.0,0.0,0.0
8497199ffffffff,27.0,0.0,0.0
849719bffffffff,52.0,0.0,0.0
84971d3ffffffff,3.0,0.0,0.0
84971d7ffffffff,1.0,0.0,0.0
8497517ffffffff,3.0,0.0,1.0
8497535ffffffff,10.0,0.0,6.0
84978d9ffffffff,6.0,0.0,0.0
8497aabffffffff,5.0,0.0,0.0
8497ab1ffffffff,1.0,0.0,0.0
8497ab5ffffffff,2.0,0.0,0.0
