cell_id,Cecropis daurica,Cecropis daurica [daurica Group],Cecropis daurica [striolata Group]
836095fffffffff,1.0,1.0,0.0
836099fffffffff,6.0,6.0,0.0
83609efffffffff,4.0,4.0,0.0
8360a2fffffffff,2.0,2.0,0.0
8360a9fffffffff,41.0,41.0,0.0
8360aafffffffff,5.0,5.0,0.0
8360abfffffffff,3.0,3.0,0.0
8360adfffffffff,1.0,1.0,0.0
8360b1fffffffff,11.0,11.0,0.0
8360b5fffffffff,5.0,5.0,0.0
836102fffffffff,5.0,5.0,0.0
836111fffffffff,1.0,1.0,0.0
836119fffffffff,3.0,3.0,0.0
83611efffffffff,2.0,2.0,0.0
836188fffffffff,5.0,5.0,0.0
836189fffffffff,18.0,18.0,0.0
83618bfffffffff,36.0,36.0,0.0
83618cfffffffff,1.0,1.0,0.0
836416fffffffff,6.0,6.0,0.0
836432fffffffff,7.0,7.0,0.0
83648cfffffffff,1.0,1.0,0.0
836494fffffffff,2.0,2.0,0.0
8364a2fffffffff,4.0,4.0,0.0
8364a4fffffffff,2.0,2.0,0.0
8364a5fffffffff,10.0,10.0,0.0
836500fffffffff,6.0,6.0,0.0
836501fffffffff,13.0,13.0,0.0
836503fffffffff,5.0,5.0,0.0
836504fffffffff,1.0,1.0,0.0
836518fffffffff,61.0,59.0,0.0
836519fffffffff,2.0,2.0,0.0
83651cfffffffff,2.0,2.0,0.0
83651dfffffffff,23.0,23.0,0.0
836520fffffffff,115.0,115.0,0.0
836523fffffffff,5.0,5.0,0.0
836526fffffffff,130.0,130.0,0.0
83658efffffffff,18.0,18.0,0.0
836590fffffffff,1.0,1.0,0.0
836591fffffffff,11.0,6.0,5.0
836599fffffffff,5.0,5.0,0.0
8365b6fffffffff,3.0,0.0,0.0
836802fffffffff,4.0,4.0,0.0
836934fffffffff,4.0,0.0,0.0
839450fffffffff,2.0,2.0,0.0
839451fffffffff,3.0,3.0,0.0
839480fffffffff,9.0,9.0,0.0
839c05fffffffff,8.0,8.0,0.0
839c23fffffffff,8.0,8.0,0.0
