cell_id,Chalcites lucidus,Chalcites lucidus harterti,Chalcites lucidus layardi,Chalcites lucidus lucidus,Chalcites lucidus plagosus
83c992fffffffff,75.0,0.0,0.0,0.0,20.0
83c993fffffffff,143.0,0.0,0.0,0.0,2.0
83c994fffffffff,6.0,0.0,0.0,0.0,0.0
83c995fffffffff,18.0,0.0,0.0,0.0,4.0
83c99cfffffffff,56.0,0.0,0.0,0.0,12.0
83c99efffffffff,30.0,0.0,0.0,0.0,0.0
83c9b0fffffffff,10.0,0.0,0.0,0.0,2.0
83c9b1fffffffff,102.0,0.0,0.0,0.0,22.0
83c9b3fffffffff,99.0,0.0,0.0,0.0,21.0
83c9b6fffffffff,2.0,0.0,0.0,0.0,0.0
83d46bfffffffff,5.0,0.0,0.0,0.0,0.0
83d892fffffffff,26.0,0.0,0.0,0.0,0.0
83d896fffffffff,13.0,0.0,0.0,0.0,0.0
83d8b6fffffffff,9.0,0.0,0.0,0.0,0.0
83da80fffffffff,17.0,0.0,0.0,0.0,0.0
83da81fffffffff,31.0,0.0,0.0,0.0,0.0
83da82fffffffff,24.0,0.0,0.0,0.0,0.0
83da83fffffffff,46.0,0.0,0.0,0.0,0.0
83da84fffffffff,55.0,0.0,0.0,0.0,0.0
83da85fffffffff,60.0,0.0,0.0,0.0,0.0
83da86fffffffff,96.0,0.0,0.0,0.0,0.0
83da8cfffffffff,15.0,0.0,0.0,0.0,0.0
83da8efffffffff,58.0,0.0,0.0,0.0,0.0
83da90fffffffff,27.0,0.0,0.0,0.0,0.0
83da91fffffffff,34.0,0.0,0.0,0.0,0.0
83da92fffffffff,29.0,0.0,0.0,0.0,0.0
83da94fffffffff,103.0,0.0,0.0,0.0,0.0
83da95fffffffff,39.0,0.0,0.0,0.0,0.0
83da96fffffffff,42.0,0.0,0.0,0.0,0.0
83da9cfffffffff,23.0,0.0,0.0,0.0,0.0
83daaafffffffff,56.0,0.0,0.0,0.0,0.0
83dab3fffffffff,59.0,0.0,0.0,0.0,0.0
