cell_id,Turdus falcklandii,Turdus falcklandii magellanicus/pembertoni,Turdus falcklandii falcklandii
83c353fffffffff,41.0,0.0,0.0
83c354fffffffff,14.0,0.0,0.0
83c356fffffffff,33.0,0.0,0.0
83c360fffffffff,79.0,0.0,0.0
83c364fffffffff,11.0,0.0,0.0
83c366fffffffff,10.0,0.0,0.0
83c36dfffffffff,5.0,0.0,0.0
83c370fffffffff,100.0,0.0,0.0
83c371fffffffff,3.0,0.0,0.0
83c373fffffffff,33.0,0.0,0.0
83c374fffffffff,2.0,0.0,0.0
83c375fffffffff,62.0,0.0,0.0
83c376fffffffff,123.0,0.0,0.0
83ce12fffffffff,5.0,0.0,0.0
83ce13fffffffff,2.0,0.0,0.0
83ce14fffffffff,2.0,0.0,0.0
83ce16fffffffff,3.0,0.0,0.0
83ce32fffffffff,3.0,0.0,0.0
83ce80fffffffff,1249.0,0.0,0.0
83ce81fffffffff,653.0,2.0,0.0
83ce82fffffffff,39.0,0.0,0.0
83ce83fffffffff,818.0,0.0,0.0
83ce84fffffffff,48.0,0.0,0.0
83ce85fffffffff,749.0,1.0,0.0
83ce86fffffffff,10.0,0.0,0.0
83ce88fffffffff,357.0,0.0,0.0
83ce89fffffffff,4.0,0.0,0.0
83ce8afffffffff,370.0,0.0,0.0
83ce8bfffffffff,72.0,0.0,0.0
83ce8cfffffffff,2458.0,2.0,0.0
83ce8efffffffff,689.0,0.0,0.0
83ce90fffffffff,5.0,0.0,0.0
83ce91fffffffff,21.0,0.0,0.0
83ce92fffffffff,42.0,0.0,0.0
83ce93fffffffff,1615.0,0.0,0.0
83ce96fffffffff,10.0,0.0,0.0
83ce98fffffffff,349.0,0.0,0.0
83ce99fffffffff,185.0,0.0,0.0
83ce9afffffffff,1.0,0.0,0.0
83ce9bfffffffff,261.0,0.0,0.0
83ce9cfffffffff,291.0,0.0,0.0
83ce9dfffffffff,649.0,0.0,0.0
83ce9efffffffff,80.0,0.0,0.0
83cea0fffffffff,185.0,1.0,0.0
83cea1fffffffff,2288.0,2.0,0.0
83cea2fffffffff,41.0,0.0,0.0
83cea3fffffffff,263.0,0.0,0.0
83cea4fffffffff,11.0,0.0,0.0
83cea5fffffffff,82.0,0.0,0.0
83cea6fffffffff,2.0,0.0,0.0
83cea8fffffffff,1374.0,79.0,0.0
83ceaafffffffff,3125.0,44.0,0.0
83ceabfffffffff,54.0,0.0,0.0
83ceacfffffffff,1087.0,252.0,0.0
83ceaefffffffff,833.0,32.0,0.0
83ceb4fffffffff,2.0,0.0,0.0
83cf10fffffffff,7.0,0.0,0.0
83cf12fffffffff,1243.0,295.0,0.0
83cf13fffffffff,188.0,41.0,0.0
83cf16fffffffff,268.0,42.0,0.0
83cf32fffffffff,1.0,0.0,0.0
83cf81fffffffff,14.0,0.0,0.0
83cf82fffffffff,2.0,0.0,0.0
83cf85fffffffff,66.0,3.0,0.0
83cf88fffffffff,212.0,0.0,0.0
83cf89fffffffff,19.0,0.0,0.0
83cf8afffffffff,30.0,0.0,0.0
83cf8bfffffffff,283.0,0.0,0.0
83cf8cfffffffff,376.0,11.0,0.0
83cf8dfffffffff,51.0,0.0,0.0
83cf8efffffffff,164.0,8.0,0.0
83cf90fffffffff,6.0,0.0,0.0
83cf91fffffffff,20.0,0.0,0.0
83cf94fffffffff,65.0,0.0,0.0
83cf95fffffffff,2.0,0.0,0.0
83cf98fffffffff,46.0,0.0,0.0
83cf9dfffffffff,1.0,0.0,0.0
83cf9efffffffff,119.0,0.0,0.0
83cfa0fffffffff,8.0,0.0,0.0
83cfa1fffffffff,6.0,0.0,0.0
83cfa2fffffffff,222.0,0.0,0.0
83cfa3fffffffff,2.0,0.0,0.0
83cfa4fffffffff,1147.0,138.0,0.0
83cfa5fffffffff,16.0,0.0,0.0
83cfa8fffffffff,271.0,15.0,0.0
83cfa9fffffffff,2.0,0.0,0.0
83cfaafffffffff,20.0,0.0,0.0
83cfabfffffffff,85.0,0.0,0.0
83cfacfffffffff,533.0,35.0,0.0
83cfadfffffffff,2.0,0.0,0.0
83cfaefffffffff,15.0,0.0,0.0
83cfb1fffffffff,20.0,0.0,0.0
83de62fffffffff,309.0,0.0,81.0
83de66fffffffff,52.0,0.0,5.0
83de70fffffffff,315.0,0.0,50.0
83de71fffffffff,33.0,0.0,0.0
83de74fffffffff,87.0,0.0,2.0
83de75fffffffff,30.0,0.0,6.0
83df40fffffffff,12.0,5.0,0.0
83df41fffffffff,560.0,161.0,0.0
83df42fffffffff,9.0,0.0,0.0
83df44fffffffff,10.0,0.0,0.0
83df45fffffffff,1664.0,169.0,0.0
83df4dfffffffff,31.0,0.0,0.0
83df5bfffffffff,5.0,0.0,0.0
83df68fffffffff,759.0,149.0,0.0
83df69fffffffff,1051.0,249.0,0.0
83df6afffffffff,169.0,31.0,0.0
83df6bfffffffff,55.0,14.0,0.0
83df6dfffffffff,582.0,98.0,0.0
83df6efffffffff,27.0,4.0,0.0
