cell_id,Malurus splendens,Malurus splendens splendens,Malurus splendens callainus,Malurus splendens melanotus/emmottorum
84b8701ffffffff,2.0,0.0,0.0,0.0
84b8801ffffffff,2.0,0.0,0.0,0.0
84b8803ffffffff,2.0,0.0,0.0,0.0
84b8809ffffffff,14.0,0.0,0.0,0.0
84b880bffffffff,37.0,0.0,0.0,0.0
84b8819ffffffff,30.0,0.0,0.0,0.0
84b881bffffffff,18.0,0.0,0.0,0.0
84b8839ffffffff,1.0,0.0,0.0,0.0
84b8843ffffffff,30.0,0.0,0.0,0.0
84b8847ffffffff,15.0,0.0,0.0,0.0
84b8849ffffffff,4.0,0.0,0.0,0.0
84b884bffffffff,2.0,0.0,0.0,0.0
84b8851ffffffff,2.0,0.0,0.0,0.0
84b8855ffffffff,254.0,0.0,0.0,0.0
84b8857ffffffff,13.0,0.0,0.0,0.0
84b8859ffffffff,2.0,0.0,0.0,0.0
84b886bffffffff,2.0,0.0,0.0,0.0
84b8889ffffffff,8.0,0.0,0.0,0.0
84b89c1ffffffff,2.0,0.0,0.0,0.0
84b8a07ffffffff,3.0,0.0,0.0,0.0
84b8a13ffffffff,2.0,0.0,0.0,0.0
84b8a15ffffffff,2.0,0.0,0.0,0.0
84b8a1bffffffff,4.0,0.0,0.0,0.0
84b8a27ffffffff,3.0,0.0,0.0,0.0
84b8a29ffffffff,2.0,0.0,0.0,0.0
84b8a5bffffffff,3.0,0.0,0.0,0.0
84b8a81ffffffff,2.0,0.0,0.0,0.0
84b8a83ffffffff,5.0,0.0,0.0,0.0
84b8a91ffffffff,7.0,0.0,0.0,0.0
84b8a9dffffffff,24.0,0.0,0.0,0.0
84b8aa5ffffffff,4.0,0.0,0.0,0.0
84b8aa7ffffffff,2.0,0.0,0.0,0.0
84b8ab5ffffffff,4.0,0.0,0.0,0.0
84b8abdffffffff,7.0,0.0,0.0,0.0
84b8acbffffffff,5.0,0.0,0.0,0.0
84b8ae3ffffffff,1.0,0.0,0.0,0.0
84b8ae5ffffffff,8.0,0.0,0.0,0.0
84b9127ffffffff,31.0,0.0,0.0,0.0
84b9135ffffffff,2.0,0.0,0.0,0.0
84b9897ffffffff,2.0,0.0,0.0,0.0
84b989dffffffff,2.0,0.0,0.0,0.0
84b98abffffffff,1.0,0.0,0.0,0.0
84b9a05ffffffff,3.0,0.0,0.0,0.0
84b9a13ffffffff,5.0,0.0,0.0,0.0
84b9a35ffffffff,1.0,0.0,0.0,0.0
84b9a4bffffffff,261.0,0.0,0.0,0.0
84b9a4dffffffff,14.0,0.0,0.0,0.0
84b9a63ffffffff,1.0,0.0,0.0,0.0
84b9a65ffffffff,6.0,0.0,0.0,0.0
84b9a95ffffffff,1.0,0.0,0.0,0.0
84b9a9dffffffff,2.0,0.0,0.0,0.0
84b9aa1ffffffff,7.0,0.0,0.0,0.0
84b9ab1ffffffff,2.0,0.0,0.0,0.0
84b9ac1ffffffff,1.0,0.0,0.0,0.0
84b9ac9ffffffff,5.0,0.0,0.0,0.0
84b9acbffffffff,64.0,0.0,0.0,0.0
84b9acdffffffff,1.0,0.0,0.0,0.0
84b9ad1ffffffff,4.0,0.0,0.0,0.0
84b9ad3ffffffff,13.0,0.0,0.0,0.0
84b9ad5ffffffff,45.0,0.0,0.0,0.0
84b9b2bffffffff,7.0,0.0,0.0,0.0
84b9b37ffffffff,2.0,0.0,0.0,0.0
84b9b47ffffffff,1.0,0.0,0.0,0.0
84b9b4bffffffff,12.0,0.0,0.0,0.0
84be433ffffffff,11.0,0.0,0.0,0.0
84be481ffffffff,6.0,0.0,0.0,0.0
84be485ffffffff,23.0,0.0,0.0,0.0
84be487ffffffff,12.0,0.0,0.0,0.0
84be489ffffffff,1.0,0.0,0.0,0.0
84be48dffffffff,15.0,0.0,0.0,0.0
84be495ffffffff,2.0,0.0,0.0,0.0
84be4a1ffffffff,51.0,0.0,0.0,0.0
84be4a3ffffffff,14.0,0.0,0.0,0.0
84be4a9ffffffff,48.0,0.0,0.0,0.0
84be4abffffffff,28.0,0.0,0.0,0.0
84be4adffffffff,2.0,0.0,0.0,0.0
84be4b1ffffffff,4.0,0.0,0.0,0.0
84be4b3ffffffff,111.0,0.0,0.0,0.0
84be4b5ffffffff,24.0,0.0,0.0,0.0
84be4b7ffffffff,14.0,0.0,0.0,0.0
84be4bbffffffff,1.0,0.0,0.0,0.0
84be4bdffffffff,2.0,0.0,0.0,0.0
84be4c5ffffffff,14.0,0.0,0.0,0.0
84be4c7ffffffff,11.0,0.0,0.0,0.0
84be4cdffffffff,6.0,0.0,0.0,0.0
84be4e1ffffffff,65.0,0.0,0.0,0.0
84be4e3ffffffff,8.0,0.0,0.0,0.0
84be4e5ffffffff,389.0,0.0,0.0,0.0
84be4e7ffffffff,18.0,0.0,0.0,0.0
84be4e9ffffffff,273.0,0.0,0.0,0.0
84be4ebffffffff,89.0,0.0,0.0,0.0
84be4edffffffff,31.0,0.0,0.0,0.0
84be503ffffffff,9.0,0.0,0.0,0.0
84be505ffffffff,2.0,0.0,0.0,0.0
84be507ffffffff,33.0,0.0,0.0,0.0
84be50bffffffff,22.0,0.0,0.0,0.0
84be519ffffffff,3.0,0.0,0.0,0.0
84be51dffffffff,3.0,0.0,0.0,0.0
84be52bffffffff,11.0,0.0,0.0,0.0
84be531ffffffff,6.0,0.0,0.0,0.0
84be533ffffffff,25.0,0.0,0.0,0.0
84be539ffffffff,587.0,0.0,0.0,0.0
84be53bffffffff,34.0,0.0,0.0,0.0
84be557ffffffff,164.0,0.0,0.0,0.0
84be591ffffffff,1.0,0.0,0.0,0.0
84be593ffffffff,25.0,0.0,0.0,0.0
84be5d1ffffffff,4.0,0.0,0.0,0.0
84be5d5ffffffff,11.0,0.0,0.0,0.0
84be5d9ffffffff,6.0,0.0,0.0,0.0
84be5dbffffffff,25.0,0.0,0.0,0.0
84bec05ffffffff,20.0,0.0,0.0,0.0
84bec07ffffffff,4.0,0.0,0.0,0.0
84bec15ffffffff,2.0,0.0,0.0,0.0
84bec17ffffffff,10.0,0.0,0.0,0.0
84bec39ffffffff,6.0,0.0,0.0,0.0
84bec57ffffffff,2.0,0.0,0.0,0.0
84bec5dffffffff,2.0,0.0,0.0,0.0
84bec61ffffffff,33.0,0.0,0.0,0.0
84bec63ffffffff,3.0,0.0,0.0,0.0
84bec67ffffffff,2.0,0.0,0.0,0.0
84bec89ffffffff,2.0,0.0,0.0,0.0
84bec8bffffffff,12.0,0.0,0.0,0.0
84bec8dffffffff,2.0,0.0,0.0,0.0
84beca3ffffffff,6.0,0.0,0.0,0.0
84becabffffffff,2.0,0.0,0.0,0.0
84becadffffffff,2.0,0.0,0.0,0.0
84becb5ffffffff,14.0,0.0,0.0,0.0
84becb7ffffffff,4.0,0.0,0.0,0.0
84becc7ffffffff,5.0,0.0,0.0,0.0
84becd1ffffffff,8.0,0.0,0.0,0.0
84becd5ffffffff,7.0,0.0,0.0,0.0
84bece9ffffffff,297.0,0.0,0.0,0.0
84becebffffffff,76.0,0.0,0.0,0.0
84bed87ffffffff,2.0,0.0,0.0,0.0
84bed89ffffffff,2.0,0.0,0.0,0.0
84bed9bffffffff,2.0,0.0,0.0,0.0
84bedcbffffffff,10.0,0.0,0.0,0.0
84bedd1ffffffff,9.0,0.0,0.0,0.0
84bee1bffffffff,2.0,0.0,0.0,0.0
84bee81ffffffff,7.0,0.0,0.0,0.0
84bee85ffffffff,41.0,0.0,0.0,0.0
84bee8dffffffff,3.0,0.0,0.0,0.0
84beea1ffffffff,2.0,0.0,0.0,0.0
84beeabffffffff,25.0,0.0,0.0,0.0
84beebdffffffff,1.0,0.0,0.0,0.0
84beec1ffffffff,1.0,0.0,0.0,0.0
84beec3ffffffff,66.0,0.0,0.0,0.0
84beec5ffffffff,5.0,0.0,0.0,0.0
84beec7ffffffff,3.0,0.0,0.0,0.0
84beec9ffffffff,5.0,0.0,0.0,0.0
84beecdffffffff,15.0,0.0,0.0,0.0
84beed1ffffffff,7.0,0.0,0.0,0.0
84beed9ffffffff,2.0,0.0,0.0,0.0
84beee1ffffffff,6.0,0.0,0.0,0.0
84beee3ffffffff,4.0,0.0,0.0,0.0
84beee7ffffffff,3.0,0.0,0.0,0.0
84beee9ffffffff,6.0,0.0,0.0,0.0
84beeebffffffff,3.0,0.0,0.0,0.0
84c9805ffffffff,35.0,0.0,0.0,0.0
84c9821ffffffff,60.0,0.0,0.0,0.0
84c9823ffffffff,10.0,0.0,0.0,0.0
84c9825ffffffff,33.0,0.0,0.0,0.0
84c9827ffffffff,55.0,0.0,0.0,0.0
84c9829ffffffff,4.0,0.0,0.0,0.0
84c982bffffffff,10.0,0.0,0.0,0.0
84c982dffffffff,135.0,0.0,0.0,0.0
84c983dffffffff,35.0,0.0,0.0,0.0
84c9861ffffffff,19.0,0.0,0.0,0.0
84c9863ffffffff,42.0,0.0,0.0,0.0
84c9865ffffffff,36.0,0.0,0.0,0.0
84c9867ffffffff,15.0,0.0,0.0,0.0
84c9869ffffffff,37.0,0.0,0.0,0.0
84c986bffffffff,37.0,0.0,0.0,0.0
84c986dffffffff,70.0,0.0,0.0,0.0
84c9901ffffffff,4.0,0.0,0.0,0.0
84c9903ffffffff,2.0,0.0,0.0,0.0
84c9905ffffffff,60.0,0.0,0.0,0.0
84c9907ffffffff,6.0,0.0,0.0,0.0
84c990bffffffff,4.0,0.0,0.0,0.0
84c9911ffffffff,2.0,0.0,0.0,0.0
84c9913ffffffff,2.0,0.0,0.0,0.0
84c9915ffffffff,9.0,0.0,0.0,0.0
84c9917ffffffff,51.0,0.0,0.0,0.0
84c9919ffffffff,4.0,0.0,0.0,0.0
84c991bffffffff,102.0,0.0,0.0,0.0
84c991dffffffff,4.0,0.0,0.0,0.0
84c9921ffffffff,3.0,0.0,0.0,0.0
84c9923ffffffff,110.0,0.0,0.0,0.0
84c9925ffffffff,28.0,0.0,0.0,0.0
84c9927ffffffff,150.0,0.0,0.0,0.0
84c992bffffffff,47.0,0.0,0.0,0.0
84c992dffffffff,2.0,0.0,0.0,0.0
84c9931ffffffff,620.0,0.0,0.0,0.0
84c9935ffffffff,230.0,0.0,0.0,0.0
84c9939ffffffff,5.0,0.0,0.0,0.0
84c993bffffffff,44.0,0.0,0.0,0.0
84c993dffffffff,14.0,0.0,0.0,0.0
84c9953ffffffff,14.0,0.0,0.0,0.0
84c9957ffffffff,22.0,0.0,0.0,0.0
84c9959ffffffff,8.0,0.0,0.0,0.0
84c995bffffffff,20.0,0.0,0.0,0.0
84c9967ffffffff,2.0,0.0,0.0,0.0
84c99c1ffffffff,36.0,0.0,0.0,0.0
84c99c5ffffffff,18.0,0.0,0.0,0.0
84c99c7ffffffff,22.0,0.0,0.0,0.0
84c99c9ffffffff,5.0,0.0,0.0,0.0
84c99cdffffffff,10.0,0.0,0.0,0.0
84c99e9ffffffff,80.0,0.0,0.0,0.0
84c99ebffffffff,62.0,0.0,0.0,0.0
84c9b03ffffffff,27.0,0.0,0.0,0.0
84c9b05ffffffff,6.0,0.0,0.0,0.0
84c9b07ffffffff,13.0,0.0,0.0,0.0
84c9b17ffffffff,210.0,0.0,0.0,0.0
84c9b29ffffffff,2.0,0.0,0.0,0.0
84c9b2bffffffff,2.0,0.0,0.0,0.0
84c9b31ffffffff,8.0,0.0,0.0,0.0
84c9b33ffffffff,119.0,0.0,0.0,0.0
84c9b39ffffffff,6.0,0.0,0.0,0.0
84c9b63ffffffff,9.0,0.0,0.0,0.0
