cell_id,Ramphocaenus melanurus,Ramphocaenus melanurus [rufiventris Group],Ramphocaenus melanurus [melanurus Group]
83664cfffffffff,1.0,0.0,0.0
836652fffffffff,7.0,0.0,0.0
836656fffffffff,66.0,0.0,0.0
836661fffffffff,3.0,0.0,0.0
836663fffffffff,16.0,0.0,0.0
836664fffffffff,2.0,0.0,0.0
83666bfffffffff,5.0,0.0,0.0
83666cfffffffff,5.0,0.0,0.0
83666efffffffff,5.0,0.0,0.0
836670fffffffff,9.0,0.0,0.0
836672fffffffff,7.0,0.0,0.0
8366a0fffffffff,786.0,28.0,0.0
8366a1fffffffff,17.0,0.0,0.0
8366a2fffffffff,18.0,0.0,0.0
8366a3fffffffff,19.0,0.0,0.0
8366a5fffffffff,4398.0,373.0,0.0
8366a6fffffffff,274.0,2.0,0.0
8366b0fffffffff,638.0,0.0,0.0
8366b1fffffffff,21.0,3.0,0.0
8366b4fffffffff,1903.0,0.0,0.0
8366b5fffffffff,1055.0,12.0,0.0
8366b6fffffffff,132.0,0.0,0.0
8366c0fffffffff,1.0,0.0,0.0
8366c2fffffffff,5.0,0.0,0.0
8366c5fffffffff,42.0,0.0,0.0
8366cdfffffffff,2.0,0.0,0.0
8366d0fffffffff,19.0,2.0,0.0
8366d2fffffffff,25.0,2.0,0.0
8366d8fffffffff,31.0,0.0,1.0
8366dafffffffff,1.0,0.0,0.0
8366dbfffffffff,3.0,0.0,1.0
8366dcfffffffff,243.0,0.0,48.0
8366ddfffffffff,11.0,0.0,1.0
8366defffffffff,55.0,0.0,7.0
8366e0fffffffff,99.0,0.0,0.0
8366e1fffffffff,31.0,0.0,0.0
8366e2fffffffff,10.0,0.0,0.0
8366e3fffffffff,65.0,0.0,0.0
8366e4fffffffff,283.0,0.0,0.0
8366e5fffffffff,216.0,0.0,0.0
8366e6fffffffff,524.0,0.0,0.0
8366eafffffffff,2.0,0.0,0.0
8366ecfffffffff,186.0,0.0,0.0
8366eefffffffff,223.0,0.0,0.0
8366f0fffffffff,24.0,0.0,0.0
8366f1fffffffff,218.0,0.0,0.0
8366f3fffffffff,3.0,0.0,0.0
8366f5fffffffff,140.0,0.0,0.0
836741fffffffff,577.0,0.0,6.0
836742fffffffff,145.0,0.0,0.0
836743fffffffff,254.0,0.0,4.0
83674afffffffff,12.0,0.0,0.0
83674cfffffffff,1186.0,0.0,35.0
83674efffffffff,184.0,0.0,0.0
836751fffffffff,59.0,0.0,0.0
836753fffffffff,39.0,0.0,0.0
836755fffffffff,10.0,0.0,0.0
836758fffffffff,2.0,0.0,0.0
836759fffffffff,7.0,0.0,0.0
83675afffffffff,45.0,0.0,6.0
83675cfffffffff,130.0,0.0,0.0
83675dfffffffff,11.0,0.0,0.0
83675efffffffff,2.0,0.0,0.0
836792fffffffff,12.0,0.0,0.0
836793fffffffff,5.0,0.0,0.0
836794fffffffff,22.0,0.0,0.0
836796fffffffff,58.0,0.0,0.0
83679afffffffff,1166.0,0.0,0.0
83679bfffffffff,932.0,6.0,0.0
836d04fffffffff,2.0,0.0,0.0
836d05fffffffff,169.0,67.0,0.0
836d20fffffffff,49.0,0.0,0.0
836d21fffffffff,251.0,59.0,0.0
836d22fffffffff,30.0,2.0,0.0
836d23fffffffff,209.0,50.0,0.0
836d25fffffffff,2.0,0.0,0.0
836d29fffffffff,40.0,0.0,0.0
836d2afffffffff,4.0,0.0,0.0
836d2bfffffffff,1456.0,0.0,0.0
836d2cfffffffff,452.0,90.0,0.0
836d2dfffffffff,296.0,0.0,0.0
836d30fffffffff,172.0,20.0,0.0
836d31fffffffff,82.0,18.0,0.0
836d35fffffffff,13.0,0.0,0.0
836d36fffffffff,9.0,0.0,0.0
836d60fffffffff,15.0,0.0,0.0
836d61fffffffff,273.0,0.0,0.0
836d64fffffffff,2.0,0.0,0.0
836d65fffffffff,75.0,0.0,0.0
836d66fffffffff,4.0,0.0,0.0
836d68fffffffff,842.0,0.0,0.0
836d69fffffffff,5862.0,0.0,0.0
836d6afffffffff,3.0,0.0,0.0
836d6bfffffffff,1067.0,0.0,0.0
836d6cfffffffff,11.0,0.0,0.0
836d6dfffffffff,306.0,0.0,0.0
836d6efffffffff,62.0,0.0,0.0
836d74fffffffff,47.0,0.0,0.0
836d75fffffffff,18.0,0.0,0.0
836d76fffffffff,10.0,0.0,0.0
838005fffffffff,11.0,0.0,0.0
83800cfffffffff,7.0,0.0,0.0
838044fffffffff,9.0,0.0,0.0
838046fffffffff,217.0,0.0,0.0
838061fffffffff,24.0,0.0,0.0
838062fffffffff,6.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0
838065fffffffff,23.0,0.0,0.0
838066fffffffff,9.0,0.0,0.0
83806bfffffffff,19.0,0.0,0.0
838071fffffffff,29.0,0.0,0.0
838072fffffffff,4.0,0.0,0.0
838073fffffffff,10.0,0.0,0.0
838074fffffffff,6.0,0.0,0.0
838075fffffffff,10.0,0.0,0.0
838102fffffffff,26.0,0.0,0.0
838110fffffffff,5.0,0.0,0.0
838112fffffffff,1.0,0.0,0.0
838114fffffffff,18.0,0.0,0.0
838116fffffffff,31.0,0.0,0.0
838132fffffffff,94.0,0.0,0.0
838133fffffffff,4.0,0.0,0.0
838134fffffffff,28.0,0.0,0.0
838136fffffffff,18.0,0.0,0.0
83814afffffffff,189.0,0.0,0.0
83814dfffffffff,37.0,0.0,0.0
83814efffffffff,104.0,0.0,0.0
838159fffffffff,10.0,0.0,0.0
83815afffffffff,10.0,0.0,0.0
83815dfffffffff,6.0,0.0,0.0
83815efffffffff,2.0,0.0,0.0
838163fffffffff,7.0,0.0,0.0
838180fffffffff,36.0,0.0,0.0
838181fffffffff,406.0,0.0,0.0
838183fffffffff,81.0,0.0,0.0
838185fffffffff,201.0,0.0,0.0
83819dfffffffff,1.0,0.0,0.0
8381adfffffffff,2.0,0.0,0.0
838a00fffffffff,14.0,0.0,0.0
838a01fffffffff,4.0,0.0,0.0
838a05fffffffff,2.0,0.0,0.0
838a10fffffffff,11.0,0.0,0.0
838a12fffffffff,1.0,0.0,0.0
838a15fffffffff,25.0,0.0,0.0
838a1afffffffff,2.0,0.0,0.0
838a33fffffffff,7.0,0.0,0.0
838a45fffffffff,27.0,0.0,0.0
838a63fffffffff,37.0,0.0,0.0
838a6dfffffffff,28.0,0.0,0.0
838a6efffffffff,5.0,0.0,0.0
838a70fffffffff,4.0,0.0,0.0
838a80fffffffff,25.0,0.0,0.0
838a82fffffffff,11.0,0.0,0.0
838a8dfffffffff,6.0,0.0,0.0
838a90fffffffff,3.0,0.0,0.0
838a92fffffffff,6.0,0.0,0.0
838a9cfffffffff,8.0,0.0,0.0
838aa8fffffffff,2.0,0.0,0.0
838aa9fffffffff,1.0,0.0,0.0
838aaafffffffff,5.0,0.0,0.0
838aacfffffffff,7.0,0.0,0.0
838ad1fffffffff,3.0,0.0,0.0
838ad8fffffffff,12.0,0.0,0.0
838adcfffffffff,37.0,0.0,5.0
838adefffffffff,4.0,0.0,0.0
838ae5fffffffff,2.0,0.0,0.0
838af0fffffffff,6.0,0.0,0.0
838af2fffffffff,150.0,0.0,0.0
838af4fffffffff,4.0,0.0,0.0
838af6fffffffff,435.0,0.0,0.0
838b63fffffffff,11.0,0.0,4.0
838b69fffffffff,5.0,0.0,0.0
838b6efffffffff,5.0,0.0,2.0
838b71fffffffff,23.0,0.0,0.0
838b82fffffffff,4.0,0.0,0.0
838b83fffffffff,1.0,0.0,0.0
838b84fffffffff,12.0,0.0,0.0
838b88fffffffff,2.0,0.0,0.0
838b8afffffffff,1.0,0.0,0.0
838b96fffffffff,4.0,0.0,0.0
838b99fffffffff,63.0,0.0,0.0
838b9cfffffffff,2.0,0.0,0.0
838b9dfffffffff,126.0,0.0,0.0
838ba6fffffffff,2.0,0.0,0.0
838e64fffffffff,1.0,0.0,0.0
838f08fffffffff,1.0,0.0,0.0
838f0dfffffffff,33.0,0.0,0.0
838f28fffffffff,4.0,0.0,0.0
838f29fffffffff,10.0,0.0,0.0
838f2afffffffff,49.0,0.0,0.0
838f2bfffffffff,140.0,11.0,0.0
838f2cfffffffff,65.0,0.0,0.0
838f40fffffffff,11.0,0.0,1.0
838f44fffffffff,4.0,0.0,0.0
838f46fffffffff,1.0,0.0,0.0
838f48fffffffff,18.0,0.0,0.0
838f61fffffffff,3.0,0.0,0.0
838f73fffffffff,1.0,0.0,1.0
83a596fffffffff,140.0,0.0,0.0
83a806fffffffff,323.0,0.0,72.0
83a810fffffffff,311.0,0.0,31.0
83a812fffffffff,305.0,0.0,56.0
83a814fffffffff,140.0,0.0,14.0
83a815fffffffff,568.0,0.0,77.0
83a816fffffffff,4.0,0.0,0.0
83a831fffffffff,111.0,0.0,0.0
83a833fffffffff,73.0,0.0,0.0
83a835fffffffff,109.0,0.0,0.0
83a882fffffffff,3.0,0.0,0.0
83a891fffffffff,18.0,0.0,0.0
83a8a0fffffffff,9.0,0.0,0.0
83a8a1fffffffff,83.0,0.0,0.0
83a8a2fffffffff,9.0,0.0,0.0
83a8a3fffffffff,2.0,0.0,0.0
83a8a5fffffffff,81.0,0.0,8.0
83a8c9fffffffff,4.0,0.0,0.0
