cell_id,Pterocles exustus,Pterocles exustus [exustus Group],Pterocles exustus erlangeri,Pterocles exustus hindustan
8460817ffffffff,4.0,0.0,0.0,0.0
846081dffffffff,11.0,0.0,0.0,0.0
8460845ffffffff,13.0,0.0,0.0,0.0
846084bffffffff,2.0,0.0,0.0,0.0
846084dffffffff,16.0,0.0,0.0,0.0
8460857ffffffff,12.0,0.0,0.0,0.0
846085bffffffff,2.0,0.0,0.0,0.0
846088dffffffff,23.0,0.0,0.0,0.0
84608c1ffffffff,2.0,0.0,0.0,0.0
84608cdffffffff,5.0,0.0,0.0,0.0
84608e3ffffffff,16.0,0.0,0.0,0.0
84608e5ffffffff,4.0,0.0,0.0,0.0
84608e9ffffffff,95.0,0.0,0.0,0.0
84608ebffffffff,148.0,0.0,0.0,0.0
84608edffffffff,13.0,0.0,0.0,0.0
8460901ffffffff,36.0,0.0,0.0,0.0
8460909ffffffff,1.0,0.0,0.0,0.0
8460913ffffffff,3.0,0.0,0.0,0.0
8460915ffffffff,5.0,0.0,0.0,0.0
846091dffffffff,3.0,0.0,0.0,0.0
8460939ffffffff,1.0,0.0,0.0,0.0
8460955ffffffff,2.0,0.0,0.0,0.0
8460961ffffffff,9.0,0.0,0.0,0.0
8460969ffffffff,2.0,0.0,0.0,0.0
84609dbffffffff,4.0,0.0,0.0,0.0
84609e1ffffffff,1.0,0.0,0.0,0.0
84609e9ffffffff,4.0,0.0,0.0,0.0
8460a0dffffffff,65.0,0.0,0.0,0.0
8460a13ffffffff,3.0,0.0,0.0,0.0
8460a15ffffffff,1.0,0.0,0.0,0.0
8460a1bffffffff,10.0,0.0,0.0,0.0
8460a25ffffffff,103.0,0.0,0.0,0.0
8460a27ffffffff,71.0,0.0,0.0,0.0
8460a39ffffffff,13.0,0.0,0.0,0.0
8460a49ffffffff,11.0,0.0,0.0,0.0
8460a59ffffffff,9.0,0.0,0.0,0.0
8460a5bffffffff,4.0,0.0,0.0,0.0
8460a61ffffffff,10.0,0.0,0.0,0.0
8460a63ffffffff,4.0,0.0,0.0,0.0
8460a89ffffffff,7.0,0.0,0.0,0.0
8460aa3ffffffff,7.0,0.0,0.0,0.0
8460aa7ffffffff,2.0,0.0,0.0,0.0
8460aadffffffff,8.0,0.0,0.0,0.0
8460acdffffffff,1.0,0.0,0.0,0.0
8460ae1ffffffff,3.0,0.0,0.0,0.0
8460ae3ffffffff,9.0,0.0,0.0,0.0
8460aebffffffff,1.0,0.0,0.0,0.0
8460b11ffffffff,18.0,0.0,0.0,0.0
8460b17ffffffff,2.0,0.0,0.0,0.0
8460b19ffffffff,9.0,0.0,0.0,0.0
8460b1bffffffff,66.0,0.0,0.0,0.0
8460b21ffffffff,3.0,0.0,0.0,0.0
8460b2bffffffff,1.0,0.0,0.0,0.0
8460b3bffffffff,7.0,0.0,0.0,0.0
8460b57ffffffff,2.0,0.0,0.0,0.0
84611b1ffffffff,6.0,0.0,0.0,0.0
84611b3ffffffff,10.0,0.0,0.0,0.0
84618c7ffffffff,2.0,0.0,0.0,0.0
84618d1ffffffff,5.0,0.0,0.0,0.0
84618dbffffffff,2.0,0.0,0.0,0.0
8461997ffffffff,1.0,0.0,0.0,0.0
846326bffffffff,12.0,0.0,0.0,0.0
846330bffffffff,4.0,0.0,4.0,0.0
8463321ffffffff,6.0,0.0,6.0,0.0
8463323ffffffff,3.0,0.0,2.0,0.0
8463325ffffffff,41.0,0.0,14.0,0.0
846332dffffffff,2.0,0.0,2.0,0.0
846335bffffffff,1.0,0.0,0.0,0.0
8463365ffffffff,4.0,0.0,4.0,0.0
8463367ffffffff,11.0,0.0,6.0,0.0
846336dffffffff,14.0,0.0,8.0,0.0
846a587ffffffff,3.0,0.0,0.0,0.0
846b127ffffffff,6.0,0.0,0.0,0.0
846b339ffffffff,1.0,0.0,0.0,0.0
847a401ffffffff,124.0,0.0,0.0,0.0
847a403ffffffff,13.0,0.0,0.0,0.0
847a405ffffffff,27.0,0.0,0.0,0.0
847a407ffffffff,123.0,0.0,0.0,0.0
847a40dffffffff,2.0,0.0,0.0,0.0
847a41dffffffff,9.0,0.0,0.0,0.0
847a45dffffffff,2.0,0.0,0.0,0.0
847a503ffffffff,2.0,0.0,0.0,0.0
847a509ffffffff,4.0,0.0,0.0,0.0
847a555ffffffff,2.0,0.0,0.0,0.0
847a581ffffffff,4.0,0.0,0.0,0.0
847a58dffffffff,3.0,0.0,0.0,0.0
847a593ffffffff,5.0,0.0,0.0,0.0
847a5b3ffffffff,1.0,0.0,0.0,0.0
847a5c5ffffffff,3.0,0.0,0.0,0.0
847a5ebffffffff,5.0,0.0,0.0,0.0
847a601ffffffff,1.0,0.0,0.0,0.0
847a609ffffffff,6.0,0.0,0.0,0.0
847a611ffffffff,13.0,0.0,0.0,0.0
847a615ffffffff,4.0,0.0,0.0,0.0
847a619ffffffff,8.0,0.0,0.0,0.0
847a61bffffffff,3.0,0.0,0.0,0.0
847a61dffffffff,175.0,0.0,0.0,0.0
847a641ffffffff,23.0,0.0,0.0,0.0
847a643ffffffff,4.0,0.0,0.0,0.0
847a645ffffffff,14.0,0.0,0.0,0.0
847a647ffffffff,9.0,0.0,0.0,0.0
847a653ffffffff,1.0,0.0,0.0,0.0
847a65dffffffff,8.0,0.0,0.0,0.0
847a669ffffffff,6.0,0.0,0.0,0.0
847a66bffffffff,8.0,0.0,0.0,0.0
847a68bffffffff,2.0,2.0,0.0,0.0
847a6c1ffffffff,4.0,2.0,0.0,0.0
847a6c5ffffffff,3.0,0.0,0.0,0.0
847a6c7ffffffff,1.0,0.0,0.0,0.0
847a6c9ffffffff,7.0,0.0,0.0,0.0
847a6d1ffffffff,95.0,20.0,0.0,0.0
847a6d3ffffffff,2.0,0.0,0.0,0.0
847a6d5ffffffff,7.0,4.0,0.0,0.0
847a6d7ffffffff,2.0,2.0,0.0,0.0
847a6d9ffffffff,49.0,5.0,0.0,0.0
847a6dbffffffff,7.0,0.0,0.0,0.0
847a6ddffffffff,5.0,0.0,0.0,0.0
847a6e1ffffffff,9.0,0.0,0.0,0.0
847a6ebffffffff,7.0,0.0,0.0,0.0
847a715ffffffff,1.0,0.0,0.0,0.0
847a73bffffffff,7.0,0.0,0.0,0.0
847ac83ffffffff,2.0,0.0,0.0,0.0
847ac87ffffffff,2.0,0.0,0.0,0.0
847ac8bffffffff,9.0,0.0,0.0,0.0
847aca3ffffffff,2.0,0.0,0.0,0.0
847ad91ffffffff,8.0,0.0,0.0,0.0
847ad95ffffffff,21.0,0.0,0.0,0.0
847ad99ffffffff,60.0,0.0,0.0,0.0
847ad9dffffffff,23.0,0.0,0.0,0.0
847adb1ffffffff,2.0,0.0,0.0,0.0
8496861ffffffff,4.0,0.0,0.0,0.0
8496901ffffffff,12.0,0.0,0.0,0.0
8496905ffffffff,2.0,0.0,0.0,0.0
8496907ffffffff,49.0,2.0,0.0,0.0
8496915ffffffff,1.0,0.0,0.0,0.0
8496921ffffffff,3.0,0.0,0.0,0.0
8496925ffffffff,119.0,22.0,0.0,0.0
849692bffffffff,54.0,12.0,0.0,0.0
849692dffffffff,2.0,0.0,0.0,0.0
8496931ffffffff,2.0,0.0,0.0,0.0
8496933ffffffff,61.0,7.0,0.0,0.0
8496935ffffffff,29.0,4.0,0.0,0.0
8496937ffffffff,40.0,5.0,0.0,0.0
849693dffffffff,10.0,3.0,0.0,0.0
84969a1ffffffff,1.0,0.0,0.0,0.0
84969a5ffffffff,3.0,0.0,0.0,0.0
8496b13ffffffff,6.0,0.0,0.0,0.0
8496b1bffffffff,3.0,0.0,0.0,0.0
