cell_id,Trogon melanurus,Trogon melanurus macroura,Trogon melanurus melanurus/eumorphus
848a233ffffffff,6.0,0.0,0.0
848a23bffffffff,6.0,0.0,0.0
848a249ffffffff,9.0,0.0,0.0
848a25bffffffff,2.0,0.0,0.0
848a2cdffffffff,2.0,0.0,0.0
848a313ffffffff,8.0,0.0,3.0
848a317ffffffff,4.0,0.0,0.0
848a337ffffffff,12.0,0.0,0.0
848a33bffffffff,4.0,0.0,0.0
848a359ffffffff,1.0,0.0,0.0
848a41bffffffff,1.0,0.0,0.0
848a451ffffffff,30.0,0.0,0.0
848a459ffffffff,64.0,0.0,0.0
848a45bffffffff,92.0,0.0,0.0
848a45dffffffff,5.0,0.0,0.0
848a525ffffffff,3.0,0.0,0.0
848a565ffffffff,2.0,0.0,0.0
848a5a1ffffffff,1.0,0.0,1.0
848a68bffffffff,13.0,0.0,0.0
848a699ffffffff,134.0,0.0,0.0
848a69dffffffff,2.0,0.0,0.0
848a6d1ffffffff,2.0,0.0,0.0
848a6d3ffffffff,41.0,0.0,0.0
848a6d7ffffffff,44.0,0.0,0.0
848a6d9ffffffff,121.0,0.0,0.0
848a6dbffffffff,34.0,0.0,0.0
848a70bffffffff,13.0,0.0,0.0
848a809ffffffff,18.0,0.0,2.0
848a81bffffffff,16.0,0.0,0.0
848a827ffffffff,3.0,0.0,0.0
848a8c1ffffffff,2.0,0.0,0.0
848a8cbffffffff,2.0,0.0,0.0
848a8cdffffffff,6.0,0.0,0.0
848a913ffffffff,2.0,0.0,0.0
848a925ffffffff,10.0,0.0,0.0
848a927ffffffff,12.0,0.0,0.0
848a9c9ffffffff,3.0,0.0,0.0
848a9cdffffffff,21.0,0.0,0.0
848a9d1ffffffff,5.0,0.0,0.0
848aa87ffffffff,12.0,0.0,0.0
848aa8bffffffff,22.0,0.0,0.0
848aa93ffffffff,5.0,0.0,0.0
848aa9dffffffff,22.0,0.0,0.0
848aaa3ffffffff,27.0,0.0,0.0
848aaa5ffffffff,11.0,0.0,0.0
848aaadffffffff,27.0,0.0,0.0
848aab1ffffffff,4.0,0.0,0.0
848aab5ffffffff,19.0,0.0,0.0
848aab9ffffffff,4.0,0.0,0.0
848aabdffffffff,7.0,0.0,0.0
848aac9ffffffff,2.0,0.0,0.0
848aacbffffffff,3.0,0.0,0.0
848aad5ffffffff,2.0,0.0,0.0
848aadbffffffff,3.0,0.0,0.0
848aaddffffffff,4.0,0.0,0.0
848ab51ffffffff,1.0,0.0,0.0
848ade3ffffffff,3.0,0.0,0.0
848ae5bffffffff,17.0,0.0,0.0
848af09ffffffff,55.0,0.0,9.0
848af11ffffffff,12.0,0.0,0.0
848af17ffffffff,1.0,0.0,0.0
848af19ffffffff,2.0,0.0,0.0
848af1dffffffff,2.0,0.0,0.0
848af29ffffffff,98.0,0.0,5.0
848af2dffffffff,23.0,0.0,3.0
848af41ffffffff,34.0,0.0,0.0
848af43ffffffff,2.0,0.0,0.0
848af45ffffffff,51.0,0.0,3.0
848af47ffffffff,4.0,0.0,0.0
848af4dffffffff,4.0,0.0,0.0
848af61ffffffff,202.0,0.0,21.0
848af63ffffffff,160.0,0.0,21.0
848af67ffffffff,171.0,0.0,9.0
848af69ffffffff,22.0,0.0,0.0
848af6bffffffff,27.0,0.0,0.0
848b045ffffffff,3.0,0.0,0.0
848b05dffffffff,4.0,0.0,0.0
848b093ffffffff,1.0,0.0,0.0
848b09dffffffff,2.0,0.0,0.0
848b0a3ffffffff,2.0,0.0,0.0
848b0b5ffffffff,2.0,0.0,0.0
848b0c1ffffffff,5.0,0.0,0.0
848b0c3ffffffff,1.0,0.0,0.0
848b0c9ffffffff,72.0,0.0,0.0
848b0cdffffffff,1.0,0.0,0.0
848b0e7ffffffff,1.0,0.0,0.0
848b105ffffffff,1.0,0.0,0.0
848b11dffffffff,4.0,0.0,0.0
848b131ffffffff,2.0,0.0,0.0
848b1b5ffffffff,1.0,0.0,0.0
848b1cdffffffff,4.0,0.0,0.0
848b1dbffffffff,6.0,0.0,0.0
848b1e1ffffffff,6.0,0.0,0.0
848b205ffffffff,2.0,0.0,0.0
848b213ffffffff,2.0,0.0,0.0
848b221ffffffff,4.0,0.0,0.0
848b223ffffffff,83.0,0.0,0.0
848b22bffffffff,8.0,0.0,0.0
848b23bffffffff,2.0,0.0,0.0
848b267ffffffff,1.0,0.0,0.0
848b28bffffffff,2.0,0.0,0.0
848b2a1ffffffff,1.0,0.0,0.0
848b2a5ffffffff,2.0,0.0,0.0
848b2a7ffffffff,5.0,0.0,0.0
848b2b5ffffffff,3.0,0.0,0.0
848b2e9ffffffff,8.0,0.0,0.0
848b2ebffffffff,3.0,0.0,0.0
848b2edffffffff,2.0,0.0,0.0
848b315ffffffff,1.0,0.0,0.0
848b401ffffffff,45.0,0.0,0.0
848b403ffffffff,1.0,0.0,0.0
848b407ffffffff,1.0,0.0,0.0
848b40bffffffff,39.0,0.0,0.0
848b40dffffffff,49.0,0.0,0.0
848b429ffffffff,14.0,0.0,0.0
848b42dffffffff,1.0,0.0,0.0
848b445ffffffff,14.0,0.0,0.0
848b447ffffffff,14.0,0.0,0.0
848b449ffffffff,19.0,0.0,0.0
848b44bffffffff,186.0,0.0,0.0
848b44dffffffff,211.0,0.0,0.0
848b459ffffffff,34.0,0.0,0.0
848b469ffffffff,26.0,0.0,0.0
848b46bffffffff,20.0,0.0,0.0
848b481ffffffff,1.0,0.0,0.0
848b483ffffffff,3.0,0.0,0.0
848b4adffffffff,1.0,0.0,0.0
848b4e5ffffffff,25.0,0.0,0.0
848b4e9ffffffff,2.0,0.0,0.0
848b511ffffffff,15.0,0.0,0.0
848b513ffffffff,40.0,0.0,2.0
848b525ffffffff,1.0,0.0,0.0
848b529ffffffff,19.0,0.0,0.0
848b52dffffffff,2.0,0.0,0.0
848b561ffffffff,2.0,0.0,0.0
848b563ffffffff,31.0,0.0,0.0
848b567ffffffff,10.0,0.0,0.0
848b56bffffffff,3.0,0.0,0.0
848b5c3ffffffff,4.0,0.0,0.0
848b5cdffffffff,97.0,0.0,11.0
848b5e9ffffffff,1.0,0.0,0.0
848b617ffffffff,477.0,0.0,0.0
848b623ffffffff,7.0,0.0,0.0
848b625ffffffff,1.0,0.0,0.0
848b627ffffffff,74.0,0.0,0.0
848b62bffffffff,1.0,0.0,0.0
848b631ffffffff,4.0,0.0,0.0
848b633ffffffff,11.0,0.0,0.0
848b635ffffffff,17.0,0.0,0.0
848b637ffffffff,334.0,0.0,0.0
848b63bffffffff,401.0,0.0,0.0
848b63dffffffff,3.0,0.0,0.0
848b683ffffffff,9.0,0.0,0.0
848b691ffffffff,3.0,0.0,0.0
848b693ffffffff,18.0,0.0,0.0
848b697ffffffff,2.0,0.0,0.0
848b699ffffffff,2.0,0.0,0.0
848b6bbffffffff,2.0,0.0,0.0
848b6c3ffffffff,3.0,0.0,0.0
848b6e5ffffffff,51.0,0.0,0.0
848b6e7ffffffff,101.0,0.0,0.0
848b6edffffffff,126.0,0.0,0.0
848b709ffffffff,59.0,0.0,0.0
848b711ffffffff,2.0,0.0,0.0
848b713ffffffff,559.0,0.0,0.0
848b717ffffffff,29.0,0.0,0.0
848b71bffffffff,45.0,0.0,0.0
848b743ffffffff,1.0,0.0,0.0
848b745ffffffff,10.0,0.0,0.0
848b747ffffffff,26.0,0.0,0.0
848b74bffffffff,2.0,0.0,0.0
848b751ffffffff,3.0,0.0,0.0
848b755ffffffff,8.0,0.0,0.0
848b757ffffffff,6.0,0.0,0.0
848b75dffffffff,7.0,0.0,0.0
848b761ffffffff,2.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0
848b821ffffffff,3.0,0.0,0.0
848b829ffffffff,1.0,0.0,0.0
848b82bffffffff,2.0,0.0,0.0
848b849ffffffff,55.0,0.0,2.0
848b881ffffffff,14.0,0.0,0.0
848b889ffffffff,5.0,0.0,0.0
848b88dffffffff,3.0,0.0,0.0
848b8dbffffffff,2.0,0.0,0.0
848b98bffffffff,7.0,0.0,0.0
848b98dffffffff,1.0,0.0,0.0
848b999ffffffff,19.0,0.0,0.0
848b99dffffffff,29.0,0.0,0.0
848b9d1ffffffff,14.0,0.0,0.0
848b9d5ffffffff,357.0,0.0,6.0
848b9d7ffffffff,9.0,0.0,0.0
848ba09ffffffff,17.0,0.0,0.0
848ba47ffffffff,11.0,0.0,2.0
848ba55ffffffff,12.0,0.0,0.0
848ba63ffffffff,37.0,0.0,0.0
848e643ffffffff,2.0,0.0,0.0
848e65bffffffff,3.0,0.0,0.0
848f401ffffffff,12.0,0.0,0.0
848f407ffffffff,2.0,0.0,0.0
848f409ffffffff,1.0,0.0,0.0
848f439ffffffff,2.0,0.0,0.0
848f44bffffffff,9.0,0.0,0.0
848f455ffffffff,6.0,0.0,0.0
848f461ffffffff,8.0,0.0,0.0
848f463ffffffff,2.0,0.0,0.0
848f489ffffffff,26.0,0.0,0.0
848f48dffffffff,33.0,0.0,0.0
848f4abffffffff,6.0,0.0,0.0
848f4c7ffffffff,51.0,0.0,0.0
848f4e3ffffffff,2.0,0.0,0.0
848f611ffffffff,31.0,0.0,0.0
848f613ffffffff,70.0,0.0,0.0
848f617ffffffff,2.0,0.0,0.0
848f619ffffffff,6.0,0.0,0.0
848f61bffffffff,122.0,0.0,0.0
848f625ffffffff,7.0,0.0,0.0
848f631ffffffff,1.0,0.0,0.0
848f633ffffffff,3.0,0.0,0.0
848f655ffffffff,5.0,0.0,0.0
848f657ffffffff,5.0,0.0,0.0
848f6a9ffffffff,1.0,0.0,0.0
848f6b1ffffffff,4.0,0.0,0.0
848f6b5ffffffff,19.0,0.0,6.0
848f6bbffffffff,4.0,0.0,0.0
848f6cdffffffff,10.0,0.0,0.0
848f6e1ffffffff,2.0,0.0,0.0
848f6e9ffffffff,56.0,0.0,0.0
848f6ebffffffff,6.0,0.0,0.0
848f6edffffffff,2.0,0.0,0.0
848f71bffffffff,9.0,0.0,0.0
848f74bffffffff,17.0,0.0,0.0
84a8591ffffffff,1.0,0.0,0.0
84a8599ffffffff,1.0,0.0,1.0
84a8c97ffffffff,9.0,0.0,9.0
84a8c9bffffffff,3.0,0.0,2.0
