cell_id,Pseudopipra pipra,Pseudopipra pipra anthracina,Pseudopipra pipra minima,Pseudopipra pipra unica/bolivari,Pseudopipra pipra coracina,Pseudopipra pipra comata/occulta,Pseudopipra pipra pipra,Pseudopipra pipra [microlopha Group],Pseudopipra pipra cephaleucos
838072fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838074fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838075fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838114fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838132fffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
838133fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838136fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83814dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a05fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a10fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a15fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a1afffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a45fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a55fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a56fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a5afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a63fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
838a68fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a69fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a6dfffffffff,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a6efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a70fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a73fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a75fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a8dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a92fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aa8fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838ad1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838adcfffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838adefffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838ae5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838af0fffffffff,103.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0
838af1fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838af2fffffffff,163.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
838af4fffffffff,73.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
838af6fffffffff,459.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
838b51fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b69fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b99fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b9dfffffffff,200.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
838e64fffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838e65fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f40fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f41fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f42fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f44fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f46fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f48fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f5cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f5dfffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f61fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f65fffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f6afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f6bfffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
838f6cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f6efffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f71fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f72fffffffff,56.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
838f73fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f74fffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f76fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a596fffffffff,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
83a859fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a891fffffffff,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
83a89efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8a2fffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
83a8a3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8b1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
