cell_id,Hirundinea ferruginea,Hirundinea ferruginea ferruginea/sclateri,Hirundinea ferruginea bellicosa/pallidior
83a8acfffffffff,151.0,0.0,7.0
83a8adfffffffff,21.0,0.0,0.0
83a8aefffffffff,201.0,0.0,0.0
83a8c2fffffffff,34.0,0.0,0.0
83a8d1fffffffff,20.0,0.0,0.0
83a8d2fffffffff,2.0,0.0,0.0
83a8d4fffffffff,2.0,0.0,0.0
83a8d5fffffffff,1.0,0.0,0.0
83a8dafffffffff,2.0,0.0,0.0
83a8defffffffff,46.0,0.0,0.0
83a8ecfffffffff,1.0,0.0,0.0
83a8f4fffffffff,15.0,0.0,0.0
83a8f5fffffffff,1.0,0.0,0.0
83a903fffffffff,2.0,0.0,0.0
83a908fffffffff,4.0,0.0,0.0
83a90afffffffff,24.0,0.0,1.0
83a90efffffffff,10.0,0.0,0.0
83a918fffffffff,2.0,0.0,0.0
83a919fffffffff,34.0,0.0,0.0
83a91bfffffffff,4.0,0.0,0.0
83a91dfffffffff,12.0,0.0,0.0
83a928fffffffff,2.0,0.0,0.0
83a943fffffffff,11.0,0.0,0.0
83a946fffffffff,21.0,0.0,0.0
83a951fffffffff,3.0,0.0,0.0
83a955fffffffff,26.0,0.0,0.0
83a956fffffffff,2.0,0.0,0.0
83a95cfffffffff,8.0,0.0,0.0
83a95dfffffffff,13.0,0.0,0.0
83a974fffffffff,2.0,0.0,0.0
83a976fffffffff,6.0,0.0,0.0
83b209fffffffff,1.0,0.0,0.0
83b20bfffffffff,2.0,0.0,0.0
83b229fffffffff,6.0,0.0,0.0
83b22bfffffffff,3.0,0.0,0.0
83b22dfffffffff,18.0,0.0,0.0
83b240fffffffff,9.0,0.0,0.0
83b242fffffffff,44.0,0.0,0.0
83b243fffffffff,57.0,0.0,0.0
83b250fffffffff,6.0,0.0,0.0
83b251fffffffff,17.0,0.0,0.0
83b252fffffffff,17.0,0.0,0.0
83b255fffffffff,9.0,0.0,0.0
83b256fffffffff,4.0,0.0,0.0
83b258fffffffff,33.0,0.0,0.0
83b25cfffffffff,96.0,0.0,0.0
83b25dfffffffff,70.0,0.0,0.0
83b25efffffffff,70.0,0.0,0.0
83b262fffffffff,1.0,0.0,0.0
83b270fffffffff,25.0,0.0,0.0
83b272fffffffff,15.0,0.0,0.0
83b274fffffffff,3.0,0.0,0.0
83b275fffffffff,4.0,0.0,0.0
83b276fffffffff,2.0,0.0,0.0
83b2e1fffffffff,6.0,0.0,0.0
83b2ebfffffffff,4.0,0.0,0.0
83b2eefffffffff,11.0,0.0,0.0
83b321fffffffff,1.0,0.0,0.0
83b324fffffffff,5.0,0.0,0.0
83b325fffffffff,32.0,0.0,1.0
83b32dfffffffff,25.0,0.0,4.0
83b342fffffffff,58.0,0.0,0.0
83b343fffffffff,2.0,0.0,0.0
83b344fffffffff,34.0,0.0,0.0
83b346fffffffff,29.0,0.0,0.0
83b351fffffffff,68.0,0.0,0.0
83b353fffffffff,2.0,0.0,0.0
83b355fffffffff,1.0,0.0,0.0
83b358fffffffff,18.0,0.0,0.0
83b35afffffffff,227.0,0.0,0.0
83b35bfffffffff,2.0,0.0,0.0
83b35cfffffffff,60.0,0.0,0.0
83b35efffffffff,555.0,0.0,0.0
83b362fffffffff,1.0,0.0,0.0
83b366fffffffff,7.0,0.0,0.0
83b370fffffffff,1.0,0.0,0.0
83b371fffffffff,13.0,0.0,0.0
83b372fffffffff,1.0,0.0,0.0
83b373fffffffff,114.0,0.0,0.0
83c2d0fffffffff,2.0,0.0,0.0
83c2d8fffffffff,54.0,0.0,0.0
83c2dcfffffffff,2.0,0.0,0.0
83c2f3fffffffff,14.0,0.0,0.0
